Problem,Run,File,Status,IGD,Runtime,FE,D,Seconds
DTLZ5,11,D:\REMOandDREMO测试集\15目标\REMO_UniformMix_Pruned_Weighted_Lambdat030_NoBatchDist\REMO_UniformMix_Pruned_Weighted_Lambdat030_NoBatchDist_DTLZ5_M15_D30_11.mat,done,0.377380897906675,380.5776242,300,30,382.6045837
DTLZ5,12,D:\REMOandDREMO测试集\15目标\REMO_UniformMix_Pruned_Weighted_Lambdat030_NoBatchDist\REMO_UniformMix_Pruned_Weighted_Lambdat030_NoBatchDist_DTLZ5_M15_D30_12.mat,done,0.588137328756434,370.0819033,300,30,371.8566501
DTLZ5,13,D:\REMOandDREMO测试集\15目标\REMO_UniformMix_Pruned_Weighted_Lambdat030_NoBatchDist\REMO_UniformMix_Pruned_Weighted_Lambdat030_NoBatchDist_DTLZ5_M15_D30_13.mat,done,0.485216808363247,386.9599507,300,30,388.6464197
DTLZ5,14,D:\REMOandDREMO测试集\15目标\REMO_UniformMix_Pruned_Weighted_Lambdat030_NoBatchDist\REMO_UniformMix_Pruned_Weighted_Lambdat030_NoBatchDist_DTLZ5_M15_D30_14.mat,done,0.449293037473166,361.8748095,300,30,363.4015218
DTLZ5,15,D:\REMOandDREMO测试集\15目标\REMO_UniformMix_Pruned_Weighted_Lambdat030_NoBatchDist\REMO_UniformMix_Pruned_Weighted_Lambdat030_NoBatchDist_DTLZ5_M15_D30_15.mat,done,0.420374043502425,366.3914665,300,30,368.1785289
DTLZ5,16,D:\REMOandDREMO测试集\15目标\REMO_UniformMix_Pruned_Weighted_Lambdat030_NoBatchDist\REMO_UniformMix_Pruned_Weighted_Lambdat030_NoBatchDist_DTLZ5_M15_D30_16.mat,done,0.356797834067353,361.5260572,300,30,362.9344637
DTLZ5,17,D:\REMOandDREMO测试集\15目标\REMO_UniformMix_Pruned_Weighted_Lambdat030_NoBatchDist\REMO_UniformMix_Pruned_Weighted_Lambdat030_NoBatchDist_DTLZ5_M15_D30_17.mat,done,0.595278431963173,365.6065818,300,30,367.211638
DTLZ5,18,D:\REMOandDREMO测试集\15目标\REMO_UniformMix_Pruned_Weighted_Lambdat030_NoBatchDist\REMO_UniformMix_Pruned_Weighted_Lambdat030_NoBatchDist_DTLZ5_M15_D30_18.mat,done,0.50092529392739,379.6354143,300,30,381.2284819
DTLZ5,19,D:\REMOandDREMO测试集\15目标\REMO_UniformMix_Pruned_Weighted_Lambdat030_NoBatchDist\REMO_UniformMix_Pruned_Weighted_Lambdat030_NoBatchDist_DTLZ5_M15_D30_19.mat,done,0.345101898865872,390.7359883,300,30,392.3606104
DTLZ5,20,D:\REMOandDREMO测试集\15目标\REMO_UniformMix_Pruned_Weighted_Lambdat030_NoBatchDist\REMO_UniformMix_Pruned_Weighted_Lambdat030_NoBatchDist_DTLZ5_M15_D30_20.mat,done,0.648971434867178,382.5680745,300,30,384.1378742
