Problem,Run,File,Status,IGD,Runtime,FE,D,Seconds
DTLZ7,11,D:\REMOandDREMO测试集\15目标\REMO_UniformMix_Pruned_Weighted_Lambdat030_NoBatchDist\REMO_UniformMix_Pruned_Weighted_Lambdat030_NoBatchDist_DTLZ7_M15_D30_11.mat,done,16.6339928801289,382.3946476,300,30,384.7566075
DTLZ7,12,D:\REMOandDREMO测试集\15目标\REMO_UniformMix_Pruned_Weighted_Lambdat030_NoBatchDist\REMO_UniformMix_Pruned_Weighted_Lambdat030_NoBatchDist_DTLZ7_M15_D30_12.mat,done,22.1131142467576,403.4019997,300,30,405.8583473
DTLZ7,13,D:\REMOandDREMO测试集\15目标\REMO_UniformMix_Pruned_Weighted_Lambdat030_NoBatchDist\REMO_UniformMix_Pruned_Weighted_Lambdat030_NoBatchDist_DTLZ7_M15_D30_13.mat,done,17.4523899756776,395.310212,300,30,397.5797919
DTLZ7,14,D:\REMOandDREMO测试集\15目标\REMO_UniformMix_Pruned_Weighted_Lambdat030_NoBatchDist\REMO_UniformMix_Pruned_Weighted_Lambdat030_NoBatchDist_DTLZ7_M15_D30_14.mat,done,17.1463755144342,380.5614325,300,30,383.1137732
DTLZ7,15,D:\REMOandDREMO测试集\15目标\REMO_UniformMix_Pruned_Weighted_Lambdat030_NoBatchDist\REMO_UniformMix_Pruned_Weighted_Lambdat030_NoBatchDist_DTLZ7_M15_D30_15.mat,done,13.2695929399791,357.5753361,300,30,360.2022346
DTLZ7,16,D:\REMOandDREMO测试集\15目标\REMO_UniformMix_Pruned_Weighted_Lambdat030_NoBatchDist\REMO_UniformMix_Pruned_Weighted_Lambdat030_NoBatchDist_DTLZ7_M15_D30_16.mat,done,16.672456455875,373.4061779,300,30,375.7603112
DTLZ7,17,D:\REMOandDREMO测试集\15目标\REMO_UniformMix_Pruned_Weighted_Lambdat030_NoBatchDist\REMO_UniformMix_Pruned_Weighted_Lambdat030_NoBatchDist_DTLZ7_M15_D30_17.mat,done,21.5887376895068,371.3448163,300,30,373.7861048
DTLZ7,18,D:\REMOandDREMO测试集\15目标\REMO_UniformMix_Pruned_Weighted_Lambdat030_NoBatchDist\REMO_UniformMix_Pruned_Weighted_Lambdat030_NoBatchDist_DTLZ7_M15_D30_18.mat,done,15.0392704792329,374.5878259,300,30,377.0478504
DTLZ7,19,D:\REMOandDREMO测试集\15目标\REMO_UniformMix_Pruned_Weighted_Lambdat030_NoBatchDist\REMO_UniformMix_Pruned_Weighted_Lambdat030_NoBatchDist_DTLZ7_M15_D30_19.mat,done,16.1684499977847,354.4432398,300,30,356.6087837
DTLZ7,20,D:\REMOandDREMO测试集\15目标\REMO_UniformMix_Pruned_Weighted_Lambdat030_NoBatchDist\REMO_UniformMix_Pruned_Weighted_Lambdat030_NoBatchDist_DTLZ7_M15_D30_20.mat,done,17.1731468571001,393.9354246,300,30,396.2947041
