Problem,Run,IGDp_first,IGDp_final,IGDrelCheck
WFG8,16,15.0302135384629,11.7834441502995,0
WFG8,17,14.5733433641665,10.4754953363291,0
WFG8,18,15.329641481896,10.2204726396572,0
WFG8,19,15.2766757757995,9.29983958548703,0
WFG8,20,15.7467551521549,10.3320734034237,0
WFG9,1,14.865042978912,11.6516925880176,0
WFG9,2,15.2986250666226,10.3710753872483,0
WFG9,3,15.9928505611377,10.937890166178,0
WFG9,4,17.0772794681668,12.6374529161706,0
WFG9,5,15.7407356540834,11.561611036527,0
WFG9,6,15.2745019654265,9.91198266296745,0
WFG9,7,15.7100504376129,13.3973256666564,0
WFG9,8,14.0401146399967,12.4838113117874,0
WFG9,9,14.9122567987246,12.0648490894486,0
WFG9,10,16.2547809962889,9.82595208805598,0
WFG9,11,14.3064841733673,11.5131677986228,0
WFG9,12,15.5761251857011,9.98894021965458,0
WFG9,13,14.3865328181015,12.9296008928422,0
WFG9,14,16.7979274446107,13.2490749620605,0
WFG9,15,15.8930312290976,13.6712654081057,0
WFG9,16,14.3439025943474,10.9037911912251,0
WFG9,17,14.7350278812933,11.8555066726873,0
WFG9,18,15.1988275540957,11.4154878699747,0
WFG9,19,16.0801343933103,13.1519145734602,0
WFG9,20,15.5077130427233,13.3512130500383,0
