problem,M,run,stage,gen,ratio,mean_conf,acc_conv,acc_hyb,auc_conv,auc_hyb,auc_pair_conv,auc_pair_hyb,acc_pair_conv,acc_pair_hyb,n_pairs
DTLZ2,10,1,5,20,1,0.489295768822924,0.64,0.56,0.622395833333333,0.581168831168831,0.583637649011441,0.549165217414878,0.469090909090909,0.404444444444444,9900
DTLZ2,10,2,1,0,0.333333333333333,0.548012298299262,0.74,0.62,0.696465696465696,0.671477079796265,0.611917217934475,0.586007623790168,0.577171717171717,0.451111111111111,9900
DTLZ2,10,2,2,2,0.5,0.485184116128365,0.86,0.62,0.505813953488372,0.428692699490662,0.466813216039147,0.45426179166486,0.746868686868687,0.451111111111111,9900
DTLZ2,10,2,3,5,0.666666666666667,0.491901079270961,0.84,0.64,0.644345238095238,0.505642361111111,0.601906184230789,0.492998936779688,0.715555555555556,0.469090909090909,9900
DTLZ2,10,2,4,10,0.833333333333333,0.532510286856251,0.82,0.68,0.660569105691057,0.591452205882353,0.577655155756279,0.530957206795284,0.685454545454545,0.508686868686869,9900
DTLZ2,10,2,5,20,1,0.466026278155742,0.6,0.6,0.621666666666667,0.605,0.582559634551495,0.556055315614618,0.434343434343434,0.434343434343434,9900
DTLZ2,10,3,1,0,0.333333333333333,0.571933389425421,0.78,0.7,0.7004662004662,0.693333333333333,0.615575262464587,0.606408028673835,0.628888888888889,0.53030303030303,9900
DTLZ2,10,3,2,2,0.5,0.471651256838102,0.86,0.7,0.483388704318937,0.40952380952381,0.460076233593339,0.441795801331285,0.746868686868687,0.53030303030303,9900
DTLZ2,10,3,3,5,0.666666666666667,0.54803895600937,0.78,0.68,0.703379953379953,0.702665441176471,0.628458003829971,0.608934748756323,0.628888888888889,0.508686868686869,9900
DTLZ2,10,3,4,10,0.833333333333333,0.519773746364193,0.7,0.62,0.544761904761905,0.626061120543294,0.52924968766001,0.564199700645832,0.53030303030303,0.451111111111111,9900
DTLZ2,10,3,5,20,1,0.534252037427812,0.76,0.64,0.856359649122807,0.69921875,0.748049441636268,0.630295453323842,0.602424242424242,0.469090909090909,9900
DTLZ2,10,4,1,0,0.333333333333333,0.60189332190914,0.76,0.72,0.744517543859649,0.720734126984127,0.629332396819944,0.613752167934515,0.602424242424242,0.553131313131313,9900
DTLZ2,10,4,2,2,0.5,0.523593158104115,0.86,0.74,0.588870431893688,0.576923076923077,0.518783483340281,0.535690329666985,0.746868686868687,0.577171717171717,9900
DTLZ2,10,4,3,5,0.666666666666667,0.495019628706913,0.84,0.7,0.563988095238095,0.63,0.525946956329244,0.564114777265745,0.715555555555556,0.53030303030303,9900
DTLZ2,10,4,4,10,0.833333333333333,0.553399176488423,0.7,0.6,0.747619047619048,0.687916666666667,0.637551909882232,0.614734717607973,0.53030303030303,0.434343434343434,9900
DTLZ2,10,4,5,20,1,0.488529165198939,0.74,0.64,0.731288981288981,0.580295138888889,0.669907742878783,0.548964835069752,0.577171717171717,0.469090909090909,9900
DTLZ2,10,5,1,0,0.333333333333333,0.566319665426544,0.76,0.64,0.693530701754386,0.702256944444444,0.603170513596484,0.605184083945898,0.602424242424242,0.469090909090909,9900
DTLZ2,10,5,2,2,0.5,0.470690096250027,0.84,0.74,0.525297619047619,0.451143451143451,0.510006344322673,0.46896073900685,0.715555555555556,0.577171717171717,9900
DTLZ2,10,5,3,5,0.666666666666667,0.443707491171433,0.82,0.68,0.521680216802168,0.464154411764706,0.525528871353069,0.50060812152502,0.685454545454545,0.508686868686869,9900
DTLZ2,10,5,4,10,0.833333333333333,0.522831893221531,0.76,0.52,0.665570175438597,0.635817307692308,0.596293887989182,0.541830987087327,0.602424242424242,0.379393939393939,9900
DTLZ2,10,5,5,20,1,0.536164225001026,0.66,0.58,0.820855614973262,0.797208538587849,0.704793212834278,0.672202193788385,0.488282828282828,0.418787878787879,9900
DTLZ2,20,1,1,0,0.333333333333333,0.53874425175035,0.82,0.78,0.649051490514905,0.668997668997669,0.603689715177324,0.62459655638348,0.685454545454545,0.628888888888889,9900
DTLZ2,20,1,2,2,0.5,0.458160230266245,0.74,0.7,0.445945945945946,0.352857142857143,0.482501215361771,0.421261730670763,0.577171717171717,0.53030303030303,9900
DTLZ2,20,1,3,5,0.666666666666667,0.455600936888088,0.74,0.72,0.446465696465696,0.366071428571429,0.492869292294046,0.440119601298185,0.577171717171717,0.553131313131313,9900
DTLZ2,20,1,4,10,0.833333333333333,0.528990379663948,0.68,0.68,0.720588235294118,0.697610294117647,0.617640488482923,0.596955865139417,0.508686868686869,0.508686868686869,9900
DTLZ2,20,1,5,20,1,0.510214741039304,0.6,0.6,0.775833333333333,0.7,0.636293023255814,0.607999169435216,0.434343434343434,0.434343434343434,9900
