Problem,M,Run,Seed,Stage,anchor_margin,score_hybrid,score_v,Hybrid - Direction,Hybrid - Margin
DTLZ4,10,6,21006,"S3_(0.50,0.75]",0.376,0.302,0.264,0.03799999999999998,-0.07400000000000001
DTLZ4,10,6,21006,"S4_(0.75,1.00]",0.693333333333333,0.754285714285714,0.767619047619048,-0.013333333333333974,0.06095238095238098
DTLZ4,10,7,21007,"S1_[0,0.25]",0.16,0.152,0.008,0.144,-0.008000000000000007
DTLZ4,10,7,21007,"S2_(0.25,0.50]",0.139047619047619,0.173333333333333,0.114285714285714,0.059047619047619,0.034285714285714
DTLZ4,10,7,21007,"S3_(0.50,0.75]",0.308,0.298,0.254,0.043999999999999984,-0.010000000000000009
DTLZ4,10,7,21007,"S4_(0.75,1.00]",0.80952380952381,0.784761904761905,0.742857142857143,0.041904761904762,-0.024761904761904985
DTLZ4,10,8,21008,"S1_[0,0.25]",0.088,0.112,0.024,0.088,0.024000000000000007
DTLZ4,10,8,21008,"S2_(0.25,0.50]",0.179047619047619,0.163809523809524,0.152380952380952,0.011428571428571982,-0.015238095238095023
DTLZ4,10,8,21008,"S3_(0.50,0.75]",0.344,0.392,0.36,0.03200000000000003,0.04800000000000004
DTLZ4,10,8,21008,"S4_(0.75,1.00]",0.76,0.771428571428572,0.693333333333333,0.078095238095239,0.01142857142857201
DTLZ4,10,9,21009,"S1_[0,0.25]",0.12,0.088,0.016,0.072,-0.032
DTLZ4,10,9,21009,"S2_(0.25,0.50]",0.179047619047619,0.123809523809524,0.0495238095238095,0.0742857142857145,-0.05523809523809502
DTLZ4,10,9,21009,"S3_(0.50,0.75]",0.372,0.306,0.286,0.020000000000000018,-0.066
DTLZ4,10,9,21009,"S4_(0.75,1.00]",0.868571428571429,0.739047619047619,0.700952380952381,0.03809523809523796,-0.12952380952381004
DTLZ4,10,10,21010,"S1_[0,0.25]",0.184,0.168,0.0,0.168,-0.015999999999999986
DTLZ4,10,10,21010,"S2_(0.25,0.50]",0.310476190476191,0.102857142857143,0.0361904761904762,0.06666666666666679,-0.20761904761904804
DTLZ4,10,10,21010,"S3_(0.50,0.75]",0.424,0.428,0.398,0.02999999999999997,0.0040000000000000036
DTLZ4,10,10,21010,"S4_(0.75,1.00]",0.792380952380953,0.761904761904762,0.761904761904762,0.0,-0.03047619047619099
DTLZ4,10,11,21011,"S1_[0,0.25]",0.24,0.288,0.112,0.176,0.04799999999999999
DTLZ4,10,11,21011,"S2_(0.25,0.50]",0.365714285714286,0.219047619047619,0.0723809523809524,0.14666666666666658,-0.146666666666667
DTLZ4,10,11,21011,"S3_(0.50,0.75]",0.514,0.33,0.224,0.10600000000000001,-0.184
DTLZ4,10,11,21011,"S4_(0.75,1.00]",0.788571428571429,0.779047619047619,0.708571428571429,0.07047619047619003,-0.009523809523810045
DTLZ4,10,12,21012,"S1_[0,0.25]",0.112,0.16,0.056,0.10400000000000001,0.048
DTLZ4,10,12,21012,"S2_(0.25,0.50]",0.260952380952381,0.192380952380952,0.0990476190476191,0.09333333333333288,-0.068571428571429
DTLZ4,10,12,21012,"S3_(0.50,0.75]",0.492,0.446,0.338,0.10799999999999998,-0.045999999999999985
DTLZ4,10,12,21012,"S4_(0.75,1.00]",0.794285714285714,0.695238095238095,0.575238095238095,0.12,-0.09904761904761905
DTLZ4,10,13,21013,"S1_[0,0.25]",0.272,0.264,0.056,0.20800000000000002,-0.008000000000000007
DTLZ4,10,13,21013,"S2_(0.25,0.50]",0.377142857142857,0.32,0.228571428571429,0.091428571428571,-0.057142857142856995
DTLZ4,10,13,21013,"S3_(0.50,0.75]",0.594,0.558,0.416,0.14200000000000007,-0.03599999999999992
DTLZ4,10,13,21013,"S4_(0.75,1.00]",0.8,0.740952380952381,0.699047619047619,0.041904761904762,-0.059047619047619015
DTLZ4,10,14,21014,"S1_[0,0.25]",0.112,0.128,0.072,0.05600000000000001,0.016
DTLZ4,10,14,21014,"S2_(0.25,0.50]",0.0819047619047619,0.0971428571428571,0.0666666666666667,0.030476190476190407,0.015238095238095203
DTLZ4,10,14,21014,"S3_(0.50,0.75]",0.332,0.356,0.29,0.066,0.023999999999999966
DTLZ4,10,14,21014,"S4_(0.75,1.00]",0.674285714285714,0.748571428571429,0.718095238095238,0.03047619047619099,0.07428571428571495
DTLZ4,10,15,21015,"S1_[0,0.25]",0.264,0.28,0.048,0.23200000000000004,0.016000000000000014
DTLZ4,10,15,21015,"S2_(0.25,0.50]",0.310476190476191,0.224761904761905,0.146666666666667,0.078095238095238,-0.08571428571428602
DTLZ4,10,15,21015,"S3_(0.50,0.75]",0.56,0.466,0.386,0.08000000000000002,-0.09400000000000003
DTLZ4,10,15,21015,"S4_(0.75,1.00]",0.822857142857143,0.828571428571429,0.725714285714286,0.10285714285714298,0.005714285714286005
DTLZ4,10,16,21016,"S1_[0,0.25]",0.072,0.216,0.112,0.104,0.14400000000000002
DTLZ4,10,16,21016,"S2_(0.25,0.50]",0.211428571428571,0.293333333333333,0.32,-0.026666666666667005,0.08190476190476201
DTLZ4,10,16,21016,"S3_(0.50,0.75]",0.538,0.596,0.682,-0.08600000000000008,0.05799999999999994
DTLZ4,10,16,21016,"S4_(0.75,1.00]",0.862857142857143,0.939047619047619,0.866666666666667,0.07238095238095199,0.07619047619047603
DTLZ4,10,17,21017,"S1_[0,0.25]",0.256,0.248,0.104,0.14400000000000002,-0.008000000000000007
DTLZ4,10,17,21017,"S2_(0.25,0.50]",0.274285714285714,0.24,0.173333333333333,0.06666666666666698,-0.03428571428571403
DTLZ4,10,17,21017,"S3_(0.50,0.75]",0.508,0.48,0.464,0.01599999999999996,-0.028000000000000025
DTLZ4,10,17,21017,"S4_(0.75,1.00]",0.798095238095238,0.718095238095238,0.737142857142857,-0.01904761904761898,-0.07999999999999996
DTLZ4,10,18,21018,"S1_[0,0.25]",0.096,0.072,0.008,0.064,-0.024000000000000007
DTLZ4,10,18,21018,"S2_(0.25,0.50]",0.291428571428572,0.270476190476191,0.24,0.03047619047619099,-0.020952380952381
DTLZ4,10,18,21018,"S3_(0.50,0.75]",0.524,0.488,0.462,0.025999999999999968,-0.03600000000000003
DTLZ4,10,18,21018,"S4_(0.75,1.00]",0.784761904761905,0.790476190476191,0.752380952380952,0.03809523809523896,0.005714285714286005
DTLZ4,10,19,21019,"S1_[0,0.25]",0.112,0.096,0.0,0.096,-0.016
DTLZ4,10,19,21019,"S2_(0.25,0.50]",0.207619047619048,0.135238095238095,0.0742857142857143,0.06095238095238069,-0.07238095238095302
DTLZ4,10,19,21019,"S3_(0.50,0.75]",0.45,0.474,0.426,0.04799999999999999,0.023999999999999966
DTLZ4,10,19,21019,"S4_(0.75,1.00]",0.88,0.855238095238095,0.807619047619048,0.047619047619047006,-0.024761904761904985
DTLZ4,10,20,21020,"S1_[0,0.25]",0.208,0.232,0.152,0.08000000000000002,0.02400000000000002
DTLZ4,10,20,21020,"S2_(0.25,0.50]",0.335238095238095,0.241904761904762,0.207619047619048,0.034285714285714,-0.09333333333333299
DTLZ4,10,20,21020,"S3_(0.50,0.75]",0.452,0.442,0.408,0.03400000000000003,-0.010000000000000009
DTLZ4,10,20,21020,"S4_(0.75,1.00]",0.699047619047619,0.725714285714286,0.712380952380952,0.013333333333333974,0.02666666666666695
DTLZ4,10,21,21021,"S1_[0,0.25]",0.16,0.128,0.04,0.088,-0.032
DTLZ4,10,21,21021,"S2_(0.25,0.50]",0.179047619047619,0.156190476190476,0.125714285714286,0.03047619047618999,-0.02285714285714302
DTLZ4,10,21,21021,"S3_(0.50,0.75]",0.422,0.388,0.368,0.020000000000000018,-0.033999999999999975
DTLZ4,10,21,21021,"S4_(0.75,1.00]",0.773333333333334,0.761904761904762,0.725714285714286,0.036190476190475995,-0.01142857142857201
DTLZ4,10,22,21022,"S1_[0,0.25]",0.224,0.192,0.032,0.16,-0.032
DTLZ4,10,22,21022,"S2_(0.25,0.50]",0.230476190476191,0.127619047619048,0.04,0.08761904761904798,-0.10285714285714301
DTLZ4,10,22,21022,"S3_(0.50,0.75]",0.414,0.344,0.234,0.10999999999999996,-0.07
DTLZ4,10,22,21022,"S4_(0.75,1.00]",0.767619047619048,0.725714285714286,0.613333333333334,0.11238095238095203,-0.041904761904762
DTLZ4,10,23,21023,"S1_[0,0.25]",0.152,0.12,0.04,0.07999999999999999,-0.032
DTLZ4,10,23,21023,"S2_(0.25,0.50]",0.165714285714286,0.104761904761905,0.0723809523809524,0.03238095238095259,-0.06095238095238101
DTLZ4,10,23,21023,"S3_(0.50,0.75]",0.52,0.558,0.5,0.05800000000000005,0.038000000000000034
DTLZ4,10,23,21023,"S4_(0.75,1.00]",0.828571428571429,0.838095238095238,0.834285714285714,0.0038095238095240402,0.009523809523809046
DTLZ4,10,24,21024,"S1_[0,0.25]",0.088,0.064,0.024,0.04,-0.023999999999999994
DTLZ4,10,24,21024,"S2_(0.25,0.50]",0.154285714285714,0.247619047619048,0.211428571428571,0.036190476190476994,0.09333333333333399
DTLZ4,10,24,21024,"S3_(0.50,0.75]",0.36,0.476,0.446,0.02999999999999997,0.11599999999999999
DTLZ4,10,24,21024,"S4_(0.75,1.00]",0.782857142857143,0.773333333333333,0.706666666666667,0.06666666666666599,-0.009523809523810045
DTLZ4,10,25,21025,"S1_[0,0.25]",0.072,0.064,0.04,0.024,-0.007999999999999993
DTLZ4,10,25,21025,"S2_(0.25,0.50]",0.0971428571428572,0.118095238095238,0.0666666666666667,0.05142857142857131,0.020952380952380806
DTLZ4,10,25,21025,"S3_(0.50,0.75]",0.354,0.402,0.316,0.08600000000000002,0.04800000000000004
DTLZ4,10,25,21025,"S4_(0.75,1.00]",0.807619047619048,0.813333333333333,0.788571428571429,0.024761904761903986,0.005714285714285006
DTLZ4,20,1,22001,"S1_[0,0.25]",0.2,0.232,0.096,0.136,0.032
DTLZ4,20,1,22001,"S2_(0.25,0.50]",0.219047619047619,0.211428571428571,0.16,0.05142857142857099,-0.007619047619047997
DTLZ4,20,1,22001,"S3_(0.50,0.75]",0.52,0.452,0.434,0.018000000000000016,-0.068
DTLZ4,20,1,22001,"S4_(0.75,1.00]",0.817142857142857,0.752380952380952,0.737142857142857,0.01523809523809505,-0.06476190476190491
DTLZ4,20,2,22002,"S1_[0,0.25]",0.112,0.128,0.048,0.08,0.016
DTLZ4,20,2,22002,"S2_(0.25,0.50]",0.220952380952381,0.234285714285714,0.222857142857143,0.011428571428570983,0.013333333333332975
DTLZ4,20,2,22002,"S3_(0.50,0.75]",0.41,0.504,0.414,0.09000000000000002,0.09400000000000003
DTLZ4,20,2,22002,"S4_(0.75,1.00]",0.702857142857143,0.824761904761905,0.80952380952381,0.01523809523809505,0.12190476190476207
DTLZ4,20,3,22003,"S1_[0,0.25]",0.112,0.112,0.04,0.07200000000000001,0.0
DTLZ4,20,3,22003,"S2_(0.25,0.50]",0.135238095238095,0.125714285714286,0.0971428571428571,0.0285714285714289,-0.00952380952380899
DTLZ4,20,3,22003,"S3_(0.50,0.75]",0.292,0.388,0.41,-0.021999999999999964,0.09600000000000003
DTLZ4,20,3,22003,"S4_(0.75,1.00]",0.638095238095238,0.758095238095238,0.754285714285714,0.0038095238095240402,0.12
DTLZ4,20,4,22004,"S1_[0,0.25]",0.168,0.248,0.176,0.07200000000000001,0.07999999999999999
DTLZ4,20,4,22004,"S2_(0.25,0.50]",0.232380952380952,0.266666666666667,0.226666666666667,0.04000000000000001,0.034285714285715
DTLZ4,20,4,22004,"S3_(0.50,0.75]",0.462,0.388,0.386,0.0020000000000000018,-0.07400000000000001
DTLZ4,20,4,22004,"S4_(0.75,1.00]",0.822857142857143,0.84952380952381,0.819047619047619,0.03047619047619099,0.02666666666666706
DTLZ4,20,5,22005,"S1_[0,0.25]",0.256,0.208,0.152,0.055999999999999994,-0.048000000000000015
DTLZ4,20,5,22005,"S2_(0.25,0.50]",0.312380952380952,0.283809523809524,0.184761904761905,0.09904761904761902,-0.02857142857142797
DTLZ4,20,5,22005,"S3_(0.50,0.75]",0.374,0.4,0.352,0.04800000000000004,0.026000000000000023
DTLZ4,20,5,22005,"S4_(0.75,1.00]",0.739047619047619,0.754285714285714,0.723809523809524,0.03047619047618999,0.01523809523809505
DTLZ4,20,6,22006,"S1_[0,0.25]",0.08,0.12,0.136,-0.016000000000000014,0.039999999999999994
DTLZ4,20,6,22006,"S2_(0.25,0.50]",0.24952380952381,0.243809523809524,0.184761904761905,0.059047619047619015,-0.005714285714286005
DTLZ4,20,6,22006,"S3_(0.50,0.75]",0.46,0.466,0.328,0.138,0.006000000000000005
DTLZ4,20,6,22006,"S4_(0.75,1.00]",0.801904761904762,0.84952380952381,0.744761904761905,0.10476190476190506,0.047619047619048005
DTLZ4,20,7,22007,"S1_[0,0.25]",0.28,0.24,0.096,0.144,-0.040000000000000036
DTLZ4,20,7,22007,"S2_(0.25,0.50]",0.222857142857143,0.182857142857143,0.150476190476191,0.03238095238095198,-0.04000000000000001
DTLZ4,20,7,22007,"S3_(0.50,0.75]",0.452,0.434,0.43,0.0040000000000000036,-0.018000000000000016
DTLZ4,20,7,22007,"S4_(0.75,1.00]",0.702857142857143,0.693333333333333,0.695238095238095,-0.0019047619047619646,-0.009523809523809934
DTLZ4,20,8,22008,"S1_[0,0.25]",0.152,0.24,0.208,0.032,0.088
DTLZ4,20,8,22008,"S2_(0.25,0.50]",0.219047619047619,0.253333333333333,0.245714285714286,0.007619047619047026,0.03428571428571403
DTLZ4,20,8,22008,"S3_(0.50,0.75]",0.32,0.424,0.382,0.04199999999999998,0.10399999999999998
DTLZ4,20,8,22008,"S4_(0.75,1.00]",0.777142857142857,0.756190476190476,0.708571428571429,0.047619047619047006,-0.020952380952381056
DTLZ4,20,9,22009,"S1_[0,0.25]",0.096,0.152,0.144,0.008000000000000007,0.055999999999999994
DTLZ4,20,9,22009,"S2_(0.25,0.50]",0.220952380952381,0.356190476190476,0.300952380952381,0.055238095238094975,0.135238095238095
DTLZ4,20,9,22009,"S3_(0.50,0.75]",0.428,0.554,0.532,0.02200000000000002,0.12600000000000006
DTLZ4,20,9,22009,"S4_(0.75,1.00]",0.725714285714286,0.71047619047619,0.64,0.07047619047619003,-0.015238095238095939
DTLZ4,20,10,22010,"S1_[0,0.25]",0.24,0.216,0.136,0.07999999999999999,-0.023999999999999994
DTLZ4,20,10,22010,"S2_(0.25,0.50]",0.182857142857143,0.24,0.228571428571429,0.011428571428570983,0.057142857142856995
DTLZ4,20,10,22010,"S3_(0.50,0.75]",0.536,0.574,0.5,0.07399999999999995,0.03799999999999992
DTLZ4,20,10,22010,"S4_(0.75,1.00]",0.866666666666667,0.826666666666667,0.822857142857143,0.0038095238095240402,-0.040000000000000036
DTLZ4,20,11,22011,"S1_[0,0.25]",0.112,0.104,0.016,0.088,-0.008000000000000007
DTLZ4,20,11,22011,"S2_(0.25,0.50]",0.146666666666667,0.144761904761905,0.123809523809524,0.020952380952381014,-0.0019047619047619924
DTLZ4,20,11,22011,"S3_(0.50,0.75]",0.242,0.466,0.496,-0.02999999999999997,0.22400000000000003
DTLZ4,20,11,22011,"S4_(0.75,1.00]",0.659047619047619,0.746666666666667,0.645714285714286,0.10095238095238102,0.08761904761904804
DTLZ4,20,12,22012,"S1_[0,0.25]",0.288,0.272,0.112,0.16000000000000003,-0.01599999999999996
DTLZ4,20,12,22012,"S2_(0.25,0.50]",0.127619047619048,0.179047619047619,0.146666666666667,0.03238095238095201,0.05142857142857102
DTLZ4,20,12,22012,"S3_(0.50,0.75]",0.422,0.556,0.48,0.07600000000000007,0.13400000000000006
DTLZ4,20,12,22012,"S4_(0.75,1.00]",0.824761904761905,0.862857142857143,0.796190476190476,0.06666666666666698,0.03809523809523796
DTLZ4,20,13,22013,"S1_[0,0.25]",0.168,0.16,0.064,0.096,-0.008000000000000007
DTLZ4,20,13,22013,"S2_(0.25,0.50]",0.203809523809524,0.207619047619048,0.161904761904762,0.04571428571428601,0.0038095238095240125
DTLZ4,20,13,22013,"S3_(0.50,0.75]",0.458,0.51,0.41,0.10000000000000003,0.05199999999999999
DTLZ4,20,13,22013,"S4_(0.75,1.00]",0.750476190476191,0.756190476190476,0.750476190476191,0.005714285714285006,0.005714285714285006
DTLZ4,20,14,22014,"S1_[0,0.25]",0.144,0.144,0.04,0.10399999999999998,0.0
DTLZ4,20,14,22014,"S2_(0.25,0.50]",0.16,0.156190476190476,0.135238095238095,0.020952380952381,-0.0038095238095240125
DTLZ4,20,14,22014,"S3_(0.50,0.75]",0.28,0.412,0.428,-0.016000000000000014,0.13199999999999995
DTLZ4,20,14,22014,"S4_(0.75,1.00]",0.689523809523809,0.731428571428571,0.704761904761905,0.02666666666666595,0.041904761904762
DTLZ4,20,15,22015,"S1_[0,0.25]",0.104,0.2,0.176,0.02400000000000002,0.09600000000000002
DTLZ4,20,15,22015,"S2_(0.25,0.50]",0.144761904761905,0.283809523809524,0.205714285714286,0.07809523809523802,0.139047619047619
DTLZ4,20,15,22015,"S3_(0.50,0.75]",0.348,0.48,0.422,0.057999999999999996,0.132
DTLZ4,20,15,22015,"S4_(0.75,1.00]",0.805714285714286,0.805714285714286,0.822857142857143,-0.017142857142856904,0.0
DTLZ4,20,16,22016,"S1_[0,0.25]",0.096,0.16,0.072,0.08800000000000001,0.064
DTLZ4,20,16,22016,"S2_(0.25,0.50]",0.0990476190476191,0.222857142857143,0.186666666666667,0.036190476190475995,0.1238095238095239
DTLZ4,20,16,22016,"S3_(0.50,0.75]",0.252,0.38,0.348,0.03200000000000003,0.128
DTLZ4,20,16,22016,"S4_(0.75,1.00]",0.681904761904762,0.76952380952381,0.758095238095238,0.01142857142857201,0.08761904761904804
DTLZ4,20,17,22017,"S1_[0,0.25]",0.072,0.088,0.064,0.023999999999999994,0.016
DTLZ4,20,17,22017,"S2_(0.25,0.50]",0.171428571428571,0.272380952380952,0.251428571428572,0.02095238095238,0.10095238095238099
DTLZ4,20,17,22017,"S3_(0.50,0.75]",0.444,0.54,0.45,0.09000000000000002,0.09600000000000003
DTLZ4,20,17,22017,"S4_(0.75,1.00]",0.76952380952381,0.771428571428572,0.687619047619048,0.083809523809524,0.0019047619047619646
DTLZ4,20,18,22018,"S1_[0,0.25]",0.12,0.128,0.064,0.064,0.008000000000000007
DTLZ4,20,18,22018,"S2_(0.25,0.50]",0.297142857142857,0.259047619047619,0.232380952380952,0.026666666666667033,-0.03809523809523796
DTLZ4,20,18,22018,"S3_(0.50,0.75]",0.466,0.344,0.41,-0.066,-0.12200000000000005
DTLZ4,20,18,22018,"S4_(0.75,1.00]",0.782857142857143,0.708571428571429,0.752380952380952,-0.04380952380952308,-0.07428571428571407
DTLZ4,20,19,22019,"S1_[0,0.25]",0.232,0.24,0.176,0.064,0.00799999999999998
DTLZ4,20,19,22019,"S2_(0.25,0.50]",0.255238095238095,0.28,0.150476190476191,0.129523809523809,0.02476190476190504
DTLZ4,20,19,22019,"S3_(0.50,0.75]",0.444,0.428,0.34,0.08799999999999997,-0.016000000000000014
DTLZ4,20,19,22019,"S4_(0.75,1.00]",0.838095238095238,0.798095238095238,0.817142857142857,-0.01904761904761898,-0.040000000000000036
DTLZ4,20,20,22020,"S1_[0,0.25]",0.184,0.104,0.088,0.016,-0.08
DTLZ4,20,20,22020,"S2_(0.25,0.50]",0.276190476190476,0.276190476190476,0.217142857142857,0.05904761904761899,0.0
DTLZ4,20,20,22020,"S3_(0.50,0.75]",0.45,0.52,0.478,0.04200000000000004,0.07
DTLZ4,20,20,22020,"S4_(0.75,1.00]",0.887619047619048,0.864761904761905,0.885714285714286,-0.020952380952381056,-0.02285714285714302
DTLZ4,20,21,22021,"S1_[0,0.25]",0.128,0.096,0.048,0.048,-0.032
DTLZ4,20,21,22021,"S2_(0.25,0.50]",0.234285714285714,0.188571428571429,0.114285714285714,0.074285714285715,-0.045714285714284986
DTLZ4,20,21,22021,"S3_(0.50,0.75]",0.326,0.476,0.418,0.057999999999999996,0.14999999999999997
DTLZ4,20,21,22021,"S4_(0.75,1.00]",0.788571428571429,0.820952380952381,0.792380952380953,0.028571428571428026,0.032380952380951955
DTLZ4,20,22,22022,"S1_[0,0.25]",0.192,0.152,0.072,0.08,-0.04000000000000001
DTLZ4,20,22,22022,"S2_(0.25,0.50]",0.182857142857143,0.167619047619048,0.131428571428571,0.036190476190476994,-0.015238095238094995
DTLZ4,20,22,22022,"S3_(0.50,0.75]",0.436,0.452,0.376,0.07600000000000001,0.016000000000000014
DTLZ4,20,22,22022,"S4_(0.75,1.00]",0.782857142857143,0.847619047619048,0.822857142857143,0.024761904761905096,0.06476190476190502
DTLZ4,20,23,22023,"S1_[0,0.25]",0.056,0.072,0.04,0.031999999999999994,0.015999999999999993
DTLZ4,20,23,22023,"S2_(0.25,0.50]",0.0857142857142857,0.180952380952381,0.156190476190476,0.024761904761905013,0.0952380952380953
DTLZ4,20,23,22023,"S3_(0.50,0.75]",0.356,0.492,0.478,0.014000000000000012,0.136
DTLZ4,20,23,22023,"S4_(0.75,1.00]",0.662857142857143,0.788571428571429,0.792380952380952,-0.00380952380952293,0.125714285714286
DTLZ4,20,24,22024,"S1_[0,0.25]",0.104,0.088,0.016,0.072,-0.016
DTLZ4,20,24,22024,"S2_(0.25,0.50]",0.135238095238095,0.156190476190476,0.131428571428571,0.024761904761904985,0.020952380952381
DTLZ4,20,24,22024,"S3_(0.50,0.75]",0.344,0.47,0.486,-0.016000000000000014,0.126
DTLZ4,20,24,22024,"S4_(0.75,1.00]",0.80952380952381,0.750476190476191,0.691428571428571,0.059047619047620015,-0.059047619047619015
DTLZ4,20,25,22025,"S1_[0,0.25]",0.16,0.088,0.048,0.039999999999999994,-0.07200000000000001
DTLZ4,20,25,22025,"S2_(0.25,0.50]",0.165714285714286,0.207619047619048,0.201904761904762,0.005714285714286005,0.041904761904762
DTLZ4,20,25,22025,"S3_(0.50,0.75]",0.536,0.45,0.36,0.09000000000000002,-0.08600000000000002
DTLZ4,20,25,22025,"S4_(0.75,1.00]",0.819047619047619,0.704761904761905,0.727619047619048,-0.02285714285714302,-0.11428571428571399
DTLZ7,10,1,31001,"S1_[0,0.25]",0.0,0.0,0.0,0.0,0.0
DTLZ7,10,1,31001,"S2_(0.25,0.50]",0.0019047619047619,0.0171428571428571,0.0171428571428571,0.0,0.015238095238095198
DTLZ7,10,1,31001,"S3_(0.50,0.75]",0.078,0.152,0.178,-0.025999999999999995,0.074
DTLZ7,10,1,31001,"S4_(0.75,1.00]",0.577142857142857,0.660952380952381,0.64,0.020952380952380945,0.083809523809524
DTLZ7,10,2,31002,"S1_[0,0.25]",0.0,0.016,0.016,0.0,0.016
DTLZ7,10,2,31002,"S2_(0.25,0.50]",0.0228571428571429,0.0323809523809524,0.0304761904761905,0.0019047619047618987,0.0095238095238095
DTLZ7,10,2,31002,"S3_(0.50,0.75]",0.19,0.24,0.206,0.034,0.04999999999999999
DTLZ7,10,2,31002,"S4_(0.75,1.00]",0.575238095238095,0.544761904761905,0.527619047619048,0.017142857142857015,-0.03047619047618999
DTLZ7,10,3,31003,"S1_[0,0.25]",0.0,0.016,0.016,0.0,0.016
DTLZ7,10,3,31003,"S2_(0.25,0.50]",0.0419047619047619,0.0647619047619048,0.04,0.024761904761904797,0.022857142857142895
DTLZ7,10,3,31003,"S3_(0.50,0.75]",0.048,0.06,0.048,0.011999999999999997,0.011999999999999997
DTLZ7,10,3,31003,"S4_(0.75,1.00]",0.443809523809524,0.548571428571429,0.550476190476191,-0.0019047619047619646,0.10476190476190506
DTLZ7,10,4,31004,"S1_[0,0.25]",0.0,0.0,0.0,0.0,0.0
DTLZ7,10,4,31004,"S2_(0.25,0.50]",0.0133333333333333,0.020952380952381,0.020952380952381,0.0,0.007619047619047701
DTLZ7,10,4,31004,"S3_(0.50,0.75]",0.146,0.218,0.214,0.0040000000000000036,0.07200000000000001
DTLZ7,10,4,31004,"S4_(0.75,1.00]",0.487619047619048,0.655238095238095,0.666666666666667,-0.01142857142857201,0.16761904761904695
DTLZ7,10,5,31005,"S1_[0,0.25]",0.0,0.008,0.016,-0.008,0.008
DTLZ7,10,5,31005,"S2_(0.25,0.50]",0.0361904761904762,0.0495238095238095,0.0533333333333333,-0.0038095238095238043,0.013333333333333294
DTLZ7,10,5,31005,"S3_(0.50,0.75]",0.194,0.156,0.128,0.027999999999999997,-0.038000000000000006
DTLZ7,10,5,31005,"S4_(0.75,1.00]",0.514285714285714,0.512380952380952,0.495238095238095,0.01714285714285707,-0.0019047619047619646
DTLZ7,10,6,31006,"S1_[0,0.25]",0.0,0.0,0.0,0.0,0.0
DTLZ7,10,6,31006,"S2_(0.25,0.50]",0.0171428571428571,0.0228571428571429,0.0247619047619048,-0.0019047619047619022,0.0057142857142858
DTLZ7,10,6,31006,"S3_(0.50,0.75]",0.154,0.156,0.122,0.034,0.0020000000000000018
DTLZ7,10,6,31006,"S4_(0.75,1.00]",0.56952380952381,0.657142857142857,0.626666666666667,0.03047619047618999,0.08761904761904704
DTLZ7,10,7,31007,"S1_[0,0.25]",0.0,0.0,0.0,0.0,0.0
DTLZ7,10,7,31007,"S2_(0.25,0.50]",0.0,0.0,0.0,0.0,0.0
DTLZ7,10,7,31007,"S3_(0.50,0.75]",0.066,0.106,0.09,0.016,0.039999999999999994
DTLZ7,10,7,31007,"S4_(0.75,1.00]",0.518095238095238,0.64952380952381,0.666666666666667,-0.017142857142857015,0.1314285714285719
DTLZ7,10,8,31008,"S1_[0,0.25]",0.0,0.0,0.0,0.0,0.0
DTLZ7,10,8,31008,"S2_(0.25,0.50]",0.0019047619047619,0.0133333333333333,0.0133333333333333,0.0,0.011428571428571399
DTLZ7,10,8,31008,"S3_(0.50,0.75]",0.14,0.212,0.21,0.0020000000000000018,0.07199999999999998
DTLZ7,10,8,31008,"S4_(0.75,1.00]",0.546666666666667,0.68952380952381,0.676190476190476,0.013333333333333974,0.14285714285714302
DTLZ7,10,9,31009,"S1_[0,0.25]",0.0,0.0,0.0,0.0,0.0
DTLZ7,10,9,31009,"S2_(0.25,0.50]",0.0171428571428571,0.0380952380952381,0.0342857142857143,0.0038095238095237974,0.020952380952381
DTLZ7,10,9,31009,"S3_(0.50,0.75]",0.124,0.138,0.124,0.014000000000000012,0.014000000000000012
DTLZ7,10,9,31009,"S4_(0.75,1.00]",0.525714285714286,0.615238095238095,0.662857142857143,-0.047619047619048005,0.089523809523809
DTLZ7,10,10,31010,"S1_[0,0.25]",0.0,0.0,0.0,0.0,0.0
DTLZ7,10,10,31010,"S2_(0.25,0.50]",0.0114285714285714,0.0228571428571429,0.0247619047619048,-0.0019047619047619022,0.011428571428571498
DTLZ7,10,10,31010,"S3_(0.50,0.75]",0.126,0.164,0.15,0.014000000000000012,0.038000000000000006
DTLZ7,10,10,31010,"S4_(0.75,1.00]",0.52952380952381,0.601904761904762,0.653333333333333,-0.051428571428570935,0.0723809523809521
DTLZ7,10,11,31011,"S1_[0,0.25]",0.0,0.0,0.0,0.0,0.0
DTLZ7,10,11,31011,"S2_(0.25,0.50]",0.0,0.0,0.0,0.0,0.0
DTLZ7,10,11,31011,"S3_(0.50,0.75]",0.044,0.17,0.194,-0.023999999999999994,0.126
DTLZ7,10,11,31011,"S4_(0.75,1.00]",0.548571428571429,0.700952380952381,0.699047619047619,0.0019047619047619646,0.15238095238095195
DTLZ7,10,12,31012,"S1_[0,0.25]",0.0,0.0,0.0,0.0,0.0
DTLZ7,10,12,31012,"S2_(0.25,0.50]",0.0247619047619048,0.0380952380952381,0.0419047619047619,-0.0038095238095238043,0.013333333333333298
DTLZ7,10,12,31012,"S3_(0.50,0.75]",0.132,0.178,0.186,-0.008000000000000007,0.045999999999999985
