Arm,Problem,M,Run,IGD,IGDp,FEWithinBudget,HandleIdentity,Runtime,SurvivalRateAll,SurvivalRateLate,SurvivalRatePooled,SurvivalRateEarly,SurvivalRateStage1,SurvivalRateStage2,SurvivalRateStage3,SurvivalRateStage4,OracleHitRate,OracleHitRateLate,OracleGainRatio,OracleGainRatioLate,OracleAlgorithmGain,OracleOracleGain,OraclePoolConsidered,OracleSubsampledFraction,OracleRowCount,BatchSizeMean,BatchSizeMin,BatchSizeMax,BatchSpreadMean,PoolRawMean,PoolUniqueMean,LastRoundUniqueMean,SelectedFromLastRoundMean,RetainedCountMean,GenerationCount,EvaluatedTotal,SurvivorTotal,AggregationChangedFraction,IndicatorOperationalFraction,IndicatorAvailableFraction,IndicatorModeFraction,ExploreModeFraction,LambdaTMean,PErrMean,FallbackGenerationCount,TruncatedGenerationCount,meta_M,meta_Run,meta_CompletedFE,meta_MaxFE,meta_ActualD,meta_Gmax,meta_ProblemN,meta_PMix,meta_QKeep,meta_NMin,meta_NMax,meta_RGood,meta_Lambda0,meta_OracleEvery,meta_OraclePoolLimit,meta_OracleReferenceSize,meta_SchemaVersion,meta_ArmID
V0_REMO_RULE,WFG7,20,1,20.20529099115654,17.571700956306707,1.0,1.0,238.83028370000005,0.814403195488722,0.7868303571428573,0.835,0.9614583333333332,,0.9614583333333332,0.8771428571428572,0.7071428571428571,0.0422331871345029,0.0472222222222222,0.1304800675037411,0.1414985796548757,0.2677976116045851,1.8982225809936608,400.0,1.0,38.0,5.2631578947368425,2.0,32.0,1.8285972642235184,3010.0,3009.9736842105262,60.0,1.0,60.0,38.0,200.0,167.0,0.125,0.0,1.0,0.0,0.0,0.0980668057549964,0.0164075669601048,0.0,1.0,20.0,1.0,300.0,300.0,30.0,3000.0,100.0,0.5,0.8,4.0,6.0,0.25,0.35,1.0,400.0,300.0,1.0,0.0
V0_REMO_RULE,WFG7,20,2,22.10093543049673,19.44264418329875,1.0,1.0,294.1278948,0.8539356984478936,0.8344907407407408,0.865,0.993939393939394,,0.993939393939394,0.9027777777777778,0.7662037037037037,0.0129342202512934,0.0069444444444444,0.0725981447583582,0.0477467732580565,0.1475066996331528,1.63779300944865,400.0,1.0,41.0,4.878048780487805,1.0,33.0,1.8945668128980395,3010.0,3010.0,60.0,1.0,60.0,41.0,200.0,173.0,0.1290650406504065,0.0,1.0,0.0,0.0,0.0987121809770885,0.0132627376095825,0.0,1.0,20.0,2.0,300.0,300.0,30.0,3000.0,100.0,0.5,0.8,4.0,6.0,0.25,0.35,1.0,400.0,300.0,1.0,0.0
V0_REMO_RULE,WFG7,20,3,20.92616774667695,17.98603079059856,1.0,1.0,296.6907845,0.8718253968253968,0.8461904761904762,0.88,1.0,,1.0,0.9490196078431372,0.7490740740740741,0.0251700680272108,0.0271428571428571,0.0807903235403408,0.0694606707797687,0.1908475154348928,2.116546008071444,400.0,1.0,42.0,4.761904761904762,1.0,28.0,1.7964768201311712,3010.0,3009.9761904761904,60.0,1.0,60.0,42.0,200.0,176.0,0.1299603174603174,0.0,1.0,0.0,0.0,0.1019719366460173,0.0143873919674631,0.0,1.0,20.0,3.0,300.0,300.0,30.0,3000.0,100.0,0.5,0.8,4.0,6.0,0.25,0.35,1.0,400.0,300.0,1.0,0.0
V0_REMO_RULE,WFG7,20,4,19.93170462907628,16.987292285586815,1.0,1.0,313.4418107,0.8814880952380953,0.8661904761904762,0.89,0.9885714285714288,,0.9885714285714288,0.9205882352941176,0.8148148148148149,0.0150595238095238,0.01,0.1060076266543886,0.0964950716210279,0.1968653950357389,1.5907255920630825,400.0,1.0,40.0,5.0,1.0,35.0,1.7774093055122446,3010.0,3009.9,60.0,1.0,60.0,40.0,200.0,178.0,0.1244791666666666,0.0,1.0,0.0,0.0,0.0962487775141689,0.0131494661921708,0.0,1.0,20.0,4.0,300.0,300.0,30.0,3000.0,100.0,0.5,0.8,4.0,6.0,0.25,0.35,1.0,400.0,300.0,1.0,0.0
V0_REMO_RULE,WFG7,20,5,20.04062617519493,17.136484379102463,1.0,1.0,328.5228326999999,0.8666666666666667,0.8445945945945946,0.88,0.96875,,0.96875,0.8947368421052632,0.7916666666666666,0.0259259259259259,0.027027027027027,0.0941833633500953,0.0881465576861152,0.169793442654305,1.3960746694994015,400.0,1.0,45.0,4.444444444444445,4.0,24.0,1.8541576062952447,3010.0,3009.911111111111,60.0,1.0,60.0,45.0,200.0,176.0,0.1671296296296296,0.0,1.0,0.0,0.0,0.1044222895889167,0.0156267299327797,0.0,0.0,20.0,5.0,300.0,300.0,30.0,3000.0,100.0,0.5,0.8,4.0,6.0,0.25,0.35,1.0,400.0,300.0,1.0,0.0
V0_REMO_RULE,WFG7,20,6,20.971252970856334,18.316838203619035,1.0,1.0,313.8125181,0.8558139534883721,0.8391891891891892,0.88,0.9583333333333334,,0.9583333333333334,0.8472222222222222,0.8315789473684211,0.0088794926004228,0.0054054054054054,0.0788889701095487,0.0627913641559792,0.1925190647919062,1.8501160514287789,400.0,1.0,43.0,4.651162790697675,2.0,33.0,1.857451300898872,3010.0,3009.953488372093,60.0,1.0,60.0,43.0,200.0,176.0,0.1332364341085271,0.0,1.0,0.0,0.0,0.0980453269208958,0.0173135810643052,0.0,1.0,20.0,6.0,300.0,300.0,30.0,3000.0,100.0,0.5,0.8,4.0,6.0,0.25,0.35,1.0,400.0,300.0,1.0,0.0
V0_REMO_RULE,WFG7,20,7,21.07126331622276,18.28861851297854,1.0,1.0,283.0472452,0.901984126984127,0.9022522522522524,0.92,0.9,,0.9,0.9342105263157896,0.8685185185185185,0.0187074829931972,0.0189189189189189,0.0914541350339066,0.0726021418552209,0.1648495707661321,1.1150914612684222,400.0,1.0,42.0,4.761904761904762,2.0,35.0,1.782923711251876,3010.0,3009.9523809523807,60.0,1.0,60.0,42.0,200.0,184.0,0.1408730158730158,0.0,1.0,0.0,0.0,0.0988629783401432,0.0120657515675309,0.0,1.0,20.0,7.0,300.0,300.0,30.0,3000.0,100.0,0.5,0.8,4.0,6.0,0.25,0.35,1.0,400.0,300.0,1.0,0.0
V0_REMO_RULE,WFG7,20,8,20.94379293345632,18.125169657922143,1.0,1.0,299.2522369,0.8685925925925926,0.8423423423423424,0.875,0.99,,0.99,0.9722222222222222,0.7192982456140351,0.0166666666666666,0.0202702702702702,0.0793516221731166,0.0849047285543807,0.1192249024493438,1.5288524357618385,400.0,1.0,45.0,4.444444444444445,3.0,25.0,1.8463161029525776,3010.0,3009.9777777777776,60.0,1.0,60.0,45.0,200.0,175.0,0.1254629629629629,0.0,1.0,0.0,0.0,0.102530199317546,0.0159430604982206,0.0,1.0,20.0,8.0,300.0,300.0,30.0,3000.0,100.0,0.5,0.8,4.0,6.0,0.25,0.35,1.0,400.0,300.0,1.0,0.0
V0_REMO_RULE,WFG7,20,9,21.175828486152227,18.66123976486692,1.0,1.0,291.0569047,0.8226731601731602,0.7902116402116403,0.84,0.96875,,0.96875,0.8052631578947369,0.773389355742297,0.0164384528514963,0.0164682539682539,0.0859535378573112,0.0704932981729475,0.1459023201106714,1.5801571477758172,400.0,1.0,44.0,4.545454545454546,3.0,23.0,1.7527950603627465,3010.0,3009.8863636363635,60.0,1.0,60.0,44.0,200.0,168.0,0.1292613636363636,0.0,1.0,0.0,0.0,0.1055707834573492,0.0172112584923972,0.0,1.0,20.0,9.0,300.0,300.0,30.0,3000.0,100.0,0.5,0.8,4.0,6.0,0.25,0.35,1.0,400.0,300.0,1.0,0.0
V0_REMO_RULE,WFG7,20,10,20.39731987029773,17.80855961594781,1.0,1.0,272.1288241,0.8662020905923347,0.8545634920634921,0.885,0.95,,0.95,0.9210526315789472,0.7802521008403361,0.025531077891424,0.0125,0.1179423355431709,0.0853515381448503,0.2043775195848233,1.087630414695143,400.0,1.0,41.0,4.878048780487805,4.0,31.0,1.847113882596823,3010.0,3009.9756097560976,60.0,1.0,60.0,41.0,200.0,177.0,0.1432926829268292,0.0,1.0,0.0,0.0,0.0995527426567266,0.0146167867372623,0.0,0.0,20.0,10.0,300.0,300.0,30.0,3000.0,100.0,0.5,0.8,4.0,6.0,0.25,0.35,1.0,400.0,300.0,1.0,0.0
V1_POOL_ONLY,DTLZ2,20,1,1.2924592760057323,0.9963171776138318,1.0,1.0,331.0137825999999,0.7499999999999999,0.7066666666666667,0.745,0.8703703703703705,,0.8703703703703705,0.8055555555555555,0.6153846153846154,0.0098039215686274,0.0133333333333333,0.0397669570043499,0.0402370132275742,0.0053240727463035,0.1404405480710577,400.0,1.0,34.0,5.882352941176471,2.0,6.0,1.5535456436569308,3010.0,3009.9411764705883,60.0,0.0294117647058823,3009.9411764705883,34.0,200.0,149.0,0.1060049019607843,0.0,1.0,0.0,0.0,0.1093969056978267,0.0367176051915428,0.0,1.0,20.0,1.0,300.0,300.0,30.0,3000.0,100.0,0.5,0.8,4.0,6.0,0.25,0.35,1.0,400.0,300.0,1.0,1.0
V1_POOL_ONLY,DTLZ2,20,2,1.2143827463802124,0.8625120210254015,1.0,1.0,230.84503280000004,0.8088235294117649,0.7666666666666667,0.805,0.925925925925926,,0.925925925925926,0.9166666666666666,0.6282051282051283,0.0098039215686274,0.0133333333333333,0.0617007000672412,0.061639348989995,0.0070443675552719,0.1103985806991704,400.0,1.0,34.0,5.882352941176471,2.0,6.0,1.5529443232405624,3010.0,3009.970588235294,60.0,0.0049019607843137,3009.970588235294,34.0,200.0,161.0,0.1170343137254902,0.0,1.0,0.0,0.0,0.1120156575876693,0.0217081850533807,0.0,1.0,20.0,2.0,300.0,300.0,30.0,3000.0,100.0,0.5,0.8,4.0,6.0,0.25,0.35,1.0,400.0,300.0,1.0,1.0
V1_POOL_ONLY,DTLZ2,20,3,1.176898061891357,0.8589498845311115,1.0,1.0,264.2669945999999,0.8382352941176472,0.7933333333333336,0.835,0.9629629629629632,,0.9629629629629632,0.8611111111111112,0.7307692307692307,0.0147058823529411,0.0133333333333333,0.0668210729417828,0.0655116698244353,0.0051922502656653,0.0777051557395059,400.0,1.0,34.0,5.882352941176471,2.0,6.0,1.582576299803483,3010.0,3009.9411764705883,60.0,0.0196078431372549,3009.9411764705883,34.0,200.0,167.0,0.1072303921568627,0.0,1.0,0.0,0.0,0.110646690546523,0.0289930918986811,0.0,1.0,20.0,3.0,300.0,300.0,30.0,3000.0,100.0,0.5,0.8,4.0,6.0,0.25,0.35,1.0,400.0,300.0,1.0,1.0
V1_POOL_ONLY,DTLZ2,20,4,1.2474410340443545,0.9360046418056144,1.0,1.0,261.5896061,0.7205882352941176,0.6666666666666667,0.735,0.8703703703703702,,0.8703703703703702,0.8333333333333334,0.5128205128205127,0.0049019607843137,0.0,0.0433427298502622,0.0185437897256933,0.0062081204944097,0.0972412397137624,400.0,1.0,34.0,5.882352941176471,2.0,6.0,1.590411950941156,3010.0,3009.9411764705883,60.0,0.0196078431372549,3009.9411764705883,34.0,200.0,147.0,0.1556372549019608,0.0,1.0,0.0,0.0,0.1069414051899921,0.0523969018212267,0.0,1.0,20.0,4.0,300.0,300.0,30.0,3000.0,100.0,0.5,0.8,4.0,6.0,0.25,0.35,1.0,400.0,300.0,1.0,1.0
V1_POOL_ONLY,DTLZ2,20,5,1.2406764167183513,0.959254658429688,1.0,1.0,278.38083730000005,0.7009803921568629,0.6199999999999999,0.705,0.925925925925926,,0.925925925925926,0.6527777777777778,0.5897435897435898,0.0049019607843137,0.0066666666666666,0.0490810144961559,0.0486226288815727,0.0053941991489238,0.1074853743264481,400.0,1.0,34.0,5.882352941176471,2.0,6.0,1.5274720519081928,3010.0,3009.9411764705883,60.0,0.0294117647058823,3009.9411764705883,34.0,200.0,141.0,0.110906862745098,0.0,1.0,0.0,0.0,0.111538494638662,0.0268787942223152,0.0,1.0,20.0,5.0,300.0,300.0,30.0,3000.0,100.0,0.5,0.8,4.0,6.0,0.25,0.35,1.0,400.0,300.0,1.0,1.0
V1_POOL_ONLY,DTLZ2,20,6,1.1671662581159563,0.8624893274695745,1.0,1.0,254.9319713,0.8921568627450979,0.8666666666666665,0.89,0.9629629629629628,,0.9629629629629628,0.8888888888888888,0.8461538461538461,0.0147058823529411,0.02,0.0674289195183017,0.0812516911944713,0.0074488061284381,0.1074758470385984,400.0,1.0,34.0,5.882352941176471,2.0,6.0,1.5581721776084314,3010.0,3010.0,60.0,0.0196078431372549,3010.0,34.0,200.0,178.0,0.1341911764705882,0.0,1.0,0.0,0.0,0.1109487707301188,0.0274440025120368,0.0,1.0,20.0,6.0,300.0,300.0,30.0,3000.0,100.0,0.5,0.8,4.0,6.0,0.25,0.35,1.0,400.0,300.0,1.0,1.0
V1_POOL_ONLY,DTLZ2,20,7,1.1824595100381534,0.9309026907223692,1.0,1.0,250.31301050000008,0.7794117647058824,0.7266666666666669,0.785,0.925925925925926,,0.925925925925926,0.8611111111111112,0.6025641025641026,0.0,0.0,0.0473388121669202,0.0468607931807459,0.0046589891660905,0.100208163883284,400.0,1.0,34.0,5.882352941176471,2.0,6.0,1.602257299455918,3010.0,3009.9411764705883,60.0,0.0245098039215686,3009.9411764705883,34.0,200.0,157.0,0.136642156862745,0.0,1.0,0.0,0.0,0.1078345118197535,0.0406740632195938,0.0,1.0,20.0,7.0,300.0,300.0,30.0,3000.0,100.0,0.5,0.8,4.0,6.0,0.25,0.35,1.0,400.0,300.0,1.0,1.0
V1_POOL_ONLY,DTLZ2,20,8,1.211803315013846,0.9023057580954628,1.0,1.0,245.1760321,0.7254901960784315,0.6533333333333334,0.74,0.925925925925926,,0.925925925925926,0.7083333333333334,0.6025641025641025,0.0147058823529411,0.0133333333333333,0.0570857093397429,0.0695877231061366,0.0069292780410827,0.1148885648260708,400.0,1.0,34.0,5.882352941176471,2.0,6.0,1.704832426565047,3010.0,3009.8823529411766,60.0,0.0392156862745098,3009.8823529411766,34.0,200.0,148.0,0.125,0.0,1.0,0.0,0.0,0.1104386101613441,0.0306887167678459,0.0,1.0,20.0,8.0,300.0,300.0,30.0,3000.0,100.0,0.5,0.8,4.0,6.0,0.25,0.35,1.0,400.0,300.0,1.0,1.0
V1_POOL_ONLY,DTLZ2,20,9,1.228723570293592,0.9004642056479504,1.0,1.0,244.8934216,0.8088235294117648,0.7733333333333334,0.815,0.9074074074074076,,0.9074074074074076,0.8472222222222223,0.7051282051282052,0.0147058823529411,0.0133333333333333,0.0422903167315891,0.0442049889623084,0.0052724833684166,0.1196552797682485,400.0,1.0,34.0,5.882352941176471,2.0,6.0,1.579581427781212,3010.0,3009.970588235294,60.0,0.0196078431372549,3009.970588235294,34.0,200.0,163.0,0.1182598039215686,0.0,1.0,0.0,0.0,0.1106800138006962,0.0310445886539669,0.0,1.0,20.0,9.0,300.0,300.0,30.0,3000.0,100.0,0.5,0.8,4.0,6.0,0.25,0.35,1.0,400.0,300.0,1.0,1.0
V1_POOL_ONLY,DTLZ2,20,10,1.2229061569299182,0.9285743408358028,1.0,1.0,246.9486424,0.7696078431372549,0.7000000000000002,0.785,0.9629629629629628,,0.9629629629629628,0.7916666666666666,0.6153846153846154,0.0098039215686274,0.0133333333333333,0.0550947054640356,0.0637693191129274,0.0055619712091845,0.1059707168124862,400.0,1.0,34.0,5.882352941176471,2.0,6.0,1.6398067930473104,3010.0,3009.9411764705883,60.0,0.0098039215686274,3009.9411764705883,34.0,200.0,157.0,0.125,0.0,1.0,0.0,0.0,0.1064129005497018,0.051078082478543,0.0,1.0,20.0,10.0,300.0,300.0,30.0,3000.0,100.0,0.5,0.8,4.0,6.0,0.25,0.35,1.0,400.0,300.0,1.0,1.0
V1_POOL_ONLY,DTLZ7,20,1,14.133432068157669,14.006909961661725,1.0,1.0,239.4075456,0.9019607843137252,0.9,0.9,0.9074074074074072,,0.9074074074074072,0.9305555555555556,0.871794871794872,0.034313725490196,0.0333333333333333,0.2176900867289015,0.1995226407879763,1.0983021383020906,2.4960308490236662,400.0,1.0,34.0,5.882352941176471,2.0,6.0,1.4549785346752908,3010.0,3009.9411764705883,60.0,0.0245098039215686,3009.9411764705883,34.0,200.0,180.0,0.1268382352941176,0.0,1.0,0.0,0.0,0.1130389094348692,0.0199288256227757,0.0,1.0,20.0,1.0,300.0,300.0,30.0,3000.0,100.0,0.5,0.8,4.0,6.0,0.25,0.35,1.0,400.0,300.0,1.0,1.0
V1_POOL_ONLY,DTLZ7,20,2,31.538525774942784,31.50142120888336,1.0,1.0,231.8236167,0.5294117647058822,0.4333333333333334,0.54,0.7962962962962963,,0.7962962962962963,0.4583333333333333,0.4102564102564102,0.0245098039215686,0.0333333333333333,0.0753773477371068,0.0732264975326438,0.6358438290021554,5.1835664561220565,400.0,1.0,34.0,5.882352941176471,2.0,6.0,1.825288347102789,3010.0,3009.9411764705883,60.0,0.0196078431372549,3009.9411764705883,34.0,200.0,108.0,0.1654411764705882,0.0,1.0,0.0,0.0,0.1149469099620868,0.0105505547414695,0.0,1.0,20.0,2.0,300.0,300.0,30.0,3000.0,100.0,0.5,0.8,4.0,6.0,0.25,0.35,1.0,400.0,300.0,1.0,1.0
V1_POOL_ONLY,DTLZ7,20,3,15.465160275472948,15.339061397877195,1.0,1.0,233.6553461,0.7254901960784312,0.68,0.72,0.8518518518518517,,0.8518518518518517,0.5833333333333334,0.7692307692307693,0.0392156862745098,0.0333333333333333,0.14098054354487,0.1351480606426842,1.1175484215364309,4.726784855617549,400.0,1.0,34.0,5.882352941176471,2.0,6.0,1.73736881246572,3010.0,3010.0,60.0,0.0049019607843137,3010.0,34.0,200.0,144.0,0.1213235294117647,0.0,1.0,0.0,0.0,0.1151887477806464,0.0092526690391459,0.0,1.0,20.0,3.0,300.0,300.0,30.0,3000.0,100.0,0.5,0.8,4.0,6.0,0.25,0.35,1.0,400.0,300.0,1.0,1.0
V1_POOL_ONLY,DTLZ7,20,4,14.126951663104304,14.042656864824249,1.0,1.0,239.4480099,0.8431372549019608,0.7933333333333333,0.84,0.9814814814814816,,0.9814814814814816,0.7777777777777777,0.8076923076923077,0.0441176470588235,0.0399999999999999,0.3667119329292814,0.2333106949530868,1.4270720626122788,2.0047768907059806,400.0,1.0,34.0,5.882352941176471,2.0,6.0,1.3753443577734927,3010.0,3010.0,60.0,0.0245098039215686,3010.0,34.0,200.0,168.0,0.1053921568627451,0.0,1.0,0.0,0.0,0.1146161739507981,0.0155536947875235,0.0,1.0,20.0,4.0,300.0,300.0,30.0,3000.0,100.0,0.5,0.8,4.0,6.0,0.25,0.35,1.0,400.0,300.0,1.0,1.0
V1_POOL_ONLY,DTLZ7,20,5,13.69631779447598,13.58071092249443,1.0,1.0,239.4293256,0.8676470588235294,0.8266666666666667,0.865,0.9814814814814814,,0.9814814814814814,0.9027777777777778,0.7564102564102566,0.0392156862745098,0.0266666666666666,0.4635295622958867,0.3878928384142202,1.0756656670880498,1.8933600995635853,400.0,1.0,34.0,5.882352941176471,2.0,6.0,1.4016282303330967,3010.0,3009.970588235294,60.0,0.0245098039215686,3009.970588235294,34.0,200.0,173.0,0.0863970588235294,0.0,1.0,0.0,0.0,0.1141288077904155,0.0237596818086665,0.0,1.0,20.0,5.0,300.0,300.0,30.0,3000.0,100.0,0.5,0.8,4.0,6.0,0.25,0.35,1.0,400.0,300.0,1.0,1.0
V1_POOL_ONLY,DTLZ7,20,6,16.12342969391395,15.990687978323631,1.0,1.0,325.5413809,0.9705882352941176,0.96,0.97,1.0,,1.0,0.9861111111111112,0.935897435897436,0.0196078431372549,0.0066666666666666,0.2228973072746559,0.1630052093178781,1.307942725255883,2.63001558380461,400.0,1.0,34.0,5.882352941176471,2.0,6.0,1.2490332378493816,3010.0,3009.8529411764707,60.0,0.0294117647058823,3009.8529411764707,34.0,200.0,194.0,0.1176470588235294,0.0,1.0,0.0,0.0,0.1142206366927949,0.0221268578605819,0.0,1.0,20.0,6.0,300.0,300.0,30.0,3000.0,100.0,0.5,0.8,4.0,6.0,0.25,0.35,1.0,400.0,300.0,1.0,1.0
V1_POOL_ONLY,DTLZ7,20,7,12.478808239649972,12.3455937508465,1.0,1.0,236.4683715,0.7794117647058824,0.74,0.775,0.8888888888888888,,0.8888888888888888,0.5833333333333334,0.8846153846153846,0.0441176470588235,0.0533333333333333,0.2334518758077859,0.2261059256720083,1.1799588378784054,4.523034799008681,400.0,1.0,34.0,5.882352941176471,2.0,6.0,1.6149300491240386,3010.0,3009.8823529411766,60.0,0.0196078431372549,3009.8823529411766,34.0,200.0,155.0,0.1096813725490196,0.0,1.0,0.0,0.0,0.1151641081106226,0.0111157630311911,0.0,1.0,20.0,7.0,300.0,300.0,30.0,3000.0,100.0,0.5,0.8,4.0,6.0,0.25,0.35,1.0,400.0,300.0,1.0,1.0
V1_POOL_ONLY,DTLZ7,20,8,19.97313215511424,19.914703865506517,1.0,1.0,270.3811352,0.6127450980392156,0.5133333333333334,0.625,0.8888888888888888,,0.8888888888888888,0.6250000000000001,0.4102564102564102,0.0441176470588235,0.0466666666666666,0.1388441191769516,0.1448623436300782,1.2406628557771138,4.264008596228223,400.0,1.0,34.0,5.882352941176471,2.0,6.0,1.8145971337481144,3010.0,3009.9117647058824,60.0,0.0196078431372549,3009.9117647058824,34.0,200.0,125.0,0.119485294117647,0.0,1.0,0.0,0.0,0.1148838454322021,0.0134184634707975,0.0,1.0,20.0,8.0,300.0,300.0,30.0,3000.0,100.0,0.5,0.8,4.0,6.0,0.25,0.35,1.0,400.0,300.0,1.0,1.0
V1_POOL_ONLY,DTLZ7,20,9,16.766634628710303,16.682674220222033,1.0,1.0,245.110033,0.7794117647058822,0.7800000000000002,0.775,0.7777777777777778,,0.7777777777777778,0.7083333333333334,0.846153846153846,0.0637254901960784,0.0466666666666666,0.2529048498299561,0.1569843634183489,1.29690521244784,2.71605079229207,400.0,1.0,34.0,5.882352941176471,2.0,6.0,1.76862737699923,3010.0,3009.9411764705883,60.0,0.0147058823529411,3009.9411764705883,34.0,200.0,155.0,0.1286764705882352,0.0,1.0,0.0,0.0,0.1149643856751874,0.0123299141720745,0.0,1.0,20.0,9.0,300.0,300.0,30.0,3000.0,100.0,0.5,0.8,4.0,6.0,0.25,0.35,1.0,400.0,300.0,1.0,1.0
V1_POOL_ONLY,DTLZ7,20,10,19.338314265589023,19.236938111955787,1.0,1.0,251.5503926,0.7352941176470588,0.6933333333333335,0.74,0.8518518518518519,,0.8518518518518519,0.5833333333333333,0.7948717948717949,0.034313725490196,0.0399999999999999,0.1276918275564061,0.1459386830362578,0.9934425002579066,8.065128768889512,400.0,1.0,34.0,5.882352941176471,2.0,6.0,1.8656892594179968,3010.0,3009.9411764705883,60.0,0.0196078431372549,3009.9411764705883,34.0,200.0,148.0,0.1323529411764706,0.0,1.0,0.0,0.0,0.1145801370765783,0.0126439187774754,0.0,1.0,20.0,10.0,300.0,300.0,30.0,3000.0,100.0,0.5,0.8,4.0,6.0,0.25,0.35,1.0,400.0,300.0,1.0,1.0
V1_POOL_ONLY,WFG3,20,1,2.846384567966185,2.476730783751501,1.0,1.0,270.4202113,0.6764705882352942,0.5866666666666667,0.69,0.925925925925926,,0.925925925925926,0.7499999999999999,0.4358974358974359,0.0,0.0,0.0024792352851983,0.0021267495970488,0.0009098164978428,0.28370506451731,400.0,1.0,34.0,5.882352941176471,2.0,6.0,1.564878105003883,3010.0,3009.9411764705883,60.0,0.0245098039215686,3009.9411764705883,34.0,200.0,138.0,0.1305147058823529,0.0,1.0,0.0,0.0,0.1151210158242814,0.0108226920661503,0.0,1.0,20.0,1.0,300.0,300.0,31.0,3000.0,100.0,0.5,0.8,4.0,6.0,0.25,0.35,1.0,400.0,300.0,1.0,1.0
V1_POOL_ONLY,WFG3,20,2,2.753288049719254,2.611528253119554,1.0,1.0,214.380711,0.6617647058823529,0.5866666666666667,0.665,0.8703703703703705,,0.8703703703703705,0.7222222222222222,0.4615384615384615,0.0,0.0,0.003977350587724,0.0050615694548378,0.0015175095501169,0.2688205105546993,400.0,1.0,34.0,5.882352941176471,2.0,6.0,1.637840114506012,3010.0,3009.970588235294,60.0,0.0098039215686274,3009.970588235294,34.0,200.0,133.0,0.1225490196078431,0.0,1.0,0.0,0.0,0.1132467727304444,0.0207871048775381,0.0,1.0,20.0,2.0,300.0,300.0,31.0,3000.0,100.0,0.5,0.8,4.0,6.0,0.25,0.35,1.0,400.0,300.0,1.0,1.0
V1_POOL_ONLY,WFG3,20,3,2.8321016493060043,2.3614336007621195,1.0,1.0,212.88415150000003,0.7107843137254902,0.6266666666666666,0.705,0.9444444444444444,,0.9444444444444444,0.875,0.3974358974358974,0.0049019607843137,0.0066666666666666,0.0189738495772061,0.0258044354250003,0.0059376198134604,0.325123646943624,400.0,1.0,34.0,5.882352941176471,2.0,6.0,1.5470778339143738,3010.0,3009.9411764705883,60.0,0.0147058823529411,3009.9411764705883,34.0,200.0,141.0,0.0821078431372549,0.0,1.0,0.0,0.0,0.1147404577489358,0.0150722210592422,0.0,1.0,20.0,3.0,300.0,300.0,31.0,3000.0,100.0,0.5,0.8,4.0,6.0,0.25,0.35,1.0,400.0,300.0,1.0,1.0
V1_POOL_ONLY,WFG3,20,4,2.792624645325588,2.4053718842579577,1.0,1.0,219.35246459999996,0.661764705882353,0.5466666666666665,0.675,0.9814814814814814,,0.9814814814814814,0.7222222222222222,0.3846153846153846,0.0,0.0,0.0072450547290239,0.0061658486597577,0.002655554072978,0.2859712654889051,400.0,1.0,34.0,5.882352941176471,2.0,6.0,1.5593863979287503,3010.0,3009.970588235294,60.0,0.0147058823529411,3009.970588235294,34.0,200.0,135.0,0.1286764705882352,0.0,1.0,0.0,0.0,0.1123727699858116,0.0226083315888633,0.0,1.0,20.0,4.0,300.0,300.0,31.0,3000.0,100.0,0.5,0.8,4.0,6.0,0.25,0.35,1.0,400.0,300.0,1.0,1.0
V1_POOL_ONLY,WFG3,20,5,2.952236623977029,2.6019399816816224,1.0,1.0,211.48938560000005,0.6568627450980393,0.56,0.65,0.925925925925926,,0.925925925925926,0.6527777777777778,0.4743589743589743,0.0049019607843137,0.0066666666666666,0.0064996597341049,0.0084076372129515,0.0030866972596118,0.4377873162826904,400.0,1.0,34.0,5.882352941176471,2.0,6.0,1.7886639774626134,3010.0,3009.9411764705883,60.0,0.0196078431372549,3009.9411764705883,34.0,200.0,130.0,0.1292892156862745,0.0,1.0,0.0,0.0,0.1119794036238457,0.0201590956667364,0.0,1.0,20.0,5.0,300.0,300.0,31.0,3000.0,100.0,0.5,0.8,4.0,6.0,0.25,0.35,1.0,400.0,300.0,1.0,1.0
V1_POOL_ONLY,WFG3,20,6,2.8741008634895566,2.5977911276889047,1.0,1.0,214.7664057000001,0.7156862745098042,0.6199999999999999,0.73,0.9814814814814816,,0.9814814814814816,0.8194444444444443,0.4358974358974358,0.0,0.0,0.0,0.0,0.0,0.2590413575787521,400.0,1.0,34.0,5.882352941176471,2.0,6.0,1.5599008425193346,3010.0,3010.0,60.0,0.0196078431372549,3010.0,34.0,200.0,146.0,0.09375,0.0,1.0,0.0,0.0,0.1144828809341055,0.0144442118484404,0.0,1.0,20.0,6.0,300.0,300.0,31.0,3000.0,100.0,0.5,0.8,4.0,6.0,0.25,0.35,1.0,400.0,300.0,1.0,1.0
