Problem,M,Run,Seed,Stage,View,SelectionRule,Truth,TruthType,Horizon,NumberOfCheckpoints,ValidPrecisionCheckpoints,MeanSelectedRate,MeanPrecision,MeanRecall,MeanChance,MeanLift,MeanAUC,MeanRetentionRate
DTLZ2,10,5,11005,"S1_[0,0.25]",score_hybrid,top25,population_final,retention,FINAL,5,5,0.25,0.112,0.553333333333333,0.05,2.21333333333333,0.784456746920493,0.112
DTLZ2,10,5,11005,"S1_[0,0.25]",score_v,top25,population_final,retention,FINAL,5,5,0.25,0.16,0.796666666666667,0.05,3.18666666666667,0.889734812430011,0.16
DTLZ2,10,5,11005,"S2_(0.25,0.50]",anchor_margin,top25,population_final,retention,FINAL,21,21,0.25,0.0380952380952381,0.0928416821273964,0.0923809523809524,0.371366728509586,0.538374938129322,0.0380952380952381
DTLZ2,10,5,11005,"S2_(0.25,0.50]",score_hybrid,top25,population_final,retention,FINAL,21,21,0.25,0.215238095238095,0.59071583178726,0.0923809523809524,2.36286332714904,0.744253984838924,0.215238095238095
DTLZ2,10,5,11005,"S2_(0.25,0.50]",score_v,top25,population_final,retention,FINAL,21,21,0.25,0.220952380952381,0.62797619047619,0.0923809523809524,2.51190476190476,0.778343633913404,0.220952380952381
DTLZ2,10,5,11005,"S3_(0.50,0.75]",anchor_margin,top25,population_final,retention,FINAL,20,20,0.25,0.33,0.259855824886957,0.301,1.03942329954783,0.574995167744304,0.33
DTLZ2,10,5,11005,"S3_(0.50,0.75]",score_hybrid,top25,population_final,retention,FINAL,20,20,0.25,0.378,0.317401060230392,0.301,1.26960424092157,0.62517307541855,0.378
DTLZ2,10,5,11005,"S3_(0.50,0.75]",score_v,top25,population_final,retention,FINAL,20,20,0.25,0.368,0.312883680685292,0.301,1.25153472274117,0.63856972905102,0.368
DTLZ2,10,5,11005,"S4_(0.75,1.00]",anchor_margin,top25,population_final,retention,FINAL,21,21,0.25,0.685714285714286,0.25203910816776,0.682380952380952,1.00815643267104,0.552298127840774,0.685714285714286
DTLZ2,10,5,11005,"S4_(0.75,1.00]",score_hybrid,top25,population_final,retention,FINAL,21,21,0.25,0.765714285714286,0.286347554780557,0.682380952380952,1.14539021912223,0.559263630006363,0.765714285714286
DTLZ2,10,5,11005,"S4_(0.75,1.00]",score_v,top25,population_final,retention,FINAL,21,21,0.25,0.754285714285714,0.282410580995635,0.682380952380952,1.12964232398254,0.551430961069977,0.754285714285714
DTLZ2,10,6,11006,"S1_[0,0.25]",anchor_margin,top25,population_final,retention,FINAL,5,5,0.25,0.0,0.0,0.044,0.0,0.466583757234581,0.0
