M,Problem,Algorithm,Run,Snapshots,FirstFE,LastFE,FinalIGD
10,WFG7,REMO,24,30,100,300,6.360046449
10,WFG7,REMO,25,30,100,302,6.130563344
10,WFG7,REMO,26,30,100,301,7.486761852
10,WFG7,REMO,27,30,100,302,7.860375891
10,WFG7,REMO,28,30,100,301,7.699753592
10,WFG7,REMO,29,30,100,300,6.569783882
10,WFG7,REMO,3,30,100,301,6.279957895
10,WFG7,REMO,30,30,100,303,6.558402403
10,WFG7,REMO,4,30,100,302,7.408176059
10,WFG7,REMO,5,30,100,303,5.488474031
10,WFG7,REMO,6,30,100,301,7.138126384
10,WFG7,REMO,7,30,100,300,6.406415362
10,WFG7,REMO,8,30,100,301,6.102777213
10,WFG7,REMO,9,30,100,303,6.545419047
10,WFG8,REMO,1,30,100,301,6.431983593
10,WFG8,REMO,10,30,100,300,6.495105491
10,WFG8,REMO,11,30,100,303,6.832686628
10,WFG8,REMO,12,30,100,300,6.333077181
10,WFG8,REMO,13,30,100,301,7.284574675
10,WFG8,REMO,14,30,100,301,6.66351671
10,WFG8,REMO,15,30,100,300,7.718281821
10,WFG8,REMO,16,30,100,300,7.371488085
10,WFG8,REMO,17,30,100,300,7.84129342
10,WFG8,REMO,18,30,100,300,7.589842581
10,WFG8,REMO,19,30,100,302,7.047969267
10,WFG8,REMO,2,30,100,302,6.893424691
10,WFG8,REMO,20,30,100,300,7.484820391
10,WFG8,REMO,21,30,100,300,6.647589849
10,WFG8,REMO,22,30,100,300,7.61127716
10,WFG8,REMO,23,30,100,302,6.468069654
10,WFG8,REMO,24,30,100,300,6.927462083
10,WFG8,REMO,25,30,100,300,7.124044342
10,WFG8,REMO,26,30,100,300,6.68037524
10,WFG8,REMO,27,30,100,300,7.04536605
10,WFG8,REMO,28,30,100,303,6.60449147
10,WFG8,REMO,29,30,100,300,7.776404601
10,WFG8,REMO,3,30,100,300,6.604339461
10,WFG8,REMO,30,30,100,302,6.361511389
10,WFG8,REMO,4,30,100,300,7.227263629
10,WFG8,REMO,5,30,100,302,6.74370179
10,WFG8,REMO,6,30,100,300,7.796471622
10,WFG8,REMO,7,30,100,301,6.545600642
10,WFG8,REMO,8,30,100,300,7.057706308
10,WFG8,REMO,9,30,100,300,7.576723032
10,WFG1,PIEA,1,30,100,300,3.34914473
10,WFG1,PIEA,10,30,100,300,3.327867076
10,WFG1,PIEA,11,30,100,300,3.344252901
10,WFG1,PIEA,12,30,100,300,3.361749694
10,WFG1,PIEA,13,30,100,300,3.28443894
10,WFG1,PIEA,14,30,100,300,3.357625343
10,WFG1,PIEA,15,30,100,300,3.331674344
10,WFG1,PIEA,16,30,100,300,3.413489661
10,WFG1,PIEA,17,30,100,300,3.413314298
10,WFG1,PIEA,18,30,100,300,3.377220091
10,WFG1,PIEA,19,30,100,300,3.350215606
10,WFG1,PIEA,2,30,100,300,3.286538892
10,WFG1,PIEA,20,30,100,300,3.33558592
10,WFG1,PIEA,21,30,100,300,3.398358094
10,WFG1,PIEA,22,30,100,300,3.363541003
10,WFG1,PIEA,23,30,100,300,3.42628907
10,WFG1,PIEA,24,30,100,300,3.320233262
10,WFG1,PIEA,25,30,100,300,3.280641891
10,WFG1,PIEA,26,30,100,300,3.427743939
10,WFG1,PIEA,27,30,100,300,3.298867376
10,WFG1,PIEA,28,30,100,300,3.347959455
10,WFG1,PIEA,29,30,100,300,3.387115555
10,WFG1,PIEA,3,30,100,300,3.401904531
10,WFG1,PIEA,30,30,100,300,3.330204617
10,WFG1,PIEA,4,30,100,300,3.308632556
10,WFG1,PIEA,5,30,100,300,3.40324128
10,WFG1,PIEA,6,30,100,300,3.271336242
10,WFG1,PIEA,7,30,100,300,3.246772079
10,WFG1,PIEA,8,30,100,300,3.336462796
10,WFG1,PIEA,9,30,100,300,3.362881641
10,WFG6,PIEA,1,30,100,300,5.466122885
10,WFG6,PIEA,10,30,100,300,5.416381761
10,WFG6,PIEA,11,30,100,300,5.747444697
10,WFG6,PIEA,12,30,100,300,5.439244613
10,WFG6,PIEA,13,30,100,300,6.525701236
10,WFG6,PIEA,14,30,100,300,6.002110379
10,WFG6,PIEA,15,30,100,300,5.753492748
10,WFG6,PIEA,16,30,100,300,5.726262307
10,WFG6,PIEA,17,30,100,300,5.874302835
10,WFG6,PIEA,18,30,100,300,6.666943309
10,WFG6,PIEA,19,30,100,300,6.476882131
10,WFG6,PIEA,2,30,100,300,5.638042697
10,WFG6,PIEA,20,30,100,300,5.475175557
10,WFG6,PIEA,21,30,100,300,5.668253283
10,WFG6,PIEA,22,30,100,300,5.556124947
10,WFG6,PIEA,23,30,100,300,5.956229318
10,WFG6,PIEA,24,30,100,300,6.07402826
10,WFG6,PIEA,25,30,100,300,6.342541051
10,WFG6,PIEA,26,30,100,300,6.280042691
10,WFG6,PIEA,27,30,100,300,6.227005799
10,WFG6,PIEA,28,30,100,300,5.931816453
10,WFG6,PIEA,29,30,100,300,5.895783893
10,WFG6,PIEA,3,30,100,300,5.747813796
10,WFG6,PIEA,30,30,100,300,6.213994084
10,WFG6,PIEA,4,30,100,300,5.88881301
10,WFG6,PIEA,5,30,100,300,6.272664081
10,WFG6,PIEA,6,30,100,300,6.155008031
10,WFG6,PIEA,7,30,100,300,6.762750284
10,WFG6,PIEA,8,30,100,300,6.037548834
10,WFG6,PIEA,9,30,100,300,5.727973744
10,WFG7,PIEA,1,30,100,300,7.478272879
10,WFG7,PIEA,10,30,100,300,7.636621711
10,WFG7,PIEA,11,30,100,300,6.912635716
10,WFG7,PIEA,12,30,100,300,6.612944802
10,WFG7,PIEA,13,30,100,300,6.973658274
10,WFG7,PIEA,14,30,100,300,6.722535701
10,WFG7,PIEA,15,30,100,300,7.253865877
10,WFG7,PIEA,16,30,100,300,7.270143572
10,WFG7,PIEA,17,30,100,300,7.18375812
10,WFG7,PIEA,18,30,100,300,6.690093015
10,WFG7,PIEA,19,30,100,300,7.078372177
10,WFG7,PIEA,2,30,100,300,7.136455222
10,WFG7,PIEA,20,30,100,300,6.7625017
10,WFG7,PIEA,21,30,100,300,6.91064836
10,WFG7,PIEA,22,30,100,300,6.358134276
10,WFG7,PIEA,23,30,100,300,6.303818684
10,WFG7,PIEA,24,30,100,300,7.391431166
10,WFG7,PIEA,25,30,100,300,6.601927233
10,WFG7,PIEA,26,30,100,300,6.600342762
10,WFG7,PIEA,27,30,100,300,6.462980801
10,WFG7,PIEA,28,30,100,300,6.809438252
10,WFG7,PIEA,29,30,100,300,6.135191991
10,WFG7,PIEA,3,30,100,300,7.052556457
10,WFG7,PIEA,30,30,100,300,7.905982333
10,WFG7,PIEA,4,30,100,300,6.683384578
10,WFG7,PIEA,5,30,100,300,6.388254254
10,WFG7,PIEA,6,30,100,300,7.87169136
10,WFG7,PIEA,7,30,100,300,6.119167645
10,WFG7,PIEA,8,30,100,300,5.997035991
10,WFG7,PIEA,9,30,100,300,6.466871956
10,WFG8,PIEA,1,30,100,300,5.937164376
10,WFG8,PIEA,10,30,100,300,6.851599481
10,WFG8,PIEA,11,30,100,300,6.078550991
10,WFG8,PIEA,12,30,100,300,6.195389304
10,WFG8,PIEA,13,30,100,300,5.911199145
10,WFG8,PIEA,14,30,100,300,6.493293454
10,WFG8,PIEA,15,30,100,300,6.313531202
10,WFG8,PIEA,16,30,100,300,6.455547769
10,WFG8,PIEA,17,30,100,300,7.833199339
10,WFG8,PIEA,18,30,100,300,6.437958815
10,WFG8,PIEA,19,30,100,300,6.960656151
10,WFG8,PIEA,2,30,100,300,7.187109223
10,WFG8,PIEA,20,30,100,300,5.63818328
10,WFG8,PIEA,21,30,100,300,6.292035055
10,WFG8,PIEA,22,30,100,300,6.469474672
10,WFG8,PIEA,23,30,100,300,5.951953249
10,WFG8,PIEA,24,30,100,300,5.928012279
10,WFG8,PIEA,25,30,100,300,6.095495157
10,WFG8,PIEA,26,30,100,300,6.416002424
10,WFG8,PIEA,27,30,100,300,6.63968362
10,WFG8,PIEA,28,30,100,300,5.43628028
10,WFG8,PIEA,29,30,100,300,5.531537058
10,WFG8,PIEA,3,30,100,300,6.368457877
10,WFG8,PIEA,30,30,100,300,6.163613972
10,WFG8,PIEA,4,30,100,300,6.139228437
10,WFG8,PIEA,5,30,100,300,6.025923701
10,WFG8,PIEA,6,30,100,300,6.23170842
10,WFG8,PIEA,7,30,100,300,6.047610694
10,WFG8,PIEA,8,30,100,300,6.079728882
10,WFG8,PIEA,9,30,100,300,5.844879532
10,WFG1,CSEA,1,20,109,311,3.261276732
10,WFG1,CSEA,10,20,109,303,3.32182376
10,WFG1,CSEA,11,19,109,301,3.228614634
10,WFG1,CSEA,12,20,109,308,3.315247581
10,WFG1,CSEA,13,26,109,305,3.239043417
10,WFG1,CSEA,14,24,109,309,3.310307843
10,WFG1,CSEA,15,30,109,302,3.149845091
10,WFG1,CSEA,16,19,109,305,3.301434669
10,WFG1,CSEA,17,19,109,305,3.424403819
10,WFG1,CSEA,18,18,109,301,3.248996248
10,WFG1,CSEA,19,20,109,309,3.278608916
10,WFG1,CSEA,2,20,109,308,3.370006932
10,WFG1,CSEA,20,19,109,306,3.293485461
10,WFG1,CSEA,21,23,109,306,3.361119142
10,WFG1,CSEA,22,19,109,306,3.284384898
10,WFG1,CSEA,23,18,109,301,3.258446686
10,WFG1,CSEA,24,21,109,304,3.304704533
10,WFG1,CSEA,25,19,109,306,3.267191434
10,WFG1,CSEA,26,19,109,310,3.278909767
10,WFG1,CSEA,27,21,109,307,3.308990982
10,WFG1,CSEA,28,18,109,301,3.258195897
10,WFG1,CSEA,29,18,109,302,3.260274159
10,WFG1,CSEA,3,19,109,309,3.230631337
10,WFG1,CSEA,30,20,109,310,3.273531244
10,WFG1,CSEA,4,20,109,303,3.220114088
10,WFG1,CSEA,5,22,109,301,3.225651212
10,WFG1,CSEA,6,19,109,302,3.191946501
10,WFG1,CSEA,7,21,109,307,3.33231286
10,WFG1,CSEA,8,20,109,310,3.26812008
10,WFG1,CSEA,9,23,109,300,3.260953443
10,WFG6,CSEA,1,19,109,304,7.602636332
10,WFG6,CSEA,10,20,109,310,7.794705315
10,WFG6,CSEA,11,19,109,306,8.098148309
10,WFG6,CSEA,12,20,109,308,7.223266828
10,WFG6,CSEA,13,19,109,306,7.630049593
10,WFG6,CSEA,14,19,109,304,7.48834406
10,WFG6,CSEA,15,19,109,308,6.782060494
10,WFG6,CSEA,16,20,109,311,7.061613116
10,WFG6,CSEA,17,20,109,302,7.816318814
10,WFG6,CSEA,18,19,109,303,6.883819643
10,WFG6,CSEA,19,20,109,302,6.615203813
10,WFG6,CSEA,2,19,109,306,6.592310718
10,WFG6,CSEA,20,20,109,302,5.910515976
10,WFG6,CSEA,21,19,109,306,7.166735055
10,WFG6,CSEA,22,19,109,307,8.017442754
10,WFG6,CSEA,23,18,109,303,7.777734998
10,WFG6,CSEA,24,19,109,303,7.054068075
10,WFG6,CSEA,25,20,109,308,7.349291157
10,WFG6,CSEA,26,19,109,300,7.543623041
10,WFG6,CSEA,27,19,109,306,7.188288704
10,WFG6,CSEA,28,21,109,310,7.531851964
10,WFG6,CSEA,29,21,109,310,7.276195715
10,WFG6,CSEA,3,20,109,308,7.782948379
10,WFG6,CSEA,30,19,109,303,7.650695504
10,WFG6,CSEA,4,19,109,304,8.506347134
10,WFG6,CSEA,5,19,109,304,7.279105724
10,WFG6,CSEA,6,19,109,304,7.941960892
10,WFG6,CSEA,7,20,109,306,6.789838278
10,WFG6,CSEA,8,19,109,304,7.715052279
10,WFG6,CSEA,9,19,109,301,7.207033206
10,WFG7,CSEA,1,19,109,306,7.137746442
10,WFG7,CSEA,10,20,109,308,7.295076827
10,WFG7,CSEA,11,19,109,302,6.67822398
10,WFG7,CSEA,12,19,109,307,7.234810828
10,WFG7,CSEA,13,20,109,308,7.735230906
10,WFG7,CSEA,14,20,109,308,7.972021982
10,WFG7,CSEA,15,20,109,307,7.541846023
10,WFG7,CSEA,16,21,109,307,6.974631091
10,WFG7,CSEA,17,19,109,301,6.727914072
10,WFG7,CSEA,18,21,109,308,7.35218045
10,WFG7,CSEA,19,20,109,308,8.264500251
10,WFG7,CSEA,2,19,109,301,8.173847479
10,WFG7,CSEA,20,19,109,305,7.23709391
10,WFG7,CSEA,21,20,109,308,7.059600115
10,WFG7,CSEA,22,19,109,305,8.473197844
10,WFG7,CSEA,23,20,109,310,7.796190325
10,WFG7,CSEA,24,20,109,309,8.264835015
10,WFG7,CSEA,25,20,109,305,7.293341378
10,WFG7,CSEA,26,19,109,300,7.907562585
10,WFG7,CSEA,27,21,109,307,6.949300643
10,WFG7,CSEA,28,20,109,306,7.614516159
10,WFG7,CSEA,29,20,109,308,7.57376869
10,WFG7,CSEA,3,19,109,301,7.366418607
10,WFG7,CSEA,30,19,109,303,6.606274784
10,WFG7,CSEA,4,20,109,301,8.152334491
10,WFG7,CSEA,5,19,109,306,6.738238958
10,WFG7,CSEA,6,19,109,302,8.873837319
10,WFG7,CSEA,7,19,109,303,6.582079436
10,WFG7,CSEA,8,20,109,301,6.918331139
10,WFG7,CSEA,9,20,109,310,7.57233279
10,WFG8,CSEA,1,19,109,309,7.146817745
10,WFG8,CSEA,10,20,109,302,7.972066555
10,WFG8,CSEA,11,19,109,300,8.044460544
10,WFG8,CSEA,12,19,109,303,7.342240061
10,WFG8,CSEA,13,20,109,311,7.586705025
10,WFG8,CSEA,14,20,109,309,7.466827179
10,WFG8,CSEA,15,19,109,300,7.698325512
10,WFG8,CSEA,16,19,109,300,8.200085535
10,WFG8,CSEA,17,20,109,301,7.894694289
10,WFG8,CSEA,18,20,109,304,8.335472055
10,WFG8,CSEA,19,19,109,302,7.692800886
10,WFG8,CSEA,2,19,109,300,7.662734281
10,WFG8,CSEA,20,18,109,301,8.093023588
10,WFG8,CSEA,21,19,109,305,8.167058871
10,WFG8,CSEA,22,19,109,301,7.821162503
10,WFG8,CSEA,23,19,109,308,7.463904519
10,WFG8,CSEA,24,20,109,307,8.674521655
10,WFG8,CSEA,25,20,109,309,8.080297027
10,WFG8,CSEA,26,19,109,301,7.708360929
10,WFG8,CSEA,27,20,109,307,7.36142805
10,WFG8,CSEA,28,19,109,304,8.346087787
10,WFG8,CSEA,29,21,109,307,7.576694501
10,WFG8,CSEA,3,20,109,310,7.660394915
10,WFG8,CSEA,30,19,109,306,7.514078288
10,WFG8,CSEA,4,19,109,307,7.68799207
10,WFG8,CSEA,5,19,109,305,8.222048424
10,WFG8,CSEA,6,19,109,305,7.558568092
10,WFG8,CSEA,7,20,109,301,7.860147408
10,WFG8,CSEA,8,20,109,306,8.348973506
10,WFG8,CSEA,9,19,109,300,7.490545167
10,WFG1,PCSAEA_N100,1,18,100,300,3.350743344
10,WFG1,PCSAEA_N100,10,18,100,300,3.409673806
10,WFG1,PCSAEA_N100,11,18,100,300,3.377550238
10,WFG1,PCSAEA_N100,12,18,100,300,3.381919189
10,WFG1,PCSAEA_N100,13,18,100,300,3.374497811
10,WFG1,PCSAEA_N100,14,18,100,300,3.387425685
10,WFG1,PCSAEA_N100,15,18,100,300,3.468152471
10,WFG1,PCSAEA_N100,16,18,100,300,3.388384196
10,WFG1,PCSAEA_N100,17,18,100,300,3.412819574
10,WFG1,PCSAEA_N100,18,18,100,300,3.388897572
10,WFG1,PCSAEA_N100,19,18,100,300,3.395631967
10,WFG1,PCSAEA_N100,2,18,100,300,3.349536443
10,WFG1,PCSAEA_N100,20,18,100,300,3.322723155
10,WFG1,PCSAEA_N100,21,18,100,300,3.478539529
10,WFG1,PCSAEA_N100,22,18,100,300,3.496466972
10,WFG1,PCSAEA_N100,23,18,100,300,3.427752361
10,WFG1,PCSAEA_N100,24,18,100,300,3.400492717
10,WFG1,PCSAEA_N100,25,18,100,300,3.390974088
10,WFG1,PCSAEA_N100,26,18,100,300,3.403922381
10,WFG1,PCSAEA_N100,27,18,100,300,3.414052466
10,WFG1,PCSAEA_N100,28,18,100,300,3.382311255
10,WFG1,PCSAEA_N100,29,18,100,300,3.418423091
10,WFG1,PCSAEA_N100,3,18,100,300,3.380710573
10,WFG1,PCSAEA_N100,30,18,100,300,3.387809434
10,WFG1,PCSAEA_N100,4,18,100,300,3.402724432
10,WFG1,PCSAEA_N100,5,18,100,300,3.413997519
10,WFG1,PCSAEA_N100,6,18,100,300,3.378454054
10,WFG1,PCSAEA_N100,7,18,100,300,3.385480273
10,WFG1,PCSAEA_N100,8,18,100,300,3.370883254
10,WFG1,PCSAEA_N100,9,18,100,300,3.358466419
10,WFG6,PCSAEA_N100,1,18,100,300,7.091387163
10,WFG6,PCSAEA_N100,10,18,100,300,7.409843233
10,WFG6,PCSAEA_N100,11,18,100,300,6.560600624
10,WFG6,PCSAEA_N100,12,18,100,300,7.415321947
10,WFG6,PCSAEA_N100,13,18,100,300,7.083923754
10,WFG6,PCSAEA_N100,14,18,100,300,7.902767303
10,WFG6,PCSAEA_N100,15,18,100,300,7.673167369
10,WFG6,PCSAEA_N100,16,18,100,300,7.235740567
10,WFG6,PCSAEA_N100,17,18,100,300,7.487703556
10,WFG6,PCSAEA_N100,18,18,100,300,7.384218191
10,WFG6,PCSAEA_N100,19,18,100,300,7.021166768
10,WFG6,PCSAEA_N100,2,18,100,300,7.136552026
10,WFG6,PCSAEA_N100,20,18,100,300,7.280584056
10,WFG6,PCSAEA_N100,21,18,100,300,7.291552906
10,WFG6,PCSAEA_N100,22,18,100,300,7.411700571
10,WFG6,PCSAEA_N100,23,18,100,300,7.232835319
10,WFG6,PCSAEA_N100,24,18,100,300,7.400532331
10,WFG6,PCSAEA_N100,25,18,100,300,7.399569448
10,WFG6,PCSAEA_N100,26,18,100,300,7.436012405
10,WFG6,PCSAEA_N100,27,18,100,300,8.141810741
10,WFG6,PCSAEA_N100,28,18,100,300,7.811786821
10,WFG6,PCSAEA_N100,29,18,100,300,7.301405736
10,WFG6,PCSAEA_N100,3,18,100,300,7.601413404
10,WFG6,PCSAEA_N100,30,18,100,300,7.051787129
10,WFG6,PCSAEA_N100,4,18,100,300,7.164883319
10,WFG6,PCSAEA_N100,5,18,100,300,6.852627421
10,WFG6,PCSAEA_N100,6,18,100,300,7.413481336
10,WFG6,PCSAEA_N100,7,18,100,300,7.336359031
10,WFG6,PCSAEA_N100,8,18,100,300,7.634640217
10,WFG6,PCSAEA_N100,9,18,100,300,7.115672555
10,WFG7,PCSAEA_N100,1,18,100,300,7.954568165
10,WFG7,PCSAEA_N100,10,18,100,300,7.378853552
10,WFG7,PCSAEA_N100,11,18,100,300,7.396836618
10,WFG7,PCSAEA_N100,12,18,100,300,7.557885554
10,WFG7,PCSAEA_N100,13,18,100,300,7.817583488
10,WFG7,PCSAEA_N100,14,18,100,300,7.423174001
10,WFG7,PCSAEA_N100,15,18,100,300,7.08760978
10,WFG7,PCSAEA_N100,16,18,100,300,7.603962065
10,WFG7,PCSAEA_N100,17,18,100,300,7.493103596
10,WFG7,PCSAEA_N100,18,18,100,300,7.001879414
10,WFG7,PCSAEA_N100,19,18,100,300,7.556192027
10,WFG7,PCSAEA_N100,2,18,100,300,6.983446159
10,WFG7,PCSAEA_N100,20,18,100,300,7.580782476
10,WFG7,PCSAEA_N100,21,18,100,300,7.446728972
10,WFG7,PCSAEA_N100,22,18,100,300,7.955518511
10,WFG7,PCSAEA_N100,23,18,100,300,7.804652001
10,WFG7,PCSAEA_N100,24,18,100,300,7.546074515
10,WFG7,PCSAEA_N100,25,18,100,300,6.977582
10,WFG7,PCSAEA_N100,26,18,100,300,6.667796454
10,WFG7,PCSAEA_N100,27,18,100,300,8.054152627
10,WFG7,PCSAEA_N100,28,18,100,300,7.078346355
10,WFG7,PCSAEA_N100,29,18,100,300,7.273254903
10,WFG7,PCSAEA_N100,3,18,100,300,8.157328631
10,WFG7,PCSAEA_N100,30,18,100,300,7.173805494
10,WFG7,PCSAEA_N100,4,18,100,300,7.663189353
10,WFG7,PCSAEA_N100,5,18,100,300,7.317125723
10,WFG7,PCSAEA_N100,6,18,100,300,7.676129761
10,WFG7,PCSAEA_N100,7,18,100,300,7.525428771
10,WFG7,PCSAEA_N100,8,18,100,300,8.314323101
10,WFG7,PCSAEA_N100,9,18,100,300,7.488760184
10,WFG8,PCSAEA_N100,1,18,100,300,7.907094407
10,WFG8,PCSAEA_N100,10,18,100,300,6.922968463
10,WFG8,PCSAEA_N100,11,18,100,300,7.679625248
10,WFG8,PCSAEA_N100,12,18,100,300,6.636105928
10,WFG8,PCSAEA_N100,13,18,100,300,7.394826603
10,WFG8,PCSAEA_N100,14,18,100,300,7.896024894
10,WFG8,PCSAEA_N100,15,18,100,300,7.163510946
10,WFG8,PCSAEA_N100,16,18,100,300,6.984235206
10,WFG8,PCSAEA_N100,17,18,100,300,7.08758326
10,WFG8,PCSAEA_N100,18,18,100,300,7.37704916
10,WFG8,PCSAEA_N100,19,18,100,300,7.471085116
10,WFG8,PCSAEA_N100,2,18,100,300,7.484514328
10,WFG8,PCSAEA_N100,20,18,100,300,7.101755167
10,WFG8,PCSAEA_N100,21,18,100,300,7.211938618
10,WFG8,PCSAEA_N100,22,18,100,300,7.091601985
10,WFG8,PCSAEA_N100,23,18,100,300,7.622180406
10,WFG8,PCSAEA_N100,24,18,100,300,7.04637022
10,WFG8,PCSAEA_N100,25,18,100,300,7.403798139
10,WFG8,PCSAEA_N100,26,18,100,300,8.232637622
10,WFG8,PCSAEA_N100,27,18,100,300,7.484068269
10,WFG8,PCSAEA_N100,28,18,100,300,7.670902019
10,WFG8,PCSAEA_N100,29,18,100,300,7.027876714
10,WFG8,PCSAEA_N100,3,18,100,300,7.723173752
10,WFG8,PCSAEA_N100,30,18,100,300,7.887732721
10,WFG8,PCSAEA_N100,4,18,100,300,7.358000655
10,WFG8,PCSAEA_N100,5,18,100,300,7.18112164
10,WFG8,PCSAEA_N100,6,18,100,300,7.438895725
10,WFG8,PCSAEA_N100,7,18,100,300,7.216186197
10,WFG8,PCSAEA_N100,8,18,100,300,7.930528336
10,WFG8,PCSAEA_N100,9,18,100,300,7.553326249
10,WFG1,KRVEA_100,1,18,100,300,3.451520972
10,WFG1,KRVEA_100,10,18,100,300,3.2414655
10,WFG1,KRVEA_100,11,18,100,300,3.279732423
10,WFG1,KRVEA_100,12,18,100,300,3.397600134
10,WFG1,KRVEA_100,13,18,100,300,3.234313681
10,WFG1,KRVEA_100,14,18,100,300,3.325048267
10,WFG1,KRVEA_100,15,18,100,300,3.291888301
10,WFG1,KRVEA_100,16,18,100,300,3.25667548
10,WFG1,KRVEA_100,17,18,100,300,3.273810921
10,WFG1,KRVEA_100,18,18,100,300,3.253473183
10,WFG1,KRVEA_100,19,30,100,300,3.286957317
10,WFG1,KRVEA_100,2,18,100,300,3.260038831
10,WFG1,KRVEA_100,20,30,100,300,3.275452462
10,WFG1,KRVEA_100,21,30,100,300,3.281033154
10,WFG1,KRVEA_100,22,30,100,300,3.258794664
10,WFG1,KRVEA_100,23,30,100,300,3.329734358
10,WFG1,KRVEA_100,24,30,100,300,3.376593157
10,WFG1,KRVEA_100,25,30,100,300,3.253801654
10,WFG1,KRVEA_100,26,30,100,300,3.261877265
10,WFG1,KRVEA_100,27,30,100,300,3.223655906
10,WFG1,KRVEA_100,28,30,100,300,3.229940201
10,WFG1,KRVEA_100,29,30,100,300,3.196762459
10,WFG1,KRVEA_100,3,18,100,300,3.249816492
10,WFG1,KRVEA_100,30,30,100,300,3.240335165
10,WFG1,KRVEA_100,4,18,100,300,3.300179805
10,WFG1,KRVEA_100,5,18,100,300,3.319633948
10,WFG1,KRVEA_100,6,18,100,300,3.284516225
10,WFG1,KRVEA_100,7,18,100,300,3.270946268
10,WFG1,KRVEA_100,8,18,100,300,3.259982833
10,WFG1,KRVEA_100,9,18,100,300,3.289602737
10,WFG6,KRVEA_100,1,18,100,300,5.041011809
10,WFG6,KRVEA_100,10,18,100,300,5.302033137
10,WFG6,KRVEA_100,11,18,100,300,5.043324721
10,WFG6,KRVEA_100,12,18,100,300,4.838258735
10,WFG6,KRVEA_100,13,18,100,300,5.169584963
10,WFG6,KRVEA_100,14,18,100,300,5.164542861
10,WFG6,KRVEA_100,15,18,100,300,5.029993005
10,WFG6,KRVEA_100,16,18,100,300,4.853734757
10,WFG6,KRVEA_100,17,18,100,300,5.5405506
10,WFG6,KRVEA_100,18,18,100,300,4.725644949
10,WFG6,KRVEA_100,19,30,100,300,4.854471483
10,WFG6,KRVEA_100,2,18,100,300,4.989932979
10,WFG6,KRVEA_100,20,30,100,300,5.979842399
10,WFG6,KRVEA_100,21,30,100,300,4.71202868
10,WFG6,KRVEA_100,22,30,100,300,4.961675968
10,WFG6,KRVEA_100,23,30,100,300,5.983466166
10,WFG6,KRVEA_100,24,30,100,300,4.746023199
10,WFG6,KRVEA_100,25,30,100,300,4.621517239
10,WFG6,KRVEA_100,26,30,100,300,6.068544301
10,WFG6,KRVEA_100,27,30,100,300,4.949346829
10,WFG6,KRVEA_100,28,30,100,300,5.150843015
10,WFG6,KRVEA_100,29,30,100,300,5.031322789
10,WFG6,KRVEA_100,3,18,100,300,4.860387575
10,WFG6,KRVEA_100,30,30,100,300,4.826254516
10,WFG6,KRVEA_100,4,18,100,300,4.570356284
10,WFG6,KRVEA_100,5,18,100,300,5.129159164
10,WFG6,KRVEA_100,6,18,100,300,4.972598572
10,WFG6,KRVEA_100,7,18,100,300,4.899916992
10,WFG6,KRVEA_100,8,18,100,300,5.257662418
10,WFG6,KRVEA_100,9,18,100,300,4.957439515
10,WFG7,KRVEA_100,1,18,100,300,6.438839155
10,WFG7,KRVEA_100,10,18,100,300,6.053854276
10,WFG7,KRVEA_100,11,18,100,300,5.817017541
10,WFG7,KRVEA_100,12,18,100,300,7.531946879
10,WFG7,KRVEA_100,13,18,100,300,6.271585638
10,WFG7,KRVEA_100,14,18,100,300,5.564115514
10,WFG7,KRVEA_100,15,18,100,300,5.495013551
10,WFG7,KRVEA_100,16,18,100,300,6.676616837
10,WFG7,KRVEA_100,17,18,100,300,6.643620995
10,WFG7,KRVEA_100,18,18,100,300,5.706035788
10,WFG7,KRVEA_100,19,30,100,300,5.796536268
10,WFG7,KRVEA_100,2,18,100,300,5.765853035
10,WFG7,KRVEA_100,20,30,100,300,6.041777228
10,WFG7,KRVEA_100,21,30,100,300,5.905187711
10,WFG7,KRVEA_100,22,30,100,300,5.991206996
10,WFG7,KRVEA_100,23,30,100,300,6.696173627
10,WFG7,KRVEA_100,24,30,100,300,6.998984331
10,WFG7,KRVEA_100,25,30,100,300,6.889112497
10,WFG7,KRVEA_100,26,30,100,300,6.288011286
10,WFG7,KRVEA_100,27,30,100,300,5.672406606
10,WFG7,KRVEA_100,28,30,100,300,7.000951635
10,WFG7,KRVEA_100,29,30,100,300,5.522666026
10,WFG7,KRVEA_100,3,18,100,300,6.431646852
10,WFG7,KRVEA_100,30,30,100,300,7.508039115
10,WFG7,KRVEA_100,4,18,100,300,6.380801039
10,WFG7,KRVEA_100,5,18,100,300,6.277564466
10,WFG7,KRVEA_100,6,18,100,300,7.288425578
10,WFG7,KRVEA_100,7,18,100,300,6.74704418
10,WFG7,KRVEA_100,8,18,100,300,6.661910818
10,WFG7,KRVEA_100,9,18,100,300,6.804497861
10,WFG8,KRVEA_100,1,18,100,300,5.749484856
10,WFG8,KRVEA_100,10,18,100,300,6.481367754
10,WFG8,KRVEA_100,11,18,100,300,5.748427935
10,WFG8,KRVEA_100,12,18,100,300,5.743502886
10,WFG8,KRVEA_100,13,18,100,300,5.977005149
10,WFG8,KRVEA_100,14,18,100,300,7.526955648
10,WFG8,KRVEA_100,15,18,100,300,5.459917888
10,WFG8,KRVEA_100,16,18,100,300,6.146324511
10,WFG8,KRVEA_100,17,18,100,300,5.454260754
10,WFG8,KRVEA_100,18,18,100,300,5.894284591
