Problem,Run,File,Status,IGD,Runtime,FE,D,Seconds
WFG1,11,D:\REMOandDREMO测试集\10目标\n30\REMO_UniformMix_Pruned_Weighted_Lambdat030_NoBatchDist\REMO_UniformMix_Pruned_Weighted_Lambdat030_NoBatchDist_WFG1_M10_D30_11.mat,done,3.23680558759665,410.3933828,300,30,411.6813218
WFG1,12,D:\REMOandDREMO测试集\10目标\n30\REMO_UniformMix_Pruned_Weighted_Lambdat030_NoBatchDist\REMO_UniformMix_Pruned_Weighted_Lambdat030_NoBatchDist_WFG1_M10_D30_12.mat,done,3.1988482049797,386.7422906,300,30,388.2536305
WFG1,13,D:\REMOandDREMO测试集\10目标\n30\REMO_UniformMix_Pruned_Weighted_Lambdat030_NoBatchDist\REMO_UniformMix_Pruned_Weighted_Lambdat030_NoBatchDist_WFG1_M10_D30_13.mat,done,3.17965992998787,386.6863918,300,30,388.1949968
WFG1,14,D:\REMOandDREMO测试集\10目标\n30\REMO_UniformMix_Pruned_Weighted_Lambdat030_NoBatchDist\REMO_UniformMix_Pruned_Weighted_Lambdat030_NoBatchDist_WFG1_M10_D30_14.mat,done,3.14965455130434,379.8317866,300,30,381.4178795
WFG1,15,D:\REMOandDREMO测试集\10目标\n30\REMO_UniformMix_Pruned_Weighted_Lambdat030_NoBatchDist\REMO_UniformMix_Pruned_Weighted_Lambdat030_NoBatchDist_WFG1_M10_D30_15.mat,done,3.17571080667743,409.6445036,300,30,411.0226642
WFG1,16,D:\REMOandDREMO测试集\10目标\n30\REMO_UniformMix_Pruned_Weighted_Lambdat030_NoBatchDist\REMO_UniformMix_Pruned_Weighted_Lambdat030_NoBatchDist_WFG1_M10_D30_16.mat,done,3.14341136094418,390.5724678,300,30,392.000922
WFG1,17,D:\REMOandDREMO测试集\10目标\n30\REMO_UniformMix_Pruned_Weighted_Lambdat030_NoBatchDist\REMO_UniformMix_Pruned_Weighted_Lambdat030_NoBatchDist_WFG1_M10_D30_17.mat,done,3.17535691118729,396.716587,300,30,398.2317609
WFG1,18,D:\REMOandDREMO测试集\10目标\n30\REMO_UniformMix_Pruned_Weighted_Lambdat030_NoBatchDist\REMO_UniformMix_Pruned_Weighted_Lambdat030_NoBatchDist_WFG1_M10_D30_18.mat,done,3.2315895626111,428.6671929,300,30,430.0696281
WFG1,19,D:\REMOandDREMO测试集\10目标\n30\REMO_UniformMix_Pruned_Weighted_Lambdat030_NoBatchDist\REMO_UniformMix_Pruned_Weighted_Lambdat030_NoBatchDist_WFG1_M10_D30_19.mat,done,3.26033116982017,409.1753404,300,30,410.6952445
WFG1,20,D:\REMOandDREMO测试集\10目标\n30\REMO_UniformMix_Pruned_Weighted_Lambdat030_NoBatchDist\REMO_UniformMix_Pruned_Weighted_Lambdat030_NoBatchDist_WFG1_M10_D30_20.mat,done,3.07283677034665,431.6041275,300,30,432.9246137
