Problem,Run,File,Status,IGD,Runtime,FE,D,Seconds
DTLZ4,11,D:\REMOandDREMO测试集\10目标\n30\REMO_UniformMix_Pruned_Weighted_Lambdat030_NoBatchDist\REMO_UniformMix_Pruned_Weighted_Lambdat030_NoBatchDist_DTLZ4_M10_D30_11.mat,done,1.08108063955066,422.7381461,300,30,424.3489163
DTLZ4,12,D:\REMOandDREMO测试集\10目标\n30\REMO_UniformMix_Pruned_Weighted_Lambdat030_NoBatchDist\REMO_UniformMix_Pruned_Weighted_Lambdat030_NoBatchDist_DTLZ4_M10_D30_12.mat,done,1.18475549206702,384.920513,300,30,386.484932
DTLZ4,13,D:\REMOandDREMO测试集\10目标\n30\REMO_UniformMix_Pruned_Weighted_Lambdat030_NoBatchDist\REMO_UniformMix_Pruned_Weighted_Lambdat030_NoBatchDist_DTLZ4_M10_D30_13.mat,done,1.19626414445928,408.8503411,300,30,410.5634672
DTLZ4,14,D:\REMOandDREMO测试集\10目标\n30\REMO_UniformMix_Pruned_Weighted_Lambdat030_NoBatchDist\REMO_UniformMix_Pruned_Weighted_Lambdat030_NoBatchDist_DTLZ4_M10_D30_14.mat,done,0.901912415106982,434.3624923,300,30,435.9665776
DTLZ4,15,D:\REMOandDREMO测试集\10目标\n30\REMO_UniformMix_Pruned_Weighted_Lambdat030_NoBatchDist\REMO_UniformMix_Pruned_Weighted_Lambdat030_NoBatchDist_DTLZ4_M10_D30_15.mat,done,1.05838418194245,436.6543572,300,30,438.0789107
DTLZ4,16,D:\REMOandDREMO测试集\10目标\n30\REMO_UniformMix_Pruned_Weighted_Lambdat030_NoBatchDist\REMO_UniformMix_Pruned_Weighted_Lambdat030_NoBatchDist_DTLZ4_M10_D30_16.mat,done,1.01459590742035,445.3095164,300,30,446.7349798
DTLZ4,17,D:\REMOandDREMO测试集\10目标\n30\REMO_UniformMix_Pruned_Weighted_Lambdat030_NoBatchDist\REMO_UniformMix_Pruned_Weighted_Lambdat030_NoBatchDist_DTLZ4_M10_D30_17.mat,done,1.3596595241414,417.5797932,300,30,419.3203366
DTLZ4,18,D:\REMOandDREMO测试集\10目标\n30\REMO_UniformMix_Pruned_Weighted_Lambdat030_NoBatchDist\REMO_UniformMix_Pruned_Weighted_Lambdat030_NoBatchDist_DTLZ4_M10_D30_18.mat,done,1.12381707682926,394.3817396,300,30,395.8931815
DTLZ4,19,D:\REMOandDREMO测试集\10目标\n30\REMO_UniformMix_Pruned_Weighted_Lambdat030_NoBatchDist\REMO_UniformMix_Pruned_Weighted_Lambdat030_NoBatchDist_DTLZ4_M10_D30_19.mat,done,1.01606946274468,383.9380257,300,30,385.4980719
DTLZ4,20,D:\REMOandDREMO测试集\10目标\n30\REMO_UniformMix_Pruned_Weighted_Lambdat030_NoBatchDist\REMO_UniformMix_Pruned_Weighted_Lambdat030_NoBatchDist_DTLZ4_M10_D30_20.mat,done,1.06932657251467,399.6181521,300,30,401.035363
