Profile,Problem,M,Run,Seed,PairedKey,File,Status,Message
formal,DTLZ2,20,15,12015,DTLZ2_M20_run015,D:\PlatEMO-master\PlatEMO-master\PlatEMO\Experiments\REMO_UniformMix_Pruned_Weighted_Lambdat030_GoodGroupPrecision\results\raw\formal\DTLZ2\M20\run_015.mat,completed,IGD=9.402683e-01; IGD+=6.916736e-01; checkpoints=67
