M,problem,algorithm,source_algorithm,mean,std,symbol,source_file,source_sheet,source_cell,raw
15,WFG1,MCEA/D,MCEAD,4.3479e+0,5.12e-2,-,pruned_weight十五目标.xlsx,IGD,F9,4.3479e+0 (5.12e-2) -
15,WFG1,CSEA,CSEA,4.1948e+0,7.61e-2,-,pruned_weight十五目标.xlsx,IGD,G9,4.1948e+0 (7.61e-2) -
15,WFG1,K-RVEA,KRVEA_100,4.2447e+0,3.62e-2,-,pruned_weight十五目标.xlsx,IGD,H9,4.2447e+0 (3.62e-2) -
15,WFG1,PC-SAEA,PCSAEA_N100,4.2872e+0,2.89e-2,-,pruned_weight十五目标.xlsx,IGD,I9,4.2872e+0 (2.89e-2) -
15,WFG1,PACDIS,REMO_new2_AdaMaO_SDEOnly_UniformMix_Pruned_Weighted,4.1220e+0,6.21e-2,,pruned_weight十五目标.xlsx,IGD,J9,4.1220e+0 (6.21e-2)
15,WFG2,REMO,REMO,6.1345e+0,1.35e+0,-,pruned_weight十五目标.xlsx,IGD,D10,6.1345e+0 (1.35e+0) -
15,WFG2,PIEA,PIEA,4.1634e+0,9.40e-1,-,pruned_weight十五目标.xlsx,IGD,E10,4.1634e+0 (9.40e-1) -
15,WFG2,MCEA/D,MCEAD,5.7894e+0,1.58e+0,-,pruned_weight十五目标.xlsx,IGD,F10,5.7894e+0 (1.58e+0) -
15,WFG2,CSEA,CSEA,5.7163e+0,1.10e+0,-,pruned_weight十五目标.xlsx,IGD,G10,5.7163e+0 (1.10e+0) -
15,WFG2,K-RVEA,KRVEA_100,2.9640e+0,3.26e-1,+,pruned_weight十五目标.xlsx,IGD,H10,2.9640e+0 (3.26e-1) +
15,WFG2,PC-SAEA,PCSAEA_N100,6.1113e+0,1.10e+0,-,pruned_weight十五目标.xlsx,IGD,I10,6.1113e+0 (1.10e+0) -
15,WFG2,PACDIS,REMO_new2_AdaMaO_SDEOnly_UniformMix_Pruned_Weighted,3.3218e+0,7.78e-1,,pruned_weight十五目标.xlsx,IGD,J10,3.3218e+0 (7.78e-1)
15,WFG3,REMO,REMO,1.9033e+0,1.87e-1,+,pruned_weight十五目标.xlsx,IGD,D11,1.9033e+0 (1.87e-1) +
15,WFG3,PIEA,PIEA,1.4407e+0,1.27e-1,+,pruned_weight十五目标.xlsx,IGD,E11,1.4407e+0 (1.27e-1) +
15,WFG3,MCEA/D,MCEAD,1.6670e+0,1.36e-1,+,pruned_weight十五目标.xlsx,IGD,F11,1.6670e+0 (1.36e-1) +
15,WFG3,CSEA,CSEA,1.9347e+0,1.17e-1,+,pruned_weight十五目标.xlsx,IGD,G11,1.9347e+0 (1.17e-1) +
15,WFG3,K-RVEA,KRVEA_100,2.3483e+0,8.87e-2,=,pruned_weight十五目标.xlsx,IGD,H11,2.3483e+0 (8.87e-2) =
15,WFG3,PC-SAEA,PCSAEA_N100,2.1924e+0,7.43e-2,+,pruned_weight十五目标.xlsx,IGD,I11,2.1924e+0 (7.43e-2) +
15,WFG3,PACDIS,REMO_new2_AdaMaO_SDEOnly_UniformMix_Pruned_Weighted,2.2962e+0,1.02e-1,,pruned_weight十五目标.xlsx,IGD,J11,2.2962e+0 (1.02e-1)
15,WFG4,REMO,REMO,1.7690e+1,1.15e+0,-,pruned_weight十五目标.xlsx,IGD,D12,1.7690e+1 (1.15e+0) -
15,WFG4,PIEA,PIEA,1.2021e+1,1.96e+0,+,pruned_weight十五目标.xlsx,IGD,E12,1.2021e+1 (1.96e+0) +
15,WFG4,MCEA/D,MCEAD,1.1960e+1,1.67e+0,+,pruned_weight十五目标.xlsx,IGD,F12,1.1960e+1 (1.67e+0) +
15,WFG4,CSEA,CSEA,1.8405e+1,9.24e-1,-,pruned_weight十五目标.xlsx,IGD,G12,1.8405e+1 (9.24e-1) -
15,WFG4,K-RVEA,KRVEA_100,1.4585e+1,9.49e-1,-,pruned_weight十五目标.xlsx,IGD,H12,1.4585e+1 (9.49e-1) -
15,WFG4,PC-SAEA,PCSAEA_N100,1.7393e+1,8.12e-1,-,pruned_weight十五目标.xlsx,IGD,I12,1.7393e+1 (8.12e-1) -
15,WFG4,PACDIS,REMO_new2_AdaMaO_SDEOnly_UniformMix_Pruned_Weighted,1.3977e+1,1.06e+0,,pruned_weight十五目标.xlsx,IGD,J12,1.3977e+1 (1.06e+0)
15,WFG5,REMO,REMO,1.4960e+1,8.28e-1,-,pruned_weight十五目标.xlsx,IGD,D13,1.4960e+1 (8.28e-1) -
15,WFG5,PIEA,PIEA,1.2183e+1,7.63e-1,+,pruned_weight十五目标.xlsx,IGD,E13,1.2183e+1 (7.63e-1) +
15,WFG5,MCEA/D,MCEAD,1.3576e+1,8.31e-1,-,pruned_weight十五目标.xlsx,IGD,F13,1.3576e+1 (8.31e-1) -
15,WFG5,CSEA,CSEA,1.5244e+1,9.12e-1,-,pruned_weight十五目标.xlsx,IGD,G13,1.5244e+1 (9.12e-1) -
15,WFG5,K-RVEA,KRVEA_100,1.1300e+1,1.05e+0,+,pruned_weight十五目标.xlsx,IGD,H13,1.1300e+1 (1.05e+0) +
15,WFG5,PC-SAEA,PCSAEA_N100,1.4101e+1,5.46e-1,-,pruned_weight十五目标.xlsx,IGD,I13,1.4101e+1 (5.46e-1) -
15,WFG5,PACDIS,REMO_new2_AdaMaO_SDEOnly_UniformMix_Pruned_Weighted,1.2765e+1,1.03e+0,,pruned_weight十五目标.xlsx,IGD,J13,1.2765e+1 (1.03e+0)
15,WFG6,REMO,REMO,1.4168e+1,1.19e+0,-,pruned_weight十五目标.xlsx,IGD,D14,1.4168e+1 (1.19e+0) -
15,WFG6,PIEA,PIEA,1.2912e+1,9.87e-1,-,pruned_weight十五目标.xlsx,IGD,E14,1.2912e+1 (9.87e-1) -
15,WFG6,MCEA/D,MCEAD,1.5351e+1,1.88e+0,-,pruned_weight十五目标.xlsx,IGD,F14,1.5351e+1 (1.88e+0) -
15,WFG6,CSEA,CSEA,1.5693e+1,6.65e-1,-,pruned_weight十五目标.xlsx,IGD,G14,1.5693e+1 (6.65e-1) -
15,WFG6,K-RVEA,KRVEA_100,1.0714e+1,9.63e-1,=,pruned_weight十五目标.xlsx,IGD,H14,1.0714e+1 (9.63e-1) =
15,WFG6,PC-SAEA,PCSAEA_N100,1.4549e+1,7.46e-1,-,pruned_weight十五目标.xlsx,IGD,I14,1.4549e+1 (7.46e-1) -
15,WFG6,PACDIS,REMO_new2_AdaMaO_SDEOnly_UniformMix_Pruned_Weighted,1.0556e+1,5.78e-1,,pruned_weight十五目标.xlsx,IGD,J14,1.0556e+1 (5.78e-1)
15,WFG7,REMO,REMO,1.4440e+1,1.09e+0,-,pruned_weight十五目标.xlsx,IGD,D15,1.4440e+1 (1.09e+0) -
15,WFG7,PIEA,PIEA,1.4702e+1,1.20e+0,-,pruned_weight十五目标.xlsx,IGD,E15,1.4702e+1 (1.20e+0) -
15,WFG7,MCEA/D,MCEAD,1.6702e+1,1.56e+0,-,pruned_weight十五目标.xlsx,IGD,F15,1.6702e+1 (1.56e+0) -
15,WFG7,CSEA,CSEA,1.6243e+1,1.05e+0,-,pruned_weight十五目标.xlsx,IGD,G15,1.6243e+1 (1.05e+0) -
15,WFG7,K-RVEA,KRVEA_100,1.5296e+1,1.52e+0,-,pruned_weight十五目标.xlsx,IGD,H15,1.5296e+1 (1.52e+0) -
15,WFG7,PC-SAEA,PCSAEA_N100,1.5494e+1,6.43e-1,-,pruned_weight十五目标.xlsx,IGD,I15,1.5494e+1 (6.43e-1) -
15,WFG7,PACDIS,REMO_new2_AdaMaO_SDEOnly_UniformMix_Pruned_Weighted,1.1605e+1,8.25e-1,,pruned_weight十五目标.xlsx,IGD,J15,1.1605e+1 (8.25e-1)
15,WFG8,REMO,REMO,1.4453e+1,8.81e-1,-,pruned_weight十五目标.xlsx,IGD,D16,1.4453e+1 (8.81e-1) -
15,WFG8,PIEA,PIEA,1.3204e+1,8.06e-1,-,pruned_weight十五目标.xlsx,IGD,E16,1.3204e+1 (8.06e-1) -
15,WFG8,MCEA/D,MCEAD,1.5051e+1,1.32e+0,-,pruned_weight十五目标.xlsx,IGD,F16,1.5051e+1 (1.32e+0) -
15,WFG8,CSEA,CSEA,1.5918e+1,6.66e-1,-,pruned_weight十五目标.xlsx,IGD,G16,1.5918e+1 (6.66e-1) -
15,WFG8,K-RVEA,KRVEA_100,1.2294e+1,1.03e+0,-,pruned_weight十五目标.xlsx,IGD,H16,1.2294e+1 (1.03e+0) -
15,WFG8,PC-SAEA,PCSAEA_N100,1.5029e+1,5.19e-1,-,pruned_weight十五目标.xlsx,IGD,I16,1.5029e+1 (5.19e-1) -
15,WFG8,PACDIS,REMO_new2_AdaMaO_SDEOnly_UniformMix_Pruned_Weighted,1.1687e+1,7.06e-1,,pruned_weight十五目标.xlsx,IGD,J16,1.1687e+1 (7.06e-1)
15,WFG9,REMO,REMO,1.5789e+1,8.94e-1,-,pruned_weight十五目标.xlsx,IGD,D17,1.5789e+1 (8.94e-1) -
15,WFG9,PIEA,PIEA,1.2490e+1,8.62e-1,+,pruned_weight十五目标.xlsx,IGD,E17,1.2490e+1 (8.62e-1) +
15,WFG9,MCEA/D,MCEAD,1.3365e+1,1.49e+0,=,pruned_weight十五目标.xlsx,IGD,F17,1.3365e+1 (1.49e+0) =
15,WFG9,CSEA,CSEA,1.6262e+1,5.54e-1,-,pruned_weight十五目标.xlsx,IGD,G17,1.6262e+1 (5.54e-1) -
15,WFG9,K-RVEA,KRVEA_100,1.4903e+1,1.45e+0,-,pruned_weight十五目标.xlsx,IGD,H17,1.4903e+1 (1.45e+0) -
15,WFG9,PC-SAEA,PCSAEA_N100,1.5188e+1,7.05e-1,-,pruned_weight十五目标.xlsx,IGD,I17,1.5188e+1 (7.05e-1) -
15,WFG9,PACDIS,REMO_new2_AdaMaO_SDEOnly_UniformMix_Pruned_Weighted,1.3366e+1,9.80e-1,,pruned_weight十五目标.xlsx,IGD,J17,1.3366e+1 (9.80e-1)
20,DTLZ1,REMO,REMO,6.7408e+1,1.93e+1,+,pruned_weight二十目标.xlsx,IGD,D2,6.7408e+1 (1.93e+1) +
20,DTLZ1,PIEA,PIEA,9.3984e+1,1.82e+1,=,pruned_weight二十目标.xlsx,IGD,E2,9.3984e+1 (1.82e+1) =
20,DTLZ1,MCEA/D,MCEAD,7.6364e+1,3.61e+1,=,pruned_weight二十目标.xlsx,IGD,F2,7.6364e+1 (3.61e+1) =
20,DTLZ1,CSEA,CSEA,7.9813e+1,1.99e+1,=,pruned_weight二十目标.xlsx,IGD,G2,7.9813e+1 (1.99e+1) =
20,DTLZ1,PC-SAEA,PCSAEA_N100,1.5464e+2,1.82e+1,-,pruned_weight二十目标.xlsx,IGD,H2,1.5464e+2 (1.82e+1) -
20,DTLZ1,K-RVEA,KRVEA_100,9.9155e+1,2.59e+1,=,pruned_weight二十目标.xlsx,IGD,I2,9.9155e+1 (2.59e+1) =
20,DTLZ1,PACDIS,REMO_new2_AdaMaO_SDEOnly_UniformMix_Pruned_Weighted,8.7895e+1,1.79e+1,,pruned_weight二十目标.xlsx,IGD,J2,8.7895e+1 (1.79e+1)
20,DTLZ2,REMO,REMO,1.1173e+0,5.45e-2,=,pruned_weight二十目标.xlsx,IGD,D3,1.1173e+0 (5.45e-2) =
20,DTLZ2,PIEA,PIEA,1.1636e+0,2.17e-2,=,pruned_weight二十目标.xlsx,IGD,E3,1.1636e+0 (2.17e-2) =
20,DTLZ2,MCEA/D,MCEAD,1.2196e+0,2.96e-2,-,pruned_weight二十目标.xlsx,IGD,F3,1.2196e+0 (2.96e-2) -
20,DTLZ2,CSEA,CSEA,1.1817e+0,5.61e-2,=,pruned_weight二十目标.xlsx,IGD,G3,1.1817e+0 (5.61e-2) =
20,DTLZ2,PC-SAEA,PCSAEA_N100,1.3343e+0,4.05e-2,-,pruned_weight二十目标.xlsx,IGD,H3,1.3343e+0 (4.05e-2) -
20,DTLZ2,K-RVEA,KRVEA_100,1.1696e+0,5.63e-2,=,pruned_weight二十目标.xlsx,IGD,I3,1.1696e+0 (5.63e-2) =
20,DTLZ2,PACDIS,REMO_new2_AdaMaO_SDEOnly_UniformMix_Pruned_Weighted,1.1479e+0,5.96e-2,,pruned_weight二十目标.xlsx,IGD,J3,1.1479e+0 (5.96e-2)
20,DTLZ3,REMO,REMO,2.6646e+2,7.13e+1,+,pruned_weight二十目标.xlsx,IGD,D4,2.6646e+2 (7.13e+1) +
20,DTLZ3,PIEA,PIEA,2.5997e+2,1.15e+1,+,pruned_weight二十目标.xlsx,IGD,E4,2.5997e+2 (1.15e+1) +
20,DTLZ3,MCEA/D,MCEAD,1.2168e+2,1.12e+2,+,pruned_weight二十目标.xlsx,IGD,F4,1.2168e+2 (1.12e+2) +
20,DTLZ3,CSEA,CSEA,2.5514e+2,6.82e+1,+,pruned_weight二十目标.xlsx,IGD,G4,2.5514e+2 (6.82e+1) +
20,DTLZ3,PC-SAEA,PCSAEA_N100,5.1336e+2,7.08e+1,-,pruned_weight二十目标.xlsx,IGD,H4,5.1336e+2 (7.08e+1) -
20,DTLZ3,K-RVEA,KRVEA_100,3.0777e+2,7.87e+1,=,pruned_weight二十目标.xlsx,IGD,I4,3.0777e+2 (7.87e+1) =
20,DTLZ3,PACDIS,REMO_new2_AdaMaO_SDEOnly_UniformMix_Pruned_Weighted,3.2757e+2,6.36e+1,,pruned_weight二十目标.xlsx,IGD,J4,3.2757e+2 (6.36e+1)
20,DTLZ4,REMO,REMO,1.0368e+0,4.26e-2,=,pruned_weight二十目标.xlsx,IGD,D5,1.0368e+0 (4.26e-2) =
20,DTLZ4,PIEA,PIEA,1.1269e+0,6.03e-2,-,pruned_weight二十目标.xlsx,IGD,E5,1.1269e+0 (6.03e-2) -
20,DTLZ4,MCEA/D,MCEAD,1.2852e+0,3.78e-2,-,pruned_weight二十目标.xlsx,IGD,F5,1.2852e+0 (3.78e-2) -
20,DTLZ4,CSEA,CSEA,1.0610e+0,4.81e-2,=,pruned_weight二十目标.xlsx,IGD,G5,1.0610e+0 (4.81e-2) =
20,DTLZ4,PC-SAEA,PCSAEA_N100,1.2290e+0,4.87e-2,-,pruned_weight二十目标.xlsx,IGD,H5,1.2290e+0 (4.87e-2) -
20,DTLZ4,K-RVEA,KRVEA_100,1.3236e+0,7.98e-2,-,pruned_weight二十目标.xlsx,IGD,I5,1.3236e+0 (7.98e-2) -
20,DTLZ4,PACDIS,REMO_new2_AdaMaO_SDEOnly_UniformMix_Pruned_Weighted,1.0532e+0,4.77e-2,,pruned_weight二十目标.xlsx,IGD,J5,1.0532e+0 (4.77e-2)
20,DTLZ5,REMO,REMO,2.7068e-1,5.25e-2,+,pruned_weight二十目标.xlsx,IGD,D6,2.7068e-1 (5.25e-2) +
20,DTLZ5,PIEA,PIEA,1.5237e-1,2.26e-2,+,pruned_weight二十目标.xlsx,IGD,E6,1.5237e-1 (2.26e-2) +
20,DTLZ5,MCEA/D,MCEAD,1.5161e-1,4.26e-2,+,pruned_weight二十目标.xlsx,IGD,F6,1.5161e-1 (4.26e-2) +
20,DTLZ5,CSEA,CSEA,2.9000e-1,5.36e-2,=,pruned_weight二十目标.xlsx,IGD,G6,2.9000e-1 (5.36e-2) =
20,DTLZ5,PC-SAEA,PCSAEA_N100,4.1861e-1,5.31e-2,-,pruned_weight二十目标.xlsx,IGD,H6,4.1861e-1 (5.31e-2) -
20,DTLZ5,K-RVEA,KRVEA_100,3.1646e-1,8.24e-2,=,pruned_weight二十目标.xlsx,IGD,I6,3.1646e-1 (8.24e-2) =
20,DTLZ5,PACDIS,REMO_new2_AdaMaO_SDEOnly_UniformMix_Pruned_Weighted,3.2309e-1,4.69e-2,,pruned_weight二十目标.xlsx,IGD,J6,3.2309e-1 (4.69e-2)
20,DTLZ6,REMO,REMO,7.3417e+0,6.33e-1,-,pruned_weight二十目标.xlsx,IGD,D7,7.3417e+0 (6.33e-1) -
20,DTLZ6,PIEA,PIEA,2.1640e+0,1.05e+0,+,pruned_weight二十目标.xlsx,IGD,E7,2.1640e+0 (1.05e+0) +
20,DTLZ6,MCEA/D,MCEAD,4.1169e+0,1.03e+0,+,pruned_weight二十目标.xlsx,IGD,F7,4.1169e+0 (1.03e+0) +
20,DTLZ6,CSEA,CSEA,7.4321e+0,7.00e-1,-,pruned_weight二十目标.xlsx,IGD,G7,7.4321e+0 (7.00e-1) -
20,DTLZ6,PC-SAEA,PCSAEA_N100,8.6800e+0,3.64e-1,-,pruned_weight二十目标.xlsx,IGD,H7,8.6800e+0 (3.64e-1) -
20,DTLZ6,K-RVEA,KRVEA_100,7.3721e+0,7.41e-1,-,pruned_weight二十目标.xlsx,IGD,I7,7.3721e+0 (7.41e-1) -
20,DTLZ6,PACDIS,REMO_new2_AdaMaO_SDEOnly_UniformMix_Pruned_Weighted,6.5624e+0,7.65e-1,,pruned_weight二十目标.xlsx,IGD,J7,6.5624e+0 (7.65e-1)
20,DTLZ7,REMO,REMO,3.8239e+1,7.37e+0,-,pruned_weight二十目标.xlsx,IGD,D8,3.8239e+1 (7.37e+0) -
20,DTLZ7,PIEA,PIEA,1.8728e+1,9.86e+0,=,pruned_weight二十目标.xlsx,IGD,E8,1.8728e+1 (9.86e+0) =
20,DTLZ7,MCEA/D,MCEAD,2.8155e+1,1.25e+1,-,pruned_weight二十目标.xlsx,IGD,F8,2.8155e+1 (1.25e+1) -
20,DTLZ7,CSEA,CSEA,4.8818e+1,9.05e+0,-,pruned_weight二十目标.xlsx,IGD,G8,4.8818e+1 (9.05e+0) -
20,DTLZ7,PC-SAEA,PCSAEA_N100,5.0846e+1,4.69e+0,-,pruned_weight二十目标.xlsx,IGD,H8,5.0846e+1 (4.69e+0) -
20,DTLZ7,K-RVEA,KRVEA_100,3.6587e+0,1.17e+0,+,pruned_weight二十目标.xlsx,IGD,I8,3.6587e+0 (1.17e+0) +
20,DTLZ7,PACDIS,REMO_new2_AdaMaO_SDEOnly_UniformMix_Pruned_Weighted,1.4959e+1,2.25e+0,,pruned_weight二十目标.xlsx,IGD,J8,1.4959e+1 (2.25e+0)
20,WFG1,REMO,REMO,5.6202e+0,8.82e-2,=,pruned_weight二十目标.xlsx,IGD,D9,5.6202e+0 (8.82e-2) =
20,WFG1,PIEA,PIEA,5.7081e+0,5.05e-2,-,pruned_weight二十目标.xlsx,IGD,E9,5.7081e+0 (5.05e-2) -
20,WFG1,MCEA/D,MCEAD,5.7957e+0,4.51e-2,-,pruned_weight二十目标.xlsx,IGD,F9,5.7957e+0 (4.51e-2) -
20,WFG1,CSEA,CSEA,5.6736e+0,1.06e-1,-,pruned_weight二十目标.xlsx,IGD,G9,5.6736e+0 (1.06e-1) -
20,WFG1,PC-SAEA,PCSAEA_N100,5.6995e+0,2.62e-2,-,pruned_weight二十目标.xlsx,IGD,H9,5.6995e+0 (2.62e-2) -
20,WFG1,K-RVEA,KRVEA_100,5.6324e+0,6.86e-2,=,pruned_weight二十目标.xlsx,IGD,I9,5.6324e+0 (6.86e-2) =
20,WFG1,PACDIS,REMO_new2_AdaMaO_SDEOnly_UniformMix_Pruned_Weighted,5.6055e+0,6.87e-2,,pruned_weight二十目标.xlsx,IGD,J9,5.6055e+0 (6.87e-2)
20,WFG2,REMO,REMO,7.9480e+0,1.54e+0,-,pruned_weight二十目标.xlsx,IGD,D10,7.9480e+0 (1.54e+0) -
20,WFG2,PIEA,PIEA,6.0506e+0,1.05e+0,-,pruned_weight二十目标.xlsx,IGD,E10,6.0506e+0 (1.05e+0) -
20,WFG2,MCEA/D,MCEAD,7.6391e+0,2.05e+0,-,pruned_weight二十目标.xlsx,IGD,F10,7.6391e+0 (2.05e+0) -
20,WFG2,CSEA,CSEA,8.8363e+0,1.30e+0,-,pruned_weight二十目标.xlsx,IGD,G10,8.8363e+0 (1.30e+0) -
20,WFG2,PC-SAEA,PCSAEA_N100,8.3036e+0,1.50e+0,-,pruned_weight二十目标.xlsx,IGD,H10,8.3036e+0 (1.50e+0) -
20,WFG2,K-RVEA,KRVEA_100,4.4804e+0,2.45e-1,+,pruned_weight二十目标.xlsx,IGD,I10,4.4804e+0 (2.45e-1) +
20,WFG2,PACDIS,REMO_new2_AdaMaO_SDEOnly_UniformMix_Pruned_Weighted,4.8953e+0,5.84e-1,,pruned_weight二十目标.xlsx,IGD,J10,4.8953e+0 (5.84e-1)
20,WFG3,REMO,REMO,2.2519e+0,2.32e-1,+,pruned_weight二十目标.xlsx,IGD,D11,2.2519e+0 (2.32e-1) +
20,WFG3,PIEA,PIEA,1.7073e+0,1.73e-1,+,pruned_weight二十目标.xlsx,IGD,E11,1.7073e+0 (1.73e-1) +
20,WFG3,MCEA/D,MCEAD,1.9974e+0,2.03e-1,+,pruned_weight二十目标.xlsx,IGD,F11,1.9974e+0 (2.03e-1) +
20,WFG3,CSEA,CSEA,2.3113e+0,1.84e-1,+,pruned_weight二十目标.xlsx,IGD,G11,2.3113e+0 (1.84e-1) +
20,WFG3,PC-SAEA,PCSAEA_N100,2.6026e+0,1.25e-1,+,pruned_weight二十目标.xlsx,IGD,H11,2.6026e+0 (1.25e-1) +
20,WFG3,K-RVEA,KRVEA_100,2.8347e+0,1.16e-1,-,pruned_weight二十目标.xlsx,IGD,I11,2.8347e+0 (1.16e-1) -
20,WFG3,PACDIS,REMO_new2_AdaMaO_SDEOnly_UniformMix_Pruned_Weighted,2.7276e+0,1.59e-1,,pruned_weight二十目标.xlsx,IGD,J11,2.7276e+0 (1.59e-1)
20,WFG4,REMO,REMO,2.9066e+1,1.21e+0,-,pruned_weight二十目标.xlsx,IGD,D12,2.9066e+1 (1.21e+0) -
20,WFG4,PIEA,PIEA,2.0639e+1,3.25e+0,+,pruned_weight二十目标.xlsx,IGD,E12,2.0639e+1 (3.25e+0) +
20,WFG4,MCEA/D,MCEAD,2.0456e+1,3.65e+0,+,pruned_weight二十目标.xlsx,IGD,F12,2.0456e+1 (3.65e+0) +
20,WFG4,CSEA,CSEA,2.9600e+1,1.48e+0,-,pruned_weight二十目标.xlsx,IGD,G12,2.9600e+1 (1.48e+0) -
20,WFG4,PC-SAEA,PCSAEA_N100,2.8901e+1,5.72e-1,-,pruned_weight二十目标.xlsx,IGD,H12,2.8901e+1 (5.72e-1) -
20,WFG4,K-RVEA,KRVEA_100,2.5759e+1,1.43e+0,=,pruned_weight二十目标.xlsx,IGD,I12,2.5759e+1 (1.43e+0) =
20,WFG4,PACDIS,REMO_new2_AdaMaO_SDEOnly_UniformMix_Pruned_Weighted,2.4589e+1,1.84e+0,,pruned_weight二十目标.xlsx,IGD,J12,2.4589e+1 (1.84e+0)
20,WFG5,REMO,REMO,2.5608e+1,1.19e+0,-,pruned_weight二十目标.xlsx,IGD,D13,2.5608e+1 (1.19e+0) -
20,WFG5,PIEA,PIEA,2.1972e+1,9.12e-1,=,pruned_weight二十目标.xlsx,IGD,E13,2.1972e+1 (9.12e-1) =
20,WFG5,MCEA/D,MCEAD,2.2931e+1,6.52e-1,=,pruned_weight二十目标.xlsx,IGD,F13,2.2931e+1 (6.52e-1) =
20,WFG5,CSEA,CSEA,2.5912e+1,9.45e-1,-,pruned_weight二十目标.xlsx,IGD,G13,2.5912e+1 (9.45e-1) -
20,WFG5,PC-SAEA,PCSAEA_N100,2.4498e+1,8.50e-1,-,pruned_weight二十目标.xlsx,IGD,H13,2.4498e+1 (8.50e-1) -
20,WFG5,K-RVEA,KRVEA_100,2.1999e+1,1.34e+0,=,pruned_weight二十目标.xlsx,IGD,I13,2.1999e+1 (1.34e+0) =
20,WFG5,PACDIS,REMO_new2_AdaMaO_SDEOnly_UniformMix_Pruned_Weighted,2.2605e+1,9.57e-1,,pruned_weight二十目标.xlsx,IGD,J13,2.2605e+1 (9.57e-1)
20,WFG6,REMO,REMO,2.4041e+1,1.66e+0,-,pruned_weight二十目标.xlsx,IGD,D14,2.4041e+1 (1.66e+0) -
20,WFG6,PIEA,PIEA,2.2696e+1,1.82e+0,-,pruned_weight二十目标.xlsx,IGD,E14,2.2696e+1 (1.82e+0) -
20,WFG6,MCEA/D,MCEAD,2.5327e+1,1.94e+0,-,pruned_weight二十目标.xlsx,IGD,F14,2.5327e+1 (1.94e+0) -
20,WFG6,CSEA,CSEA,2.6268e+1,1.20e+0,-,pruned_weight二十目标.xlsx,IGD,G14,2.6268e+1 (1.20e+0) -
20,WFG6,PC-SAEA,PCSAEA_N100,2.5249e+1,7.02e-1,-,pruned_weight二十目标.xlsx,IGD,H14,2.5249e+1 (7.02e-1) -
20,WFG6,K-RVEA,KRVEA_100,2.2379e+1,1.83e+0,-,pruned_weight二十目标.xlsx,IGD,I14,2.2379e+1 (1.83e+0) -
20,WFG6,PACDIS,REMO_new2_AdaMaO_SDEOnly_UniformMix_Pruned_Weighted,1.8924e+1,8.01e-1,,pruned_weight二十目标.xlsx,IGD,J14,1.8924e+1 (8.01e-1)
20,WFG7,REMO,REMO,2.4322e+1,1.10e+0,-,pruned_weight二十目标.xlsx,IGD,D15,2.4322e+1 (1.10e+0) -
20,WFG7,PIEA,PIEA,2.4579e+1,8.74e-1,-,pruned_weight二十目标.xlsx,IGD,E15,2.4579e+1 (8.74e-1) -
20,WFG7,MCEA/D,MCEAD,2.7355e+1,1.36e+0,-,pruned_weight二十目标.xlsx,IGD,F15,2.7355e+1 (1.36e+0) -
20,WFG7,CSEA,CSEA,2.6430e+1,1.40e+0,-,pruned_weight二十目标.xlsx,IGD,G15,2.6430e+1 (1.40e+0) -
20,WFG7,PC-SAEA,PCSAEA_N100,2.5851e+1,1.06e+0,-,pruned_weight二十目标.xlsx,IGD,H15,2.5851e+1 (1.06e+0) -
20,WFG7,K-RVEA,KRVEA_100,2.6642e+1,1.97e+0,-,pruned_weight二十目标.xlsx,IGD,I15,2.6642e+1 (1.97e+0) -
20,WFG7,PACDIS,REMO_new2_AdaMaO_SDEOnly_UniformMix_Pruned_Weighted,2.0368e+1,1.17e+0,,pruned_weight二十目标.xlsx,IGD,J15,2.0368e+1 (1.17e+0)
20,WFG8,REMO,REMO,2.4953e+1,1.02e+0,-,pruned_weight二十目标.xlsx,IGD,D16,2.4953e+1 (1.02e+0) -
20,WFG8,PIEA,PIEA,2.3237e+1,1.24e+0,-,pruned_weight二十目标.xlsx,IGD,E16,2.3237e+1 (1.24e+0) -
20,WFG8,MCEA/D,MCEAD,2.6026e+1,1.81e+0,-,pruned_weight二十目标.xlsx,IGD,F16,2.6026e+1 (1.81e+0) -
20,WFG8,CSEA,CSEA,2.7053e+1,7.42e-1,-,pruned_weight二十目标.xlsx,IGD,G16,2.7053e+1 (7.42e-1) -
20,WFG8,PC-SAEA,PCSAEA_N100,2.5323e+1,6.30e-1,-,pruned_weight二十目标.xlsx,IGD,H16,2.5323e+1 (6.30e-1) -
20,WFG8,K-RVEA,KRVEA_100,2.1753e+1,1.97e+0,=,pruned_weight二十目标.xlsx,IGD,I16,2.1753e+1 (1.97e+0) =
20,WFG8,PACDIS,REMO_new2_AdaMaO_SDEOnly_UniformMix_Pruned_Weighted,2.0820e+1,6.71e-1,,pruned_weight二十目标.xlsx,IGD,J16,2.0820e+1 (6.71e-1)
20,WFG9,REMO,REMO,2.6155e+1,1.38e+0,-,pruned_weight二十目标.xlsx,IGD,D17,2.6155e+1 (1.38e+0) -
20,WFG9,PIEA,PIEA,2.2604e+1,1.32e+0,+,pruned_weight二十目标.xlsx,IGD,E17,2.2604e+1 (1.32e+0) +
20,WFG9,MCEA/D,MCEAD,2.3089e+1,1.39e+0,=,pruned_weight二十目标.xlsx,IGD,F17,2.3089e+1 (1.39e+0) =
20,WFG9,CSEA,CSEA,2.7847e+1,8.01e-1,-,pruned_weight二十目标.xlsx,IGD,G17,2.7847e+1 (8.01e-1) -
