Problem,M,Stage,Truth,Metric,ViewA,ViewB,AvailablePairedRuns,ValidPairs,MeanA,MeanB,MeanDelta,MedianDelta,MeanRelativeImprovementPct,PValueRaw,PairedWinProbability,RankBiserial,PValueHolm,RejectHolm05
DTLZ2,20,"S2_(0.25,0.50]",population_final,Precision,score_v,anchor_margin,25,25,0.160914285714286,0.120228571428571,0.0406857142857143,0.04,66.8185334771104,0.00281662717089977,0.76,0.68,0.0281662717089977,1
DTLZ2,20,"S2_(0.25,0.50]",population_final,AUC,score_hybrid,score_v,25,25,0.6469789551118,0.609123689784614,0.0378552653271869,0.0356036710029615,6.74917701359662,0.000215854164499942,0.92,0.846153846153846,0.00237439580949937,1
DTLZ2,20,"S2_(0.25,0.50]",population_final,AUC,score_hybrid,anchor_margin,25,25,0.6469789551118,0.59084671076896,0.0561322443428407,0.0448708402287424,9.58402000764235,0.000156563328557186,0.84,0.864615384615385,0.00187875994268624,1
DTLZ2,20,"S2_(0.25,0.50]",population_final,AUC,score_v,anchor_margin,25,25,0.609123689784614,0.59084671076896,0.0182769790156538,0.00587006300287385,3.28897303511393,0.264149634063862,0.56,0.255384615384615,1,0
DTLZ2,20,"S2_(0.25,0.50]",population_final,Lift,score_hybrid,score_v,25,25,1.50882468438763,1.43597181522828,0.0728528691593518,0.139119377354672,7.1508863832269,0.0450095794058843,0.72,0.458461538461538,0.180038317623537,0
DTLZ2,20,"S2_(0.25,0.50]",population_final,Lift,score_hybrid,anchor_margin,25,25,1.50882468438763,1.00086642683759,0.507958257550038,0.465079365079365,78.4981023993533,0.000493158672096644,0.8,0.796923076923077,0.00542474539306308,1
DTLZ2,20,"S2_(0.25,0.50]",population_final,Lift,score_v,anchor_margin,25,25,1.43597181522828,1.00086642683759,0.435105388390686,0.439866148888705,69.4887459331991,0.00206416568518245,0.8,0.704615384615385,0.0206416568518245,1
DTLZ2,20,"S2_(0.25,0.50]",population_h1,Precision,score_hybrid,score_v,25,25,0.966095238095238,0.9632,0.00289523809523812,0.00380952380952393,0.307415333020893,0.14750237123488,0.64,0.316923076923077,0.29500474246976,0
DTLZ2,20,"S2_(0.25,0.50]",population_h1,Precision,score_hybrid,anchor_margin,25,25,0.966095238095238,0.928304761904762,0.0377904761904762,0.0361904761904762,4.09189822481102,1.22236228425857e-05,1,1,0.000142473534712612,1
DTLZ2,20,"S2_(0.25,0.50]",population_h1,Precision,score_v,anchor_margin,25,25,0.9632,0.928304761904762,0.0348952380952381,0.0342857142857143,3.78374667635975,1.37616022732238e-05,0.96,0.993846153846154,0.000142473534712612,1
DTLZ2,20,"S2_(0.25,0.50]",population_h1,AUC,score_hybrid,score_v,25,25,0.655487624073215,0.641016882615282,0.0144707414579331,0.01753139782797,2.42659231669429,0.00804129920001059,0.68,0.606153846153846,0.0482477952000635,1
DTLZ2,20,"S2_(0.25,0.50]",population_h1,AUC,score_hybrid,anchor_margin,25,25,0.655487624073215,0.594237602749849,0.0612500213233663,0.0617615647429339,10.3412580216971,1.22903222102484e-05,1,1,0.000147483866522981,1
DTLZ2,20,"S2_(0.25,0.50]",population_h1,AUC,score_v,anchor_margin,25,25,0.641016882615282,0.594237602749849,0.0467792798654331,0.0414769607229617,7.9658615794304,0.000125955718527785,0.92,0.876923076923077,0.00113360146675006,1
DTLZ2,20,"S2_(0.25,0.50]",population_h1,Lift,score_hybrid,score_v,25,25,1.04218637019698,1.03903849221751,0.00314787797946996,0.00472486400189309,0.309477881860773,0.15776958356673,0.6,0.323076923076923,0.31553916713346,0
DTLZ2,20,"S2_(0.25,0.50]",population_h1,Lift,score_hybrid,anchor_margin,25,25,1.04218637019698,1.00052846404852,0.0416579061484574,0.0395445272911412,4.17766312468502,1.22903222102484e-05,1,1,0.000147483866522981,1
DTLZ2,20,"S2_(0.25,0.50]",population_h1,Lift,score_v,anchor_margin,25,25,1.03903849221751,1.00052846404852,0.0385100281689875,0.0364333540823898,3.86745535750097,1.389801409379e-05,0.96,0.993846153846154,0.000147483866522981,1
DTLZ2,20,"S2_(0.25,0.50]",population_h3,Precision,score_hybrid,score_v,25,25,0.904380952380953,0.902247619047619,0.00213333333333336,0.00380952380952393,0.269482279729685,0.426857118579872,0.6,0.184615384615385,0.426857118579872,0
DTLZ2,20,"S2_(0.25,0.50]",population_h3,Precision,score_hybrid,anchor_margin,25,25,0.904380952380953,0.819885714285714,0.0844952380952382,0.08,10.4328235855327,1.22458235221836e-05,1,1,0.000143647618771496,1
DTLZ2,20,"S2_(0.25,0.50]",population_h3,Precision,score_v,anchor_margin,25,25,0.902247619047619,0.819885714285714,0.0823619047619048,0.0780952380952382,10.2021026017788,1.22458235221836e-05,1,1,0.000143647618771496,1
DTLZ2,20,"S2_(0.25,0.50]",population_h3,AUC,score_hybrid,score_v,25,25,0.655230905125663,0.640900722226248,0.0143301828994148,0.0202361328563881,2.39505612097076,0.0138171436831923,0.68,0.563076923076923,0.0967200057823459,0
DTLZ2,20,"S2_(0.25,0.50]",population_h3,AUC,score_hybrid,anchor_margin,25,25,0.655230905125663,0.59181055357037,0.0634203515552934,0.0629061719060836,10.8100152257525,1.22903222102484e-05,1,1,0.000147483866522981,1
DTLZ2,20,"S2_(0.25,0.50]",population_h3,AUC,score_v,anchor_margin,25,25,0.640900722226248,0.59181055357037,0.0490901686558786,0.0431077119987429,8.46036959613975,8.08512999935919e-05,0.88,0.901538461538462,0.000727661699942327,1
DTLZ2,20,"S2_(0.25,0.50]",population_h3,Lift,score_hybrid,score_v,25,25,1.10311874324355,1.1009997261986,0.00211901704494699,0.00502085728751522,0.230144391498034,0.459336357314789,0.6,0.169230769230769,0.459336357314789,0
DTLZ2,20,"S2_(0.25,0.50]",population_h3,Lift,score_hybrid,anchor_margin,25,25,1.10311874324355,0.999307699861118,0.103811043382428,0.100192485138602,10.4685310866529,1.22903222102484e-05,1,1,0.000147483866522981,1
DTLZ2,20,"S2_(0.25,0.50]",population_h3,Lift,score_v,anchor_margin,25,25,1.1009997261986,0.999307699861118,0.101692026337481,0.096362697098745,10.2824836380376,1.22903222102484e-05,1,1,0.000147483866522981,1
DTLZ2,20,"S3_(0.50,0.75]",front_final,Precision,score_hybrid,score_v,25,25,0.9564,0.9568,-0.00039999999999996,-0.002,0.0514777387113753,0.41438372837932,0.38,-0.186666666666667,1,0
DTLZ2,20,"S3_(0.50,0.75]",front_final,Precision,score_hybrid,anchor_margin,25,25,0.9564,0.91752,0.03888,0.0379999999999997,4.47938418399424,0.000784600519016148,0.86,0.783333333333333,0.00627680415212918,1
DTLZ2,20,"S3_(0.50,0.75]",front_final,Precision,score_v,anchor_margin,25,25,0.9568,0.91752,0.0392799999999999,0.0419999999999998,4.52739082574537,0.00389978708581388,0.86,0.673333333333333,0.0233987225148833,1
DTLZ2,20,"S3_(0.50,0.75]",front_final,AUC,score_hybrid,score_v,25,25,0.703938792960442,0.749217069553645,-0.0452782765932031,-0.0376637911787815,-5.71787500527898,0.00040277492946398,0.24,-0.809230769230769,0.00241664957678388,1
DTLZ2,20,"S3_(0.50,0.75]",front_final,AUC,score_hybrid,anchor_margin,25,25,0.703938792960442,0.633413867001324,0.0705249259591182,0.0761429108559395,11.7779435595101,3.22287733545754e-05,0.96,0.950769230769231,0.000322287733545754,1
DTLZ2,20,"S3_(0.50,0.75]",front_final,AUC,score_v,anchor_margin,25,25,0.749217069553645,0.633413867001324,0.115803202552321,0.117796631261408,19.6496248817204,3.62430511828126e-05,0.96,0.944615384615385,0.000322287733545754,1
DTLZ2,20,"S3_(0.50,0.75]",front_final,Lift,score_hybrid,score_v,25,25,1.12425012772234,1.12456931387387,-0.000319186151529349,-0.00224719101123605,0.0536249776057963,0.492871229012715,0.38,-0.16,1,0
DTLZ2,20,"S3_(0.50,0.75]",front_final,Lift,score_hybrid,anchor_margin,25,25,1.12425012772234,1.07613664370741,0.048113484014926,0.0419344826439501,4.5412448075642,0.000747794274304567,0.86,0.786666666666667,0.00598235419443654,1
DTLZ2,20,"S3_(0.50,0.75]",front_final,Lift,score_v,anchor_margin,25,25,1.12456931387387,1.07613664370741,0.0484326701664554,0.0536505373033602,4.5897193733548,0.00390526507365184,0.86,0.673333333333333,0.0245494184424073,1
DTLZ2,20,"S3_(0.50,0.75]",front_h1,Precision,score_hybrid,score_v,25,25,0.99736,0.99752,-0.000159999999999996,0,-0.0156770327246621,0.65625,0.42,-0.163636363636364,1,0
DTLZ2,20,"S3_(0.50,0.75]",front_h1,Precision,score_hybrid,anchor_margin,25,25,0.99736,0.99696,0.000399999999999991,0,0.0408735736817858,0.4468994140625,0.54,0.242647058823529,1,0
DTLZ2,20,"S3_(0.50,0.75]",front_h1,Precision,score_v,anchor_margin,25,25,0.99752,0.99696,0.000559999999999987,0,0.05693809373822,0.417985343741447,0.58,0.242647058823529,1,0
DTLZ2,20,"S3_(0.50,0.75]",front_h1,AUC,score_hybrid,score_v,25,25,0.713930390209881,0.744801482650618,-0.0308710924407375,-0.0256059165907817,-4.27473668734494,0.0199414406198738,0.28,-0.532307692307692,0.0797657624794954,0
DTLZ2,20,"S3_(0.50,0.75]",front_h1,AUC,score_hybrid,anchor_margin,25,25,0.713930390209881,0.659451860536013,0.0544785296738679,0.0488586156111929,9.83047681330098,0.0015692533679153,0.76,0.723076923076923,0.00858169941361371,1
DTLZ2,20,"S3_(0.50,0.75]",front_h1,AUC,score_v,anchor_margin,25,25,0.744801482650618,0.659451860536013,0.0853496221146054,0.0782828282828283,16.2867718668053,0.00112539778705037,0.8,0.747692307692308,0.00787778450935261,1
DTLZ2,20,"S3_(0.50,0.75]",front_h1,Lift,score_hybrid,score_v,25,25,1.00308872089892,1.00323579688757,-0.000147075988646361,0,-0.0143311524945359,0.826171875,0.42,-0.127272727272727,1,0
DTLZ2,20,"S3_(0.50,0.75]",front_h1,Lift,score_hybrid,anchor_margin,25,25,1.00308872089892,1.0026558075302,0.000432913368727141,0,0.0439378604677452,0.393967614611214,0.56,0.228758169934641,1,0
DTLZ2,20,"S3_(0.50,0.75]",front_h1,Lift,score_v,anchor_margin,25,25,1.00323579688757,1.0026558075302,0.000579989357373503,0,0.0586848482349369,0.534788658562641,0.58,0.176470588235294,1,0
DTLZ2,20,"S3_(0.50,0.75]",front_h3,Precision,score_hybrid,score_v,25,25,0.99296,0.99328,-0.000319999999999996,0,-0.0301001803433657,0.642578125,0.42,-0.163636363636364,1,0
DTLZ2,20,"S3_(0.50,0.75]",front_h3,Precision,score_hybrid,anchor_margin,25,25,0.99296,0.99192,0.00104,0.002,0.107982132315672,0.159433790956955,0.7,0.361904761904762,0.956602745741731,0
DTLZ2,20,"S3_(0.50,0.75]",front_h3,Precision,score_v,anchor_margin,25,25,0.99328,0.99192,0.00135999999999999,0.002,0.13998229316192,0.261847783145627,0.7,0.29047619047619,1,0
DTLZ2,20,"S3_(0.50,0.75]",front_h3,AUC,score_hybrid,score_v,25,25,0.699900110493624,0.741110551527802,-0.0412104410341786,-0.0426027870464877,-5.63022724083482,0.00143028323560228,0.16,-0.729230769230769,0.00521095135518275,1
DTLZ2,20,"S3_(0.50,0.75]",front_h3,AUC,score_hybrid,anchor_margin,25,25,0.699900110493624,0.638180040739856,0.0617200697537677,0.0713935303773301,9.8084565273336,0.000140476368329157,0.88,0.870769230769231,0.00126428731496241,1
DTLZ2,20,"S3_(0.50,0.75]",front_h3,AUC,score_v,anchor_margin,25,25,0.741110551527802,0.638180040739856,0.102930510787946,0.114464582515861,17.195754720799,0.000112858360104892,0.84,0.883076923076923,0.00112858360104892,1
DTLZ2,20,"S3_(0.50,0.75]",front_h3,Lift,score_hybrid,score_v,25,25,1.00941391309689,1.00973876141447,-0.00032484831758163,0,-0.0304017959539186,0.6953125,0.42,-0.163636363636364,1,0
DTLZ2,20,"S3_(0.50,0.75]",front_h3,Lift,score_hybrid,anchor_margin,25,25,1.00941391309689,1.00836216255594,0.00105175054095174,0.00202020202020203,0.108598051044322,0.122946091346939,0.74,0.375494071146245,0.860622639428573,0
DTLZ2,20,"S3_(0.50,0.75]",front_h3,Lift,score_v,anchor_margin,25,25,1.00973876141447,1.00836216255594,0.00137659885853337,0.00204081632653064,0.141010631981163,0.204530234118496,0.72,0.316017316017316,0.860622639428573,0
DTLZ2,20,"S3_(0.50,0.75]",population_final,Precision,score_hybrid,score_v,25,25,0.31464,0.32432,-0.00968000000000001,-0.0140000000000001,-1.61757326455946,0.389054650333957,0.4,-0.190769230769231,0.389054650333957,0
DTLZ2,20,"S3_(0.50,0.75]",population_final,Precision,score_hybrid,anchor_margin,25,25,0.31464,0.2612,0.05344,0.0340000000000001,26.5901367439027,0.00096510918917304,0.84,0.76,0.0106162010809034,1
DTLZ2,20,"S3_(0.50,0.75]",population_final,Precision,score_v,anchor_margin,25,25,0.32432,0.2612,0.06312,0.0699999999999999,32.5822674212314,0.00492498861369626,0.76,0.643076923076923,0.0393999089095701,1
DTLZ2,20,"S3_(0.50,0.75]",population_final,AUC,score_hybrid,score_v,25,25,0.555245302235521,0.533497586301432,0.0217477159340885,0.0362426099328732,4.6852603485445,0.0229879988075961,0.68,0.52,0.183903990460768,0
DTLZ2,20,"S3_(0.50,0.75]",population_final,AUC,score_hybrid,anchor_margin,25,25,0.555245302235521,0.53139928844056,0.0238460137949611,0.0232376453091034,4.67969940610557,0.0346699352823068,0.6,0.483076923076923,0.208019611693841,0
DTLZ2,20,"S3_(0.50,0.75]",population_final,AUC,score_v,anchor_margin,25,25,0.533497586301432,0.53139928844056,0.00209829786087261,-0.000276021001663018,0.907246513135156,0.989266019065271,0.48,0.00307692307692308,1,0
DTLZ2,20,"S3_(0.50,0.75]",population_final,Lift,score_hybrid,score_v,25,25,1.02621288780202,1.06079529102661,-0.0345824032245916,-0.0350323859147389,-1.06754233404982,0.339478908072948,0.44,-0.218461538461538,0.678957816145897,0
DTLZ2,20,"S3_(0.50,0.75]",population_final,Lift,score_hybrid,anchor_margin,25,25,1.02621288780202,0.827003543609933,0.199209344192088,0.149268205240341,29.5055831959583,0.000363626232645168,0.8,0.815384615384615,0.00436351479174201,1
DTLZ2,20,"S3_(0.50,0.75]",population_final,Lift,score_v,anchor_margin,25,25,1.06079529102661,0.827003543609933,0.23379174741668,0.212202468259852,35.4259374122518,0.0024697142925472,0.76,0.692307692307692,0.0222274286329248,1
DTLZ2,20,"S3_(0.50,0.75]",population_h1,Precision,score_hybrid,score_v,25,25,0.93864,0.94304,-0.00439999999999996,-0.00399999999999967,-0.464374693337483,0.0797383686319176,0.38,-0.393333333333333,0.239215105895753,0
DTLZ2,20,"S3_(0.50,0.75]",population_h1,Precision,score_hybrid,anchor_margin,25,25,0.93864,0.91768,0.02096,0.0239999999999999,2.29033886711032,1.79304026833033e-05,1,1,0.000161373624149729,1
DTLZ2,20,"S3_(0.50,0.75]",population_h1,Precision,score_v,anchor_margin,25,25,0.94304,0.91768,0.02536,0.0259999999999998,2.7726638944188,1.18727945593843e-05,1,1,0.000142473534712612,1
DTLZ2,20,"S3_(0.50,0.75]",population_h1,AUC,score_hybrid,score_v,25,25,0.544252103060086,0.528877454966163,0.015374648093923,0.0127324009695564,3.05269734265817,0.0395537900122909,0.68,0.470769230769231,0.173349676411534,0
DTLZ2,20,"S3_(0.50,0.75]",population_h1,AUC,score_hybrid,anchor_margin,25,25,0.544252103060086,0.524667164853598,0.0195849382064877,0.0129073720409716,3.80830066254262,0.00040277492946398,0.84,0.809230769230769,0.00322219943571184,1
DTLZ2,20,"S3_(0.50,0.75]",population_h1,AUC,score_v,anchor_margin,25,25,0.528877454966163,0.524667164853598,0.00421029011256477,0.00942016683649571,1.09762335004701,0.353257960747509,0.68,0.212307692307692,0.353257960747509,0
DTLZ2,20,"S3_(0.50,0.75]",population_h1,Lift,score_hybrid,score_v,25,25,1.01030505709341,1.01562477419432,-0.00531971710090864,-0.00603776720858951,-0.519316271823919,0.097490596202208,0.38,-0.386666666666667,0.292471788606624,0
DTLZ2,20,"S3_(0.50,0.75]",population_h1,Lift,score_hybrid,anchor_margin,25,25,1.01030505709341,0.986312894150432,0.0239921629429758,0.0265592641963499,2.43521881936744,1.389801409379e-05,0.96,0.993846153846154,0.000147483866522981,1
DTLZ2,20,"S3_(0.50,0.75]",population_h1,Lift,score_v,anchor_margin,25,25,1.01562477419432,0.986312894150432,0.0293118800438845,0.0280303127920474,2.97628442079578,1.22903222102484e-05,1,1,0.000147483866522981,1
DTLZ2,20,"S3_(0.50,0.75]",population_h3,Precision,score_hybrid,score_v,25,25,0.8432,0.85624,-0.01304,-0.012,-1.49621450185898,0.016329314995581,0.34,-0.566666666666667,0.0653172599823238,0
DTLZ2,20,"S3_(0.50,0.75]",population_h3,Precision,score_hybrid,anchor_margin,25,25,0.8432,0.7976,0.0456,0.0479999999999999,5.75656906698275,1.21572150476427e-05,1,1,0.000143647618771496,1
DTLZ2,20,"S3_(0.50,0.75]",population_h3,Precision,score_v,anchor_margin,25,25,0.85624,0.7976,0.05864,0.0660000000000001,7.40457226829465,1.22236228425857e-05,1,1,0.000143647618771496,1
DTLZ2,20,"S3_(0.50,0.75]",population_h3,AUC,score_hybrid,score_v,25,25,0.550905355935889,0.541555930634421,0.00934942530146738,0.0205509157858429,1.92557907500499,0.121827699998635,0.64,0.353846153846154,0.577374438800635,0
DTLZ2,20,"S3_(0.50,0.75]",population_h3,AUC,score_hybrid,anchor_margin,25,25,0.550905355935889,0.531205528514668,0.0196998274212206,0.0240529104816731,3.72325117485636,0.000808376714536398,0.72,0.766153846153846,0.00646701371629119,1
DTLZ2,20,"S3_(0.50,0.75]",population_h3,AUC,score_v,anchor_margin,25,25,0.541555930634421,0.531205528514668,0.0103504021197532,0.0108995339160357,2.01792121437666,0.115474887760127,0.68,0.36,0.577374438800635,0
DTLZ2,20,"S3_(0.50,0.75]",population_h3,Lift,score_hybrid,score_v,25,25,1.02247750879109,1.03877215423247,-0.01629464544138,-0.0177074540351303,-1.53540594289441,0.0172534502587572,0.36,-0.544615384615385,0.0517603507762717,0
DTLZ2,20,"S3_(0.50,0.75]",population_h3,Lift,score_hybrid,anchor_margin,25,25,1.02247750879109,0.964849690560843,0.0576278182302428,0.0648075058331024,6.00650178444378,1.22903222102484e-05,1,1,0.000147483866522981,1
DTLZ2,20,"S3_(0.50,0.75]",population_h3,Lift,score_v,anchor_margin,25,25,1.03877215423247,0.964849690560843,0.0739224636716228,0.0789699679817375,7.70608891641761,1.22903222102484e-05,1,1,0.000147483866522981,1
DTLZ2,20,"S4_(0.75,1.00]",front_final,Precision,score_hybrid,score_v,25,25,0.990933333333333,0.990552380952381,0.000380952380952357,0,0.0470396156335841,0.87744140625,0.48,0.032967032967033,1,0
DTLZ2,20,"S4_(0.75,1.00]",front_final,Precision,score_hybrid,anchor_margin,25,25,0.990933333333333,0.987657142857143,0.00327619047619046,0.00190476190476185,0.350416152518904,0.275693986706704,0.58,0.260869565217391,1,0
DTLZ2,20,"S4_(0.75,1.00]",front_final,Precision,score_v,anchor_margin,25,25,0.990552380952381,0.987657142857143,0.00289523809523811,0,0.314486642663873,0.406750946102455,0.54,0.197628458498024,1,0
DTLZ2,20,"S4_(0.75,1.00]",front_final,AUC,score_hybrid,score_v,25,25,0.718470574406082,0.724592148647035,-0.00612157424095303,-0.0196765154989645,-0.766534470210581,0.326049462728915,0.36,-0.224615384615385,0.575724441067158,0
DTLZ2,20,"S4_(0.75,1.00]",front_final,AUC,score_hybrid,anchor_margin,25,25,0.718470574406082,0.68252825084728,0.0359423235588019,0.0206555893161311,6.28082733878245,0.0693371612744929,0.64,0.415384615384615,0.277348645097972,0
DTLZ2,20,"S4_(0.75,1.00]",front_final,AUC,score_v,anchor_margin,25,25,0.724592148647035,0.68252825084728,0.0420638977997549,0.0300018369184619,8.18145768132795,0.150003310099365,0.64,0.329230769230769,0.450009930298094,0
DTLZ2,20,"S4_(0.75,1.00]",front_final,Lift,score_hybrid,score_v,25,25,1.0305258799558,1.0299841671381,0.000541712817703797,0,0.0504654157596429,0.786865234375,0.48,0.0989010989010989,1,0
DTLZ2,20,"S4_(0.75,1.00]",front_final,Lift,score_hybrid,anchor_margin,25,25,1.0305258799558,1.02691168189484,0.00361419806096049,0.00194191151637968,0.364100966338763,0.249071927831904,0.58,0.280632411067194,1,0
DTLZ2,20,"S4_(0.75,1.00]",front_final,Lift,score_v,anchor_margin,25,25,1.0299841671381,1.02691168189484,0.00307248524325669,0,0.325298267297467,0.38957056257406,0.54,0.209486166007905,1,0
DTLZ2,20,"S4_(0.75,1.00]",front_h1,Precision,score_hybrid,score_v,25,25,0.99888,0.99912,-0.000239999999999987,0,-0.0240160320641269,0.5,0.46,-0.4,1,0
DTLZ2,20,"S4_(0.75,1.00]",front_h1,Precision,score_hybrid,anchor_margin,25,25,0.99888,0.99864,0.000239999999999996,0,0.0242897399914383,0.47900390625,0.52,0.263736263736264,1,0
DTLZ2,20,"S4_(0.75,1.00]",front_h1,Precision,score_v,anchor_margin,25,25,0.99912,0.99864,0.000479999999999983,0,0.0484669328276859,0.44140625,0.54,0.2,1,0
DTLZ2,20,"S4_(0.75,1.00]",front_h1,AUC,score_hybrid,score_v,25,25,0.713507577693973,0.738799100514656,-0.0252915228206826,-0.0305958619492452,-2.94981870668233,0.113746038253197,0.34,-0.373333333333333,0.135028738217653,0
DTLZ2,20,"S4_(0.75,1.00]",front_h1,AUC,score_hybrid,anchor_margin,25,25,0.713507577693973,0.659699315914572,0.0538082617794012,0.0323438466295608,10.3352272136778,0.0543741164130669,0.64,0.44,0.135028738217653,0
DTLZ2,20,"S4_(0.75,1.00]",front_h1,AUC,score_v,anchor_margin,25,25,0.738799100514656,0.659699315914572,0.0790997846000837,0.0687137330754352,15.9727395550212,0.0450095794058843,0.6,0.458461538461538,0.135028738217653,0
DTLZ2,20,"S4_(0.75,1.00]",front_h1,Lift,score_hybrid,score_v,25,25,1.00232996835626,1.00258471003036,-0.000254741674096524,0,-0.0252660417913828,0.375,0.46,-0.8,1,0
DTLZ2,20,"S4_(0.75,1.00]",front_h1,Lift,score_hybrid,anchor_margin,25,25,1.00232996835626,1.00206028464585,0.000269683710413173,0,0.0270434315048607,0.3912353515625,0.54,0.304761904761905,1,0
DTLZ2,20,"S4_(0.75,1.00]",front_h1,Lift,score_v,anchor_margin,25,25,1.00258471003036,1.00206028464585,0.000524425384509697,0,0.0524849925572758,0.226879616254351,0.58,0.375,1,0
DTLZ2,20,"S4_(0.75,1.00]",front_h3,Precision,score_hybrid,score_v,25,25,0.997511111111111,0.997955555555555,-0.000444444444444456,0,-0.0444843043369236,0.75,0.48,-0.666666666666667,1,0
DTLZ2,20,"S4_(0.75,1.00]",front_h3,Precision,score_hybrid,anchor_margin,25,25,0.997511111111111,0.996711111111111,0.000799999999999974,0,0.0809374083886766,0.27734375,0.62,0.285714285714286,1,0
DTLZ2,20,"S4_(0.75,1.00]",front_h3,Precision,score_v,anchor_margin,25,25,0.997955555555555,0.996711111111111,0.00124444444444443,0,0.126184010407035,0.23114013671875,0.6,0.358333333333333,1,0
DTLZ2,20,"S4_(0.75,1.00]",front_h3,AUC,score_hybrid,score_v,25,25,0.742242769150078,0.772919824330286,-0.0306770551802079,-0.0304146171411502,-3.93210859683216,0.0614796009729086,0.4,-0.427692307692308,0.0614796009729086,0
DTLZ2,20,"S4_(0.75,1.00]",front_h3,AUC,score_hybrid,anchor_margin,25,25,0.742242769150078,0.674928211893012,0.0673145572570653,0.0630983727449117,10.6255398230694,0.00130273783879569,0.72,0.735384615384615,0.00521095135518275,1
DTLZ2,20,"S4_(0.75,1.00]",front_h3,AUC,score_v,anchor_margin,25,25,0.772919824330286,0.674928211893012,0.0979916124372732,0.0955653739158893,16.5947958893694,0.00225861399572074,0.76,0.698461538461538,0.00521095135518275,1
DTLZ2,20,"S4_(0.75,1.00]",front_h3,Lift,score_hybrid,score_v,25,25,1.00734127027254,1.0078183791063,-0.00047710883376479,0,-0.0464503160081282,0.625,0.46,-0.4,1,0
DTLZ2,20,"S4_(0.75,1.00]",front_h3,Lift,score_hybrid,anchor_margin,25,25,1.00734127027254,1.00647817129771,0.000863098974833663,0,0.0859254984413858,0.140429712028515,0.66,0.419117647058824,0.860622639428573,0
DTLZ2,20,"S4_(0.75,1.00]",front_h3,Lift,score_v,anchor_margin,25,25,1.0078183791063,1.00647817129771,0.00134020780859845,0,0.133227150060341,0.141965730922947,0.64,0.411764705882353,0.860622639428573,0
DTLZ2,20,"S4_(0.75,1.00]",population_final,Precision,score_hybrid,score_v,25,25,0.653257142857143,0.669333333333333,-0.0160761904761905,-0.0114285714285716,-2.22202130039432,0.157675550980904,0.4,-0.326153846153846,0.315351101961808,0
DTLZ2,20,"S4_(0.75,1.00]",population_final,Precision,score_hybrid,anchor_margin,25,25,0.653257142857143,0.617523809523809,0.0357333333333333,0.0438095238095237,6.61059912149746,0.0287875459071204,0.68,0.501538461538461,0.143937729535602,0
DTLZ2,20,"S4_(0.75,1.00]",population_final,Precision,score_v,anchor_margin,25,25,0.669333333333333,0.617523809523809,0.0518095238095238,0.0399999999999999,9.59883336271879,0.0138085615448171,0.68,0.563076923076923,0.0828513692689028,0
DTLZ2,20,"S4_(0.75,1.00]",population_final,AUC,score_hybrid,score_v,25,25,0.524914871449898,0.502035864371459,0.0228790070784387,0.0201577149733676,5.73122208836293,0.0246574711684664,0.64,0.513846153846154,0.183903990460768,0
DTLZ2,20,"S4_(0.75,1.00]",population_final,AUC,score_hybrid,anchor_margin,25,25,0.524914871449898,0.523775319984022,0.00113955146587558,0.00174331698216545,0.2787997993341,0.924970786112991,0.56,0.0215384615384615,1,0
DTLZ2,20,"S4_(0.75,1.00]",population_final,AUC,score_v,anchor_margin,25,25,0.502035864371459,0.523775319984022,-0.0217394556125631,-0.0217962836129369,-4.00168311308796,0.241819658237018,0.4,-0.267692307692308,1,0
DTLZ2,20,"S4_(0.75,1.00]",population_final,Lift,score_hybrid,score_v,25,25,0.992877012860364,1.02105241065107,-0.0281753977907009,-0.0241024188777472,-2.32673465853372,0.15776958356673,0.4,-0.323076923076923,0.47330875070019,0
DTLZ2,20,"S4_(0.75,1.00]",population_final,Lift,score_hybrid,anchor_margin,25,25,0.992877012860364,0.925144240042835,0.0677327728175286,0.0687046856716288,8.25477300706848,0.0109998633239648,0.72,0.581538461538462,0.0659991799437889,0
DTLZ2,20,"S4_(0.75,1.00]",population_final,Lift,score_v,anchor_margin,25,25,1.02105241065107,0.925144240042835,0.0959081706082295,0.0771793648993802,11.5208761174687,0.0118763818875161,0.68,0.575384615384615,0.0659991799437889,0
DTLZ2,20,"S4_(0.75,1.00]",population_h1,Precision,score_hybrid,score_v,25,25,0.9396,0.94544,-0.00583999999999999,-0.00799999999999979,-0.614415032590734,0.007588933000841,0.32,-0.609230769230769,0.030355732003364,1
DTLZ2,20,"S4_(0.75,1.00]",population_h1,Precision,score_hybrid,anchor_margin,25,25,0.9396,0.93224,0.00736,0.0079999999999999,0.803701621280439,0.00482547774334127,0.74,0.656666666666667,0.0241273887167064,1
DTLZ2,20,"S4_(0.75,1.00]",population_h1,Precision,score_v,anchor_margin,25,25,0.94544,0.93224,0.0132,0.0139999999999999,1.44011760186899,0.00347377437110341,0.64,0.692028985507246,0.0208426462266204,1
DTLZ2,20,"S4_(0.75,1.00]",population_h1,AUC,score_hybrid,score_v,25,25,0.502891809858533,0.490881919586066,0.012009890272467,0.00922258655264202,2.86385059936054,0.0693371612744929,0.64,0.415384615384615,0.208011483823479,0
DTLZ2,20,"S4_(0.75,1.00]",population_h1,AUC,score_hybrid,anchor_margin,25,25,0.502891809858533,0.512607226695504,-0.00971541683697133,-0.0133842685956306,-1.68493820468047,0.13534988381758,0.36,-0.341538461538462,0.27069976763516,0
