run_global,problem,M,run_id,gen,p_err,prev_p_err,coverage,degeneracy,mean_conf,relation_mode,candidate_mode
1,DTLZ1,10,1,26,0.00925266903914591,0.0120996441281139,0.188811188811189,0.3,0.569995282901658,weighted,explore
1,DTLZ1,10,1,27,0.0120996441281139,0.00925266903914591,0.192307692307692,0.3,0.639715540337363,weighted,explore
1,DTLZ1,10,1,28,0.0234875444839858,0.0120996441281139,0.178321678321678,0.3,0.629732962540683,weighted,explore
1,DTLZ1,10,1,29,0.119572953736655,0.0234875444839858,0.185314685314685,0.3,0.570010079393596,weighted,explore
1,DTLZ1,10,1,30,0.674021352313167,0.119572953736655,0.185314685314685,0.3,0.619757068613451,weighted,conservative
1,DTLZ1,10,1,31,0.0311111111111111,0.674021352313167,0.188811188811189,0.3,0.629699837519145,curriculum,explore
1,DTLZ1,10,1,32,0.00854092526690392,0.0311111111111111,0.188811188811189,0.3,0.619732661336946,weighted,explore
1,DTLZ1,10,1,33,0.099644128113879,0.00854092526690392,0.185314685314685,0.3,0.649563515062567,weighted,explore
1,DTLZ1,10,1,34,0.0491103202846975,0.099644128113879,0.185314685314685,0.3,0.649550356212269,weighted,explore
2,DTLZ1,10,10,1,0.03,1,0.143356643356643,0.4,0.579943797460042,curriculum,explore
2,DTLZ1,10,10,2,0.0142348754448399,0.03,0.153846153846154,0.4,0.440275053591334,conservative,explore
2,DTLZ1,10,10,3,0.0170818505338078,0.0142348754448399,0.157342657342657,0.4,0.380433946947867,conservative,explore
2,DTLZ1,10,10,4,0.0213523131672598,0.0170818505338078,0.174825174825175,0.4,0.470243885228506,conservative,explore
2,DTLZ1,10,10,5,0.144483985765125,0.0213523131672598,0.178321678321678,0.4,0.599877604342618,weighted,explore
2,DTLZ1,10,10,6,0.0348754448398577,0.144483985765125,0.178321678321678,0.4,0.569958088906659,weighted,explore
2,DTLZ1,10,10,7,0.0313167259786477,0.0348754448398577,0.188811188811189,0.3,0.460233639342189,conservative,explore
2,DTLZ1,10,10,8,0.0832740213523132,0.0313167259786477,0.192307692307692,0.3,0.480172735127665,conservative,explore
2,DTLZ1,10,10,9,0.116725978647687,0.0832740213523132,0.181818181818182,0.3,0.579926869580616,weighted,explore
2,DTLZ1,10,10,10,0.0192170818505338,0.116725978647687,0.199300699300699,0.3,0.490126273087037,conservative,explore
2,DTLZ1,10,10,11,0.107473309608541,0.0192170818505338,0.202797202797203,0.3,0.559864300605053,weighted,explore
2,DTLZ1,10,10,12,0.222064056939502,0.107473309608541,0.181818181818182,0.3,0.579800920704144,weighted,explore
