[2026-09-14 09:48:24] part 2 attempt 1 launching MATLAB (alg=REMO_new2_AdaMaO_SDEOnly_UniformMix_Pruned_Weighted params=3000,0.50,0.25,0.70,6 func=run_WeightedWFG_M5D10)
[2026-09-14 09:48:30] PlatEMO root: D:\PlatEMO-master\PlatEMO-master\PlatEMO
[2026-09-14 09:48:41] WFG1: M=5 D=10 maxFE=300 (canonical index 8)
[2026-09-14 09:48:45] WFG2: M=5 D=10 maxFE=300 (canonical index 9)
[2026-09-14 09:48:45] WFG3: M=5 D=10 maxFE=300 (canonical index 10)
[2026-09-14 09:48:45] WFG4: M=5 D=10 maxFE=300 (canonical index 11)
[2026-09-14 09:48:45] WFG5: M=5 D=10 maxFE=300 (canonical index 12)
[2026-09-14 09:48:46] WFG6: M=5 D=10 maxFE=300 (canonical index 13)
[2026-09-14 09:48:46] WFG7: M=5 D=10 maxFE=300 (canonical index 14)
[2026-09-14 09:48:46] WFG8: M=5 D=10 maxFE=300 (canonical index 15)
[2026-09-14 09:48:46] WFG9: M=5 D=10 maxFE=300 (canonical index 16)
[2026-09-14 09:48:46] Algorithm REMO_new2_AdaMaO_SDEOnly_UniformMix_Pruned_Weighted | parameters [3000            0.5           0.25            0.7              6]
[2026-09-14 09:48:46] SaveCount 30 | Runs 30 | M 5 | requested D 10 | N 100 | maxFE 300 | modeRunId 1 | seedBase 20260912
[2026-09-14 09:48:46] Slice 2/4 -> 68 of 270 jobs
[2026-09-14 09:50:49] [done] WFG1 run 2 seed 20768914 | IGD first 2.6338 -> final 2.07893 | runtime 119.5s | wall 120.7s | ok
[2026-09-14 09:52:50] [done] WFG1 run 6 seed 20768918 | IGD first 2.71063 -> final 2.06501 | runtime 119.3s | wall 119.8s | ok
[2026-09-14 09:54:56] [done] WFG1 run 10 seed 20768922 | IGD first 2.73952 -> final 2.11114 | runtime 124.0s | wall 124.4s | ok
[2026-09-14 09:56:51] [done] WFG1 run 14 seed 20768926 | IGD first 2.62573 -> final 2.13567 | runtime 112.6s | wall 112.9s | ok
[2026-09-14 09:58:44] [done] WFG1 run 18 seed 20768930 | IGD first 2.73508 -> final 2.21843 | runtime 111.4s | wall 111.9s | ok
[2026-09-14 10:00:39] [done] WFG1 run 22 seed 20768934 | IGD first 2.77147 -> final 2.16672 | runtime 113.5s | wall 113.8s | ok
[2026-09-14 10:02:32] [done] WFG1 run 26 seed 20768938 | IGD first 2.67238 -> final 2.22902 | runtime 112.0s | wall 112.3s | ok
[2026-09-14 10:04:28] [done] WFG1 run 30 seed 20768942 | IGD first 2.71196 -> final 2.11208 | runtime 113.9s | wall 114.2s | ok
[2026-09-14 10:06:25] [done] WFG2 run 4 seed 20769916 | IGD first 2.15293 -> final 0.808107 | runtime 115.3s | wall 115.6s | ok
[2026-09-14 10:08:21] [done] WFG2 run 8 seed 20769920 | IGD first 1.74872 -> final 1.03091 | runtime 114.3s | wall 114.6s | ok
[2026-09-14 10:10:22] [done] WFG2 run 12 seed 20769924 | IGD first 1.63617 -> final 0.668665 | runtime 119.3s | wall 119.6s | ok
[2026-09-14 10:12:17] [done] WFG2 run 16 seed 20769928 | IGD first 1.81139 -> final 0.772526 | runtime 113.1s | wall 113.4s | ok
[2026-09-14 10:14:14] [done] WFG2 run 20 seed 20769932 | IGD first 1.97534 -> final 0.738284 | runtime 114.6s | wall 114.9s | ok
[2026-09-14 10:16:08] [done] WFG2 run 24 seed 20769936 | IGD first 2.22103 -> final 0.633109 | runtime 111.9s | wall 112.2s | ok
[2026-09-14 10:18:06] [done] WFG2 run 28 seed 20769940 | IGD first 2.02592 -> final 0.771223 | runtime 116.3s | wall 116.6s | ok
[2026-09-14 10:19:55] [done] WFG3 run 2 seed 20770914 | IGD first 0.867957 -> final 0.720469 | runtime 109.4s | wall 109.8s | ok
[2026-09-14 10:21:47] [done] WFG3 run 6 seed 20770918 | IGD first 0.940208 -> final 0.791329 | runtime 111.5s | wall 111.9s | ok
[2026-09-14 10:23:38] [done] WFG3 run 10 seed 20770922 | IGD first 0.924974 -> final 0.8342 | runtime 110.7s | wall 111.0s | ok
[2026-09-14 10:25:26] [done] WFG3 run 14 seed 20770926 | IGD first 0.955073 -> final 0.854968 | runtime 107.3s | wall 107.7s | ok
[2026-09-14 10:27:17] [done] WFG3 run 18 seed 20770930 | IGD first 0.899024 -> final 0.865696 | runtime 110.5s | wall 110.9s | ok
[2026-09-14 10:29:06] [done] WFG3 run 22 seed 20770934 | IGD first 0.845203 -> final 0.780093 | runtime 108.4s | wall 108.8s | ok
[2026-09-14 10:30:52] [done] WFG3 run 26 seed 20770938 | IGD first 0.959235 -> final 0.95088 | runtime 106.1s | wall 106.5s | ok
[2026-09-14 10:32:39] [done] WFG3 run 30 seed 20770942 | IGD first 0.910614 -> final 0.846113 | runtime 106.8s | wall 107.2s | ok
[2026-09-14 10:34:28] [done] WFG4 run 4 seed 20771916 | IGD first 2.59913 -> final 1.31419 | runtime 108.4s | wall 108.8s | ok
[2026-09-14 10:36:17] [done] WFG4 run 8 seed 20771920 | IGD first 2.76314 -> final 1.37122 | runtime 108.6s | wall 109.0s | ok
[2026-09-14 10:38:14] [done] WFG4 run 12 seed 20771924 | IGD first 2.59465 -> final 1.26298 | runtime 116.7s | wall 117.0s | ok
[2026-09-14 10:40:13] [done] WFG4 run 16 seed 20771928 | IGD first 3.30171 -> final 1.33475 | runtime 118.1s | wall 118.4s | ok
[2026-09-14 10:42:07] [done] WFG4 run 20 seed 20771932 | IGD first 3.10289 -> final 1.33727 | runtime 113.6s | wall 114.0s | ok
[2026-09-14 10:44:06] [done] WFG4 run 24 seed 20771936 | IGD first 2.40845 -> final 1.2616 | runtime 118.3s | wall 118.7s | ok
[2026-09-14 10:46:02] [done] WFG4 run 28 seed 20771940 | IGD first 2.94736 -> final 1.33995 | runtime 116.0s | wall 116.4s | ok
[2026-09-14 10:48:00] [done] WFG5 run 2 seed 20772914 | IGD first 1.97688 -> final 1.22684 | runtime 117.9s | wall 118.3s | ok
[2026-09-14 10:50:00] [done] WFG5 run 6 seed 20772918 | IGD first 2.07685 -> final 1.26673 | runtime 119.4s | wall 119.8s | ok
[2026-09-14 10:51:55] [done] WFG5 run 10 seed 20772922 | IGD first 2.06639 -> final 1.24796 | runtime 114.2s | wall 114.6s | ok
[2026-09-14 10:53:50] [done] WFG5 run 14 seed 20772926 | IGD first 1.91966 -> final 1.2675 | runtime 115.3s | wall 115.7s | ok
[2026-09-14 10:55:46] [done] WFG5 run 18 seed 20772930 | IGD first 2.14499 -> final 1.24692 | runtime 115.3s | wall 115.6s | ok
[2026-09-14 10:57:39] [done] WFG5 run 22 seed 20772934 | IGD first 2.00424 -> final 1.22529 | runtime 113.0s | wall 113.4s | ok
[2026-09-14 10:59:35] [done] WFG5 run 26 seed 20772938 | IGD first 1.93294 -> final 1.2931 | runtime 114.8s | wall 115.2s | ok
[2026-09-14 11:01:31] [done] WFG5 run 30 seed 20772942 | IGD first 1.94872 -> final 1.30021 | runtime 116.0s | wall 116.4s | ok
[2026-09-14 11:03:23] [done] WFG6 run 4 seed 20773916 | IGD first 2.13907 -> final 1.4721 | runtime 111.8s | wall 112.1s | ok
[2026-09-14 11:05:29] [done] WFG6 run 8 seed 20773920 | IGD first 2.18995 -> final 1.58104 | runtime 125.7s | wall 126.2s | ok
