algorithm,problem,D,run,FE,firstFE,nFinal,IGD,HV,runtime,file
PCSAEA_N100,DTLZ7,30,5,300,100,300,30.5333649074866,0,40.9454559,C:\Users\lsx\Desktop\REMOandDREMO测试集\10目标\n30\PCSAEA_N100\PCSAEA_N100_DTLZ7_M10_D30_5.mat
PCSAEA_N100,DTLZ7,30,6,300,100,300,27.0120490863451,0,41.9613606,C:\Users\lsx\Desktop\REMOandDREMO测试集\10目标\n30\PCSAEA_N100\PCSAEA_N100_DTLZ7_M10_D30_6.mat
PCSAEA_N100,DTLZ7,30,7,300,100,300,29.5253445315559,0,42.7208972,C:\Users\lsx\Desktop\REMOandDREMO测试集\10目标\n30\PCSAEA_N100\PCSAEA_N100_DTLZ7_M10_D30_7.mat
PCSAEA_N100,DTLZ7,30,8,300,100,300,24.7078879500639,0,45.7882144,C:\Users\lsx\Desktop\REMOandDREMO测试集\10目标\n30\PCSAEA_N100\PCSAEA_N100_DTLZ7_M10_D30_8.mat
PCSAEA_N100,DTLZ7,30,9,300,100,300,28.7989857628853,0,43.1075638,C:\Users\lsx\Desktop\REMOandDREMO测试集\10目标\n30\PCSAEA_N100\PCSAEA_N100_DTLZ7_M10_D30_9.mat
PCSAEA_N100,WFG1,30,1,300,100,300,3.35074334397217,0.151180012674643,45.720115,C:\Users\lsx\Desktop\REMOandDREMO测试集\10目标\n30\PCSAEA_N100\PCSAEA_N100_WFG1_M10_D30_1.mat
PCSAEA_N100,WFG1,30,10,300,100,300,3.40967380593135,0.15038660812139,45.4485747,C:\Users\lsx\Desktop\REMOandDREMO测试集\10目标\n30\PCSAEA_N100\PCSAEA_N100_WFG1_M10_D30_10.mat
PCSAEA_N100,WFG1,30,11,300,100,300,3.37755023818536,0.189621706510354,45.7994109,C:\Users\lsx\Desktop\REMOandDREMO测试集\10目标\n30\PCSAEA_N100\PCSAEA_N100_WFG1_M10_D30_11.mat
PCSAEA_N100,WFG1,30,12,300,100,300,3.38191918894418,0.162373559429983,46.5212383,C:\Users\lsx\Desktop\REMOandDREMO测试集\10目标\n30\PCSAEA_N100\PCSAEA_N100_WFG1_M10_D30_12.mat
PCSAEA_N100,WFG1,30,13,300,100,300,3.37449781074751,0.169987477109193,45.2586006,C:\Users\lsx\Desktop\REMOandDREMO测试集\10目标\n30\PCSAEA_N100\PCSAEA_N100_WFG1_M10_D30_13.mat
PCSAEA_N100,WFG1,30,14,300,100,300,3.38742568470261,0.168784130356433,45.5972841,C:\Users\lsx\Desktop\REMOandDREMO测试集\10目标\n30\PCSAEA_N100\PCSAEA_N100_WFG1_M10_D30_14.mat
PCSAEA_N100,WFG1,30,15,300,100,300,3.46815247096446,0.108802185381426,45.7815019,C:\Users\lsx\Desktop\REMOandDREMO测试集\10目标\n30\PCSAEA_N100\PCSAEA_N100_WFG1_M10_D30_15.mat
PCSAEA_N100,WFG1,30,16,300,100,300,3.38838419603791,0.167506138781639,45.005945,C:\Users\lsx\Desktop\REMOandDREMO测试集\10目标\n30\PCSAEA_N100\PCSAEA_N100_WFG1_M10_D30_16.mat
PCSAEA_N100,WFG1,30,17,300,100,300,3.41281957377807,0.137053856674023,45.2570678,C:\Users\lsx\Desktop\REMOandDREMO测试集\10目标\n30\PCSAEA_N100\PCSAEA_N100_WFG1_M10_D30_17.mat
PCSAEA_N100,WFG1,30,18,300,100,300,3.38889757199289,0.158196622632343,45.3281338,C:\Users\lsx\Desktop\REMOandDREMO测试集\10目标\n30\PCSAEA_N100\PCSAEA_N100_WFG1_M10_D30_18.mat
PCSAEA_N100,WFG1,30,2,300,100,300,3.34953644305373,0.167051028973445,45.5912481,C:\Users\lsx\Desktop\REMOandDREMO测试集\10目标\n30\PCSAEA_N100\PCSAEA_N100_WFG1_M10_D30_2.mat
PCSAEA_N100,WFG1,30,3,300,100,300,3.38071057302779,0.144741626155669,45.6639967,C:\Users\lsx\Desktop\REMOandDREMO测试集\10目标\n30\PCSAEA_N100\PCSAEA_N100_WFG1_M10_D30_3.mat
PCSAEA_N100,WFG1,30,4,300,100,300,3.40272443226884,0.128281415272715,45.7634772,C:\Users\lsx\Desktop\REMOandDREMO测试集\10目标\n30\PCSAEA_N100\PCSAEA_N100_WFG1_M10_D30_4.mat
PCSAEA_N100,WFG1,30,5,300,100,300,3.41399751948747,0.151880930915569,45.056883,C:\Users\lsx\Desktop\REMOandDREMO测试集\10目标\n30\PCSAEA_N100\PCSAEA_N100_WFG1_M10_D30_5.mat
PCSAEA_N100,WFG1,30,6,300,100,300,3.37845405424523,0.132317830198463,45.9011885,C:\Users\lsx\Desktop\REMOandDREMO测试集\10目标\n30\PCSAEA_N100\PCSAEA_N100_WFG1_M10_D30_6.mat
PCSAEA_N100,WFG1,30,7,300,100,300,3.38548027290434,0.1559659427709,45.1574763,C:\Users\lsx\Desktop\REMOandDREMO测试集\10目标\n30\PCSAEA_N100\PCSAEA_N100_WFG1_M10_D30_7.mat
PCSAEA_N100,WFG1,30,8,300,100,300,3.37088325368834,0.140814546613458,45.3886856,C:\Users\lsx\Desktop\REMOandDREMO测试集\10目标\n30\PCSAEA_N100\PCSAEA_N100_WFG1_M10_D30_8.mat
PCSAEA_N100,WFG1,30,9,300,100,300,3.35846641927384,0.159759256151297,46.2120131,C:\Users\lsx\Desktop\REMOandDREMO测试集\10目标\n30\PCSAEA_N100\PCSAEA_N100_WFG1_M10_D30_9.mat
PCSAEA_N100,WFG2,31,1,300,100,300,3.23053693726497,0.527251008240799,44.2115489,C:\Users\lsx\Desktop\REMOandDREMO测试集\10目标\n30\PCSAEA_N100\PCSAEA_N100_WFG2_M10_D31_1.mat
PCSAEA_N100,WFG2,31,10,300,100,300,3.14724328080512,0.518600899866894,45.5825035,C:\Users\lsx\Desktop\REMOandDREMO测试集\10目标\n30\PCSAEA_N100\PCSAEA_N100_WFG2_M10_D31_10.mat
PCSAEA_N100,WFG2,31,11,300,100,300,3.15740529703922,0.540956254008847,45.1160437,C:\Users\lsx\Desktop\REMOandDREMO测试集\10目标\n30\PCSAEA_N100\PCSAEA_N100_WFG2_M10_D31_11.mat
PCSAEA_N100,WFG2,31,12,300,100,300,2.44202429052032,0.549716522524291,45.6663259,C:\Users\lsx\Desktop\REMOandDREMO测试集\10目标\n30\PCSAEA_N100\PCSAEA_N100_WFG2_M10_D31_12.mat
PCSAEA_N100,WFG2,31,13,300,100,300,2.71058655124194,0.562162190028907,45.1657459,C:\Users\lsx\Desktop\REMOandDREMO测试集\10目标\n30\PCSAEA_N100\PCSAEA_N100_WFG2_M10_D31_13.mat
PCSAEA_N100,WFG2,31,14,300,100,300,2.22714308514789,0.560732299481619,45.1733031,C:\Users\lsx\Desktop\REMOandDREMO测试集\10目标\n30\PCSAEA_N100\PCSAEA_N100_WFG2_M10_D31_14.mat
PCSAEA_N100,WFG2,31,15,300,100,300,3.28489906660083,0.542838135592677,45.674338,C:\Users\lsx\Desktop\REMOandDREMO测试集\10目标\n30\PCSAEA_N100\PCSAEA_N100_WFG2_M10_D31_15.mat
PCSAEA_N100,WFG2,31,16,300,100,300,3.29335429293817,0.547257017475969,45.246443,C:\Users\lsx\Desktop\REMOandDREMO测试集\10目标\n30\PCSAEA_N100\PCSAEA_N100_WFG2_M10_D31_16.mat
PCSAEA_N100,WFG2,31,17,300,100,300,4.90792566911917,0.525542365453166,45.3383407,C:\Users\lsx\Desktop\REMOandDREMO测试集\10目标\n30\PCSAEA_N100\PCSAEA_N100_WFG2_M10_D31_17.mat
PCSAEA_N100,WFG2,31,18,300,100,300,3.88435289921696,0.548412348515073,45.229916,C:\Users\lsx\Desktop\REMOandDREMO测试集\10目标\n30\PCSAEA_N100\PCSAEA_N100_WFG2_M10_D31_18.mat
PCSAEA_N100,WFG2,31,2,300,100,300,4.40722581706469,0.51202249644933,44.6562782,C:\Users\lsx\Desktop\REMOandDREMO测试集\10目标\n30\PCSAEA_N100\PCSAEA_N100_WFG2_M10_D31_2.mat
PCSAEA_N100,WFG2,31,3,300,100,300,3.71101033008205,0.549103794608791,44.4486636,C:\Users\lsx\Desktop\REMOandDREMO测试集\10目标\n30\PCSAEA_N100\PCSAEA_N100_WFG2_M10_D31_3.mat
PCSAEA_N100,WFG2,31,4,300,100,300,2.91707921652448,0.546283758461617,44.1570639,C:\Users\lsx\Desktop\REMOandDREMO测试集\10目标\n30\PCSAEA_N100\PCSAEA_N100_WFG2_M10_D31_4.mat
PCSAEA_N100,WFG2,31,5,300,100,300,3.39031302732462,0.522708656789941,43.9630151,C:\Users\lsx\Desktop\REMOandDREMO测试集\10目标\n30\PCSAEA_N100\PCSAEA_N100_WFG2_M10_D31_5.mat
PCSAEA_N100,WFG2,31,6,300,100,300,4.03371225305481,0.542939551809415,44.5311029,C:\Users\lsx\Desktop\REMOandDREMO测试集\10目标\n30\PCSAEA_N100\PCSAEA_N100_WFG2_M10_D31_6.mat
PCSAEA_N100,WFG2,31,7,300,100,300,3.00555976780782,0.546402557440113,45.0648554,C:\Users\lsx\Desktop\REMOandDREMO测试集\10目标\n30\PCSAEA_N100\PCSAEA_N100_WFG2_M10_D31_7.mat
PCSAEA_N100,WFG2,31,8,300,100,300,2.85059972465126,0.53515075428473,45.4945459,C:\Users\lsx\Desktop\REMOandDREMO测试集\10目标\n30\PCSAEA_N100\PCSAEA_N100_WFG2_M10_D31_8.mat
PCSAEA_N100,WFG2,31,9,300,100,300,3.22585996078957,0.542647605665267,45.359993,C:\Users\lsx\Desktop\REMOandDREMO测试集\10目标\n30\PCSAEA_N100\PCSAEA_N100_WFG2_M10_D31_9.mat
PCSAEA_N100,WFG3,31,1,300,100,300,1.61427553253498,0,44.7248223,C:\Users\lsx\Desktop\REMOandDREMO测试集\10目标\n30\PCSAEA_N100\PCSAEA_N100_WFG3_M10_D31_1.mat
PCSAEA_N100,WFG3,31,10,300,100,300,1.65434735518264,0,46.5184696,C:\Users\lsx\Desktop\REMOandDREMO测试集\10目标\n30\PCSAEA_N100\PCSAEA_N100_WFG3_M10_D31_10.mat
PCSAEA_N100,WFG3,31,11,300,100,300,1.70207549744652,0,46.0012913,C:\Users\lsx\Desktop\REMOandDREMO测试集\10目标\n30\PCSAEA_N100\PCSAEA_N100_WFG3_M10_D31_11.mat
PCSAEA_N100,WFG3,31,12,300,100,300,1.72613658518869,0,46.5729297,C:\Users\lsx\Desktop\REMOandDREMO测试集\10目标\n30\PCSAEA_N100\PCSAEA_N100_WFG3_M10_D31_12.mat
PCSAEA_N100,WFG3,31,13,300,100,300,1.68794320959006,0,45.6885765,C:\Users\lsx\Desktop\REMOandDREMO测试集\10目标\n30\PCSAEA_N100\PCSAEA_N100_WFG3_M10_D31_13.mat
PCSAEA_N100,WFG3,31,14,300,100,300,1.70139496397556,0,45.8710936,C:\Users\lsx\Desktop\REMOandDREMO测试集\10目标\n30\PCSAEA_N100\PCSAEA_N100_WFG3_M10_D31_14.mat
PCSAEA_N100,WFG3,31,15,300,100,300,1.68265185846518,0,45.9072421,C:\Users\lsx\Desktop\REMOandDREMO测试集\10目标\n30\PCSAEA_N100\PCSAEA_N100_WFG3_M10_D31_15.mat
PCSAEA_N100,WFG3,31,16,300,100,300,1.64725208704606,0,46.0004148,C:\Users\lsx\Desktop\REMOandDREMO测试集\10目标\n30\PCSAEA_N100\PCSAEA_N100_WFG3_M10_D31_16.mat
PCSAEA_N100,WFG3,31,17,300,100,300,1.7312414436234,0,46.0608231,C:\Users\lsx\Desktop\REMOandDREMO测试集\10目标\n30\PCSAEA_N100\PCSAEA_N100_WFG3_M10_D31_17.mat
PCSAEA_N100,WFG3,31,18,300,100,300,1.68812689223586,0,45.7061332,C:\Users\lsx\Desktop\REMOandDREMO测试集\10目标\n30\PCSAEA_N100\PCSAEA_N100_WFG3_M10_D31_18.mat
PCSAEA_N100,WFG3,31,2,300,100,300,1.78793561258095,0,45.1202725,C:\Users\lsx\Desktop\REMOandDREMO测试集\10目标\n30\PCSAEA_N100\PCSAEA_N100_WFG3_M10_D31_2.mat
PCSAEA_N100,WFG3,31,3,300,100,300,1.65677243167111,0,45.1083841,C:\Users\lsx\Desktop\REMOandDREMO测试集\10目标\n30\PCSAEA_N100\PCSAEA_N100_WFG3_M10_D31_3.mat
PCSAEA_N100,WFG3,31,4,300,100,300,1.67197741834716,0,45.1592932,C:\Users\lsx\Desktop\REMOandDREMO测试集\10目标\n30\PCSAEA_N100\PCSAEA_N100_WFG3_M10_D31_4.mat
PCSAEA_N100,WFG3,31,5,300,100,300,1.75285573177759,0,44.5659453,C:\Users\lsx\Desktop\REMOandDREMO测试集\10目标\n30\PCSAEA_N100\PCSAEA_N100_WFG3_M10_D31_5.mat
PCSAEA_N100,WFG3,31,6,300,100,300,1.78193113936257,0,45.4003476,C:\Users\lsx\Desktop\REMOandDREMO测试集\10目标\n30\PCSAEA_N100\PCSAEA_N100_WFG3_M10_D31_6.mat
PCSAEA_N100,WFG3,31,7,300,100,300,1.71834525170391,0,45.6374319,C:\Users\lsx\Desktop\REMOandDREMO测试集\10目标\n30\PCSAEA_N100\PCSAEA_N100_WFG3_M10_D31_7.mat
PCSAEA_N100,WFG3,31,8,300,100,300,1.64729627931931,0,46.1976471,C:\Users\lsx\Desktop\REMOandDREMO测试集\10目标\n30\PCSAEA_N100\PCSAEA_N100_WFG3_M10_D31_8.mat
PCSAEA_N100,WFG3,31,9,300,100,300,1.70014924615121,0,46.4191068,C:\Users\lsx\Desktop\REMOandDREMO测试集\10目标\n30\PCSAEA_N100\PCSAEA_N100_WFG3_M10_D31_9.mat
PCSAEA_N100,WFG4,30,1,300,100,300,9.31533565647479,0.359975101727742,44.2452999,C:\Users\lsx\Desktop\REMOandDREMO测试集\10目标\n30\PCSAEA_N100\PCSAEA_N100_WFG4_M10_D30_1.mat
PCSAEA_N100,WFG4,30,10,300,100,300,8.37306350614852,0.399656438376833,45.6606307,C:\Users\lsx\Desktop\REMOandDREMO测试集\10目标\n30\PCSAEA_N100\PCSAEA_N100_WFG4_M10_D30_10.mat
PCSAEA_N100,WFG4,30,11,300,100,300,9.01032292876666,0.381313197229652,45.6621561,C:\Users\lsx\Desktop\REMOandDREMO测试集\10目标\n30\PCSAEA_N100\PCSAEA_N100_WFG4_M10_D30_11.mat
PCSAEA_N100,WFG4,30,12,300,100,300,9.58942952478927,0.355240053398342,45.7752495,C:\Users\lsx\Desktop\REMOandDREMO测试集\10目标\n30\PCSAEA_N100\PCSAEA_N100_WFG4_M10_D30_12.mat
PCSAEA_N100,WFG4,30,13,300,100,300,8.84759265853395,0.389790537157153,45.2231187,C:\Users\lsx\Desktop\REMOandDREMO测试集\10目标\n30\PCSAEA_N100\PCSAEA_N100_WFG4_M10_D30_13.mat
PCSAEA_N100,WFG4,30,14,300,100,300,8.06434654072581,0.376896569820468,45.5540464,C:\Users\lsx\Desktop\REMOandDREMO测试集\10目标\n30\PCSAEA_N100\PCSAEA_N100_WFG4_M10_D30_14.mat
PCSAEA_N100,WFG4,30,15,300,100,300,9.0998665080606,0.381972469805076,45.1017188,C:\Users\lsx\Desktop\REMOandDREMO测试集\10目标\n30\PCSAEA_N100\PCSAEA_N100_WFG4_M10_D30_15.mat
PCSAEA_N100,WFG4,30,16,300,100,300,8.35458423594611,0.390156227783963,45.1171654,C:\Users\lsx\Desktop\REMOandDREMO测试集\10目标\n30\PCSAEA_N100\PCSAEA_N100_WFG4_M10_D30_16.mat
PCSAEA_N100,WFG4,30,17,300,100,300,8.20207984041751,0.38883724494113,45.6605945,C:\Users\lsx\Desktop\REMOandDREMO测试集\10目标\n30\PCSAEA_N100\PCSAEA_N100_WFG4_M10_D30_17.mat
PCSAEA_N100,WFG4,30,18,300,100,300,9.04825189141163,0.385103691985823,45.5625701,C:\Users\lsx\Desktop\REMOandDREMO测试集\10目标\n30\PCSAEA_N100\PCSAEA_N100_WFG4_M10_D30_18.mat
PCSAEA_N100,WFG4,30,2,300,100,300,8.33087339148863,0.398758755433867,44.5053696,C:\Users\lsx\Desktop\REMOandDREMO测试集\10目标\n30\PCSAEA_N100\PCSAEA_N100_WFG4_M10_D30_2.mat
PCSAEA_N100,WFG4,30,3,300,100,300,8.87476047866566,0.373846412685454,44.5170136,C:\Users\lsx\Desktop\REMOandDREMO测试集\10目标\n30\PCSAEA_N100\PCSAEA_N100_WFG4_M10_D30_3.mat
PCSAEA_N100,WFG4,30,4,300,100,300,10.0645453550013,0.35804027480495,44.0865032,C:\Users\lsx\Desktop\REMOandDREMO测试集\10目标\n30\PCSAEA_N100\PCSAEA_N100_WFG4_M10_D30_4.mat
PCSAEA_N100,WFG4,30,5,300,100,300,9.30306868836998,0.382731995981746,44.1078507,C:\Users\lsx\Desktop\REMOandDREMO测试集\10目标\n30\PCSAEA_N100\PCSAEA_N100_WFG4_M10_D30_5.mat
PCSAEA_N100,WFG4,30,6,300,100,300,8.46572279093056,0.389419271003856,43.9722677,C:\Users\lsx\Desktop\REMOandDREMO测试集\10目标\n30\PCSAEA_N100\PCSAEA_N100_WFG4_M10_D30_6.mat
PCSAEA_N100,WFG4,30,7,300,100,300,9.19743799904,0.38799668621729,45.8253066,C:\Users\lsx\Desktop\REMOandDREMO测试集\10目标\n30\PCSAEA_N100\PCSAEA_N100_WFG4_M10_D30_7.mat
PCSAEA_N100,WFG4,30,8,300,100,300,9.82771818661254,0.364443629040293,45.5765241,C:\Users\lsx\Desktop\REMOandDREMO测试集\10目标\n30\PCSAEA_N100\PCSAEA_N100_WFG4_M10_D30_8.mat
PCSAEA_N100,WFG4,30,9,300,100,300,8.96783645510751,0.377905177310782,45.7272875,C:\Users\lsx\Desktop\REMOandDREMO测试集\10目标\n30\PCSAEA_N100\PCSAEA_N100_WFG4_M10_D30_9.mat
PCSAEA_N100,WFG5,30,1,300,100,300,6.76909151305709,0.32361378589217,44.5328563,C:\Users\lsx\Desktop\REMOandDREMO测试集\10目标\n30\PCSAEA_N100\PCSAEA_N100_WFG5_M10_D30_1.mat
PCSAEA_N100,WFG5,30,10,300,100,300,7.06129430977583,0.337058445825325,45.3777743,C:\Users\lsx\Desktop\REMOandDREMO测试集\10目标\n30\PCSAEA_N100\PCSAEA_N100_WFG5_M10_D30_10.mat
PCSAEA_N100,WFG5,30,11,300,100,300,6.57345774671195,0.34177205462977,45.9546991,C:\Users\lsx\Desktop\REMOandDREMO测试集\10目标\n30\PCSAEA_N100\PCSAEA_N100_WFG5_M10_D30_11.mat
PCSAEA_N100,WFG5,30,12,300,100,300,6.94085863765359,0.332513178538444,45.6216722,C:\Users\lsx\Desktop\REMOandDREMO测试集\10目标\n30\PCSAEA_N100\PCSAEA_N100_WFG5_M10_D30_12.mat
PCSAEA_N100,WFG5,30,13,300,100,300,6.54269715436471,0.339183697536358,45.7499015,C:\Users\lsx\Desktop\REMOandDREMO测试集\10目标\n30\PCSAEA_N100\PCSAEA_N100_WFG5_M10_D30_13.mat
PCSAEA_N100,WFG5,30,14,300,100,300,7.38628763860313,0.327020081083666,45.3036752,C:\Users\lsx\Desktop\REMOandDREMO测试集\10目标\n30\PCSAEA_N100\PCSAEA_N100_WFG5_M10_D30_14.mat
PCSAEA_N100,WFG5,30,15,300,100,300,6.87581032930566,0.341491839002216,46.0301779,C:\Users\lsx\Desktop\REMOandDREMO测试集\10目标\n30\PCSAEA_N100\PCSAEA_N100_WFG5_M10_D30_15.mat
PCSAEA_N100,WFG5,30,16,300,100,300,6.9482217547247,0.337642421672663,45.7947273,C:\Users\lsx\Desktop\REMOandDREMO测试集\10目标\n30\PCSAEA_N100\PCSAEA_N100_WFG5_M10_D30_16.mat
PCSAEA_N100,WFG5,30,17,300,100,300,6.39341462906291,0.33129926095481,45.9569857,C:\Users\lsx\Desktop\REMOandDREMO测试集\10目标\n30\PCSAEA_N100\PCSAEA_N100_WFG5_M10_D30_17.mat
PCSAEA_N100,WFG5,30,18,300,100,300,6.42360013552068,0.345516497307911,45.6706278,C:\Users\lsx\Desktop\REMOandDREMO测试集\10目标\n30\PCSAEA_N100\PCSAEA_N100_WFG5_M10_D30_18.mat
PCSAEA_N100,WFG5,30,2,300,100,300,7.20846238956903,0.324903995593939,44.8300103,C:\Users\lsx\Desktop\REMOandDREMO测试集\10目标\n30\PCSAEA_N100\PCSAEA_N100_WFG5_M10_D30_2.mat
PCSAEA_N100,WFG5,30,3,300,100,300,6.77774782059016,0.341720715986423,44.8401266,C:\Users\lsx\Desktop\REMOandDREMO测试集\10目标\n30\PCSAEA_N100\PCSAEA_N100_WFG5_M10_D30_3.mat
PCSAEA_N100,WFG5,30,4,300,100,300,6.94546146238476,0.333017338800287,44.6961735,C:\Users\lsx\Desktop\REMOandDREMO测试集\10目标\n30\PCSAEA_N100\PCSAEA_N100_WFG5_M10_D30_4.mat
PCSAEA_N100,WFG5,30,5,300,100,300,6.77289718374791,0.332924159972926,44.7298172,C:\Users\lsx\Desktop\REMOandDREMO测试集\10目标\n30\PCSAEA_N100\PCSAEA_N100_WFG5_M10_D30_5.mat
PCSAEA_N100,WFG5,30,6,300,100,300,7.09783040069179,0.329766462539533,44.8704909,C:\Users\lsx\Desktop\REMOandDREMO测试集\10目标\n30\PCSAEA_N100\PCSAEA_N100_WFG5_M10_D30_6.mat
PCSAEA_N100,WFG5,30,7,300,100,300,7.65054120103931,0.324780361899658,45.510203,C:\Users\lsx\Desktop\REMOandDREMO测试集\10目标\n30\PCSAEA_N100\PCSAEA_N100_WFG5_M10_D30_7.mat
PCSAEA_N100,WFG5,30,8,300,100,300,7.0858190162416,0.332769215316456,45.621248,C:\Users\lsx\Desktop\REMOandDREMO测试集\10目标\n30\PCSAEA_N100\PCSAEA_N100_WFG5_M10_D30_8.mat
PCSAEA_N100,WFG5,30,9,300,100,300,7.25370333874611,0.327308230893891,45.3832058,C:\Users\lsx\Desktop\REMOandDREMO测试集\10目标\n30\PCSAEA_N100\PCSAEA_N100_WFG5_M10_D30_9.mat
PCSAEA_N100,WFG6,30,1,300,100,300,7.09138716264763,0.278370126744829,45.2424986,C:\Users\lsx\Desktop\REMOandDREMO测试集\10目标\n30\PCSAEA_N100\PCSAEA_N100_WFG6_M10_D30_1.mat
PCSAEA_N100,WFG6,30,10,300,100,300,7.40984323336429,0.276935075323218,45.40056,C:\Users\lsx\Desktop\REMOandDREMO测试集\10目标\n30\PCSAEA_N100\PCSAEA_N100_WFG6_M10_D30_10.mat
PCSAEA_N100,WFG6,30,11,300,100,300,6.56060062428557,0.295220938905311,45.5865294,C:\Users\lsx\Desktop\REMOandDREMO测试集\10目标\n30\PCSAEA_N100\PCSAEA_N100_WFG6_M10_D30_11.mat
PCSAEA_N100,WFG6,30,12,300,100,300,7.41532194741431,0.274260779808497,45.6114318,C:\Users\lsx\Desktop\REMOandDREMO测试集\10目标\n30\PCSAEA_N100\PCSAEA_N100_WFG6_M10_D30_12.mat
PCSAEA_N100,WFG6,30,13,300,100,300,7.08392375396009,0.296350422510839,45.5242486,C:\Users\lsx\Desktop\REMOandDREMO测试集\10目标\n30\PCSAEA_N100\PCSAEA_N100_WFG6_M10_D30_13.mat
PCSAEA_N100,WFG6,30,14,300,100,300,7.90276730263513,0.280054056193293,45.8222465,C:\Users\lsx\Desktop\REMOandDREMO测试集\10目标\n30\PCSAEA_N100\PCSAEA_N100_WFG6_M10_D30_14.mat
PCSAEA_N100,WFG6,30,15,300,100,300,7.6731673693665,0.2833353390064,45.7561073,C:\Users\lsx\Desktop\REMOandDREMO测试集\10目标\n30\PCSAEA_N100\PCSAEA_N100_WFG6_M10_D30_15.mat
PCSAEA_N100,WFG6,30,16,300,100,300,7.23574056695269,0.276425636940837,45.5988878,C:\Users\lsx\Desktop\REMOandDREMO测试集\10目标\n30\PCSAEA_N100\PCSAEA_N100_WFG6_M10_D30_16.mat
PCSAEA_N100,WFG6,30,17,300,100,300,7.48770355551739,0.291849712512809,45.5278171,C:\Users\lsx\Desktop\REMOandDREMO测试集\10目标\n30\PCSAEA_N100\PCSAEA_N100_WFG6_M10_D30_17.mat
PCSAEA_N100,WFG6,30,18,300,100,300,7.38421819057669,0.283175355231891,45.7237232,C:\Users\lsx\Desktop\REMOandDREMO测试集\10目标\n30\PCSAEA_N100\PCSAEA_N100_WFG6_M10_D30_18.mat
PCSAEA_N100,WFG6,30,2,300,100,300,7.13655202614121,0.288567555187507,45.2377967,C:\Users\lsx\Desktop\REMOandDREMO测试集\10目标\n30\PCSAEA_N100\PCSAEA_N100_WFG6_M10_D30_2.mat
PCSAEA_N100,WFG6,30,3,300,100,300,7.60141340371444,0.287979663536866,45.4834688,C:\Users\lsx\Desktop\REMOandDREMO测试集\10目标\n30\PCSAEA_N100\PCSAEA_N100_WFG6_M10_D30_3.mat
PCSAEA_N100,WFG6,30,4,300,100,300,7.16488331911047,0.276801241540883,45.1408753,C:\Users\lsx\Desktop\REMOandDREMO测试集\10目标\n30\PCSAEA_N100\PCSAEA_N100_WFG6_M10_D30_4.mat
PCSAEA_N100,WFG6,30,5,300,100,300,6.85262742103883,0.284330533928823,44.9911694,C:\Users\lsx\Desktop\REMOandDREMO测试集\10目标\n30\PCSAEA_N100\PCSAEA_N100_WFG6_M10_D30_5.mat
PCSAEA_N100,WFG6,30,6,300,100,300,7.41348133551782,0.279848983366666,45.5535856,C:\Users\lsx\Desktop\REMOandDREMO测试集\10目标\n30\PCSAEA_N100\PCSAEA_N100_WFG6_M10_D30_6.mat
PCSAEA_N100,WFG6,30,7,300,100,300,7.33635903137138,0.2844825419861,45.3260052,C:\Users\lsx\Desktop\REMOandDREMO测试集\10目标\n30\PCSAEA_N100\PCSAEA_N100_WFG6_M10_D30_7.mat
PCSAEA_N100,WFG6,30,8,300,100,300,7.63464021669184,0.265625613502477,45.4348777,C:\Users\lsx\Desktop\REMOandDREMO测试集\10目标\n30\PCSAEA_N100\PCSAEA_N100_WFG6_M10_D30_8.mat
PCSAEA_N100,WFG6,30,9,300,100,300,7.11567255544468,0.283524080316202,45.6530744,C:\Users\lsx\Desktop\REMOandDREMO测试集\10目标\n30\PCSAEA_N100\PCSAEA_N100_WFG6_M10_D30_9.mat
PCSAEA_N100,WFG7,30,1,300,100,300,7.9545681650457,0.343042795803283,44.5680062,C:\Users\lsx\Desktop\REMOandDREMO测试集\10目标\n30\PCSAEA_N100\PCSAEA_N100_WFG7_M10_D30_1.mat
PCSAEA_N100,WFG7,30,10,300,100,300,7.37885355224962,0.366245102819206,45.5087749,C:\Users\lsx\Desktop\REMOandDREMO测试集\10目标\n30\PCSAEA_N100\PCSAEA_N100_WFG7_M10_D30_10.mat
PCSAEA_N100,WFG7,30,11,300,100,300,7.39683661807765,0.345759383337978,45.4643215,C:\Users\lsx\Desktop\REMOandDREMO测试集\10目标\n30\PCSAEA_N100\PCSAEA_N100_WFG7_M10_D30_11.mat
PCSAEA_N100,WFG7,30,12,300,100,300,7.55788555392283,0.353055437335421,45.7335406,C:\Users\lsx\Desktop\REMOandDREMO测试集\10目标\n30\PCSAEA_N100\PCSAEA_N100_WFG7_M10_D30_12.mat
PCSAEA_N100,WFG7,30,13,300,100,300,7.81758348814033,0.352825251676202,44.6854222,C:\Users\lsx\Desktop\REMOandDREMO测试集\10目标\n30\PCSAEA_N100\PCSAEA_N100_WFG7_M10_D30_13.mat
PCSAEA_N100,WFG7,30,14,300,100,300,7.42317400053358,0.337548091016774,45.02111,C:\Users\lsx\Desktop\REMOandDREMO测试集\10目标\n30\PCSAEA_N100\PCSAEA_N100_WFG7_M10_D30_14.mat
PCSAEA_N100,WFG7,30,15,300,100,300,7.08760978048242,0.356858826853206,45.1368697,C:\Users\lsx\Desktop\REMOandDREMO测试集\10目标\n30\PCSAEA_N100\PCSAEA_N100_WFG7_M10_D30_15.mat
