algorithm,problem,D,run,FE,firstFE,nFinal,IGD,HV,runtime,file
REMO,DTLZ1,30,1,303,100,303,159.315657643732,0,438.2827533,C:\Users\lsx\Desktop\REMOandDREMO测试集\10目标\n30\REMO\REMO_DTLZ1_M10_D30_1.mat
REMO,DTLZ1,30,10,300,100,300,261.473255245676,0,396.376543,C:\Users\lsx\Desktop\REMOandDREMO测试集\10目标\n30\REMO\REMO_DTLZ1_M10_D30_10.mat
REMO,DTLZ1,30,11,301,100,301,209.36839480253,0,364.0168268,C:\Users\lsx\Desktop\REMOandDREMO测试集\10目标\n30\REMO\REMO_DTLZ1_M10_D30_11.mat
REMO,DTLZ1,30,12,303,100,303,127.581820876466,0,377.306049,C:\Users\lsx\Desktop\REMOandDREMO测试集\10目标\n30\REMO\REMO_DTLZ1_M10_D30_12.mat
REMO,DTLZ1,30,13,306,100,306,248.305801316039,0,341.9955178,C:\Users\lsx\Desktop\REMOandDREMO测试集\10目标\n30\REMO\REMO_DTLZ1_M10_D30_13.mat
REMO,DTLZ1,30,14,303,100,303,275.515748000144,0,315.9796103,C:\Users\lsx\Desktop\REMOandDREMO测试集\10目标\n30\REMO\REMO_DTLZ1_M10_D30_14.mat
REMO,DTLZ1,30,15,304,100,304,141.273566736124,0,321.5280131,C:\Users\lsx\Desktop\REMOandDREMO测试集\10目标\n30\REMO\REMO_DTLZ1_M10_D30_15.mat
REMO,DTLZ1,30,16,302,100,302,217.953378500479,0,352.9845508,C:\Users\lsx\Desktop\REMOandDREMO测试集\10目标\n30\REMO\REMO_DTLZ1_M10_D30_16.mat
REMO,DTLZ1,30,17,301,100,301,228.526641695397,0,324.6000076,C:\Users\lsx\Desktop\REMOandDREMO测试集\10目标\n30\REMO\REMO_DTLZ1_M10_D30_17.mat
REMO,DTLZ1,30,18,300,100,300,217.530987910767,0,328.8595436,C:\Users\lsx\Desktop\REMOandDREMO测试集\10目标\n30\REMO\REMO_DTLZ1_M10_D30_18.mat
REMO,DTLZ1,30,2,303,100,303,216.037632083353,0,360.8290002,C:\Users\lsx\Desktop\REMOandDREMO测试集\10目标\n30\REMO\REMO_DTLZ1_M10_D30_2.mat
REMO,DTLZ1,30,3,300,100,300,207.288142604224,0,432.7464365,C:\Users\lsx\Desktop\REMOandDREMO测试集\10目标\n30\REMO\REMO_DTLZ1_M10_D30_3.mat
REMO,DTLZ1,30,4,307,100,307,147.304200404657,0,383.423843,C:\Users\lsx\Desktop\REMOandDREMO测试集\10目标\n30\REMO\REMO_DTLZ1_M10_D30_4.mat
REMO,DTLZ1,30,5,303,100,303,230.296009761973,0,416.1735033,C:\Users\lsx\Desktop\REMOandDREMO测试集\10目标\n30\REMO\REMO_DTLZ1_M10_D30_5.mat
REMO,DTLZ1,30,6,300,100,300,162.54528512591,0,330.2726974,C:\Users\lsx\Desktop\REMOandDREMO测试集\10目标\n30\REMO\REMO_DTLZ1_M10_D30_6.mat
REMO,DTLZ1,30,7,301,100,301,209.316165409514,0,356.9277324,C:\Users\lsx\Desktop\REMOandDREMO测试集\10目标\n30\REMO\REMO_DTLZ1_M10_D30_7.mat
REMO,DTLZ1,30,8,302,100,302,213.903602997773,0,333.3342861,C:\Users\lsx\Desktop\REMOandDREMO测试集\10目标\n30\REMO\REMO_DTLZ1_M10_D30_8.mat
REMO,DTLZ1,30,9,301,100,301,261.142476132779,0,335.7689714,C:\Users\lsx\Desktop\REMOandDREMO测试集\10目标\n30\REMO\REMO_DTLZ1_M10_D30_9.mat
REMO,DTLZ2,30,1,305,100,305,1.07496691392207,0.0273119665362363,336.6867264,C:\Users\lsx\Desktop\REMOandDREMO测试集\10目标\n30\REMO\REMO_DTLZ2_M10_D30_1.mat
REMO,DTLZ2,30,10,300,100,300,1.23072591577263,0.0045695370805344,335.1570293,C:\Users\lsx\Desktop\REMOandDREMO测试集\10目标\n30\REMO\REMO_DTLZ2_M10_D30_10.mat
REMO,DTLZ2,30,11,300,100,300,1.11664907826921,0.00305579776611468,312.7779444,C:\Users\lsx\Desktop\REMOandDREMO测试集\10目标\n30\REMO\REMO_DTLZ2_M10_D30_11.mat
REMO,DTLZ2,30,12,303,100,303,1.22389772868974,0.00264130184729957,351.8256772,C:\Users\lsx\Desktop\REMOandDREMO测试集\10目标\n30\REMO\REMO_DTLZ2_M10_D30_12.mat
REMO,DTLZ2,30,13,303,100,303,1.02020241748118,0.0339968440547407,333.5587777,C:\Users\lsx\Desktop\REMOandDREMO测试集\10目标\n30\REMO\REMO_DTLZ2_M10_D30_13.mat
REMO,DTLZ2,30,14,306,100,306,0.974549987371599,0.0360476460649243,268.2527418,C:\Users\lsx\Desktop\REMOandDREMO测试集\10目标\n30\REMO\REMO_DTLZ2_M10_D30_14.mat
REMO,DTLZ2,30,15,308,100,308,0.976524549798229,0.0635336161190896,326.4141497,C:\Users\lsx\Desktop\REMOandDREMO测试集\10目标\n30\REMO\REMO_DTLZ2_M10_D30_15.mat
REMO,DTLZ2,30,16,307,100,307,1.08164676795574,0.016685853872467,303.2106137,C:\Users\lsx\Desktop\REMOandDREMO测试集\10目标\n30\REMO\REMO_DTLZ2_M10_D30_16.mat
REMO,DTLZ2,30,17,303,100,303,1.01703484098139,0.00743127228376749,358.4239272,C:\Users\lsx\Desktop\REMOandDREMO测试集\10目标\n30\REMO\REMO_DTLZ2_M10_D30_17.mat
REMO,DTLZ2,30,18,303,100,303,1.14827612008478,0.0109403195318005,319.6567999,C:\Users\lsx\Desktop\REMOandDREMO测试集\10目标\n30\REMO\REMO_DTLZ2_M10_D30_18.mat
REMO,DTLZ2,30,2,301,100,301,1.04739078407601,0.0164723887817946,359.5722279,C:\Users\lsx\Desktop\REMOandDREMO测试集\10目标\n30\REMO\REMO_DTLZ2_M10_D30_2.mat
REMO,DTLZ2,30,3,303,100,303,1.15908259465272,0.00495119698112382,333.6074056,C:\Users\lsx\Desktop\REMOandDREMO测试集\10目标\n30\REMO\REMO_DTLZ2_M10_D30_3.mat
REMO,DTLZ2,30,4,301,100,301,0.899584656449894,0.0786340164661914,306.8130398,C:\Users\lsx\Desktop\REMOandDREMO测试集\10目标\n30\REMO\REMO_DTLZ2_M10_D30_4.mat
REMO,DTLZ2,30,5,302,100,302,1.05797313157729,0.0286671108001019,350.0747415,C:\Users\lsx\Desktop\REMOandDREMO测试集\10目标\n30\REMO\REMO_DTLZ2_M10_D30_5.mat
REMO,DTLZ2,30,6,301,100,301,1.18808930910463,0.00758224164567027,356.9885492,C:\Users\lsx\Desktop\REMOandDREMO测试集\10目标\n30\REMO\REMO_DTLZ2_M10_D30_6.mat
REMO,DTLZ2,30,7,307,100,307,1.14261888526396,0.00559813434246286,324.8333753,C:\Users\lsx\Desktop\REMOandDREMO测试集\10目标\n30\REMO\REMO_DTLZ2_M10_D30_7.mat
REMO,DTLZ2,30,8,302,100,302,1.19358437704511,0.00175905134516301,267.3201092,C:\Users\lsx\Desktop\REMOandDREMO测试集\10目标\n30\REMO\REMO_DTLZ2_M10_D30_8.mat
REMO,DTLZ2,30,9,302,100,302,1.0712907949194,0.00627661436719462,340.3175559,C:\Users\lsx\Desktop\REMOandDREMO测试集\10目标\n30\REMO\REMO_DTLZ2_M10_D30_9.mat
REMO,DTLZ3,30,1,306,100,306,641.4240545061,0,391.0466493,C:\Users\lsx\Desktop\REMOandDREMO测试集\10目标\n30\REMO\REMO_DTLZ3_M10_D30_1.mat
REMO,DTLZ3,30,10,306,100,306,840.485468102989,0,342.141384,C:\Users\lsx\Desktop\REMOandDREMO测试集\10目标\n30\REMO\REMO_DTLZ3_M10_D30_10.mat
REMO,DTLZ3,30,11,300,100,300,717.865545073005,0,373.5461167,C:\Users\lsx\Desktop\REMOandDREMO测试集\10目标\n30\REMO\REMO_DTLZ3_M10_D30_11.mat
REMO,DTLZ3,30,12,305,100,305,655.019939711905,0,339.4270222,C:\Users\lsx\Desktop\REMOandDREMO测试集\10目标\n30\REMO\REMO_DTLZ3_M10_D30_12.mat
REMO,DTLZ3,30,13,305,100,305,970.519700927729,0,335.0158892,C:\Users\lsx\Desktop\REMOandDREMO测试集\10目标\n30\REMO\REMO_DTLZ3_M10_D30_13.mat
REMO,DTLZ3,30,14,300,100,300,713.238940271545,0,406.3132725,C:\Users\lsx\Desktop\REMOandDREMO测试集\10目标\n30\REMO\REMO_DTLZ3_M10_D30_14.mat
REMO,DTLZ3,30,15,305,100,305,802.468099148252,0,322.6738135,C:\Users\lsx\Desktop\REMOandDREMO测试集\10目标\n30\REMO\REMO_DTLZ3_M10_D30_15.mat
REMO,DTLZ3,30,16,303,100,303,746.992777005769,0,435.1355943,C:\Users\lsx\Desktop\REMOandDREMO测试集\10目标\n30\REMO\REMO_DTLZ3_M10_D30_16.mat
REMO,DTLZ3,30,17,302,100,302,1146.37098588266,0,351.6245887,C:\Users\lsx\Desktop\REMOandDREMO测试集\10目标\n30\REMO\REMO_DTLZ3_M10_D30_17.mat
REMO,DTLZ3,30,18,302,100,302,744.19995164988,0,430.6732308,C:\Users\lsx\Desktop\REMOandDREMO测试集\10目标\n30\REMO\REMO_DTLZ3_M10_D30_18.mat
REMO,DTLZ3,30,2,303,100,303,884.371189498957,0,306.6982596,C:\Users\lsx\Desktop\REMOandDREMO测试集\10目标\n30\REMO\REMO_DTLZ3_M10_D30_2.mat
REMO,DTLZ3,30,3,304,100,304,603.280877771592,0,347.4878772,C:\Users\lsx\Desktop\REMOandDREMO测试集\10目标\n30\REMO\REMO_DTLZ3_M10_D30_3.mat
REMO,DTLZ3,30,4,303,100,303,1033.52147575914,0,368.1865931,C:\Users\lsx\Desktop\REMOandDREMO测试集\10目标\n30\REMO\REMO_DTLZ3_M10_D30_4.mat
REMO,DTLZ3,30,5,305,100,305,883.288180285768,0,367.0130477,C:\Users\lsx\Desktop\REMOandDREMO测试集\10目标\n30\REMO\REMO_DTLZ3_M10_D30_5.mat
REMO,DTLZ3,30,6,301,100,301,985.097047434677,0,377.5674216,C:\Users\lsx\Desktop\REMOandDREMO测试集\10目标\n30\REMO\REMO_DTLZ3_M10_D30_6.mat
REMO,DTLZ3,30,7,306,100,306,663.875248510321,0,301.0283017,C:\Users\lsx\Desktop\REMOandDREMO测试集\10目标\n30\REMO\REMO_DTLZ3_M10_D30_7.mat
REMO,DTLZ3,30,8,303,100,303,795.553740238258,0,418.5416552,C:\Users\lsx\Desktop\REMOandDREMO测试集\10目标\n30\REMO\REMO_DTLZ3_M10_D30_8.mat
REMO,DTLZ3,30,9,300,100,300,718.782065118482,0,397.2451313,C:\Users\lsx\Desktop\REMOandDREMO测试集\10目标\n30\REMO\REMO_DTLZ3_M10_D30_9.mat
REMO,DTLZ4,30,1,300,100,300,1.34484878814126,0,482.9597634,C:\Users\lsx\Desktop\REMOandDREMO测试集\10目标\n30\REMO\REMO_DTLZ4_M10_D30_1.mat
REMO,DTLZ4,30,10,303,100,303,1.10108206409495,0.0182468558956845,312.6278115,C:\Users\lsx\Desktop\REMOandDREMO测试集\10目标\n30\REMO\REMO_DTLZ4_M10_D30_10.mat
REMO,DTLZ4,30,11,301,100,301,1.21587390595595,0,397.9886623,C:\Users\lsx\Desktop\REMOandDREMO测试集\10目标\n30\REMO\REMO_DTLZ4_M10_D30_11.mat
REMO,DTLZ4,30,12,303,100,303,1.21506414281432,0.00108896433404359,359.3104833,C:\Users\lsx\Desktop\REMOandDREMO测试集\10目标\n30\REMO\REMO_DTLZ4_M10_D30_12.mat
REMO,DTLZ4,30,13,300,100,300,1.2838992502383,0.000204637596938822,338.9467956,C:\Users\lsx\Desktop\REMOandDREMO测试集\10目标\n30\REMO\REMO_DTLZ4_M10_D30_13.mat
REMO,DTLZ4,30,14,304,100,304,1.08178749557139,0.0144862644387566,402.6670347,C:\Users\lsx\Desktop\REMOandDREMO测试集\10目标\n30\REMO\REMO_DTLZ4_M10_D30_14.mat
REMO,DTLZ4,30,15,302,100,302,1.17085428246323,0,426.5408293,C:\Users\lsx\Desktop\REMOandDREMO测试集\10目标\n30\REMO\REMO_DTLZ4_M10_D30_15.mat
REMO,DTLZ4,30,16,305,100,305,1.07723005619803,0.00549251233279503,320.7231488,C:\Users\lsx\Desktop\REMOandDREMO测试集\10目标\n30\REMO\REMO_DTLZ4_M10_D30_16.mat
REMO,DTLZ4,30,17,302,100,302,1.0140972839565,0.0336253122262002,352.9228414,C:\Users\lsx\Desktop\REMOandDREMO测试集\10目标\n30\REMO\REMO_DTLZ4_M10_D30_17.mat
REMO,DTLZ4,30,18,300,100,300,1.1926840279766,0,371.8191356,C:\Users\lsx\Desktop\REMOandDREMO测试集\10目标\n30\REMO\REMO_DTLZ4_M10_D30_18.mat
REMO,DTLZ4,30,2,301,100,301,1.33270482050732,0,418.2225078,C:\Users\lsx\Desktop\REMOandDREMO测试集\10目标\n30\REMO\REMO_DTLZ4_M10_D30_2.mat
REMO,DTLZ4,30,3,303,100,303,1.06362402516225,0.0332560336160651,315.0528792,C:\Users\lsx\Desktop\REMOandDREMO测试集\10目标\n30\REMO\REMO_DTLZ4_M10_D30_3.mat
REMO,DTLZ4,30,4,300,100,300,1.0805964061031,0.00272902399843866,354.0901941,C:\Users\lsx\Desktop\REMOandDREMO测试集\10目标\n30\REMO\REMO_DTLZ4_M10_D30_4.mat
REMO,DTLZ4,30,5,300,100,300,1.20588933032611,0.00296254423620053,387.2073578,C:\Users\lsx\Desktop\REMOandDREMO测试集\10目标\n30\REMO\REMO_DTLZ4_M10_D30_5.mat
REMO,DTLZ4,30,6,300,100,300,1.02922565754454,0.0520568334112249,390.1470738,C:\Users\lsx\Desktop\REMOandDREMO测试集\10目标\n30\REMO\REMO_DTLZ4_M10_D30_6.mat
REMO,DTLZ4,30,7,303,100,303,1.18518942827584,0,404.2638819,C:\Users\lsx\Desktop\REMOandDREMO测试集\10目标\n30\REMO\REMO_DTLZ4_M10_D30_7.mat
REMO,DTLZ4,30,8,303,100,303,1.02835354723993,0.103478042602075,392.2875766,C:\Users\lsx\Desktop\REMOandDREMO测试集\10目标\n30\REMO\REMO_DTLZ4_M10_D30_8.mat
REMO,DTLZ4,30,9,305,100,305,1.05312836547174,0.0186956101099294,345.1449131,C:\Users\lsx\Desktop\REMOandDREMO测试集\10目标\n30\REMO\REMO_DTLZ4_M10_D30_9.mat
REMO,DTLZ5,30,1,304,100,304,0.553042310081492,0,282.0108703,C:\Users\lsx\Desktop\REMOandDREMO测试集\10目标\n30\REMO\REMO_DTLZ5_M10_D30_1.mat
REMO,DTLZ5,30,10,302,100,302,0.681514583842562,0,339.3469704,C:\Users\lsx\Desktop\REMOandDREMO测试集\10目标\n30\REMO\REMO_DTLZ5_M10_D30_10.mat
REMO,DTLZ5,30,11,302,100,302,0.508604144521117,0,270.3782125,C:\Users\lsx\Desktop\REMOandDREMO测试集\10目标\n30\REMO\REMO_DTLZ5_M10_D30_11.mat
REMO,DTLZ5,30,12,300,100,300,0.411789158276771,0,391.4343462,C:\Users\lsx\Desktop\REMOandDREMO测试集\10目标\n30\REMO\REMO_DTLZ5_M10_D30_12.mat
REMO,DTLZ5,30,13,303,100,303,0.606128070280759,0,343.6708801,C:\Users\lsx\Desktop\REMOandDREMO测试集\10目标\n30\REMO\REMO_DTLZ5_M10_D30_13.mat
REMO,DTLZ5,30,14,300,100,300,0.488953636710853,0,291.786084,C:\Users\lsx\Desktop\REMOandDREMO测试集\10目标\n30\REMO\REMO_DTLZ5_M10_D30_14.mat
REMO,DTLZ5,30,15,300,100,300,0.57643453446802,0,375.9728867,C:\Users\lsx\Desktop\REMOandDREMO测试集\10目标\n30\REMO\REMO_DTLZ5_M10_D30_15.mat
REMO,DTLZ5,30,16,302,100,302,0.471247229348596,0,285.4339921,C:\Users\lsx\Desktop\REMOandDREMO测试集\10目标\n30\REMO\REMO_DTLZ5_M10_D30_16.mat
REMO,DTLZ5,30,17,304,100,304,0.668551655715691,0,362.4293945,C:\Users\lsx\Desktop\REMOandDREMO测试集\10目标\n30\REMO\REMO_DTLZ5_M10_D30_17.mat
REMO,DTLZ5,30,18,306,100,306,0.974350890044944,0,335.4392203,C:\Users\lsx\Desktop\REMOandDREMO测试集\10目标\n30\REMO\REMO_DTLZ5_M10_D30_18.mat
REMO,DTLZ5,30,2,302,100,302,0.551146777891444,0,342.65244,C:\Users\lsx\Desktop\REMOandDREMO测试集\10目标\n30\REMO\REMO_DTLZ5_M10_D30_2.mat
REMO,DTLZ5,30,3,302,100,302,0.680095281407418,0,336.836127,C:\Users\lsx\Desktop\REMOandDREMO测试集\10目标\n30\REMO\REMO_DTLZ5_M10_D30_3.mat
REMO,DTLZ5,30,4,302,100,302,0.65024575479077,0,363.3087461,C:\Users\lsx\Desktop\REMOandDREMO测试集\10目标\n30\REMO\REMO_DTLZ5_M10_D30_4.mat
REMO,DTLZ5,30,5,304,100,304,0.688641016333914,0,355.9369446,C:\Users\lsx\Desktop\REMOandDREMO测试集\10目标\n30\REMO\REMO_DTLZ5_M10_D30_5.mat
REMO,DTLZ5,30,6,303,100,303,0.60743794417621,0,356.8835437,C:\Users\lsx\Desktop\REMOandDREMO测试集\10目标\n30\REMO\REMO_DTLZ5_M10_D30_6.mat
REMO,DTLZ5,30,7,307,100,307,0.426250909917828,0,318.5898118,C:\Users\lsx\Desktop\REMOandDREMO测试集\10目标\n30\REMO\REMO_DTLZ5_M10_D30_7.mat
REMO,DTLZ5,30,8,303,100,303,0.748519137701393,0,332.7341541,C:\Users\lsx\Desktop\REMOandDREMO测试集\10目标\n30\REMO\REMO_DTLZ5_M10_D30_8.mat
REMO,DTLZ5,30,9,301,100,301,0.876454640845744,0,306.7389108,C:\Users\lsx\Desktop\REMOandDREMO测试集\10目标\n30\REMO\REMO_DTLZ5_M10_D30_9.mat
REMO,DTLZ6,30,1,300,100,300,16.9670391357397,0,460.5983036,C:\Users\lsx\Desktop\REMOandDREMO测试集\10目标\n30\REMO\REMO_DTLZ6_M10_D30_1.mat
REMO,DTLZ6,30,10,300,100,300,14.5922109452373,0,504.6799813,C:\Users\lsx\Desktop\REMOandDREMO测试集\10目标\n30\REMO\REMO_DTLZ6_M10_D30_10.mat
REMO,DTLZ6,30,11,300,100,300,16.3718065782294,0,485.3050036,C:\Users\lsx\Desktop\REMOandDREMO测试集\10目标\n30\REMO\REMO_DTLZ6_M10_D30_11.mat
REMO,DTLZ6,30,12,300,100,300,17.0217703969172,0,495.1198878,C:\Users\lsx\Desktop\REMOandDREMO测试集\10目标\n30\REMO\REMO_DTLZ6_M10_D30_12.mat
REMO,DTLZ6,30,13,300,100,300,17.069958737363,0,485.6391304,C:\Users\lsx\Desktop\REMOandDREMO测试集\10目标\n30\REMO\REMO_DTLZ6_M10_D30_13.mat
REMO,DTLZ6,30,14,301,100,301,16.2147884608924,0,498.0756201,C:\Users\lsx\Desktop\REMOandDREMO测试集\10目标\n30\REMO\REMO_DTLZ6_M10_D30_14.mat
REMO,DTLZ6,30,15,302,100,302,16.2599114789877,0,385.1791664,C:\Users\lsx\Desktop\REMOandDREMO测试集\10目标\n30\REMO\REMO_DTLZ6_M10_D30_15.mat
REMO,DTLZ6,30,16,302,100,302,17.1978743261771,0,487.9811888,C:\Users\lsx\Desktop\REMOandDREMO测试集\10目标\n30\REMO\REMO_DTLZ6_M10_D30_16.mat
REMO,DTLZ6,30,17,300,100,300,17.2980949388822,0,486.9430562,C:\Users\lsx\Desktop\REMOandDREMO测试集\10目标\n30\REMO\REMO_DTLZ6_M10_D30_17.mat
REMO,DTLZ6,30,18,302,100,302,16.7180126168882,0,487.9950672,C:\Users\lsx\Desktop\REMOandDREMO测试集\10目标\n30\REMO\REMO_DTLZ6_M10_D30_18.mat
REMO,DTLZ6,30,2,303,100,303,16.29081336217,0,410.5690903,C:\Users\lsx\Desktop\REMOandDREMO测试集\10目标\n30\REMO\REMO_DTLZ6_M10_D30_2.mat
REMO,DTLZ6,30,3,303,100,303,16.0116943623692,0,396.8370435,C:\Users\lsx\Desktop\REMOandDREMO测试集\10目标\n30\REMO\REMO_DTLZ6_M10_D30_3.mat
REMO,DTLZ6,30,4,300,100,300,17.0055058795376,0,486.2478143,C:\Users\lsx\Desktop\REMOandDREMO测试集\10目标\n30\REMO\REMO_DTLZ6_M10_D30_4.mat
REMO,DTLZ6,30,5,302,100,302,16.5467332407721,0,509.3309237,C:\Users\lsx\Desktop\REMOandDREMO测试集\10目标\n30\REMO\REMO_DTLZ6_M10_D30_5.mat
REMO,DTLZ6,30,6,301,100,301,16.1720020960605,0,505.5206196,C:\Users\lsx\Desktop\REMOandDREMO测试集\10目标\n30\REMO\REMO_DTLZ6_M10_D30_6.mat
REMO,DTLZ6,30,7,301,100,301,15.7067237580887,0,442.6059657,C:\Users\lsx\Desktop\REMOandDREMO测试集\10目标\n30\REMO\REMO_DTLZ6_M10_D30_7.mat
REMO,DTLZ6,30,8,300,100,300,16.352528381611,0,497.8795603,C:\Users\lsx\Desktop\REMOandDREMO测试集\10目标\n30\REMO\REMO_DTLZ6_M10_D30_8.mat
REMO,DTLZ6,30,9,300,100,300,14.9993725286762,0,410.2253058,C:\Users\lsx\Desktop\REMOandDREMO测试集\10目标\n30\REMO\REMO_DTLZ6_M10_D30_9.mat
REMO,DTLZ7,30,1,306,100,306,21.0930067610047,0,263.8955386,C:\Users\lsx\Desktop\REMOandDREMO测试集\10目标\n30\REMO\REMO_DTLZ7_M10_D30_1.mat
REMO,DTLZ7,30,10,300,100,300,23.9909316433841,0,261.6755225,C:\Users\lsx\Desktop\REMOandDREMO测试集\10目标\n30\REMO\REMO_DTLZ7_M10_D30_10.mat
REMO,DTLZ7,30,11,301,100,301,17.8802969914918,0,277.2906152,C:\Users\lsx\Desktop\REMOandDREMO测试集\10目标\n30\REMO\REMO_DTLZ7_M10_D30_11.mat
REMO,DTLZ7,30,12,305,100,305,17.6388032517228,0,262.712553,C:\Users\lsx\Desktop\REMOandDREMO测试集\10目标\n30\REMO\REMO_DTLZ7_M10_D30_12.mat
REMO,DTLZ7,30,13,300,100,300,25.879057685879,0,317.1321241,C:\Users\lsx\Desktop\REMOandDREMO测试集\10目标\n30\REMO\REMO_DTLZ7_M10_D30_13.mat
REMO,DTLZ7,30,14,302,100,302,21.4179786197241,0,239.4172971,C:\Users\lsx\Desktop\REMOandDREMO测试集\10目标\n30\REMO\REMO_DTLZ7_M10_D30_14.mat
REMO,DTLZ7,30,15,303,100,303,22.4627722294839,0,244.8593245,C:\Users\lsx\Desktop\REMOandDREMO测试集\10目标\n30\REMO\REMO_DTLZ7_M10_D30_15.mat
REMO,DTLZ7,30,16,303,100,303,23.5302462195919,0,287.8152357,C:\Users\lsx\Desktop\REMOandDREMO测试集\10目标\n30\REMO\REMO_DTLZ7_M10_D30_16.mat
REMO,DTLZ7,30,17,301,100,301,21.9552813793344,0,250.8885125,C:\Users\lsx\Desktop\REMOandDREMO测试集\10目标\n30\REMO\REMO_DTLZ7_M10_D30_17.mat
REMO,DTLZ7,30,18,305,100,305,22.7417772362271,0,243.5388916,C:\Users\lsx\Desktop\REMOandDREMO测试集\10目标\n30\REMO\REMO_DTLZ7_M10_D30_18.mat
REMO,DTLZ7,30,2,307,100,307,20.3742565194503,0,255.4011802,C:\Users\lsx\Desktop\REMOandDREMO测试集\10目标\n30\REMO\REMO_DTLZ7_M10_D30_2.mat
REMO,DTLZ7,30,3,301,100,301,24.1951633522982,0,275.6718903,C:\Users\lsx\Desktop\REMOandDREMO测试集\10目标\n30\REMO\REMO_DTLZ7_M10_D30_3.mat
REMO,DTLZ7,30,4,305,100,305,20.1158094083811,0,249.3931996,C:\Users\lsx\Desktop\REMOandDREMO测试集\10目标\n30\REMO\REMO_DTLZ7_M10_D30_4.mat
REMO,DTLZ7,30,5,304,100,304,17.1816156166461,0,199.64137,C:\Users\lsx\Desktop\REMOandDREMO测试集\10目标\n30\REMO\REMO_DTLZ7_M10_D30_5.mat
REMO,DTLZ7,30,6,305,100,305,23.0666890225909,0,258.222582,C:\Users\lsx\Desktop\REMOandDREMO测试集\10目标\n30\REMO\REMO_DTLZ7_M10_D30_6.mat
REMO,DTLZ7,30,7,310,100,310,19.9615316059002,0,286.5803109,C:\Users\lsx\Desktop\REMOandDREMO测试集\10目标\n30\REMO\REMO_DTLZ7_M10_D30_7.mat
REMO,DTLZ7,30,8,303,100,303,19.4214983741203,0,229.7296048,C:\Users\lsx\Desktop\REMOandDREMO测试集\10目标\n30\REMO\REMO_DTLZ7_M10_D30_8.mat
REMO,DTLZ7,30,9,301,100,301,19.6260097050022,0,245.6552954,C:\Users\lsx\Desktop\REMOandDREMO测试集\10目标\n30\REMO\REMO_DTLZ7_M10_D30_9.mat
REMO,WFG1,30,1,304,100,304,3.19533807429158,0.226627509155762,290.1464751,C:\Users\lsx\Desktop\REMOandDREMO测试集\10目标\n30\REMO\REMO_WFG1_M10_D30_1.mat
REMO,WFG1,30,10,300,100,300,3.27772066031948,0.181208662771922,341.2527436,C:\Users\lsx\Desktop\REMOandDREMO测试集\10目标\n30\REMO\REMO_WFG1_M10_D30_10.mat
REMO,WFG1,30,11,300,100,300,3.23384123031116,0.205127828777639,334.1250053,C:\Users\lsx\Desktop\REMOandDREMO测试集\10目标\n30\REMO\REMO_WFG1_M10_D30_11.mat
REMO,WFG1,30,12,302,100,302,3.15388524601807,0.215945114723295,350.6484389,C:\Users\lsx\Desktop\REMOandDREMO测试集\10目标\n30\REMO\REMO_WFG1_M10_D30_12.mat
REMO,WFG1,30,13,308,100,308,3.06967602241304,0.220793966134221,209.0917166,C:\Users\lsx\Desktop\REMOandDREMO测试集\10目标\n30\REMO\REMO_WFG1_M10_D30_13.mat
REMO,WFG1,30,14,303,100,303,3.17234714490295,0.218211300384323,238.194174,C:\Users\lsx\Desktop\REMOandDREMO测试集\10目标\n30\REMO\REMO_WFG1_M10_D30_14.mat
REMO,WFG1,30,15,303,100,303,3.21801686073668,0.205684815466333,214.377138,C:\Users\lsx\Desktop\REMOandDREMO测试集\10目标\n30\REMO\REMO_WFG1_M10_D30_15.mat
REMO,WFG1,30,16,300,100,300,3.29342941880693,0.195282580898927,289.6166504,C:\Users\lsx\Desktop\REMOandDREMO测试集\10目标\n30\REMO\REMO_WFG1_M10_D30_16.mat
REMO,WFG1,30,17,301,100,301,3.34699555909638,0.187653005601118,337.490419,C:\Users\lsx\Desktop\REMOandDREMO测试集\10目标\n30\REMO\REMO_WFG1_M10_D30_17.mat
REMO,WFG1,30,18,301,100,301,3.31088948161748,0.191797135714333,255.9258715,C:\Users\lsx\Desktop\REMOandDREMO测试集\10目标\n30\REMO\REMO_WFG1_M10_D30_18.mat
REMO,WFG1,30,2,301,100,301,3.06955952414297,0.225419171676997,279.7228507,C:\Users\lsx\Desktop\REMOandDREMO测试集\10目标\n30\REMO\REMO_WFG1_M10_D30_2.mat
REMO,WFG1,30,3,300,100,300,3.28405881399998,0.198522219723987,308.294021,C:\Users\lsx\Desktop\REMOandDREMO测试集\10目标\n30\REMO\REMO_WFG1_M10_D30_3.mat
REMO,WFG1,30,4,302,100,302,3.2251698359019,0.20260943278502,277.4609296,C:\Users\lsx\Desktop\REMOandDREMO测试集\10目标\n30\REMO\REMO_WFG1_M10_D30_4.mat
REMO,WFG1,30,5,304,100,304,3.34662300175534,0.16520845318971,349.8889353,C:\Users\lsx\Desktop\REMOandDREMO测试集\10目标\n30\REMO\REMO_WFG1_M10_D30_5.mat
REMO,WFG1,30,6,302,100,302,3.232737349049,0.208262542417114,280.9458651,C:\Users\lsx\Desktop\REMOandDREMO测试集\10目标\n30\REMO\REMO_WFG1_M10_D30_6.mat
REMO,WFG1,30,7,302,100,302,3.15420980149839,0.251248231023052,389.1693829,C:\Users\lsx\Desktop\REMOandDREMO测试集\10目标\n30\REMO\REMO_WFG1_M10_D30_7.mat
