Problem,Run,File,Status,IGD,Runtime,FE,D,Seconds
WFG7,11,D:\REMOandDREMO测试集\20目标\REMO_UniformMix_Pruned_Weighted_Lambdat030_NoBatchDist\REMO_UniformMix_Pruned_Weighted_Lambdat030_NoBatchDist_WFG7_M20_D30_11.mat,done,19.8316769181279,288.9292383,300,30,290.7963756
WFG7,12,D:\REMOandDREMO测试集\20目标\REMO_UniformMix_Pruned_Weighted_Lambdat030_NoBatchDist\REMO_UniformMix_Pruned_Weighted_Lambdat030_NoBatchDist_WFG7_M20_D30_12.mat,done,22.1494131182366,269.4775146,300,30,270.9811896
WFG7,13,D:\REMOandDREMO测试集\20目标\REMO_UniformMix_Pruned_Weighted_Lambdat030_NoBatchDist\REMO_UniformMix_Pruned_Weighted_Lambdat030_NoBatchDist_WFG7_M20_D30_13.mat,done,23.2070285963592,273.7722917,300,30,275.2837033
WFG7,14,D:\REMOandDREMO测试集\20目标\REMO_UniformMix_Pruned_Weighted_Lambdat030_NoBatchDist\REMO_UniformMix_Pruned_Weighted_Lambdat030_NoBatchDist_WFG7_M20_D30_14.mat,done,19.9176378128559,274.0075678,300,30,275.49001
WFG7,15,D:\REMOandDREMO测试集\20目标\REMO_UniformMix_Pruned_Weighted_Lambdat030_NoBatchDist\REMO_UniformMix_Pruned_Weighted_Lambdat030_NoBatchDist_WFG7_M20_D30_15.mat,done,20.7086465590246,270.9339895,300,30,272.4349362
WFG7,16,D:\REMOandDREMO测试集\20目标\REMO_UniformMix_Pruned_Weighted_Lambdat030_NoBatchDist\REMO_UniformMix_Pruned_Weighted_Lambdat030_NoBatchDist_WFG7_M20_D30_16.mat,done,18.701055813435,294.8625671,300,30,296.4504989
WFG7,17,D:\REMOandDREMO测试集\20目标\REMO_UniformMix_Pruned_Weighted_Lambdat030_NoBatchDist\REMO_UniformMix_Pruned_Weighted_Lambdat030_NoBatchDist_WFG7_M20_D30_17.mat,done,22.2589751771611,282.9219428,300,30,284.5995069
WFG7,18,D:\REMOandDREMO测试集\20目标\REMO_UniformMix_Pruned_Weighted_Lambdat030_NoBatchDist\REMO_UniformMix_Pruned_Weighted_Lambdat030_NoBatchDist_WFG7_M20_D30_18.mat,done,18.506618470687,281.0501306,300,30,282.5678184
WFG7,19,D:\REMOandDREMO测试集\20目标\REMO_UniformMix_Pruned_Weighted_Lambdat030_NoBatchDist\REMO_UniformMix_Pruned_Weighted_Lambdat030_NoBatchDist_WFG7_M20_D30_19.mat,done,19.21921693756,280.2153053,300,30,281.7906756
WFG7,20,D:\REMOandDREMO测试集\20目标\REMO_UniformMix_Pruned_Weighted_Lambdat030_NoBatchDist\REMO_UniformMix_Pruned_Weighted_Lambdat030_NoBatchDist_WFG7_M20_D30_20.mat,done,18.6579205719854,256.4226162,300,30,257.9052057
