Problem,Run,File,Status,IGD,Runtime,FE,D,Seconds
DTLZ6,11,D:\REMOandDREMO测试集\20目标\REMO_UniformMix_Pruned_Weighted_Lambdat030_NoBatchDist\REMO_UniformMix_Pruned_Weighted_Lambdat030_NoBatchDist_DTLZ6_M20_D30_11.mat,done,6.57071041840086,351.2871636,300,30,353.7069436
DTLZ6,12,D:\REMOandDREMO测试集\20目标\REMO_UniformMix_Pruned_Weighted_Lambdat030_NoBatchDist\REMO_UniformMix_Pruned_Weighted_Lambdat030_NoBatchDist_DTLZ6_M20_D30_12.mat,done,6.82155290583503,345.9037889,300,30,347.6991936
DTLZ6,13,D:\REMOandDREMO测试集\20目标\REMO_UniformMix_Pruned_Weighted_Lambdat030_NoBatchDist\REMO_UniformMix_Pruned_Weighted_Lambdat030_NoBatchDist_DTLZ6_M20_D30_13.mat,done,7.10560545146293,341.4103648,300,30,343.6258825
DTLZ6,14,D:\REMOandDREMO测试集\20目标\REMO_UniformMix_Pruned_Weighted_Lambdat030_NoBatchDist\REMO_UniformMix_Pruned_Weighted_Lambdat030_NoBatchDist_DTLZ6_M20_D30_14.mat,done,7.631118132903,346.7597376,300,30,348.7748259
DTLZ6,15,D:\REMOandDREMO测试集\20目标\REMO_UniformMix_Pruned_Weighted_Lambdat030_NoBatchDist\REMO_UniformMix_Pruned_Weighted_Lambdat030_NoBatchDist_DTLZ6_M20_D30_15.mat,done,7.23919806843685,342.4295563,300,30,344.336439
DTLZ6,16,D:\REMOandDREMO测试集\20目标\REMO_UniformMix_Pruned_Weighted_Lambdat030_NoBatchDist\REMO_UniformMix_Pruned_Weighted_Lambdat030_NoBatchDist_DTLZ6_M20_D30_16.mat,done,7.21785064555642,338.6134852,300,30,340.3326653
DTLZ6,17,D:\REMOandDREMO测试集\20目标\REMO_UniformMix_Pruned_Weighted_Lambdat030_NoBatchDist\REMO_UniformMix_Pruned_Weighted_Lambdat030_NoBatchDist_DTLZ6_M20_D30_17.mat,done,5.687819964302,349.2975611,300,30,351.3616509
DTLZ6,18,D:\REMOandDREMO测试集\20目标\REMO_UniformMix_Pruned_Weighted_Lambdat030_NoBatchDist\REMO_UniformMix_Pruned_Weighted_Lambdat030_NoBatchDist_DTLZ6_M20_D30_18.mat,done,7.44834916078322,367.5562893,300,30,369.534955
DTLZ6,19,D:\REMOandDREMO测试集\20目标\REMO_UniformMix_Pruned_Weighted_Lambdat030_NoBatchDist\REMO_UniformMix_Pruned_Weighted_Lambdat030_NoBatchDist_DTLZ6_M20_D30_19.mat,done,6.6805751274859,359.260667,300,30,361.3407214
DTLZ6,20,D:\REMOandDREMO测试集\20目标\REMO_UniformMix_Pruned_Weighted_Lambdat030_NoBatchDist\REMO_UniformMix_Pruned_Weighted_Lambdat030_NoBatchDist_DTLZ6_M20_D30_20.mat,done,7.00383087254465,367.3278946,300,30,369.3488208
