problem,M,run,gen,cand_idx,mu_F,sigma2_F,tildeS_F,mu_S,sigma2_S,tildeS_S,w_F,base_score,sign_F,sign_S,true_quality,dominated_by_pop,dominates_pop,catalog_F,catalog_S,conflict_type
DTLZ2,3,1,1,1,2.62643,0.932915,3.52766,3.72668,0.0400238,3.98454,0.0411379,3.96575,1,1,1,1,1,1,0,agree
DTLZ2,3,1,1,2,3.2059,0.222373,3.84747,3.49667,0.0221215,3.86395,0.0904817,3.86246,1,1,1,1,1,1,1,agree
DTLZ2,3,1,1,3,2.74552,0.00700145,3.59339,-3.67364,0.0434091,0.10471,0.861097,3.1088,1,-1,1,0,1,1,1,conflict
DTLZ2,3,1,1,4,0.665114,7.74593,2.44523,-3.09977,0.260698,0.405579,0.0325604,0.47199,1,-1,1,1,1,1,1,conflict
DTLZ2,3,1,1,5,2.37148,0.575401,3.38696,-2.58274,0.963938,0.676644,0.626202,2.37385,1,-1,1,0,1,0,0,conflict
DTLZ2,3,1,1,6,-2.80871,0.209252,0.528047,-3.62817,0.0949714,0.128545,0.312177,0.253261,-1,-1,-1,1,0,0,0,agree
DTLZ2,3,1,1,7,0.324631,6.44455,2.25732,2.42647,0.303969,3.30287,0.0450425,3.25578,1,1,1,1,1,1,0,agree
DTLZ2,3,1,1,8,3.13658,0.348173,3.80921,2.7106,0.0548307,3.45183,0.136057,3.50046,1,1,1,1,1,1,0,agree
DTLZ2,3,1,1,9,-1.49457,0.266784,1.25331,-3.79835,0.00833295,0.0393277,0.0302922,0.0761019,-1,-1,-1,1,0,0,0,agree
DTLZ2,3,1,1,10,3.20363,0.0438091,3.84622,-3.79451,0.0514022,0.0413387,0.539874,2.09549,1,-1,1,1,1,0,1,conflict
DTLZ2,3,1,1,11,0.240776,0.420543,2.21104,-3.75664,0.0311049,0.0611948,0.0688717,0.209258,1,-1,-1,1,0,1,0,conflict
DTLZ2,3,1,1,12,-1.9459,0.680931,1.00423,-3.68619,0.00235883,0.0981283,0.00345362,0.101258,-1,-1,1,1,1,0,1,agree
DTLZ2,3,1,1,13,-2.86843,0.209781,0.495087,3.30258,0.333168,3.7622,0.613626,1.75741,-1,1,-1,1,0,0,0,conflict
DTLZ2,3,1,1,14,2.70083,0.339525,3.56872,-3.36834,0.451379,0.264773,0.570712,2.15038,1,-1,1,1,1,1,0,conflict
DTLZ2,3,1,1,15,-3.7655,0.0137801,0,3.62545,0.00219127,3.93147,0.137245,3.39189,-1,1,-1,1,0,0,1,conflict
DTLZ2,3,1,1,16,2.63305,0.123776,3.53132,3.74154,0.0466567,3.99233,0.273757,3.86613,1,1,1,0,1,1,1,agree
DTLZ2,3,1,1,17,2.50772,0.038778,3.46215,3.75616,0.0394506,4,0.504299,3.72876,1,1,1,1,1,0,0,agree
DTLZ2,3,1,1,18,2.94892,1.16846,3.70564,-3.7448,0.00942173,0.0674002,0.00799973,0.0965051,1,-1,1,0,1,1,1,conflict
DTLZ2,3,1,1,19,-2.05039,0.451743,0.946554,-2.40095,0.0727938,0.771956,0.138779,0.796186,-1,-1,1,0,1,1,0,agree
DTLZ2,3,1,1,20,2.03329,1.83762,3.20031,3.04919,0.365943,3.62935,0.166069,3.5581,1,1,1,0,1,1,1,agree
DTLZ2,3,1,1,21,-1.06911,0.994735,1.48812,-3.65076,0.016038,0.116704,0.0158681,0.138466,-1,-1,1,1,1,0,1,agree
DTLZ2,3,1,1,22,-3.53377,0.0911871,0.127888,-3.87336,0.00166848,0,0.017979,0.0022993,-1,-1,1,1,1,0,0,agree
DTLZ2,3,1,1,23,-2.00689,0.147135,0.970563,3.62993,0.0332969,3.93382,0.184543,3.38697,-1,1,-1,1,0,0,0,conflict
DTLZ2,3,1,1,24,-3.06611,0.00492693,0.385985,-2.92537,0.667887,0.49701,0.992676,0.386798,-1,-1,-1,1,0,0,0,agree
DTLZ2,3,1,1,25,-2.20449,0.764218,0.861511,2.93094,0.225009,3.56735,0.22746,2.95188,-1,1,1,0,1,1,1,conflict
DTLZ2,3,1,1,26,0.829357,0.9533,2.53587,-3.8667,0.00286673,0.00349369,0.00299918,0.0110888,1,-1,1,0,1,1,1,conflict
DTLZ2,3,1,1,27,1.98205,0.591252,3.17203,3.65157,0.0625851,3.94516,0.095721,3.87116,1,1,1,1,1,1,1,agree
DTLZ2,3,1,1,28,1.97804,0.869652,3.16982,-1.67883,0.61114,1.15054,0.412712,0,1,-1,-1,1,0,1,1,abstain
DTLZ2,3,1,1,29,1.78694,0.249026,3.06436,-3.81669,0.0074792,0.0297112,0.0291618,0.118207,1,-1,1,0,1,1,0,conflict
DTLZ2,3,1,1,30,-2.34266,0.112137,0.785258,2.7303,1.01732,3.46216,0.900715,1.05103,-1,1,-1,1,0,0,0,conflict
DTLZ2,3,1,1,31,0.143694,1.90394,2.15746,-2.7024,0.403039,0.613909,0.174705,0,1,-1,1,0,0,1,1,abstain
DTLZ2,3,1,1,32,0.938737,1.94423,2.59624,-3.29773,0.105651,0.301789,0.0515406,0.420046,1,-1,1,0,1,1,0,conflict
DTLZ2,3,1,1,33,2.81596,0.414533,3.63226,3.26624,0.0881992,3.74314,0.175441,3.72369,1,1,1,1,1,1,1,agree
DTLZ2,3,1,1,34,2.40461,0.689016,3.40524,-3.04973,0.0275523,0.431812,0.0384516,0.546145,1,-1,1,1,1,1,0,conflict
DTLZ2,3,1,1,35,2.50771,0.216591,3.46214,-3.73219,0.0519568,0.0740119,0.193475,0.729532,1,-1,1,1,1,1,0,conflict
DTLZ2,3,1,1,36,1.8311,0.351847,3.08872,-3.81642,0.0241102,0.0298503,0.0641325,0.226024,1,-1,-1,1,0,0,1,conflict
DTLZ2,3,1,1,37,3.41226,0.10148,3.96135,3.74941,0.0418786,3.99646,0.292128,3.9862,1,1,1,1,1,1,1,agree
DTLZ2,3,1,1,38,1.89736,3.01577,3.12529,3.40831,0.0163244,3.81763,0.0053842,3.8139,1,1,1,1,1,1,1,agree
DTLZ2,3,1,1,39,-1.38672,3.62851,1.31283,-0.922822,1.57825,1.54691,0.303115,1.47595,-1,-1,-1,1,0,0,0,agree
DTLZ2,3,1,1,40,-2.5097,0.762892,0.693069,-1.63005,0.0440467,1.17612,0.054586,1.14975,-1,-1,-1,1,0,0,0,agree
DTLZ2,3,1,1,41,3.48228,0.0517066,4,-3.45374,0.16762,0.219998,0.764246,3.10885,1,-1,1,1,1,1,1,conflict
DTLZ2,3,1,1,42,-2.01934,1.00191,0.963695,2.47829,0.155891,3.33004,0.134645,3.01142,-1,1,-1,1,0,0,0,subwin
DTLZ2,3,1,1,43,-0.699275,1.0515,1.69223,-0.59917,0.446937,1.71659,0.298269,1.70932,-1,-1,1,0,1,1,1,agree
DTLZ2,3,1,1,44,1.37221,1.08937,2.83547,-3.57166,0.00997316,0.158177,0.00907281,0.182467,1,-1,1,1,1,1,0,conflict
DTLZ2,3,1,1,45,2.64378,0.0727633,3.53724,-3.30137,0.0974992,0.299881,0.57264,2.15372,1,-1,1,1,1,1,0,conflict
DTLZ2,3,1,1,46,2.97573,0.166948,3.72044,-3.43953,0.0386729,0.227448,0.188082,0.884416,1,-1,1,0,1,1,0,conflict
DTLZ2,3,1,1,47,0.985351,1.45473,2.62196,3.40767,0.0471013,3.81729,0.0313633,3.7798,1,1,1,0,1,1,1,agree
DTLZ2,3,1,1,48,-1.24495,2.43457,1.39107,-1.6355,3.4293,1.17326,0.584818,1.30064,-1,-1,-1,1,0,0,0,agree
DTLZ2,3,1,1,49,-2.99114,0.183669,0.427365,3.49208,0.102746,3.86155,0.358733,2.62959,-1,1,-1,1,0,0,1,conflict
DTLZ2,3,1,1,50,0.00464103,1.06476,2.08071,2.68242,0.256141,3.43706,0.193914,3.17405,1,1,1,1,1,1,0,agree
DTLZ2,3,1,2,1,2.85525,0.75861,3.48103,0.681912,1.49267,2.37815,0.663032,3.1094,1,1,1,0,1,1,1,agree
DTLZ2,3,1,2,2,3.78855,0.035544,3.96776,-3.67765,0.0126634,0.144281,0.262695,1.14869,1,-1,1,0,0,1,0,conflict
DTLZ2,3,1,2,3,-2.72307,1.53709,0.571857,3.5623,0.0203097,3.85408,0.0130414,3.81128,-1,1,-1,1,0,0,1,subwin
DTLZ2,3,1,2,4,-0.343938,0.0794583,1.81261,-3.92172,0.00282742,0.0192185,0.0343724,0.0808616,-1,-1,-1,1,0,0,0,agree
DTLZ2,3,1,2,5,1.10242,2.27107,2.56691,-3.95923,0.000484089,0,0.000213549,0.000548161,1,-1,1,1,1,1,0,conflict
DTLZ2,3,1,2,6,1.87374,1.57628,2.96916,-2.99405,0.0533761,0.494565,0.0327535,0.575616,1,-1,-1,1,0,0,0,conflict
DTLZ2,3,1,2,7,3.62353,0.150038,3.8817,-3.8678,0.00816322,0.0468481,0.051606,0.24475,1,-1,1,1,1,1,0,conflict
DTLZ2,3,1,2,8,-3.81961,0.0212958,0,3.66207,0.00776326,3.9052,0.26717,2.86185,-1,1,1,0,1,0,1,conflict
DTLZ2,3,1,2,9,2.20504,1.78604,3.14194,-3.78625,0.0296317,0.0886335,0.0163205,0.138465,1,-1,1,1,1,1,0,conflict
DTLZ2,3,1,2,10,-3.78691,0.00500493,0.0170506,3.54491,0.142347,3.84517,0.966028,0.1471,-1,1,-1,1,0,0,1,conflict
DTLZ2,3,1,2,11,-2.02492,0.222336,0.935955,2.35493,0.668615,3.23542,0.75045,1.50979,-1,1,-1,1,0,0,0,conflict
DTLZ2,3,1,2,12,1.5831,0.555191,2.81759,-3.94466,0.000520103,0.00746135,0.00093772,0.0100965,1,-1,-1,1,0,0,0,conflict
DTLZ2,3,1,2,13,-3.34221,0.0383511,0.248968,3.25066,0.0784682,3.69439,0.671703,1.38009,-1,1,1,1,1,0,1,conflict
DTLZ2,3,1,2,14,-3.17253,0.121055,0.33746,-3.6002,0.0942162,0.183965,0.437664,0.251144,-1,-1,1,0,1,1,1,agree
DTLZ2,3,1,2,15,-2.34135,1.49759,0.770932,-3.84856,0.000147587,0.0567063,9.92071e-05,0.0567772,-1,-1,1,1,1,0,1,agree
DTLZ2,3,1,2,16,2.07075,2.50814,3.0719,-2.54156,0.317983,0.726424,0.112516,0,1,-1,1,1,1,1,1,abstain
DTLZ2,3,1,2,17,-3.22523,0.0274043,0.309977,-2.35094,1.52656,0.824097,0.982364,0.319044,-1,-1,-1,1,0,0,0,agree
DTLZ2,3,1,2,18,3.63239,0.10185,3.88632,-2.20835,0.504096,0.897158,0.831914,3.38389,1,-1,1,0,0,1,1,conflict
DTLZ2,3,1,2,19,-3.73545,0.00193397,0.043888,3.42961,0.080336,3.78609,0.976481,0.131902,-1,1,1,1,1,0,1,conflict
DTLZ2,3,1,2,20,-0.0751415,0.685807,1.95279,-2.28589,0.978457,0.857429,0.587922,1.50142,-1,-1,-1,1,0,1,0,agree
DTLZ2,3,1,2,21,3.62658,0.106967,3.88329,-3.86516,0.00484137,0.0481989,0.0433089,0.214293,1,-1,1,0,1,1,1,conflict
DTLZ2,3,1,2,22,-3.76788,0.000275622,0.0269772,2.65558,1.72827,3.38947,0.99984,0.0275153,-1,1,-1,1,0,0,0,conflict
DTLZ2,3,1,2,23,-1.2698,0.432748,1.32976,-3.92874,0.000684404,0.0156228,0.00158133,0.0177009,-1,-1,1,0,1,0,1,agree
DTLZ2,3,1,2,24,1.11779,3.28541,2.57492,3.80954,0.00384627,3.98076,0.00116965,3.97912,1,1,1,0,1,1,1,agree
DTLZ2,3,1,2,25,2.17315,1.86941,3.12531,3.68902,0.0165018,3.91901,0.00875059,3.91206,1,1,1,0,1,1,1,agree
DTLZ2,3,1,2,26,-1.65853,1.1048,1.12703,3.57697,0.099627,3.8616,0.0827178,3.6354,-1,1,-1,1,0,0,0,subwin
DTLZ2,3,1,2,27,-3.76589,0.0200891,0.0280158,3.55449,0.01288,3.85008,0.390677,2.35689,-1,1,1,0,1,0,1,conflict
DTLZ2,3,1,2,28,-2.01928,1.25921,0.938895,-3.91636,0.00204851,0.0219625,0.00162496,0.0234525,-1,-1,1,1,1,0,0,agree
DTLZ2,3,1,2,29,-3.66032,0.0206935,0.08307,2.83884,0.590446,3.48338,0.966138,0.198211,-1,1,-1,1,0,0,1,conflict
DTLZ2,3,1,2,30,-2.18382,4.6263,0.853088,3.84707,7.7971e-05,4,1.70697e-05,3.99995,-1,1,-1,1,0,0,1,subwin
DTLZ2,3,1,2,31,-1.38217,1.85289,1.27116,2.77574,0.225655,3.45104,0.108564,0,-1,1,1,1,1,0,0,abstain
DTLZ2,3,1,2,32,3.85037,0.0121205,4,-3.90793,0.00200212,0.0262824,0.141817,0.589824,1,-1,1,0,1,1,0,conflict
DTLZ2,3,1,2,33,0.5836,0.367389,2.29634,2.92871,0.353765,3.52943,0.490554,2.92453,1,1,1,0,1,1,1,agree
DTLZ2,3,1,2,34,-0.215441,1.03735,1.87962,3.2277,0.0828976,3.68263,0.0740002,3.54921,-1,1,1,0,1,1,0,subwin
DTLZ2,3,1,2,35,0.316116,3.64956,2.15684,0.582379,1.04196,2.32715,0.222094,2.28932,1,1,-1,1,0,0,0,agree
DTLZ2,3,1,2,36,-3.72994,0.0736113,0.0467637,3.78732,0.00377583,3.96938,0.0488031,3.77794,-1,1,-1,1,0,0,1,conflict
DTLZ2,3,1,2,37,-1.54972,0.471053,1.18378,2.7034,0.887762,3.41398,0.653335,0,-1,1,-1,1,0,0,0,abstain
DTLZ2,3,1,2,38,0.186093,0.493954,2.08903,-3.87697,0.0017915,0.0421502,0.00361576,0.0495512,1,-1,1,1,1,0,0,conflict
DTLZ2,3,1,2,39,-2.53612,0.857012,0.669355,2.65734,0.0738976,3.39037,0.079383,3.17437,-1,1,-1,1,0,0,1,subwin
DTLZ2,3,1,2,40,-2.92677,0.435,0.465627,-3.56484,0.264597,0.202085,0.378214,0.30176,-1,-1,-1,1,0,0,0,agree
DTLZ2,3,1,2,41,-3.74699,0.0572867,0.0378703,3.63229,0.0279819,3.88994,0.328166,2.62583,-1,1,1,1,1,0,0,conflict
DTLZ2,3,1,2,42,-3.71904,0.0230821,0.0524473,3.59247,0.0560273,3.86954,0.70822,1.1662,-1,1,-1,1,0,0,1,conflict
DTLZ2,3,1,2,43,3.0935,0.125609,3.60528,-3.76289,0.00692608,0.100602,0.0522651,0.283775,1,-1,-1,1,0,1,0,conflict
DTLZ2,3,1,2,44,3.74537,0.0604184,3.94524,-3.90924,0.000889157,0.0256106,0.0145191,0.08252,1,-1,1,0,1,1,1,conflict
DTLZ2,3,1,2,45,-3.11576,0.301251,0.367068,3.70152,0.0143656,3.92542,0.0455188,3.76345,-1,1,1,1,1,0,0,conflict
DTLZ2,3,1,2,46,3.83692,0.0187445,3.99299,0.917217,0.104143,2.49872,0.84746,3.76505,1,1,1,1,1,1,0,agree
DTLZ2,3,1,2,47,-3.62181,0.0289744,0.103154,3.68218,0.0045585,3.91551,0.135963,3.39717,-1,1,1,1,1,0,1,conflict
DTLZ2,3,1,2,48,-2.76517,1.03834,0.549902,2.95035,0.231364,3.54051,0.182219,0,-1,1,-1,1,0,0,0,abstain
DTLZ2,3,1,2,49,-3.55241,0.0197882,0.139346,3.7549,0.00302236,3.95277,0.13253,3.44738,-1,1,1,1,1,0,1,conflict
DTLZ2,3,1,2,50,2.37801,0.559553,3.23215,-3.92504,0.000518575,0.017516,0.00092769,0.0204981,1,-1,1,0,1,1,0,conflict
DTLZ2,3,1,3,1,-3.77396,0.0233022,0.0311064,0.17608,0.355503,2.09144,0.938483,0.157853,-1,1,-1,1,0,0,0,conflict
DTLZ2,3,1,3,2,-3.83421,0.0134451,0,3.67572,0.0172263,3.94975,0.561635,1.73143,-1,1,-1,1,0,0,1,conflict
DTLZ2,3,1,3,3,-2.33778,1.83802,0.772581,2.47318,0.419743,3.3112,0.185911,0,-1,1,1,1,1,0,1,abstain
DTLZ2,3,1,3,4,0.998516,1.36156,2.49505,-3.60252,0.096314,0.0850068,0.0660655,0.244228,1,-1,1,0,1,1,1,conflict
DTLZ2,3,1,3,5,-3.17804,0.611986,0.338769,3.77035,0.0129011,4,0.020647,3.92441,-1,1,1,1,1,0,1,conflict
DTLZ2,3,1,3,6,-3.71856,0.0195186,0.0597089,3.69455,0.0206593,3.95975,0.514195,1.95437,-1,1,1,1,1,0,1,conflict
DTLZ2,3,1,3,7,-3.70809,0.01165,0.0651109,3.67191,0.0202391,3.94773,0.634663,1.48357,-1,1,-1,1,0,0,1,conflict
DTLZ2,3,1,3,8,-2.88159,0.391461,0.491819,3.42072,0.151651,3.81435,0.279227,2.88661,-1,1,-1,1,0,0,0,conflict
DTLZ2,3,1,3,9,-2.34165,0.850843,0.77058,3.68136,0.0272303,3.95275,0.0310125,3.85406,-1,1,-1,1,0,0,0,subwin
DTLZ2,3,1,3,10,-2.79601,1.09886,0.536004,0.411086,0.0717728,2.21623,0.0613121,2.11321,-1,1,1,1,1,0,0,subwin
DTLZ2,3,1,3,11,-1.5214,1.33263,1.19406,-3.7432,0.0380163,0.0103063,0.0277368,0.0431399,-1,-1,1,0,1,0,1,agree
DTLZ2,3,1,3,12,-3.76418,0.0324341,0.0361545,0.955548,0.521444,2.50534,0.94144,0.18075,-1,1,-1,1,0,0,1,conflict
DTLZ2,3,1,3,13,3.34534,0.0392648,3.70668,-3.70465,0.0251306,0.0307755,0.390258,1.46533,1,-1,1,1,1,0,1,conflict
DTLZ2,3,1,3,14,-3.18713,0.0948042,0.334076,3.3666,0.3002,3.78561,0.75999,1.16248,-1,1,-1,1,0,0,0,conflict
DTLZ2,3,1,3,15,1.38374,0.490579,2.69394,-1.45817,1.18777,1.22366,0.7077,2.26418,1,-1,1,0,1,1,1,conflict
DTLZ2,3,1,3,16,-3.4605,0.0440512,0.192938,1.83902,2.78133,2.97447,0.984408,0.236306,-1,1,1,0,1,0,1,conflict
DTLZ2,3,1,3,17,-1.0604,0.210764,1.43207,-2.60036,1.79898,0.617157,0.895129,1.34661,-1,-1,-1,1,0,0,0,agree
DTLZ2,3,1,3,18,0.744638,1.32605,2.36398,3.33098,0.352168,3.7667,0.209846,3.47234,1,1,1,0,1,1,1,agree
DTLZ2,3,1,3,19,-3.74685,0.0401461,0.0451032,3.70432,0.0311111,3.96494,0.436605,2.25352,-1,1,1,1,1,0,0,conflict
DTLZ2,3,1,3,20,-3.32851,0.143401,0.261084,3.46728,0.091368,3.83907,0.389183,2.44658,-1,1,-1,1,0,0,1,conflict
DTLZ2,3,1,3,21,-3.19295,0.270112,0.331072,3.6468,0.0375357,3.9344,0.122011,3.49475,-1,1,-1,1,0,0,0,conflict
DTLZ2,3,1,3,22,0.0186862,1.39272,1.98918,-1.94693,0.0974388,0.964125,0.0653888,1.03115,1,-1,1,0,1,1,1,conflict
DTLZ2,3,1,3,23,-1.55856,0.657994,1.17488,3.51102,0.0910749,3.8623,0.121585,3.53555,-1,1,1,0,1,1,1,conflict
DTLZ2,3,1,3,24,-3.72856,0.0537923,0.0545413,3.73866,0.0171597,3.98317,0.241856,3.03301,-1,1,1,0,1,0,1,conflict
DTLZ2,3,1,3,25,-2.21366,0.744735,0.836663,-2.52954,0.563752,0.654761,0.430843,0.733132,-1,-1,1,1,1,1,0,agree
DTLZ2,3,1,3,26,-3.53912,0.019903,0.152348,3.26548,0.25285,3.73191,0.927026,0.413562,-1,1,1,1,1,0,1,conflict
DTLZ2,3,1,3,27,-0.598142,1.87145,1.67073,2.68992,0.607409,3.42629,0.245035,0,-1,1,1,1,1,0,1,abstain
DTLZ2,3,1,3,28,-3.51862,0.0597676,0.162934,3.61798,0.00304412,3.9191,0.0484786,3.737,-1,1,-1,1,0,0,1,conflict
DTLZ2,3,1,3,29,3.27883,0.615028,3.67234,-3.68415,0.0614601,0.041662,0.0908529,0.37152,1,-1,1,0,1,1,1,conflict
DTLZ2,3,1,3,30,3.49928,0.0201928,3.78616,-3.75603,0.0439456,0.00349636,0.685162,2.59523,1,-1,1,1,1,1,0,conflict
DTLZ2,3,1,3,31,-2.80233,1.22389,0.532741,-3.76261,0.0430876,0,0.034009,0.018118,-1,-1,1,0,1,0,1,agree
DTLZ2,3,1,3,32,-3.74799,0.0299305,0.0445135,3.6129,0.0502308,3.9164,0.626619,1.4902,-1,1,-1,1,0,0,0,conflict
DTLZ2,3,1,3,33,-2.24872,2.63734,0.818561,-0.152373,0.909073,1.91704,0.256336,1.63546,-1,-1,-1,1,0,0,1,agree
DTLZ2,3,1,3,34,3.65499,0.226288,3.86655,-3.60202,0.136589,0.085272,0.376406,1.50857,1,-1,1,0,1,1,1,conflict
DTLZ2,3,1,3,35,-3.76769,0.0145543,0.0343437,3.58912,0.0613959,3.90377,0.808362,0.775872,-1,1,1,1,1,0,1,conflict
DTLZ2,3,1,3,36,3.91348,0.00311129,4,-3.61436,0.1955,0.0787189,0.98433,3.93855,1,-1,1,1,1,1,1,conflict
DTLZ2,3,1,3,37,-3.82156,0.00344096,0.00652873,3.58173,0.0806392,3.89984,0.959064,0.165904,-1,1,1,1,1,0,0,conflict
DTLZ2,3,1,3,38,2.6769,0.127594,3.36158,2.91587,0.902175,3.54627,0.876094,3.38446,1,1,1,0,1,1,1,agree
DTLZ2,3,1,3,39,3.87084,0.00638017,3.97799,-3.61122,0.120715,0.0803894,0.949793,3.7823,1,-1,-1,1,0,1,0,conflict
DTLZ2,3,1,3,40,-0.0724378,2.66934,1.94214,-2.63085,0.0388222,0.600964,0.0143357,0.620191,-1,-1,1,1,1,0,0,agree
DTLZ2,3,1,3,41,3.87353,0.0116856,3.97937,-3.71889,0.0563293,0.0232179,0.828182,3.29963,1,-1,1,0,1,1,1,conflict
DTLZ2,3,1,3,42,2.45134,0.740568,3.24512,-3.62806,0.0217233,0.071448,0.0284987,0.161893,1,-1,-1,1,0,1,0,conflict
DTLZ2,3,1,3,43,2.17824,1.29427,3.10413,-3.54517,0.180483,0.11546,0.122382,0.481221,1,-1,1,1,1,0,1,conflict
DTLZ2,3,1,3,44,-0.0302241,8.15737,1.96393,-3.72166,0.064642,0.0217456,0.00786219,0.0370154,-1,-1,1,1,1,0,1,agree
DTLZ2,3,1,3,45,3.70645,0.015848,3.89311,-3.72208,0.0285175,0.0215222,0.642779,2.5101,1,-1,1,0,0,1,1,conflict
DTLZ2,3,1,3,46,3.50347,0.220806,3.78832,-3.70462,0.0546849,0.0307903,0.198502,0.776668,1,-1,1,0,1,1,1,conflict
DTLZ2,3,1,3,47,-3.08981,0.0206587,0.38432,3.76189,0.0148402,3.99551,0.418052,2.48584,-1,1,1,1,1,0,1,conflict
DTLZ2,3,1,3,48,-2.64352,3.24528,0.61473,3.42795,0.0672377,3.81819,0.0202984,3.75317,-1,1,1,0,1,1,1,subwin
DTLZ2,3,1,3,49,2.12308,1.12738,3.07565,-3.76004,0.0210523,0.00136474,0.0183322,0.0577232,1,-1,1,1,1,0,0,conflict
DTLZ2,3,1,3,50,-3.78105,0.00424146,0.0274429,3.57868,0.0468494,3.89823,0.916966,0.348851,-1,1,-1,1,0,0,1,conflict
DTLZ2,3,1,4,1,0.302083,5.07275,2.15137,-3.5234,0.0104466,0.114318,0.00205533,0.118505,1,-1,1,0,1,1,0,conflict
DTLZ2,3,1,4,2,-0.57798,2.02428,1.6953,-2.66724,0.140383,0.572466,0.0648524,0.645284,-1,-1,1,1,1,0,0,agree
DTLZ2,3,1,4,3,-2.25923,4.98065,0.824031,-3.73703,0.0244649,0,0.00488819,0.00402802,-1,-1,-1,1,0,1,0,agree
DTLZ2,3,1,4,4,-3.43215,0.244525,0.216188,-3.33607,0.0318723,0.21456,0.115316,0.214748,-1,-1,-1,1,0,0,0,agree
DTLZ2,3,1,4,5,1.91317,0.299958,2.98628,1.69022,0.87281,2.90424,0.74423,2.9653,1,1,1,0,1,1,1,agree
DTLZ2,3,1,4,6,-3.73991,0.0377068,0.0567006,3.72788,0.0115657,3.99463,0.234741,3.07024,-1,1,1,1,1,0,1,conflict
DTLZ2,3,1,4,7,-0.0847763,0.0456883,1.95089,-2.95245,0.0566749,0.419848,0.553663,1.26753,-1,-1,-1,1,0,0,1,agree
DTLZ2,3,1,4,8,1.86756,1.21838,2.96264,-2.79323,0.999355,0.505047,0.450619,0,1,-1,-1,1,0,1,0,abstain
DTLZ2,3,1,4,9,3.0236,0.388898,3.56174,-3.43856,0.00801346,0.159718,0.020192,0.228411,1,-1,1,1,1,1,0,conflict
DTLZ2,3,1,4,10,-2.89016,1.11869,0.497062,-0.669021,0.301581,1.64176,0.212341,1.39869,-1,-1,1,1,1,0,1,agree
DTLZ2,3,1,4,11,-3.66696,0.199352,0.0945056,-3.11443,0.528338,0.333164,0.726048,0.159887,-1,-1,-1,1,0,0,0,agree
DTLZ2,3,1,4,12,2.28488,2.06388,3.17891,1.04129,0.791517,2.55698,0.2772,2.72938,1,1,1,1,1,0,1,agree
DTLZ2,3,1,4,13,3.09205,0.551385,3.59721,-3.32829,0.013136,0.218725,0.023271,0.297346,1,-1,1,1,1,1,0,conflict
DTLZ2,3,1,4,14,1.51452,0.380963,2.77969,-3.54352,0.0192717,0.103553,0.0481532,0.232417,1,-1,1,1,1,1,0,conflict
DTLZ2,3,1,4,15,3.27693,0.390148,3.69302,-3.36318,0.0480281,0.200054,0.109611,0.582921,1,-1,1,0,1,1,1,conflict
DTLZ2,3,1,4,16,-2.08957,0.317864,0.91195,1.51768,0.322159,2.81191,0.503356,1.85555,-1,1,-1,1,0,0,1,conflict
DTLZ2,3,1,4,17,-1.81795,0.574469,1.05271,2.90529,0.132737,3.55445,0.187694,3.08489,-1,1,-1,1,0,0,1,conflict
DTLZ2,3,1,4,18,-2.72134,0.886682,0.584548,3.50826,0.00362177,3.87711,0.00406913,3.86372,-1,1,1,1,1,0,0,conflict
DTLZ2,3,1,4,19,2.70512,0.503755,3.39669,1.00394,1.24377,2.537,0.711731,3.14887,1,1,1,0,1,1,1,agree
DTLZ2,3,1,4,20,3.4201,0.212311,3.76721,-3.33447,0.04298,0.215419,0.168359,0.813397,1,-1,1,0,1,1,0,conflict
DTLZ2,3,1,4,21,-0.331746,0.0494326,1.8229,-1.11333,0.501351,1.404,0.910249,1.78531,-1,-1,1,1,1,1,0,agree
DTLZ2,3,1,4,22,2.92305,0.251725,3.50963,3.08975,0.0366262,3.65316,0.127022,3.63493,1,1,-1,1,0,0,1,agree
DTLZ2,3,1,4,23,-3.48015,0.137575,0.191315,3.73791,0.0310045,4,0.18392,3.2995,-1,1,1,1,1,0,1,conflict
DTLZ2,3,1,4,24,0.781813,0.0344317,2.39998,0.392988,0.956531,2.21006,0.965253,2.39338,1,1,1,1,1,0,1,agree
DTLZ2,3,1,4,25,-3.38297,0.317777,0.241675,3.42133,0.00848071,3.83059,0.0259968,3.73729,-1,1,-1,1,0,0,1,conflict
DTLZ2,3,1,4,26,-0.640453,4.56743,1.66292,-2.58657,1.06264,0.615637,0.188744,0.813306,-1,-1,-1,1,0,0,0,agree
DTLZ2,3,1,4,27,0.321324,1.99447,2.16134,3.68136,0.0466346,3.96974,0.0228482,3.92842,1,1,-1,1,0,0,1,agree
DTLZ2,3,1,4,28,-2.01932,5.36954,0.948354,3.63224,0.043248,3.94346,0.00799014,3.91952,-1,1,-1,1,0,1,0,subwin
DTLZ2,3,1,4,29,-3.03684,1.2449,0.421051,-3.26177,0.18629,0.254321,0.130165,0.276023,-1,-1,1,1,1,0,1,agree
DTLZ2,3,1,4,30,-2.12958,1.59449,0.891217,3.09194,0.0877539,3.65433,0.0521654,3.51019,-1,1,1,1,1,1,1,subwin
DTLZ2,3,1,4,31,1.52891,0.43868,2.78715,-3.1289,0.00292575,0.325423,0.00662749,0.341738,1,-1,-1,1,0,1,0,conflict
DTLZ2,3,1,4,32,3.8693,0.00182772,4,-3.41461,0.00603973,0.172535,0.767617,3.11056,1,-1,1,0,1,1,0,conflict
