problem,M,run,gen,cand_idx,mu_F,sigma2_F,tildeS_F,mu_S,sigma2_S,tildeS_S,w_F,base_score,sign_F,sign_S,true_quality,dominated_by_pop,dominates_pop,catalog_F,catalog_S,conflict_type
DTLZ3,3,5,29,20,-2.93028,0.177963,0.103218,3.05904,0.044614,3.75564,0.200446,3.02353,-1,1,1,1,1,0,1,conflict
DTLZ3,3,5,29,21,-2.18575,0.168634,0.571201,3.40185,0.000295333,3.95139,0.00175416,3.94546,-1,1,1,1,1,0,1,conflict
DTLZ3,3,5,29,22,0.789897,0.550145,2.44159,3.2977,0.158778,3.89191,0.223972,3.56708,1,1,1,0,1,1,1,agree
DTLZ3,3,5,29,23,3.26922,0.0492798,4,3.29468,0.250707,3.89019,0.835724,3.98196,1,1,1,0,1,1,1,agree
DTLZ3,3,5,29,24,-1.82669,1.17088,0.796892,3.34977,0.0394355,3.92164,0.0325836,3.81983,-1,1,1,1,1,0,1,subwin
DTLZ3,3,5,29,25,2.82165,0.0911631,3.71867,-2.44659,0.386153,0.611922,0.809008,3.12531,1,-1,-1,1,0,1,1,conflict
DTLZ3,3,5,29,26,-2.23887,1.07704,0.537813,3.31112,0.000353342,3.89958,0.000328886,3.89847,-1,1,1,1,1,0,1,subwin
DTLZ3,3,5,29,27,-2.93579,0.162449,0.0997566,3.04071,0.0450631,3.74517,0.217162,2.95353,-1,1,1,1,1,0,1,conflict
DTLZ3,3,5,29,28,1.80651,1.29657,3.08059,-3.41677,0.0134116,0.0579507,0.0102388,0.0888989,1,-1,1,1,1,1,1,conflict
DTLZ3,3,5,29,29,2.28626,0.467502,3.38215,-1.71128,0.0519325,1.03179,0.0999805,1.26678,1,-1,1,1,1,1,1,conflict
DTLZ3,3,5,29,30,2.40654,0.452293,3.45775,2.97057,0.341176,3.70512,0.42998,3.59876,1,1,1,1,1,1,1,agree
DTLZ3,3,5,29,31,3.02238,0.00509668,3.84485,3.31514,0.204807,3.90187,0.975714,3.84623,1,1,1,0,1,1,1,agree
DTLZ3,3,5,29,32,-2.19519,0.0385452,0.565266,3.40376,0.143307,3.95247,0.788038,1.28322,-1,1,1,0,1,1,1,conflict
DTLZ3,3,5,29,33,-2.74884,0.230595,0.217265,3.23001,0.0328938,3.85326,0.124842,3.39934,-1,1,1,1,1,0,1,subwin
DTLZ3,3,5,29,34,-2.84576,0.266629,0.156347,3.38157,0.00146031,3.9398,0.00545081,3.91918,-1,1,1,1,1,0,1,subwin
DTLZ3,3,5,29,35,-0.94438,0.0400807,1.35148,3.45327,0.109867,3.98074,0.7327,2.05428,-1,1,-1,1,0,0,1,conflict
DTLZ3,3,5,29,36,-0.1615,0.00361617,1.84357,3.40312,0.123041,3.95211,0.971442,1.90379,-1,1,1,1,1,1,1,conflict
DTLZ3,3,5,29,37,-1.59812,0.0968703,0.940564,-1.93394,1.34976,0.904647,0.933037,0.938159,-1,-1,1,1,1,0,1,agree
DTLZ3,3,5,29,38,-2.11235,0.0386212,0.617339,3.06948,0.000466251,3.7616,0.0119534,3.72402,-1,1,1,1,1,0,1,conflict
DTLZ3,3,5,29,39,-1.54712,1.77285,0.972619,2.12878,0.130161,3.22446,0.0683981,3.07044,-1,1,1,1,1,0,1,subwin
DTLZ3,3,5,29,40,2.37235,0.256145,3.43626,3.26618,0.0551837,3.87392,0.177254,3.79634,1,1,1,0,1,1,1,agree
DTLZ3,3,5,29,41,-2.67231,0.117798,0.265368,3.32548,0.190104,3.90778,0.617415,1.6589,-1,1,1,1,1,0,1,conflict
DTLZ3,3,5,29,42,3.05,0.0214724,3.8622,-2.94636,0.239002,0.326557,0.917561,3.57073,1,-1,1,1,1,1,1,conflict
DTLZ3,3,5,29,43,3.01128,0.0291639,3.83787,-3.08455,0.113863,0.24765,0.79609,3.10579,1,-1,-1,1,0,1,1,conflict
DTLZ3,3,5,29,44,-2.1433,0.139891,0.597884,3.41781,0.114877,3.96049,0.45091,2.44426,-1,1,1,0,1,1,1,conflict
DTLZ3,3,5,29,45,-2.25251,0.395415,0.529238,3.22816,0.0309514,3.85221,0.0725955,3.61097,-1,1,1,1,1,0,1,subwin
DTLZ3,3,5,29,46,-0.858646,0.0536724,1.40537,3.2507,0.0233123,3.86508,0.302823,3.12022,-1,1,1,0,1,0,1,conflict
DTLZ3,3,5,29,47,2.71173,0.0366413,3.64958,0.908617,1.76199,2.52775,0.979628,3.62672,1,1,-1,1,0,1,1,agree
DTLZ3,3,5,29,48,-1.60565,0.207997,0.935829,3.33788,0.0762217,3.91486,0.268182,3.11594,-1,1,1,1,1,0,1,subwin
DTLZ3,3,5,29,49,-3.09449,0.0335456,0,3.33344,0.116947,3.91232,0.777091,0.872093,-1,1,1,1,1,0,1,conflict
DTLZ3,3,5,29,50,0.55936,0.0311073,2.29668,3.48699,0.115668,4,0.788058,2.65768,1,1,1,1,1,0,1,agree
DTLZ3,3,5,30,1,0.402455,0.264001,2.27359,3.88513,0.000772253,3.99764,0.00292041,3.9926,1,1,1,0,1,1,1,agree
DTLZ3,3,5,30,2,-0.535037,1.83685,1.7249,-3.27012,0.0463555,0.218665,0.0246157,0.255742,-1,-1,1,1,1,0,1,agree
DTLZ3,3,5,30,3,1.80193,0.0155514,3.09268,3.81422,0.00914672,3.96019,0.370351,3.6389,1,1,-1,1,0,1,1,agree
DTLZ3,3,5,30,4,-1.13817,0.0607516,1.3719,3.88949,0.000214515,3.99994,0.00353488,3.99065,-1,1,1,1,1,0,1,conflict
DTLZ3,3,5,30,5,-0.852031,0.67435,1.53937,3.8448,9.98546e-07,3.97634,2.96365e-06,3.97633,-1,1,1,0,1,1,1,subwin
DTLZ3,3,5,30,6,-1.98523,0.514099,0.876131,3.86015,0.000806162,3.98445,0.00156759,3.97957,-1,1,-1,1,0,0,1,subwin
DTLZ3,3,5,30,7,-3.18883,0.0167854,0.171684,2.84451,0.426906,3.44804,0.962167,0.29564,-1,1,1,1,1,0,1,conflict
DTLZ3,3,5,30,8,-3.29239,0.0364017,0.111078,3.63415,0.00631661,3.86508,0.147883,3.30993,-1,1,1,1,1,0,1,conflict
DTLZ3,3,5,30,9,1.36064,0.448716,2.8344,-2.50695,0.140298,0.621723,0.238191,0,1,-1,-1,1,0,1,1,abstain
DTLZ3,3,5,30,10,2.86489,0.021127,3.7148,3.52974,0.156024,3.80994,0.880736,3.72615,1,1,-1,1,0,1,1,agree
DTLZ3,3,5,30,11,2.89857,0.091181,3.73451,-2.35244,0.846291,0.703329,0.902737,3.43969,1,-1,1,1,1,0,1,conflict
DTLZ3,3,5,30,12,-0.298872,0.587271,1.86312,3.86362,0.00179311,3.98627,0.00304569,3.97981,-1,1,-1,1,0,0,1,subwin
DTLZ3,3,5,30,13,1.91514,0.47439,3.15893,-3.00005,0.000814579,0.3613,0.00171626,0.366101,1,-1,1,0,1,1,1,conflict
DTLZ3,3,5,30,14,-1.0377,0.34272,1.4307,3.62902,0.112267,3.86237,0.246749,3.26236,-1,1,-1,1,0,0,1,subwin
DTLZ3,3,5,30,15,-2.27081,0.146125,0.708984,3.88749,0.000304082,3.99888,0.00208345,3.99203,-1,1,1,1,1,0,1,conflict
DTLZ3,3,5,30,16,-2.91189,0.0178891,0.333772,3.34905,0.00118857,3.71451,0.0623479,3.50373,-1,1,1,1,1,0,1,conflict
DTLZ3,3,5,30,17,0.702097,0.0770449,2.44896,3.86648,0.00291038,3.98778,0.0364117,3.93175,1,1,1,1,1,0,1,agree
DTLZ3,3,5,30,18,-2.79424,0.180654,0.402631,3.83559,0.00252397,3.97147,0.0137841,3.92228,-1,1,1,1,1,0,1,conflict
DTLZ3,3,5,30,19,-0.326196,0.553096,1.84713,3.84758,0.00221985,3.97781,0.00399925,3.96929,-1,1,1,1,1,0,1,subwin
DTLZ3,3,5,30,20,3.1817,0.190309,3.90023,2.3483,1.33213,3.18597,0.874997,3.81094,1,1,1,1,1,1,1,agree
DTLZ3,3,5,30,21,2.20499,0.339418,3.32857,2.93122,0.181366,3.49384,0.348256,3.43628,1,1,1,1,1,1,1,agree
DTLZ3,3,5,30,22,1.7588,0.141435,3.06743,3.82585,0.0109732,3.96633,0.0720042,3.9016,1,1,1,0,1,1,1,agree
DTLZ3,3,5,30,23,-1.47421,0.125547,1.17522,3.86974,8.08616e-05,3.98951,0.000651608,3.98768,-1,1,1,0,1,1,1,conflict
DTLZ3,3,5,30,24,2.8781,0.0103622,3.72254,1.60159,0.275015,2.79161,0.963686,3.68873,1,1,1,1,1,1,1,agree
DTLZ3,3,5,30,25,-0.945862,0.346488,1.48445,3.8787,0.00137147,3.99424,0.00394545,3.98434,-1,1,1,0,1,0,1,subwin
DTLZ3,3,5,30,26,-3.32397,0.232885,0.0925905,3.18108,0.318057,3.6258,0.577297,0,-1,1,1,1,1,0,1,abstain
DTLZ3,3,5,30,27,2.38689,0.0562263,3.43504,2.99109,0.322865,3.52546,0.851679,3.44845,1,1,1,1,1,1,1,agree
DTLZ3,3,5,30,28,-3.18256,0.0598132,0.175356,3.75263,0.000230671,3.92766,0.00385823,3.91318,-1,1,1,1,1,0,1,conflict
DTLZ3,3,5,30,29,0.592414,1.41153,2.38477,-2.61571,0.137248,0.564283,0.0886174,0,1,-1,1,1,1,0,1,abstain
DTLZ3,3,5,30,30,3.19919,0.0369651,3.91046,-3.68415,0.0113685,0,0.23522,0.91982,1,-1,1,1,1,1,1,conflict
DTLZ3,3,5,30,31,1.87822,0.372083,3.13732,3.87865,0.00112069,3.99421,0.00300556,3.99164,1,1,1,0,1,1,1,agree
DTLZ3,3,5,30,32,-1.05598,0.147525,1.42,3.75061,0.0592012,3.92659,0.286377,3.20876,-1,1,1,1,1,1,1,conflict
DTLZ3,3,5,30,33,-2.65973,0.105672,0.481357,3.81677,0.000312752,3.96153,0.00296028,3.95123,-1,1,1,1,1,0,1,conflict
DTLZ3,3,5,30,34,3.35217,0.0567308,4,-3.61632,0.00313224,0.035819,0.0523383,0.243298,1,-1,-1,1,0,1,1,conflict
DTLZ3,3,5,30,35,-0.523865,0.0532573,1.73143,3.38982,0.064114,3.73604,0.546249,2.64103,-1,1,-1,1,0,1,1,conflict
DTLZ3,3,5,30,36,1.81853,0.152812,3.10239,-3.57053,0.000201244,0.0600052,0.00132172,0.0640263,1,-1,-1,1,0,0,1,conflict
DTLZ3,3,5,30,37,-3.07307,0.0424445,0.239438,3.63284,0.0127606,3.86439,0.231159,3.02645,-1,1,1,0,1,0,1,conflict
DTLZ3,3,5,30,38,-2.79416,0.0409406,0.402676,1.2412,0.786361,2.60127,0.950512,0.511481,-1,1,1,1,1,0,1,conflict
DTLZ3,3,5,30,39,-2.36818,0.160016,0.651998,3.42127,0.325436,3.75265,0.670376,1.67405,-1,1,1,1,1,0,1,conflict
DTLZ3,3,5,30,40,2.96608,0.0570536,3.77403,3.75936,0.0279023,3.93121,0.328437,3.87959,1,1,1,1,1,1,1,agree
DTLZ3,3,5,30,41,3.10399,0.203095,3.85474,-1.17237,0.540385,1.32657,0.726832,0,1,-1,-1,1,0,1,1,abstain
DTLZ3,3,5,30,42,-3.48217,0.0276005,0,2.34794,0.0721209,3.18578,0.723219,0.881763,-1,1,1,0,1,0,1,conflict
DTLZ3,3,5,30,43,2.55771,0.300366,3.53502,3.87391,0.00323624,3.99171,0.0106627,3.98684,1,1,1,1,1,1,1,agree
DTLZ3,3,5,30,44,2.33499,0.214205,3.40466,3.2325,0.0390289,3.65296,0.154125,3.61469,1,1,1,1,1,1,1,agree
DTLZ3,3,5,30,45,-1.94985,0.680551,0.896835,3.56303,0.150255,3.82752,0.180855,0,-1,1,1,1,1,0,1,abstain
DTLZ3,3,5,30,46,-1.44947,0.0659506,1.1897,3.87452,0.000386235,3.99203,0.00583723,3.97568,-1,1,1,0,0,0,1,conflict
DTLZ3,3,5,30,47,-1.32043,0.425837,1.26522,3.85909,3.64335e-05,3.98388,8.78977e-05,3.98364,-1,1,1,1,1,0,1,subwin
DTLZ3,3,5,30,48,-1.46379,0.301692,1.18132,3.85365,0.00157092,3.98101,0.00518332,3.9665,-1,1,1,1,1,0,1,subwin
DTLZ3,3,5,30,49,3.06153,0.00266114,3.82989,-2.87755,0.00775207,0.425997,0.744399,2.95985,1,-1,-1,1,0,1,1,conflict
DTLZ3,3,5,30,50,-1.88193,0.0379443,0.936589,3.88961,0.000211585,4,0.00557121,3.98293,-1,1,-1,1,0,0,1,conflict
DTLZ3,3,5,31,1,2.76877,0.202603,3.64951,-2.46342,0.120793,0.681345,0.373516,1.79,1,-1,1,1,1,1,1,conflict
DTLZ3,3,5,31,2,-1.5141,0.00247581,1.05176,3.40383,0.17096,3.94424,0.985719,1.09307,-1,1,1,1,1,0,1,conflict
DTLZ3,3,5,31,3,-2.43992,0.0323784,0.490203,2.93655,0.0482316,3.68438,0.59833,1.77321,-1,1,1,0,1,0,1,conflict
DTLZ3,3,5,31,4,-2.35004,0.220128,0.544725,3.46037,0.161704,3.97568,0.423495,2.52269,-1,1,1,1,1,0,1,subwin
DTLZ3,3,5,31,5,2.57128,0.347341,3.52973,3.17495,0.108664,3.81696,0.238297,3.74851,1,1,1,1,1,1,1,agree
DTLZ3,3,5,31,6,-0.979131,0.952173,1.37624,-2.80088,0.0413721,0.493679,0.0416418,0.530431,-1,-1,1,1,1,0,1,agree
DTLZ3,3,5,31,7,2.46998,0.377079,3.46829,2.03025,0.6781,3.18036,0.64264,3.3654,1,1,-1,1,0,1,0,agree
DTLZ3,3,5,31,8,2.2755,0.339632,3.35033,3.31496,0.0745909,3.89482,0.180076,3.79677,1,1,1,1,1,1,0,agree
DTLZ3,3,5,31,9,3.11475,0.0681173,3.85937,-3.41934,0.0587269,0.149737,0.462985,1.86724,1,-1,1,1,1,1,1,conflict
DTLZ3,3,5,31,10,1.70136,1.13482,3.00208,-3.25652,0.175628,0.240286,0.134022,0.610429,1,-1,1,1,1,0,1,conflict
DTLZ3,3,5,31,11,3.3466,0.00999258,4,-2.84504,0.00596784,0.469118,0.373931,1.78942,1,-1,1,1,1,1,1,conflict
DTLZ3,3,5,31,12,-2.63172,0.0738282,0.37387,3.32299,0.0910634,3.89929,0.552262,1.95233,-1,1,-1,1,0,0,1,conflict
DTLZ3,3,5,31,13,-2.43225,0.677789,0.494855,3.04313,0.175671,3.74365,0.205834,3.07494,-1,1,-1,1,0,0,1,subwin
DTLZ3,3,5,31,14,-2.80272,0.0149188,0.270152,2.88218,0.228664,3.65414,0.938749,0.477424,-1,1,1,1,1,0,1,conflict
DTLZ3,3,5,31,15,-2.85703,0.256293,0.237212,3.35654,0.102816,3.91794,0.28631,2.86411,-1,1,-1,1,0,0,1,subwin
DTLZ3,3,5,31,16,1.41768,0.946992,2.83002,2.78167,0.855874,3.59824,0.47473,3.23354,1,1,1,1,1,1,1,agree
DTLZ3,3,5,31,17,-3.23387,0.0374966,0.0086382,2.45487,0.51965,3.41651,0.932697,0.237997,-1,1,-1,1,0,0,1,conflict
DTLZ3,3,5,31,18,2.86698,0.0908033,3.70909,-3.12753,0.0740257,0.31202,0.449107,1.83767,1,-1,-1,1,0,1,1,conflict
DTLZ3,3,5,31,19,-1.02165,1.96543,1.35045,3.47868,0.0972624,3.98587,0.0471535,3.8616,-1,1,-1,1,0,0,1,subwin
DTLZ3,3,5,31,20,2.86261,0.0605969,3.70643,-2.97783,0.436518,0.395274,0.878101,3.30281,1,-1,1,1,1,0,1,conflict
DTLZ3,3,5,31,21,-2.34942,0.0475273,0.545096,3.44486,0.172407,3.96706,0.7839,1.28458,-1,1,1,1,1,0,1,conflict
DTLZ3,3,5,31,22,-2.47909,0.34069,0.466444,3.19711,0.0892587,3.82928,0.207605,3.13114,-1,1,1,1,1,0,1,subwin
DTLZ3,3,5,31,23,2.53488,0.345384,3.50765,3.4464,0.0992458,3.96792,0.223211,3.86518,1,1,-1,1,0,1,0,agree
DTLZ3,3,5,31,24,2.38136,0.356256,3.41453,-2.32288,0.0623057,0.759504,0.148858,1.15473,1,-1,1,1,1,0,1,conflict
DTLZ3,3,5,31,25,0.101639,0.680825,2.03178,3.43509,0.178646,3.96163,0.207856,3.5605,1,1,1,1,1,0,1,agree
DTLZ3,3,5,31,26,-2.11796,0.334122,0.685487,3.06076,0.170503,3.75345,0.337881,2.71684,-1,1,1,1,1,0,1,subwin
DTLZ3,3,5,31,27,0.833426,0.718855,2.47564,3.45946,0.160475,3.97518,0.182498,3.70152,1,1,-1,1,0,0,1,agree
DTLZ3,3,5,31,28,2.91116,0.0971527,3.73588,1.70079,0.167712,2.99714,0.633198,3.46491,1,1,1,1,1,1,1,agree
DTLZ3,3,5,31,29,1.9187,0.405595,3.13391,3.44062,0.155004,3.9647,0.276498,3.73499,1,1,-1,1,0,1,0,agree
DTLZ3,3,5,31,30,-2.18947,0.0121304,0.642117,3.21913,0.215891,3.84153,0.946797,0.812334,-1,1,1,0,1,1,1,conflict
DTLZ3,3,5,31,31,0.836402,1.6503,2.47745,3.36168,0.126075,3.9208,0.0709736,3.81836,1,1,-1,1,0,1,1,agree
DTLZ3,3,5,31,32,-1.57199,0.0371446,1.01665,3.50409,0.15172,4,0.803323,1.6034,-1,1,1,0,1,1,1,conflict
DTLZ3,3,5,31,33,2.85512,0.284634,3.70189,-0.932943,0.98892,1.53247,0.776504,0,1,-1,1,0,1,1,1,abstain
DTLZ3,3,5,31,34,-2.67485,0.346672,0.347709,2.73568,0.156216,3.57267,0.310639,2.57087,-1,1,-1,1,0,0,1,subwin
DTLZ3,3,5,31,35,2.87846,0.203623,3.71605,2.09678,2.99618,3.21737,0.936364,3.68432,1,1,1,1,1,1,1,agree
DTLZ3,3,5,31,36,-2.12323,0.0946222,0.682294,2.85694,0.0933374,3.64011,0.496582,2.17131,-1,1,1,0,1,1,1,conflict
DTLZ3,3,5,31,37,-0.992473,0.178841,1.36815,3.46633,0.169138,3.979,0.486058,2.70997,-1,1,-1,1,0,0,1,conflict
DTLZ3,3,5,31,38,2.22691,0.064267,3.32085,3.41395,0.172913,3.94987,0.729035,3.49129,1,1,-1,1,0,1,0,agree
DTLZ3,3,5,31,39,-2.33689,0.970801,0.5527,3.1258,0.0451792,3.78962,0.0444695,3.64568,-1,1,1,1,1,0,1,subwin
DTLZ3,3,5,31,40,3.11091,0.0277066,3.85704,-2.87659,0.259771,0.451572,0.903619,3.52882,1,-1,1,1,1,1,0,conflict
DTLZ3,3,5,31,41,0.226009,0.192444,2.10722,-2.14664,1.07357,0.857514,0.847991,1.91725,1,-1,1,1,1,0,1,conflict
DTLZ3,3,5,31,42,-1.46852,0.0215009,1.0794,-3.5307,0.0650963,0.0878107,0.751707,0.833198,-1,-1,1,1,1,0,1,agree
DTLZ3,3,5,31,43,1.50957,1.41506,2.88575,-1.62231,0.388537,1.14911,0.215423,0,1,-1,-1,1,0,1,1,abstain
DTLZ3,3,5,31,44,-3.24811,0.0752956,0,3.4109,0.113257,3.94817,0.600664,1.57665,-1,1,-1,1,0,0,1,conflict
DTLZ3,3,5,31,45,2.66015,0.0447773,3.58364,-3.6886,0.110245,0,0.711153,2.54851,1,-1,1,1,1,1,1,conflict
DTLZ3,3,5,31,46,-0.350838,0.563249,1.75733,3.15156,0.163219,3.80395,0.224675,3.34413,-1,1,1,1,1,0,1,subwin
DTLZ3,3,5,31,47,-2.30995,0.187744,0.56904,3.42997,0.156035,3.95878,0.453882,2.42024,-1,1,1,1,1,0,1,conflict
DTLZ3,3,5,31,48,2.78871,0.315743,3.66161,2.46556,0.273449,3.42245,0.464108,3.53345,1,1,1,1,1,1,1,agree
DTLZ3,3,5,31,49,-1.97218,0.606942,0.77391,3.43365,0.207583,3.96082,0.254852,3.14863,-1,1,-1,1,0,0,1,subwin
DTLZ3,3,5,31,50,1.28451,0.267362,2.74924,3.34838,0.231735,3.91341,0.464309,3.37287,1,1,1,1,1,0,1,agree
DTLZ3,3,5,32,1,2.44588,2.6582,3.48238,-0.148134,3.60627,1.83144,0.57567,0,1,-1,1,0,1,1,1,abstain
DTLZ3,3,5,32,2,-0.0576483,0.223054,1.99,3.64701,0.00323138,3.99915,0.0142844,3.97045,-1,1,-1,1,0,0,1,conflict
DTLZ3,3,5,32,3,2.96788,0.525581,3.79356,0.764551,0.263263,2.35275,0.333733,2.83359,1,1,1,0,1,1,1,agree
DTLZ3,3,5,32,4,-2.0314,0.401645,0.813426,3.47551,0.0443483,3.90119,0.099439,3.59415,-1,1,1,1,1,0,1,subwin
DTLZ3,3,5,32,5,2.71955,0.0602303,3.64553,3.39021,0.0169475,3.85247,0.219597,3.80702,1,1,1,1,1,1,1,agree
DTLZ3,3,5,32,6,-2.99338,0.24152,0.239976,3.13468,0.0434201,3.70651,0.152386,3.17826,-1,1,-1,1,0,0,1,conflict
DTLZ3,3,5,32,7,-2.91109,0.0538144,0.289034,3.35165,0.0241266,3.83044,0.309554,2.73418,-1,1,1,1,1,0,1,conflict
DTLZ3,3,5,32,8,-2.99691,0.122721,0.237874,3.3253,0.049737,3.81539,0.288403,2.78362,-1,1,-1,1,0,0,1,conflict
DTLZ3,3,5,32,9,-3.08076,0.0890224,0.187889,3.55864,0.0013489,3.94867,0.0149369,3.8925,-1,1,-1,1,0,0,1,conflict
DTLZ3,3,5,32,10,1.44145,1.1716,2.88363,3.50797,0.0127845,3.91973,0.0107951,3.90854,1,1,1,1,1,0,1,agree
DTLZ3,3,5,32,11,2.62118,0.118895,3.58688,-3.35457,0.00889223,0,0.0695928,0.249621,1,-1,-1,1,0,1,0,conflict
DTLZ3,3,5,32,12,1.01458,0.722346,2.62917,-3.0553,0.0437678,0.170937,0.0571308,0.311378,1,-1,1,1,1,0,1,conflict
DTLZ3,3,5,32,13,-2.27191,0.127253,0.670058,3.61619,0.00725138,3.98154,0.0539184,3.80299,-1,1,1,1,1,0,1,conflict
DTLZ3,3,5,32,14,-1.38621,0.026373,1.19803,3.53695,0.0113219,3.93628,0.300366,3.1138,-1,1,1,1,1,0,1,conflict
DTLZ3,3,5,32,15,-2.62045,0.119388,0.462287,2.85095,0.557276,3.54445,0.823563,1.0061,-1,1,-1,1,0,0,1,conflict
DTLZ3,3,5,32,16,-0.315242,0.361979,1.83645,-3.29778,0.0355984,0.0324369,0.0895404,0.193969,-1,-1,1,1,1,0,1,agree
DTLZ3,3,5,32,17,1.7609,1.15233,3.07406,3.60303,0.00144527,3.97403,0.00125351,3.9729,1,1,1,1,1,0,1,agree
DTLZ3,3,5,32,18,2.72251,0.256486,3.64729,-3.34772,0.00121232,0.00391464,0.00470826,0.0210686,1,-1,1,1,1,1,0,conflict
DTLZ3,3,5,32,19,0.896099,1.08626,2.55854,3.56244,0.0251948,3.95084,0.0226692,3.91928,1,1,-1,1,0,0,1,agree
DTLZ3,3,5,32,20,1.23957,0.093717,2.76329,-2.60713,0.341379,0.42692,0.784605,2.26005,1,-1,1,1,1,0,1,conflict
DTLZ3,3,5,32,21,1.95695,0.735318,3.19093,-3.06974,0.0294779,0.162689,0.0385447,0.279411,1,-1,-1,1,0,1,1,conflict
DTLZ3,3,5,32,22,-3.39595,0.0296654,0,3.3551,0.0688031,3.83241,0.698728,1.1546,-1,1,1,1,1,0,1,conflict
DTLZ3,3,5,32,23,-2.13049,0.326528,0.754356,3.53047,0.0104436,3.93258,0.0309954,3.83407,-1,1,-1,1,0,0,1,subwin
DTLZ3,3,5,32,24,-1.10006,0.0547837,1.36861,3.46326,0.0522334,3.89419,0.488085,2.66149,-1,1,-1,1,0,0,1,conflict
DTLZ3,3,5,32,25,0.518002,0.540577,2.33316,1.55093,0.974236,2.80191,0.643139,2.50044,1,1,1,1,1,1,1,agree
DTLZ3,3,5,32,26,-1.41243,0.102858,1.1824,2.47382,0.243755,3.32904,0.703248,1.81942,-1,1,1,1,1,0,1,conflict
DTLZ3,3,5,32,27,1.7589,0.672196,3.07287,3.34452,0.205256,3.82637,0.233924,3.65011,1,1,-1,1,0,1,0,agree
DTLZ3,3,5,32,28,-3.03963,0.576699,0.212409,3.54877,0.00576472,3.94303,0.00989882,3.9061,-1,1,-1,1,0,0,1,subwin
DTLZ3,3,5,32,29,-2.93992,0.235763,0.271844,2.89259,0.534921,3.56824,0.694086,1.28026,-1,1,1,1,1,0,1,conflict
DTLZ3,3,5,32,30,0.784738,0.529737,2.49216,3.47859,0.0242051,3.90295,0.0436977,3.8413,1,1,1,1,1,0,1,agree
DTLZ3,3,5,32,31,3.3142,0.000702348,4,-3.06719,0.0876271,0.164144,0.992037,3.96946,1,-1,1,1,1,1,1,conflict
DTLZ3,3,5,32,32,-2.30232,0.491185,0.651927,3.41127,0.10466,3.86449,0.175651,3.3002,-1,1,1,1,1,0,1,subwin
DTLZ3,3,5,32,33,-1.71384,0.0695178,1.00273,3.09364,0.274261,3.68307,0.797782,1.54474,-1,1,1,1,1,0,1,conflict
DTLZ3,3,5,32,34,-2.02062,0.0267849,0.81985,3.04835,0.307807,3.6572,0.919945,1.04699,-1,1,1,0,1,1,1,conflict
DTLZ3,3,5,32,35,-1.53054,0.303027,1.112,3.4727,0.135205,3.89958,0.308524,3.03954,-1,1,1,1,1,0,1,subwin
DTLZ3,3,5,32,36,-3.29861,0.00132878,0.0580299,2.149,0.0869215,3.14352,0.984932,0.104522,-1,1,-1,1,0,0,1,conflict
DTLZ3,3,5,32,37,-2.15745,0.324598,0.738285,2.30644,1.03142,3.23344,0.760624,0,-1,1,1,1,1,0,1,abstain
DTLZ3,3,5,32,38,1.20688,0.564874,2.74381,3.64851,0.00642263,4,0.0112439,3.98588,1,1,-1,1,0,1,1,agree
DTLZ3,3,5,32,39,-2.08548,0.0622917,0.781185,2.92695,0.409012,3.58786,0.867829,1.15215,-1,1,1,0,1,1,1,conflict
DTLZ3,3,5,32,40,3.2618,0.0419701,3.96877,-1.07703,0.843958,1.30088,0.952625,3.84237,1,-1,-1,1,0,1,0,conflict
DTLZ3,3,5,32,41,-1.91646,0.422004,0.881946,2.9339,0.362167,3.59183,0.461847,0,-1,1,1,1,1,0,1,abstain
DTLZ3,3,5,32,42,2.38373,0.143613,3.44534,3.62202,0.0118875,3.98487,0.0764523,3.94362,1,1,1,1,1,1,1,agree
DTLZ3,3,5,32,43,-2.60263,0.0318945,0.47291,3.56005,0.0121113,3.94948,0.275231,2.99262,-1,1,-1,1,0,0,1,conflict
DTLZ3,3,5,32,44,1.61863,1.28405,2.98925,3.0841,0.439335,3.67763,0.254926,3.50214,1,1,1,1,1,1,1,agree
DTLZ3,3,5,32,45,-2.8723,0.0640316,0.312154,2.37421,0.598511,3.27215,0.903354,0.598227,-1,1,1,1,1,0,1,conflict
DTLZ3,3,5,32,46,-0.4183,1.08081,1.77501,3.17815,0.171036,3.73134,0.136628,3.46405,-1,1,1,0,1,1,1,subwin
DTLZ3,3,5,32,47,1.03945,0.360382,2.644,3.63009,0.00740198,3.98948,0.0201285,3.9624,1,1,1,0,1,1,1,agree
DTLZ3,3,5,32,48,2.03431,0.355732,3.23704,3.62584,0.0144123,3.98705,0.0389395,3.95785,1,1,1,0,1,1,1,agree
DTLZ3,3,5,32,49,2.78858,0.52353,3.68668,0.436553,1.04586,2.1654,0.666413,3.1792,1,1,1,1,1,1,1,agree
DTLZ3,3,5,32,50,2.9873,0.00231604,3.80514,-2.94228,0.0705898,0.235494,0.96822,3.69169,1,-1,1,1,1,1,1,conflict
DTLZ3,3,5,33,1,1.68326,0.0341954,2.95988,2.86329,0.216645,3.84059,0.863674,3.07995,1,1,-1,1,0,1,1,agree
DTLZ3,3,5,33,2,-0.815101,0.0892001,1.5525,2.93491,0.47912,3.88609,0.843045,0,-1,1,1,0,1,1,1,abstain
DTLZ3,3,5,33,3,-1.86746,0.231282,0.95968,2.90409,0.590899,3.86651,0.718696,0,-1,1,-1,1,0,0,1,abstain
