algorithm,problem,M,D,runId,state,actualFE,IGD,provenance,note,file
REMO,DTLZ1,10,30,1,existing,303,159.315657643732,legacy-unverified, Historical final-batch FE overshoot retained.,C:\Users\lsx\Desktop\REMOandDREMO测试集\10目标\n30\REMO\REMO_DTLZ1_M10_D30_1.mat
REMO,DTLZ1,10,30,2,existing,303,216.037632083353,legacy-unverified, Historical final-batch FE overshoot retained.,C:\Users\lsx\Desktop\REMOandDREMO测试集\10目标\n30\REMO\REMO_DTLZ1_M10_D30_2.mat
REMO,DTLZ1,10,30,3,existing,300,207.288142604224,legacy-unverified,,C:\Users\lsx\Desktop\REMOandDREMO测试集\10目标\n30\REMO\REMO_DTLZ1_M10_D30_3.mat
REMO,DTLZ1,10,30,4,existing,307,147.304200404657,legacy-unverified, Historical final-batch FE overshoot retained.,C:\Users\lsx\Desktop\REMOandDREMO测试集\10目标\n30\REMO\REMO_DTLZ1_M10_D30_4.mat
REMO,DTLZ1,10,30,5,existing,303,230.296009761973,legacy-unverified, Historical final-batch FE overshoot retained.,C:\Users\lsx\Desktop\REMOandDREMO测试集\10目标\n30\REMO\REMO_DTLZ1_M10_D30_5.mat
REMO,DTLZ1,10,30,6,existing,300,162.54528512591,legacy-unverified,,C:\Users\lsx\Desktop\REMOandDREMO测试集\10目标\n30\REMO\REMO_DTLZ1_M10_D30_6.mat
REMO,DTLZ1,10,30,7,existing,301,209.316165409514,legacy-unverified, Historical final-batch FE overshoot retained.,C:\Users\lsx\Desktop\REMOandDREMO测试集\10目标\n30\REMO\REMO_DTLZ1_M10_D30_7.mat
REMO,DTLZ1,10,30,8,existing,302,213.903602997773,legacy-unverified, Historical final-batch FE overshoot retained.,C:\Users\lsx\Desktop\REMOandDREMO测试集\10目标\n30\REMO\REMO_DTLZ1_M10_D30_8.mat
REMO,DTLZ1,10,30,9,existing,301,261.142476132779,legacy-unverified, Historical final-batch FE overshoot retained.,C:\Users\lsx\Desktop\REMOandDREMO测试集\10目标\n30\REMO\REMO_DTLZ1_M10_D30_9.mat
REMO,DTLZ1,10,30,10,existing,300,261.473255245676,legacy-unverified,,C:\Users\lsx\Desktop\REMOandDREMO测试集\10目标\n30\REMO\REMO_DTLZ1_M10_D30_10.mat
REMO,DTLZ1,10,30,11,existing,301,209.36839480253,legacy-unverified, Historical final-batch FE overshoot retained.,C:\Users\lsx\Desktop\REMOandDREMO测试集\10目标\n30\REMO\REMO_DTLZ1_M10_D30_11.mat
REMO,DTLZ1,10,30,12,existing,303,127.581820876466,legacy-unverified, Historical final-batch FE overshoot retained.,C:\Users\lsx\Desktop\REMOandDREMO测试集\10目标\n30\REMO\REMO_DTLZ1_M10_D30_12.mat
REMO,DTLZ1,10,30,13,existing,306,248.305801316039,legacy-unverified, Historical final-batch FE overshoot retained.,C:\Users\lsx\Desktop\REMOandDREMO测试集\10目标\n30\REMO\REMO_DTLZ1_M10_D30_13.mat
REMO,DTLZ1,10,30,14,existing,303,275.515748000144,legacy-unverified, Historical final-batch FE overshoot retained.,C:\Users\lsx\Desktop\REMOandDREMO测试集\10目标\n30\REMO\REMO_DTLZ1_M10_D30_14.mat
REMO,DTLZ1,10,30,15,existing,304,141.273566736124,legacy-unverified, Historical final-batch FE overshoot retained.,C:\Users\lsx\Desktop\REMOandDREMO测试集\10目标\n30\REMO\REMO_DTLZ1_M10_D30_15.mat
REMO,DTLZ1,10,30,16,existing,302,217.953378500479,legacy-unverified, Historical final-batch FE overshoot retained.,C:\Users\lsx\Desktop\REMOandDREMO测试集\10目标\n30\REMO\REMO_DTLZ1_M10_D30_16.mat
REMO,DTLZ1,10,30,17,existing,301,228.526641695397,legacy-unverified, Historical final-batch FE overshoot retained.,C:\Users\lsx\Desktop\REMOandDREMO测试集\10目标\n30\REMO\REMO_DTLZ1_M10_D30_17.mat
REMO,DTLZ1,10,30,18,existing,300,217.530987910767,legacy-unverified,,C:\Users\lsx\Desktop\REMOandDREMO测试集\10目标\n30\REMO\REMO_DTLZ1_M10_D30_18.mat
REMO,DTLZ1,10,30,19,existing,301,238.432879980848,legacy-unverified, Historical final-batch FE overshoot retained.,C:\Users\lsx\Desktop\REMOandDREMO测试集\10目标\n30\REMO\REMO_DTLZ1_M10_D30_19.mat
REMO,DTLZ1,10,30,20,existing,300,166.523137097776,legacy-unverified,,C:\Users\lsx\Desktop\REMOandDREMO测试集\10目标\n30\REMO\REMO_DTLZ1_M10_D30_20.mat
REMO,DTLZ1,10,30,21,existing,302,193.454986129674,legacy-unverified, Historical final-batch FE overshoot retained.,C:\Users\lsx\Desktop\REMOandDREMO测试集\10目标\n30\REMO\REMO_DTLZ1_M10_D30_21.mat
REMO,DTLZ1,10,30,22,existing,301,188.840253931781,legacy-unverified, Historical final-batch FE overshoot retained.,C:\Users\lsx\Desktop\REMOandDREMO测试集\10目标\n30\REMO\REMO_DTLZ1_M10_D30_22.mat
REMO,DTLZ1,10,30,23,existing,302,220.618868860667,legacy-unverified, Historical final-batch FE overshoot retained.,C:\Users\lsx\Desktop\REMOandDREMO测试集\10目标\n30\REMO\REMO_DTLZ1_M10_D30_23.mat
REMO,DTLZ1,10,30,24,existing,305,218.047292097941,legacy-unverified, Historical final-batch FE overshoot retained.,C:\Users\lsx\Desktop\REMOandDREMO测试集\10目标\n30\REMO\REMO_DTLZ1_M10_D30_24.mat
REMO,DTLZ1,10,30,25,existing,302,184.69370431982,legacy-unverified, Historical final-batch FE overshoot retained.,C:\Users\lsx\Desktop\REMOandDREMO测试集\10目标\n30\REMO\REMO_DTLZ1_M10_D30_25.mat
REMO,DTLZ1,10,30,26,existing,300,143.627681102244,legacy-unverified,,C:\Users\lsx\Desktop\REMOandDREMO测试集\10目标\n30\REMO\REMO_DTLZ1_M10_D30_26.mat
REMO,DTLZ1,10,30,27,existing,303,262.223683198987,legacy-unverified, Historical final-batch FE overshoot retained.,C:\Users\lsx\Desktop\REMOandDREMO测试集\10目标\n30\REMO\REMO_DTLZ1_M10_D30_27.mat
REMO,DTLZ1,10,30,28,existing,302,226.033566291142,legacy-unverified, Historical final-batch FE overshoot retained.,C:\Users\lsx\Desktop\REMOandDREMO测试集\10目标\n30\REMO\REMO_DTLZ1_M10_D30_28.mat
REMO,DTLZ1,10,30,29,existing,302,200.706365347864,legacy-unverified, Historical final-batch FE overshoot retained.,C:\Users\lsx\Desktop\REMOandDREMO测试集\10目标\n30\REMO\REMO_DTLZ1_M10_D30_29.mat
REMO,DTLZ1,10,30,30,existing,304,176.220431193093,legacy-unverified, Historical final-batch FE overshoot retained.,C:\Users\lsx\Desktop\REMOandDREMO测试集\10目标\n30\REMO\REMO_DTLZ1_M10_D30_30.mat
PIEA,DTLZ1,10,30,1,existing,300,151.981887056889,legacy-unverified,,C:\Users\lsx\Desktop\REMOandDREMO测试集\10目标\n30\PIEA\PIEA_DTLZ1_M10_D30_1.mat
PIEA,DTLZ1,10,30,2,existing,300,121.414046264994,legacy-unverified,,C:\Users\lsx\Desktop\REMOandDREMO测试集\10目标\n30\PIEA\PIEA_DTLZ1_M10_D30_2.mat
PIEA,DTLZ1,10,30,3,existing,300,291.522285503762,legacy-unverified,,C:\Users\lsx\Desktop\REMOandDREMO测试集\10目标\n30\PIEA\PIEA_DTLZ1_M10_D30_3.mat
PIEA,DTLZ1,10,30,4,existing,300,226.928406666207,legacy-unverified,,C:\Users\lsx\Desktop\REMOandDREMO测试集\10目标\n30\PIEA\PIEA_DTLZ1_M10_D30_4.mat
PIEA,DTLZ1,10,30,5,existing,300,248.337004768667,legacy-unverified,,C:\Users\lsx\Desktop\REMOandDREMO测试集\10目标\n30\PIEA\PIEA_DTLZ1_M10_D30_5.mat
PIEA,DTLZ1,10,30,6,existing,300,146.157667841688,legacy-unverified,,C:\Users\lsx\Desktop\REMOandDREMO测试集\10目标\n30\PIEA\PIEA_DTLZ1_M10_D30_6.mat
PIEA,DTLZ1,10,30,7,existing,300,229.013160451512,legacy-unverified,,C:\Users\lsx\Desktop\REMOandDREMO测试集\10目标\n30\PIEA\PIEA_DTLZ1_M10_D30_7.mat
PIEA,DTLZ1,10,30,8,existing,300,139.067141767214,legacy-unverified,,C:\Users\lsx\Desktop\REMOandDREMO测试集\10目标\n30\PIEA\PIEA_DTLZ1_M10_D30_8.mat
PIEA,DTLZ1,10,30,9,existing,300,279.385427127871,legacy-unverified,,C:\Users\lsx\Desktop\REMOandDREMO测试集\10目标\n30\PIEA\PIEA_DTLZ1_M10_D30_9.mat
PIEA,DTLZ1,10,30,10,existing,300,304.316273871704,legacy-unverified,,C:\Users\lsx\Desktop\REMOandDREMO测试集\10目标\n30\PIEA\PIEA_DTLZ1_M10_D30_10.mat
PIEA,DTLZ1,10,30,11,existing,300,318.478633800898,legacy-unverified,,C:\Users\lsx\Desktop\REMOandDREMO测试集\10目标\n30\PIEA\PIEA_DTLZ1_M10_D30_11.mat
PIEA,DTLZ1,10,30,12,existing,300,299.537577973829,legacy-unverified,,C:\Users\lsx\Desktop\REMOandDREMO测试集\10目标\n30\PIEA\PIEA_DTLZ1_M10_D30_12.mat
PIEA,DTLZ1,10,30,13,existing,300,367.986979360961,legacy-unverified,,C:\Users\lsx\Desktop\REMOandDREMO测试集\10目标\n30\PIEA\PIEA_DTLZ1_M10_D30_13.mat
PIEA,DTLZ1,10,30,14,existing,300,310.227751741972,legacy-unverified,,C:\Users\lsx\Desktop\REMOandDREMO测试集\10目标\n30\PIEA\PIEA_DTLZ1_M10_D30_14.mat
PIEA,DTLZ1,10,30,15,existing,300,217.148775930626,legacy-unverified,,C:\Users\lsx\Desktop\REMOandDREMO测试集\10目标\n30\PIEA\PIEA_DTLZ1_M10_D30_15.mat
PIEA,DTLZ1,10,30,16,existing,300,317.563743780354,legacy-unverified,,C:\Users\lsx\Desktop\REMOandDREMO测试集\10目标\n30\PIEA\PIEA_DTLZ1_M10_D30_16.mat
PIEA,DTLZ1,10,30,17,existing,300,193.163885895751,legacy-unverified,,C:\Users\lsx\Desktop\REMOandDREMO测试集\10目标\n30\PIEA\PIEA_DTLZ1_M10_D30_17.mat
PIEA,DTLZ1,10,30,18,existing,300,195.116941479918,legacy-unverified,,C:\Users\lsx\Desktop\REMOandDREMO测试集\10目标\n30\PIEA\PIEA_DTLZ1_M10_D30_18.mat
PIEA,DTLZ1,10,30,19,existing,300,309.297738159784,legacy-unverified,,C:\Users\lsx\Desktop\REMOandDREMO测试集\10目标\n30\PIEA\PIEA_DTLZ1_M10_D30_19.mat
PIEA,DTLZ1,10,30,20,existing,300,190.487201332823,legacy-unverified,,C:\Users\lsx\Desktop\REMOandDREMO测试集\10目标\n30\PIEA\PIEA_DTLZ1_M10_D30_20.mat
PIEA,DTLZ1,10,30,21,existing,300,273.22179091127,legacy-unverified,,C:\Users\lsx\Desktop\REMOandDREMO测试集\10目标\n30\PIEA\PIEA_DTLZ1_M10_D30_21.mat
PIEA,DTLZ1,10,30,22,existing,300,304.810042533512,legacy-unverified,,C:\Users\lsx\Desktop\REMOandDREMO测试集\10目标\n30\PIEA\PIEA_DTLZ1_M10_D30_22.mat
PIEA,DTLZ1,10,30,23,existing,300,273.575244100945,legacy-unverified,,C:\Users\lsx\Desktop\REMOandDREMO测试集\10目标\n30\PIEA\PIEA_DTLZ1_M10_D30_23.mat
PIEA,DTLZ1,10,30,24,existing,300,145.767274413987,legacy-unverified,,C:\Users\lsx\Desktop\REMOandDREMO测试集\10目标\n30\PIEA\PIEA_DTLZ1_M10_D30_24.mat
PIEA,DTLZ1,10,30,25,existing,300,234.126854424265,legacy-unverified,,C:\Users\lsx\Desktop\REMOandDREMO测试集\10目标\n30\PIEA\PIEA_DTLZ1_M10_D30_25.mat
PIEA,DTLZ1,10,30,26,existing,300,326.8682688724,legacy-unverified,,C:\Users\lsx\Desktop\REMOandDREMO测试集\10目标\n30\PIEA\PIEA_DTLZ1_M10_D30_26.mat
PIEA,DTLZ1,10,30,27,existing,300,180.480899078939,legacy-unverified,,C:\Users\lsx\Desktop\REMOandDREMO测试集\10目标\n30\PIEA\PIEA_DTLZ1_M10_D30_27.mat
PIEA,DTLZ1,10,30,28,existing,300,230.300116012236,legacy-unverified,,C:\Users\lsx\Desktop\REMOandDREMO测试集\10目标\n30\PIEA\PIEA_DTLZ1_M10_D30_28.mat
PIEA,DTLZ1,10,30,29,existing,300,201.207367463809,legacy-unverified,,C:\Users\lsx\Desktop\REMOandDREMO测试集\10目标\n30\PIEA\PIEA_DTLZ1_M10_D30_29.mat
PIEA,DTLZ1,10,30,30,existing,300,262.943621085783,legacy-unverified,,C:\Users\lsx\Desktop\REMOandDREMO测试集\10目标\n30\PIEA\PIEA_DTLZ1_M10_D30_30.mat
CSEA,DTLZ1,10,30,1,existing,306,235.83201512135,legacy-unverified, Historical final-batch FE overshoot retained.,C:\Users\lsx\Desktop\REMOandDREMO测试集\10目标\n30\CSEA\CSEA_DTLZ1_M10_D30_1.mat
CSEA,DTLZ1,10,30,2,existing,307,193.726230785672,legacy-unverified, Historical final-batch FE overshoot retained.,C:\Users\lsx\Desktop\REMOandDREMO测试集\10目标\n30\CSEA\CSEA_DTLZ1_M10_D30_2.mat
CSEA,DTLZ1,10,30,3,existing,307,268.797157526774,legacy-unverified, Historical final-batch FE overshoot retained.,C:\Users\lsx\Desktop\REMOandDREMO测试集\10目标\n30\CSEA\CSEA_DTLZ1_M10_D30_3.mat
CSEA,DTLZ1,10,30,4,existing,310,136.621900780694,legacy-unverified, Historical final-batch FE overshoot retained.,C:\Users\lsx\Desktop\REMOandDREMO测试集\10目标\n30\CSEA\CSEA_DTLZ1_M10_D30_4.mat
CSEA,DTLZ1,10,30,5,existing,306,264.781537846333,legacy-unverified, Historical final-batch FE overshoot retained.,C:\Users\lsx\Desktop\REMOandDREMO测试集\10目标\n30\CSEA\CSEA_DTLZ1_M10_D30_5.mat
CSEA,DTLZ1,10,30,6,existing,305,290.124170507478,legacy-unverified, Historical final-batch FE overshoot retained.,C:\Users\lsx\Desktop\REMOandDREMO测试集\10目标\n30\CSEA\CSEA_DTLZ1_M10_D30_6.mat
CSEA,DTLZ1,10,30,7,existing,304,225.124450601058,legacy-unverified, Historical final-batch FE overshoot retained.,C:\Users\lsx\Desktop\REMOandDREMO测试集\10目标\n30\CSEA\CSEA_DTLZ1_M10_D30_7.mat
CSEA,DTLZ1,10,30,8,existing,305,145.978991687948,legacy-unverified, Historical final-batch FE overshoot retained.,C:\Users\lsx\Desktop\REMOandDREMO测试集\10目标\n30\CSEA\CSEA_DTLZ1_M10_D30_8.mat
CSEA,DTLZ1,10,30,9,existing,300,184.674395809213,legacy-unverified,,C:\Users\lsx\Desktop\REMOandDREMO测试集\10目标\n30\CSEA\CSEA_DTLZ1_M10_D30_9.mat
CSEA,DTLZ1,10,30,10,existing,307,278.98876990078,legacy-unverified, Historical final-batch FE overshoot retained.,C:\Users\lsx\Desktop\REMOandDREMO测试集\10目标\n30\CSEA\CSEA_DTLZ1_M10_D30_10.mat
CSEA,DTLZ1,10,30,11,existing,309,252.104060238037,legacy-unverified, Historical final-batch FE overshoot retained.,C:\Users\lsx\Desktop\REMOandDREMO测试集\10目标\n30\CSEA\CSEA_DTLZ1_M10_D30_11.mat
CSEA,DTLZ1,10,30,12,existing,303,221.642834074146,legacy-unverified, Historical final-batch FE overshoot retained.,C:\Users\lsx\Desktop\REMOandDREMO测试集\10目标\n30\CSEA\CSEA_DTLZ1_M10_D30_12.mat
CSEA,DTLZ1,10,30,13,existing,310,233.685137933849,legacy-unverified, Historical final-batch FE overshoot retained.,C:\Users\lsx\Desktop\REMOandDREMO测试集\10目标\n30\CSEA\CSEA_DTLZ1_M10_D30_13.mat
CSEA,DTLZ1,10,30,14,existing,302,137.13154770512,legacy-unverified, Historical final-batch FE overshoot retained.,C:\Users\lsx\Desktop\REMOandDREMO测试集\10目标\n30\CSEA\CSEA_DTLZ1_M10_D30_14.mat
CSEA,DTLZ1,10,30,15,existing,307,277.961040176384,legacy-unverified, Historical final-batch FE overshoot retained.,C:\Users\lsx\Desktop\REMOandDREMO测试集\10目标\n30\CSEA\CSEA_DTLZ1_M10_D30_15.mat
CSEA,DTLZ1,10,30,16,existing,309,215.990716787022,legacy-unverified, Historical final-batch FE overshoot retained.,C:\Users\lsx\Desktop\REMOandDREMO测试集\10目标\n30\CSEA\CSEA_DTLZ1_M10_D30_16.mat
CSEA,DTLZ1,10,30,17,existing,308,262.35785803015,legacy-unverified, Historical final-batch FE overshoot retained.,C:\Users\lsx\Desktop\REMOandDREMO测试集\10目标\n30\CSEA\CSEA_DTLZ1_M10_D30_17.mat
CSEA,DTLZ1,10,30,18,existing,309,185.006569474363,legacy-unverified, Historical final-batch FE overshoot retained.,C:\Users\lsx\Desktop\REMOandDREMO测试集\10目标\n30\CSEA\CSEA_DTLZ1_M10_D30_18.mat
CSEA,DTLZ1,10,30,19,existing,306,271.888127850295,legacy-unverified, Historical final-batch FE overshoot retained.,C:\Users\lsx\Desktop\REMOandDREMO测试集\10目标\n30\CSEA\CSEA_DTLZ1_M10_D30_19.mat
CSEA,DTLZ1,10,30,20,existing,309,279.166837085686,legacy-unverified, Historical final-batch FE overshoot retained.,C:\Users\lsx\Desktop\REMOandDREMO测试集\10目标\n30\CSEA\CSEA_DTLZ1_M10_D30_20.mat
CSEA,DTLZ1,10,30,21,existing,300,340.484411049578,legacy-unverified,,C:\Users\lsx\Desktop\REMOandDREMO测试集\10目标\n30\CSEA\CSEA_DTLZ1_M10_D30_21.mat
CSEA,DTLZ1,10,30,22,existing,308,180.864813883988,legacy-unverified, Historical final-batch FE overshoot retained.,C:\Users\lsx\Desktop\REMOandDREMO测试集\10目标\n30\CSEA\CSEA_DTLZ1_M10_D30_22.mat
CSEA,DTLZ1,10,30,23,existing,304,232.588330003168,legacy-unverified, Historical final-batch FE overshoot retained.,C:\Users\lsx\Desktop\REMOandDREMO测试集\10目标\n30\CSEA\CSEA_DTLZ1_M10_D30_23.mat
CSEA,DTLZ1,10,30,24,existing,305,245.017923557957,legacy-unverified, Historical final-batch FE overshoot retained.,C:\Users\lsx\Desktop\REMOandDREMO测试集\10目标\n30\CSEA\CSEA_DTLZ1_M10_D30_24.mat
CSEA,DTLZ1,10,30,25,existing,302,218.336871736658,legacy-unverified, Historical final-batch FE overshoot retained.,C:\Users\lsx\Desktop\REMOandDREMO测试集\10目标\n30\CSEA\CSEA_DTLZ1_M10_D30_25.mat
CSEA,DTLZ1,10,30,26,existing,305,262.009403219779,legacy-unverified, Historical final-batch FE overshoot retained.,C:\Users\lsx\Desktop\REMOandDREMO测试集\10目标\n30\CSEA\CSEA_DTLZ1_M10_D30_26.mat
CSEA,DTLZ1,10,30,27,existing,309,300.611753997867,legacy-unverified, Historical final-batch FE overshoot retained.,C:\Users\lsx\Desktop\REMOandDREMO测试集\10目标\n30\CSEA\CSEA_DTLZ1_M10_D30_27.mat
CSEA,DTLZ1,10,30,28,existing,300,248.482937361705,legacy-unverified,,C:\Users\lsx\Desktop\REMOandDREMO测试集\10目标\n30\CSEA\CSEA_DTLZ1_M10_D30_28.mat
CSEA,DTLZ1,10,30,29,existing,305,224.920057960244,legacy-unverified, Historical final-batch FE overshoot retained.,C:\Users\lsx\Desktop\REMOandDREMO测试集\10目标\n30\CSEA\CSEA_DTLZ1_M10_D30_29.mat
CSEA,DTLZ1,10,30,30,existing,302,200.69544398159,legacy-unverified, Historical final-batch FE overshoot retained.,C:\Users\lsx\Desktop\REMOandDREMO测试集\10目标\n30\CSEA\CSEA_DTLZ1_M10_D30_30.mat
PCSAEA_N100,DTLZ1,10,30,1,existing,300,359.173399225369,legacy-unverified,,C:\Users\lsx\Desktop\REMOandDREMO测试集\10目标\n30\PCSAEA_N100\PCSAEA_N100_DTLZ1_M10_D30_1.mat
PCSAEA_N100,DTLZ1,10,30,2,existing,300,336.949851639964,legacy-unverified,,C:\Users\lsx\Desktop\REMOandDREMO测试集\10目标\n30\PCSAEA_N100\PCSAEA_N100_DTLZ1_M10_D30_2.mat
PCSAEA_N100,DTLZ1,10,30,3,existing,300,368.97427358908,legacy-unverified,,C:\Users\lsx\Desktop\REMOandDREMO测试集\10目标\n30\PCSAEA_N100\PCSAEA_N100_DTLZ1_M10_D30_3.mat
PCSAEA_N100,DTLZ1,10,30,4,existing,300,321.087007876714,legacy-unverified,,C:\Users\lsx\Desktop\REMOandDREMO测试集\10目标\n30\PCSAEA_N100\PCSAEA_N100_DTLZ1_M10_D30_4.mat
PCSAEA_N100,DTLZ1,10,30,5,existing,300,367.414833293344,legacy-unverified,,C:\Users\lsx\Desktop\REMOandDREMO测试集\10目标\n30\PCSAEA_N100\PCSAEA_N100_DTLZ1_M10_D30_5.mat
PCSAEA_N100,DTLZ1,10,30,6,existing,300,381.448689766873,legacy-unverified,,C:\Users\lsx\Desktop\REMOandDREMO测试集\10目标\n30\PCSAEA_N100\PCSAEA_N100_DTLZ1_M10_D30_6.mat
PCSAEA_N100,DTLZ1,10,30,7,existing,300,379.169030736009,legacy-unverified,,C:\Users\lsx\Desktop\REMOandDREMO测试集\10目标\n30\PCSAEA_N100\PCSAEA_N100_DTLZ1_M10_D30_7.mat
PCSAEA_N100,DTLZ1,10,30,8,existing,300,354.300072021078,legacy-unverified,,C:\Users\lsx\Desktop\REMOandDREMO测试集\10目标\n30\PCSAEA_N100\PCSAEA_N100_DTLZ1_M10_D30_8.mat
PCSAEA_N100,DTLZ1,10,30,9,existing,300,346.100172491248,legacy-unverified,,C:\Users\lsx\Desktop\REMOandDREMO测试集\10目标\n30\PCSAEA_N100\PCSAEA_N100_DTLZ1_M10_D30_9.mat
PCSAEA_N100,DTLZ1,10,30,10,existing,300,366.885483184949,legacy-unverified,,C:\Users\lsx\Desktop\REMOandDREMO测试集\10目标\n30\PCSAEA_N100\PCSAEA_N100_DTLZ1_M10_D30_10.mat
PCSAEA_N100,DTLZ1,10,30,11,existing,300,320.330312379734,legacy-unverified,,C:\Users\lsx\Desktop\REMOandDREMO测试集\10目标\n30\PCSAEA_N100\PCSAEA_N100_DTLZ1_M10_D30_11.mat
PCSAEA_N100,DTLZ1,10,30,12,existing,300,379.610382152268,legacy-unverified,,C:\Users\lsx\Desktop\REMOandDREMO测试集\10目标\n30\PCSAEA_N100\PCSAEA_N100_DTLZ1_M10_D30_12.mat
PCSAEA_N100,DTLZ1,10,30,13,existing,300,388.863107068202,legacy-unverified,,C:\Users\lsx\Desktop\REMOandDREMO测试集\10目标\n30\PCSAEA_N100\PCSAEA_N100_DTLZ1_M10_D30_13.mat
PCSAEA_N100,DTLZ1,10,30,14,existing,300,342.888255703876,legacy-unverified,,C:\Users\lsx\Desktop\REMOandDREMO测试集\10目标\n30\PCSAEA_N100\PCSAEA_N100_DTLZ1_M10_D30_14.mat
PCSAEA_N100,DTLZ1,10,30,15,existing,300,390.713483378219,legacy-unverified,,C:\Users\lsx\Desktop\REMOandDREMO测试集\10目标\n30\PCSAEA_N100\PCSAEA_N100_DTLZ1_M10_D30_15.mat
PCSAEA_N100,DTLZ1,10,30,16,existing,300,350.021358285039,legacy-unverified,,C:\Users\lsx\Desktop\REMOandDREMO测试集\10目标\n30\PCSAEA_N100\PCSAEA_N100_DTLZ1_M10_D30_16.mat
PCSAEA_N100,DTLZ1,10,30,17,existing,300,395.455732359286,legacy-unverified,,C:\Users\lsx\Desktop\REMOandDREMO测试集\10目标\n30\PCSAEA_N100\PCSAEA_N100_DTLZ1_M10_D30_17.mat
PCSAEA_N100,DTLZ1,10,30,18,existing,300,359.896198360422,legacy-unverified,,C:\Users\lsx\Desktop\REMOandDREMO测试集\10目标\n30\PCSAEA_N100\PCSAEA_N100_DTLZ1_M10_D30_18.mat
PCSAEA_N100,DTLZ1,10,30,19,pending,NaN,NaN,,missing,C:\Users\lsx\Desktop\REMOandDREMO测试集\10目标\n30\PCSAEA_N100\PCSAEA_N100_DTLZ1_M10_D30_19.mat
PCSAEA_N100,DTLZ1,10,30,20,pending,NaN,NaN,,missing,C:\Users\lsx\Desktop\REMOandDREMO测试集\10目标\n30\PCSAEA_N100\PCSAEA_N100_DTLZ1_M10_D30_20.mat
PCSAEA_N100,DTLZ1,10,30,21,pending,NaN,NaN,,missing,C:\Users\lsx\Desktop\REMOandDREMO测试集\10目标\n30\PCSAEA_N100\PCSAEA_N100_DTLZ1_M10_D30_21.mat
PCSAEA_N100,DTLZ1,10,30,22,pending,NaN,NaN,,missing,C:\Users\lsx\Desktop\REMOandDREMO测试集\10目标\n30\PCSAEA_N100\PCSAEA_N100_DTLZ1_M10_D30_22.mat
PCSAEA_N100,DTLZ1,10,30,23,pending,NaN,NaN,,missing,C:\Users\lsx\Desktop\REMOandDREMO测试集\10目标\n30\PCSAEA_N100\PCSAEA_N100_DTLZ1_M10_D30_23.mat
PCSAEA_N100,DTLZ1,10,30,24,pending,NaN,NaN,,missing,C:\Users\lsx\Desktop\REMOandDREMO测试集\10目标\n30\PCSAEA_N100\PCSAEA_N100_DTLZ1_M10_D30_24.mat
PCSAEA_N100,DTLZ1,10,30,25,pending,NaN,NaN,,missing,C:\Users\lsx\Desktop\REMOandDREMO测试集\10目标\n30\PCSAEA_N100\PCSAEA_N100_DTLZ1_M10_D30_25.mat
PCSAEA_N100,DTLZ1,10,30,26,pending,NaN,NaN,,missing,C:\Users\lsx\Desktop\REMOandDREMO测试集\10目标\n30\PCSAEA_N100\PCSAEA_N100_DTLZ1_M10_D30_26.mat
PCSAEA_N100,DTLZ1,10,30,27,pending,NaN,NaN,,missing,C:\Users\lsx\Desktop\REMOandDREMO测试集\10目标\n30\PCSAEA_N100\PCSAEA_N100_DTLZ1_M10_D30_27.mat
PCSAEA_N100,DTLZ1,10,30,28,pending,NaN,NaN,,missing,C:\Users\lsx\Desktop\REMOandDREMO测试集\10目标\n30\PCSAEA_N100\PCSAEA_N100_DTLZ1_M10_D30_28.mat
PCSAEA_N100,DTLZ1,10,30,29,pending,NaN,NaN,,missing,C:\Users\lsx\Desktop\REMOandDREMO测试集\10目标\n30\PCSAEA_N100\PCSAEA_N100_DTLZ1_M10_D30_29.mat
PCSAEA_N100,DTLZ1,10,30,30,pending,NaN,NaN,,missing,C:\Users\lsx\Desktop\REMOandDREMO测试集\10目标\n30\PCSAEA_N100\PCSAEA_N100_DTLZ1_M10_D30_30.mat
KRVEA_100,DTLZ1,10,30,1,existing,300,306.026895891994,legacy-unverified,,C:\Users\lsx\Desktop\REMOandDREMO测试集\10目标\n30\KRVEA_100\KRVEA_100_DTLZ1_M10_D30_1.mat
KRVEA_100,DTLZ1,10,30,2,existing,300,264.735391521272,legacy-unverified,,C:\Users\lsx\Desktop\REMOandDREMO测试集\10目标\n30\KRVEA_100\KRVEA_100_DTLZ1_M10_D30_2.mat
KRVEA_100,DTLZ1,10,30,3,existing,300,231.001802150205,legacy-unverified,,C:\Users\lsx\Desktop\REMOandDREMO测试集\10目标\n30\KRVEA_100\KRVEA_100_DTLZ1_M10_D30_3.mat
KRVEA_100,DTLZ1,10,30,4,existing,300,291.729759925953,legacy-unverified,,C:\Users\lsx\Desktop\REMOandDREMO测试集\10目标\n30\KRVEA_100\KRVEA_100_DTLZ1_M10_D30_4.mat
KRVEA_100,DTLZ1,10,30,5,existing,300,328.073373149254,legacy-unverified,,C:\Users\lsx\Desktop\REMOandDREMO测试集\10目标\n30\KRVEA_100\KRVEA_100_DTLZ1_M10_D30_5.mat
KRVEA_100,DTLZ1,10,30,6,existing,300,298.723546633496,legacy-unverified,,C:\Users\lsx\Desktop\REMOandDREMO测试集\10目标\n30\KRVEA_100\KRVEA_100_DTLZ1_M10_D30_6.mat
