Starting parallel pool (parpool) using the 'Processes' profile ...
Connected to parallel pool with 2 workers.
Pool has 2 workers; this runner uses at most 2.
[249/2208] REMO_new2_AdaMaO_SDEOnly_UniformMix_Pruned_Weighted DTLZ7 M10 run 28 FE=300 IGD=11.224885 saved
[250/2208] REMO_new2_AdaMaO_SDEOnly_UniformMix_Pruned_Weighted DTLZ7 M10 run 27 FE=300 IGD=9.4664448 saved
[251/2208] REMO_new2_AdaMaO_SDEOnly_UniformMix_Pruned_Weighted DTLZ7 M10 run 30 FE=300 IGD=8.1470412 saved
[252/2208] REMO_new2_AdaMaO_SDEOnly_UniformMix_Pruned_Weighted DTLZ7 M10 run 29 FE=300 IGD=8.3951961 saved
[253/2208] PCSAEA_N100 WFG1 M10 run 20 FE=300 IGD=3.3227232 saved
[254/2208] PCSAEA_N100 WFG1 M10 run 19 FE=300 IGD=3.395632 saved
[255/2208] PCSAEA_N100 WFG1 M10 run 21 FE=300 IGD=3.4785395 saved
[256/2208] PCSAEA_N100 WFG1 M10 run 22 FE=300 IGD=3.496467 saved
[257/2208] PCSAEA_N100 WFG1 M10 run 24 FE=300 IGD=3.4004927 saved
[258/2208] PCSAEA_N100 WFG1 M10 run 23 FE=300 IGD=3.4277524 saved
[259/2208] PCSAEA_N100 WFG1 M10 run 25 FE=300 IGD=3.3909741 saved
[260/2208] PCSAEA_N100 WFG1 M10 run 26 FE=300 IGD=3.4039224 saved
[261/2208] PCSAEA_N100 WFG1 M10 run 27 FE=300 IGD=3.4140525 saved
[262/2208] PCSAEA_N100 WFG1 M10 run 28 FE=300 IGD=3.3823113 saved
[263/2208] PCSAEA_N100 WFG1 M10 run 30 FE=300 IGD=3.3878094 saved
[264/2208] PCSAEA_N100 WFG1 M10 run 29 FE=300 IGD=3.4184231 saved
[265/2208] KRVEA_100 WFG1 M10 run 20 FE=300 IGD=3.2754525 saved
[266/2208] KRVEA_100 WFG1 M10 run 19 FE=300 IGD=3.2869573 saved
[267/2208] KRVEA_100 WFG1 M10 run 21 FE=300 IGD=3.2810332 saved
[268/2208] KRVEA_100 WFG1 M10 run 22 FE=300 IGD=3.2587947 saved
[269/2208] KRVEA_100 WFG1 M10 run 24 FE=300 IGD=3.3765932 saved
[270/2208] KRVEA_100 WFG1 M10 run 23 FE=300 IGD=3.3297344 saved
[271/2208] KRVEA_100 WFG1 M10 run 25 FE=300 IGD=3.2538017 saved
[272/2208] KRVEA_100 WFG1 M10 run 26 FE=300 IGD=3.2618773 saved
[273/2208] KRVEA_100 WFG1 M10 run 27 FE=300 IGD=3.2236559 saved
[274/2208] KRVEA_100 WFG1 M10 run 28 FE=300 IGD=3.2299402 saved
[275/2208] KRVEA_100 WFG1 M10 run 29 FE=300 IGD=3.1967625 saved
[276/2208] KRVEA_100 WFG1 M10 run 30 FE=300 IGD=3.2403352 saved
[277/2208] REMO_new2_AdaMaO_SDEOnly_UniformMix_Pruned_Weighted WFG1 M10 run 19 FE=300 IGD=3.075743 saved
[278/2208] REMO_new2_AdaMaO_SDEOnly_UniformMix_Pruned_Weighted WFG1 M10 run 20 FE=300 IGD=3.1482505 saved
[279/2208] REMO_new2_AdaMaO_SDEOnly_UniformMix_Pruned_Weighted WFG1 M10 run 21 FE=300 IGD=3.1875111 saved
[280/2208] REMO_new2_AdaMaO_SDEOnly_UniformMix_Pruned_Weighted WFG1 M10 run 22 FE=300 IGD=3.1755206 saved
[281/2208] REMO_new2_AdaMaO_SDEOnly_UniformMix_Pruned_Weighted WFG1 M10 run 23 FE=300 IGD=3.208798 saved
[282/2208] REMO_new2_AdaMaO_SDEOnly_UniformMix_Pruned_Weighted WFG1 M10 run 24 FE=300 IGD=3.1592431 saved
[283/2208] REMO_new2_AdaMaO_SDEOnly_UniformMix_Pruned_Weighted WFG1 M10 run 25 FE=300 IGD=3.1631777 saved
[284/2208] REMO_new2_AdaMaO_SDEOnly_UniformMix_Pruned_Weighted WFG1 M10 run 26 FE=300 IGD=3.2604594 saved
[285/2208] REMO_new2_AdaMaO_SDEOnly_UniformMix_Pruned_Weighted WFG1 M10 run 27 FE=300 IGD=3.1692368 saved
[286/2208] REMO_new2_AdaMaO_SDEOnly_UniformMix_Pruned_Weighted WFG1 M10 run 28 FE=300 IGD=3.1938037 saved
[287/2208] REMO_new2_AdaMaO_SDEOnly_UniformMix_Pruned_Weighted WFG1 M10 run 30 FE=300 IGD=3.1218145 saved
[288/2208] REMO_new2_AdaMaO_SDEOnly_UniformMix_Pruned_Weighted WFG1 M10 run 29 FE=300 IGD=3.3316688 saved
[289/2208] PCSAEA_N100 WFG2 M10 run 19 FE=300 IGD=3.7055556 saved
[290/2208] PCSAEA_N100 WFG2 M10 run 20 FE=300 IGD=3.3534478 saved
[291/2208] PCSAEA_N100 WFG2 M10 run 22 FE=300 IGD=3.4201451 saved
[292/2208] PCSAEA_N100 WFG2 M10 run 21 FE=300 IGD=3.3482168 saved
[293/2208] PCSAEA_N100 WFG2 M10 run 23 FE=300 IGD=4.6384673 saved
[294/2208] PCSAEA_N100 WFG2 M10 run 24 FE=300 IGD=2.883204 saved
[295/2208] PCSAEA_N100 WFG2 M10 run 25 FE=300 IGD=3.7304789 saved
[296/2208] PCSAEA_N100 WFG2 M10 run 26 FE=300 IGD=3.0214576 saved
[297/2208] PCSAEA_N100 WFG2 M10 run 28 FE=300 IGD=3.9841656 saved
[298/2208] PCSAEA_N100 WFG2 M10 run 27 FE=300 IGD=3.618086 saved
[299/2208] PCSAEA_N100 WFG2 M10 run 29 FE=300 IGD=4.2243143 saved
[300/2208] PCSAEA_N100 WFG2 M10 run 30 FE=300 IGD=4.3569073 saved
[301/2208] KRVEA_100 WFG2 M10 run 20 FE=300 IGD=2.0251555 saved
[302/2208] KRVEA_100 WFG2 M10 run 19 FE=300 IGD=2.0668026 saved
[303/2208] KRVEA_100 WFG2 M10 run 22 FE=300 IGD=2.108561 saved
[304/2208] KRVEA_100 WFG2 M10 run 21 FE=300 IGD=1.956843 saved
[305/2208] KRVEA_100 WFG2 M10 run 24 FE=300 IGD=2.2400407 saved
[306/2208] KRVEA_100 WFG2 M10 run 23 FE=300 IGD=2.1132957 saved
[307/2208] KRVEA_100 WFG2 M10 run 25 FE=300 IGD=1.9088124 saved
[308/2208] KRVEA_100 WFG2 M10 run 26 FE=300 IGD=2.0257632 saved
[309/2208] KRVEA_100 WFG2 M10 run 27 FE=300 IGD=2.415976 saved
[310/2208] KRVEA_100 WFG2 M10 run 28 FE=300 IGD=1.9271354 saved
[311/2208] KRVEA_100 WFG2 M10 run 30 FE=300 IGD=2.2564661 saved
[312/2208] KRVEA_100 WFG2 M10 run 29 FE=300 IGD=1.9923734 saved
[313/2208] REMO_new2_AdaMaO_SDEOnly_UniformMix_Pruned_Weighted WFG2 M10 run 19 FE=300 IGD=1.6636553 saved
[314/2208] REMO_new2_AdaMaO_SDEOnly_UniformMix_Pruned_Weighted WFG2 M10 run 20 FE=300 IGD=2.1115128 saved
[315/2208] REMO_new2_AdaMaO_SDEOnly_UniformMix_Pruned_Weighted WFG2 M10 run 22 FE=300 IGD=2.3892485 saved
[316/2208] REMO_new2_AdaMaO_SDEOnly_UniformMix_Pruned_Weighted WFG2 M10 run 21 FE=300 IGD=3.3763372 saved
[317/2208] REMO_new2_AdaMaO_SDEOnly_UniformMix_Pruned_Weighted WFG2 M10 run 24 FE=300 IGD=1.9275138 saved
[318/2208] REMO_new2_AdaMaO_SDEOnly_UniformMix_Pruned_Weighted WFG2 M10 run 23 FE=300 IGD=2.5088498 saved
[319/2208] REMO_new2_AdaMaO_SDEOnly_UniformMix_Pruned_Weighted WFG2 M10 run 26 FE=300 IGD=1.8094188 saved
[320/2208] REMO_new2_AdaMaO_SDEOnly_UniformMix_Pruned_Weighted WFG2 M10 run 25 FE=300 IGD=4.3931758 saved
[321/2208] REMO_new2_AdaMaO_SDEOnly_UniformMix_Pruned_Weighted WFG2 M10 run 28 FE=300 IGD=2.0113527 saved
[322/2208] REMO_new2_AdaMaO_SDEOnly_UniformMix_Pruned_Weighted WFG2 M10 run 27 FE=300 IGD=1.7391304 saved
[323/2208] REMO_new2_AdaMaO_SDEOnly_UniformMix_Pruned_Weighted WFG2 M10 run 30 FE=300 IGD=2.1131471 saved
[324/2208] REMO_new2_AdaMaO_SDEOnly_UniformMix_Pruned_Weighted WFG2 M10 run 29 FE=300 IGD=1.8529029 saved
[325/2208] PCSAEA_N100 WFG3 M10 run 19 FE=300 IGD=1.6531547 saved
[326/2208] PCSAEA_N100 WFG3 M10 run 20 FE=300 IGD=1.6526692 saved
[327/2208] PCSAEA_N100 WFG3 M10 run 21 FE=300 IGD=1.7158887 saved
[328/2208] PCSAEA_N100 WFG3 M10 run 22 FE=300 IGD=1.6042824 saved
[329/2208] PCSAEA_N100 WFG3 M10 run 23 FE=300 IGD=1.7043675 saved
[330/2208] PCSAEA_N100 WFG3 M10 run 24 FE=300 IGD=1.6949385 saved
[331/2208] PCSAEA_N100 WFG3 M10 run 26 FE=300 IGD=1.7132678 saved
[332/2208] PCSAEA_N100 WFG3 M10 run 25 FE=300 IGD=1.6761378 saved
[333/2208] PCSAEA_N100 WFG3 M10 run 28 FE=300 IGD=1.6603014 saved
[334/2208] PCSAEA_N100 WFG3 M10 run 27 FE=300 IGD=1.660424 saved
[335/2208] PCSAEA_N100 WFG3 M10 run 29 FE=300 IGD=1.7085443 saved
[336/2208] PCSAEA_N100 WFG3 M10 run 30 FE=300 IGD=1.7207126 saved
[337/2208] KRVEA_100 WFG3 M10 run 20 FE=300 IGD=1.6641115 saved
[338/2208] KRVEA_100 WFG3 M10 run 19 FE=300 IGD=1.8205907 saved
[339/2208] KRVEA_100 WFG3 M10 run 22 FE=300 IGD=1.6622226 saved
[340/2208] KRVEA_100 WFG3 M10 run 21 FE=300 IGD=1.7759199 saved
[341/2208] KRVEA_100 WFG3 M10 run 23 FE=300 IGD=1.7845683 saved
[342/2208] KRVEA_100 WFG3 M10 run 24 FE=300 IGD=1.5917066 saved
[343/2208] KRVEA_100 WFG3 M10 run 26 FE=300 IGD=1.7745044 saved
[344/2208] KRVEA_100 WFG3 M10 run 25 FE=300 IGD=1.6566517 saved
[345/2208] KRVEA_100 WFG3 M10 run 27 FE=300 IGD=1.738353 saved
[346/2208] KRVEA_100 WFG3 M10 run 28 FE=300 IGD=1.74869 saved
[347/2208] KRVEA_100 WFG3 M10 run 29 FE=300 IGD=1.8279945 saved
[348/2208] KRVEA_100 WFG3 M10 run 30 FE=300 IGD=1.7906023 saved
[349/2208] REMO_new2_AdaMaO_SDEOnly_UniformMix_Pruned_Weighted WFG3 M10 run 19 FE=300 IGD=1.7847516 saved
[350/2208] REMO_new2_AdaMaO_SDEOnly_UniformMix_Pruned_Weighted WFG3 M10 run 20 FE=300 IGD=1.6678694 saved
[351/2208] REMO_new2_AdaMaO_SDEOnly_UniformMix_Pruned_Weighted WFG3 M10 run 21 FE=300 IGD=1.7827919 saved
[352/2208] REMO_new2_AdaMaO_SDEOnly_UniformMix_Pruned_Weighted WFG3 M10 run 22 FE=300 IGD=1.6661615 saved
[353/2208] REMO_new2_AdaMaO_SDEOnly_UniformMix_Pruned_Weighted WFG3 M10 run 24 FE=300 IGD=1.6997506 saved
[354/2208] REMO_new2_AdaMaO_SDEOnly_UniformMix_Pruned_Weighted WFG3 M10 run 23 FE=300 IGD=1.7751094 saved
[355/2208] REMO_new2_AdaMaO_SDEOnly_UniformMix_Pruned_Weighted WFG3 M10 run 26 FE=300 IGD=1.6703603 saved
[356/2208] REMO_new2_AdaMaO_SDEOnly_UniformMix_Pruned_Weighted WFG3 M10 run 25 FE=300 IGD=1.7044508 saved
[357/2208] REMO_new2_AdaMaO_SDEOnly_UniformMix_Pruned_Weighted WFG3 M10 run 27 FE=300 IGD=1.7271944 saved
[358/2208] REMO_new2_AdaMaO_SDEOnly_UniformMix_Pruned_Weighted WFG3 M10 run 28 FE=300 IGD=1.757676 saved
[359/2208] REMO_new2_AdaMaO_SDEOnly_UniformMix_Pruned_Weighted WFG3 M10 run 30 FE=300 IGD=1.813953 saved
[360/2208] REMO_new2_AdaMaO_SDEOnly_UniformMix_Pruned_Weighted WFG3 M10 run 29 FE=300 IGD=1.8086118 saved
[361/2208] PCSAEA_N100 WFG4 M10 run 19 FE=300 IGD=9.5407741 saved
[362/2208] PCSAEA_N100 WFG4 M10 run 20 FE=300 IGD=8.5411252 saved
[363/2208] PCSAEA_N100 WFG4 M10 run 21 FE=300 IGD=9.8917441 saved
[364/2208] PCSAEA_N100 WFG4 M10 run 22 FE=300 IGD=8.3380179 saved
[365/2208] PCSAEA_N100 WFG4 M10 run 24 FE=300 IGD=8.1502421 saved
[366/2208] PCSAEA_N100 WFG4 M10 run 23 FE=300 IGD=8.7377305 saved
[367/2208] PCSAEA_N100 WFG4 M10 run 25 FE=300 IGD=8.6749893 saved
[368/2208] PCSAEA_N100 WFG4 M10 run 26 FE=300 IGD=9.3107584 saved
[369/2208] PCSAEA_N100 WFG4 M10 run 28 FE=300 IGD=8.3587422 saved
[370/2208] PCSAEA_N100 WFG4 M10 run 27 FE=300 IGD=9.6499151 saved
[371/2208] PCSAEA_N100 WFG4 M10 run 30 FE=300 IGD=9.0576386 saved
[372/2208] PCSAEA_N100 WFG4 M10 run 29 FE=300 IGD=8.3818483 saved
[373/2208] KRVEA_100 WFG4 M10 run 19 FE=300 IGD=6.9680022 saved
[374/2208] KRVEA_100 WFG4 M10 run 20 FE=300 IGD=6.5812295 saved
[375/2208] KRVEA_100 WFG4 M10 run 22 FE=300 IGD=5.7913327 saved
[376/2208] KRVEA_100 WFG4 M10 run 21 FE=300 IGD=6.4704861 saved
[377/2208] KRVEA_100 WFG4 M10 run 24 FE=300 IGD=5.6186351 saved
[378/2208] KRVEA_100 WFG4 M10 run 23 FE=300 IGD=6.8019729 saved
[379/2208] KRVEA_100 WFG4 M10 run 26 FE=300 IGD=5.7330621 saved
[380/2208] KRVEA_100 WFG4 M10 run 25 FE=300 IGD=6.5523235 saved
[381/2208] KRVEA_100 WFG4 M10 run 27 FE=300 IGD=5.7692551 saved
[382/2208] KRVEA_100 WFG4 M10 run 28 FE=300 IGD=7.0721996 saved
[383/2208] KRVEA_100 WFG4 M10 run 29 FE=300 IGD=5.9087146 saved
[384/2208] KRVEA_100 WFG4 M10 run 30 FE=300 IGD=6.5741429 saved
[385/2208] REMO_new2_AdaMaO_SDEOnly_UniformMix_Pruned_Weighted WFG4 M10 run 19 FE=300 IGD=5.6183851 saved
[386/2208] REMO_new2_AdaMaO_SDEOnly_UniformMix_Pruned_Weighted WFG4 M10 run 20 FE=300 IGD=7.7085802 saved
[387/2208] REMO_new2_AdaMaO_SDEOnly_UniformMix_Pruned_Weighted WFG4 M10 run 21 FE=300 IGD=6.8271929 saved
[388/2208] REMO_new2_AdaMaO_SDEOnly_UniformMix_Pruned_Weighted WFG4 M10 run 22 FE=300 IGD=9.2270939 saved
[389/2208] REMO_new2_AdaMaO_SDEOnly_UniformMix_Pruned_Weighted WFG4 M10 run 23 FE=300 IGD=6.5644738 saved
[390/2208] REMO_new2_AdaMaO_SDEOnly_UniformMix_Pruned_Weighted WFG4 M10 run 24 FE=300 IGD=6.9289133 saved
[391/2208] REMO_new2_AdaMaO_SDEOnly_UniformMix_Pruned_Weighted WFG4 M10 run 26 FE=300 IGD=6.5392032 saved
[392/2208] REMO_new2_AdaMaO_SDEOnly_UniformMix_Pruned_Weighted WFG4 M10 run 25 FE=300 IGD=6.6555046 saved
[393/2208] REMO_new2_AdaMaO_SDEOnly_UniformMix_Pruned_Weighted WFG4 M10 run 28 FE=300 IGD=7.521114 saved
[394/2208] REMO_new2_AdaMaO_SDEOnly_UniformMix_Pruned_Weighted WFG4 M10 run 27 FE=300 IGD=6.0124915 saved
[395/2208] REMO_new2_AdaMaO_SDEOnly_UniformMix_Pruned_Weighted WFG4 M10 run 30 FE=300 IGD=6.2830369 saved
[396/2208] REMO_new2_AdaMaO_SDEOnly_UniformMix_Pruned_Weighted WFG4 M10 run 29 FE=300 IGD=6.5294311 saved
[397/2208] PCSAEA_N100 WFG5 M10 run 19 FE=300 IGD=7.6296972 saved
[398/2208] PCSAEA_N100 WFG5 M10 run 20 FE=300 IGD=6.5351907 saved
[399/2208] PCSAEA_N100 WFG5 M10 run 21 FE=300 IGD=6.7613357 saved
[400/2208] PCSAEA_N100 WFG5 M10 run 22 FE=300 IGD=6.7667733 saved
[401/2208] PCSAEA_N100 WFG5 M10 run 23 FE=300 IGD=6.9951204 saved
[402/2208] PCSAEA_N100 WFG5 M10 run 24 FE=300 IGD=7.0068738 saved
[403/2208] PCSAEA_N100 WFG5 M10 run 26 FE=300 IGD=6.7641683 saved
[404/2208] PCSAEA_N100 WFG5 M10 run 25 FE=300 IGD=7.0201977 saved
[405/2208] PCSAEA_N100 WFG5 M10 run 27 FE=300 IGD=6.2672009 saved
[406/2208] PCSAEA_N100 WFG5 M10 run 28 FE=300 IGD=6.7436189 saved
[407/2208] PCSAEA_N100 WFG5 M10 run 29 FE=300 IGD=7.4293216 saved
[408/2208] PCSAEA_N100 WFG5 M10 run 30 FE=300 IGD=7.3267993 saved
[409/2208] KRVEA_100 WFG5 M10 run 20 FE=300 IGD=4.6909668 saved
[410/2208] KRVEA_100 WFG5 M10 run 19 FE=300 IGD=4.6597041 saved
[411/2208] KRVEA_100 WFG5 M10 run 22 FE=300 IGD=5.3692518 saved
[412/2208] KRVEA_100 WFG5 M10 run 21 FE=300 IGD=6.3642582 saved
[413/2208] KRVEA_100 WFG5 M10 run 23 FE=300 IGD=5.1286541 saved
[414/2208] KRVEA_100 WFG5 M10 run 24 FE=300 IGD=5.9495575 saved
[415/2208] KRVEA_100 WFG5 M10 run 25 FE=300 IGD=5.4919909 saved
[416/2208] KRVEA_100 WFG5 M10 run 26 FE=300 IGD=4.8296415 saved
[417/2208] KRVEA_100 WFG5 M10 run 28 FE=300 IGD=4.792828 saved
[418/2208] KRVEA_100 WFG5 M10 run 27 FE=300 IGD=5.1483549 saved
[419/2208] KRVEA_100 WFG5 M10 run 29 FE=300 IGD=4.6474788 saved
[420/2208] KRVEA_100 WFG5 M10 run 30 FE=300 IGD=5.2603924 saved
[421/2208] REMO_new2_AdaMaO_SDEOnly_UniformMix_Pruned_Weighted WFG5 M10 run 19 FE=300 IGD=5.3152677 saved
[422/2208] REMO_new2_AdaMaO_SDEOnly_UniformMix_Pruned_Weighted WFG5 M10 run 20 FE=300 IGD=5.7810788 saved
[423/2208] REMO_new2_AdaMaO_SDEOnly_UniformMix_Pruned_Weighted WFG5 M10 run 22 FE=300 IGD=6.1410008 saved
[424/2208] REMO_new2_AdaMaO_SDEOnly_UniformMix_Pruned_Weighted WFG5 M10 run 21 FE=300 IGD=6.2972313 saved
[425/2208] REMO_new2_AdaMaO_SDEOnly_UniformMix_Pruned_Weighted WFG5 M10 run 23 FE=300 IGD=6.8735943 saved
[426/2208] REMO_new2_AdaMaO_SDEOnly_UniformMix_Pruned_Weighted WFG5 M10 run 24 FE=300 IGD=5.4019375 saved
[427/2208] REMO_new2_AdaMaO_SDEOnly_UniformMix_Pruned_Weighted WFG5 M10 run 25 FE=300 IGD=5.9543031 saved
[428/2208] REMO_new2_AdaMaO_SDEOnly_UniformMix_Pruned_Weighted WFG5 M10 run 26 FE=300 IGD=5.7062358 saved
[429/2208] REMO_new2_AdaMaO_SDEOnly_UniformMix_Pruned_Weighted WFG5 M10 run 28 FE=300 IGD=6.2998474 saved
[430/2208] REMO_new2_AdaMaO_SDEOnly_UniformMix_Pruned_Weighted WFG5 M10 run 27 FE=300 IGD=5.5617092 saved
[431/2208] REMO_new2_AdaMaO_SDEOnly_UniformMix_Pruned_Weighted WFG5 M10 run 29 FE=300 IGD=5.8600445 saved
[432/2208] REMO_new2_AdaMaO_SDEOnly_UniformMix_Pruned_Weighted WFG5 M10 run 30 FE=300 IGD=5.8426205 saved
[433/2208] PCSAEA_N100 WFG6 M10 run 19 FE=300 IGD=7.0211668 saved
[434/2208] PCSAEA_N100 WFG6 M10 run 20 FE=300 IGD=7.2805841 saved
[435/2208] PCSAEA_N100 WFG6 M10 run 21 FE=300 IGD=7.2915529 saved
[436/2208] PCSAEA_N100 WFG6 M10 run 22 FE=300 IGD=7.4117006 saved
[437/2208] PCSAEA_N100 WFG6 M10 run 24 FE=300 IGD=7.4005323 saved
[438/2208] PCSAEA_N100 WFG6 M10 run 23 FE=300 IGD=7.2328353 saved
[439/2208] PCSAEA_N100 WFG6 M10 run 26 FE=300 IGD=7.4360124 saved
[440/2208] PCSAEA_N100 WFG6 M10 run 25 FE=300 IGD=7.3995694 saved
[441/2208] PCSAEA_N100 WFG6 M10 run 27 FE=300 IGD=8.1418107 saved
[442/2208] PCSAEA_N100 WFG6 M10 run 28 FE=300 IGD=7.8117868 saved
[443/2208] PCSAEA_N100 WFG6 M10 run 29 FE=300 IGD=7.3014057 saved
[444/2208] PCSAEA_N100 WFG6 M10 run 30 FE=300 IGD=7.0517871 saved
[445/2208] KRVEA_100 WFG6 M10 run 19 FE=300 IGD=4.8544715 saved
[446/2208] KRVEA_100 WFG6 M10 run 20 FE=300 IGD=5.9798424 saved
[447/2208] KRVEA_100 WFG6 M10 run 22 FE=300 IGD=4.961676 saved
[448/2208] KRVEA_100 WFG6 M10 run 21 FE=300 IGD=4.7120287 saved
[449/2208] KRVEA_100 WFG6 M10 run 24 FE=300 IGD=4.7460232 saved
[450/2208] KRVEA_100 WFG6 M10 run 23 FE=300 IGD=5.9834662 saved
[451/2208] KRVEA_100 WFG6 M10 run 25 FE=300 IGD=4.6215172 saved
[452/2208] KRVEA_100 WFG6 M10 run 26 FE=300 IGD=6.0685443 saved
[453/2208] KRVEA_100 WFG6 M10 run 28 FE=300 IGD=5.150843 saved
[454/2208] KRVEA_100 WFG6 M10 run 27 FE=300 IGD=4.9493468 saved
[455/2208] KRVEA_100 WFG6 M10 run 29 FE=300 IGD=5.0313228 saved
[456/2208] KRVEA_100 WFG6 M10 run 30 FE=300 IGD=4.8262545 saved
[457/2208] REMO_new2_AdaMaO_SDEOnly_UniformMix_Pruned_Weighted WFG6 M10 run 19 FE=300 IGD=5.1500676 saved
[458/2208] REMO_new2_AdaMaO_SDEOnly_UniformMix_Pruned_Weighted WFG6 M10 run 20 FE=300 IGD=5.087659 saved
[459/2208] REMO_new2_AdaMaO_SDEOnly_UniformMix_Pruned_Weighted WFG6 M10 run 21 FE=300 IGD=5.0819637 saved
[460/2208] REMO_new2_AdaMaO_SDEOnly_UniformMix_Pruned_Weighted WFG6 M10 run 22 FE=300 IGD=5.3124815 saved
[461/2208] REMO_new2_AdaMaO_SDEOnly_UniformMix_Pruned_Weighted WFG6 M10 run 24 FE=300 IGD=5.0972624 saved
[462/2208] REMO_new2_AdaMaO_SDEOnly_UniformMix_Pruned_Weighted WFG6 M10 run 23 FE=300 IGD=5.262175 saved
[463/2208] REMO_new2_AdaMaO_SDEOnly_UniformMix_Pruned_Weighted WFG6 M10 run 26 FE=300 IGD=5.5415771 saved
[464/2208] REMO_new2_AdaMaO_SDEOnly_UniformMix_Pruned_Weighted WFG6 M10 run 25 FE=300 IGD=5.8404184 saved
[465/2208] REMO_new2_AdaMaO_SDEOnly_UniformMix_Pruned_Weighted WFG6 M10 run 27 FE=300 IGD=4.9963889 saved
[466/2208] REMO_new2_AdaMaO_SDEOnly_UniformMix_Pruned_Weighted WFG6 M10 run 28 FE=300 IGD=5.2339597 saved
[467/2208] REMO_new2_AdaMaO_SDEOnly_UniformMix_Pruned_Weighted WFG6 M10 run 29 FE=300 IGD=5.6599119 saved
[468/2208] REMO_new2_AdaMaO_SDEOnly_UniformMix_Pruned_Weighted WFG6 M10 run 30 FE=300 IGD=5.5864032 saved
[469/2208] PCSAEA_N100 WFG7 M10 run 20 FE=300 IGD=7.5807825 saved
[470/2208] PCSAEA_N100 WFG7 M10 run 19 FE=300 IGD=7.556192 saved
[471/2208] PCSAEA_N100 WFG7 M10 run 21 FE=300 IGD=7.446729 saved
[472/2208] PCSAEA_N100 WFG7 M10 run 22 FE=300 IGD=7.9555185 saved
[473/2208] PCSAEA_N100 WFG7 M10 run 23 FE=300 IGD=7.804652 saved
[474/2208] PCSAEA_N100 WFG7 M10 run 24 FE=300 IGD=7.5460745 saved
[475/2208] PCSAEA_N100 WFG7 M10 run 25 FE=300 IGD=6.977582 saved
[476/2208] PCSAEA_N100 WFG7 M10 run 26 FE=300 IGD=6.6677965 saved
[477/2208] PCSAEA_N100 WFG7 M10 run 27 FE=300 IGD=8.0541526 saved
[478/2208] PCSAEA_N100 WFG7 M10 run 28 FE=300 IGD=7.0783464 saved
[479/2208] PCSAEA_N100 WFG7 M10 run 29 FE=300 IGD=7.2732549 saved
[480/2208] PCSAEA_N100 WFG7 M10 run 30 FE=300 IGD=7.1738055 saved
[481/2208] KRVEA_100 WFG7 M10 run 20 FE=300 IGD=6.0417772 saved
[482/2208] KRVEA_100 WFG7 M10 run 19 FE=300 IGD=5.7965363 saved
[483/2208] KRVEA_100 WFG7 M10 run 22 FE=300 IGD=5.991207 saved
[484/2208] KRVEA_100 WFG7 M10 run 21 FE=300 IGD=5.9051877 saved
[485/2208] KRVEA_100 WFG7 M10 run 24 FE=300 IGD=6.9989843 saved
[486/2208] KRVEA_100 WFG7 M10 run 23 FE=300 IGD=6.6961736 saved
[487/2208] KRVEA_100 WFG7 M10 run 26 FE=300 IGD=6.2880113 saved
[488/2208] KRVEA_100 WFG7 M10 run 25 FE=300 IGD=6.8891125 saved
[489/2208] KRVEA_100 WFG7 M10 run 28 FE=300 IGD=7.0009516 saved
[490/2208] KRVEA_100 WFG7 M10 run 27 FE=300 IGD=5.6724066 saved
[491/2208] KRVEA_100 WFG7 M10 run 29 FE=300 IGD=5.522666 saved
[492/2208] KRVEA_100 WFG7 M10 run 30 FE=300 IGD=7.5080391 saved
[493/2208] REMO_new2_AdaMaO_SDEOnly_UniformMix_Pruned_Weighted WFG7 M10 run 19 FE=300 IGD=5.2222888 saved
[494/2208] REMO_new2_AdaMaO_SDEOnly_UniformMix_Pruned_Weighted WFG7 M10 run 20 FE=300 IGD=5.4482179 saved
[495/2208] REMO_new2_AdaMaO_SDEOnly_UniformMix_Pruned_Weighted WFG7 M10 run 22 FE=300 IGD=5.4703056 saved
[496/2208] REMO_new2_AdaMaO_SDEOnly_UniformMix_Pruned_Weighted WFG7 M10 run 21 FE=300 IGD=5.533994 saved
[497/2208] REMO_new2_AdaMaO_SDEOnly_UniformMix_Pruned_Weighted WFG7 M10 run 23 FE=300 IGD=5.6258903 saved
[498/2208] REMO_new2_AdaMaO_SDEOnly_UniformMix_Pruned_Weighted WFG7 M10 run 24 FE=300 IGD=5.1464943 saved
[499/2208] REMO_new2_AdaMaO_SDEOnly_UniformMix_Pruned_Weighted WFG7 M10 run 26 FE=300 IGD=5.4113425 saved
[500/2208] REMO_new2_AdaMaO_SDEOnly_UniformMix_Pruned_Weighted WFG7 M10 run 25 FE=300 IGD=5.7108177 saved
[501/2208] REMO_new2_AdaMaO_SDEOnly_UniformMix_Pruned_Weighted WFG7 M10 run 28 FE=300 IGD=5.2411295 saved
[502/2208] REMO_new2_AdaMaO_SDEOnly_UniformMix_Pruned_Weighted WFG7 M10 run 27 FE=300 IGD=5.1406 saved
[503/2208] REMO_new2_AdaMaO_SDEOnly_UniformMix_Pruned_Weighted WFG7 M10 run 29 FE=300 IGD=5.2953414 saved
[504/2208] REMO_new2_AdaMaO_SDEOnly_UniformMix_Pruned_Weighted WFG7 M10 run 30 FE=300 IGD=5.4266985 saved
[505/2208] PCSAEA_N100 WFG8 M10 run 19 FE=300 IGD=7.4710851 saved
