Starting parallel pool (parpool) using the 'Processes' profile ...
[69/892] PCSAEA_N100 WFG3 M15 run 21 FE=300 IGD=2.1276706 saved
[70/892] PCSAEA_N100 WFG3 M15 run 26 FE=300 IGD=2.2938187 saved
[71/892] PCSAEA_N100 WFG3 M15 run 24 FE=300 IGD=2.1730283 saved
[72/892] PCSAEA_N100 WFG3 M15 run 23 FE=300 IGD=2.1169909 saved
[73/892] PCSAEA_N100 WFG3 M15 run 30 FE=300 IGD=2.2347832 saved
[74/892] PCSAEA_N100 WFG3 M15 run 28 FE=300 IGD=2.1629794 saved
[75/892] PCSAEA_N100 WFG3 M15 run 27 FE=300 IGD=2.2979323 saved
[76/892] PCSAEA_N100 WFG3 M15 run 29 FE=300 IGD=2.080893 saved
[77/892] KRVEA_100 WFG3 M15 run 20 FE=300 IGD=2.2906196 saved
[78/892] KRVEA_100 WFG3 M15 run 19 FE=300 IGD=2.5137285 saved
[79/892] KRVEA_100 WFG3 M15 run 21 FE=300 IGD=2.2302786 saved
[80/892] KRVEA_100 WFG3 M15 run 23 FE=300 IGD=2.2375421 saved
[81/892] KRVEA_100 WFG3 M15 run 26 FE=300 IGD=2.5452698 saved
[82/892] KRVEA_100 WFG3 M15 run 24 FE=300 IGD=2.443358 saved
[83/892] KRVEA_100 WFG3 M15 run 22 FE=300 IGD=2.417223 saved
[84/892] KRVEA_100 WFG3 M15 run 25 FE=300 IGD=2.3075852 saved
[85/892] PCSAEA_N100 WFG4 M15 run 19 FE=300 IGD=18.00029 saved
[86/892] PCSAEA_N100 WFG4 M15 run 20 FE=300 IGD=16.526337 saved
[87/892] KRVEA_100 WFG3 M15 run 29 FE=300 IGD=2.2881277 saved
[88/892] KRVEA_100 WFG3 M15 run 27 FE=300 IGD=2.4542897 saved
[89/892] KRVEA_100 WFG3 M15 run 30 FE=300 IGD=2.4996942 saved
[90/892] KRVEA_100 WFG3 M15 run 28 FE=300 IGD=2.3489021 saved
[91/892] PCSAEA_N100 WFG4 M15 run 21 FE=300 IGD=18.455925 saved
[92/892] PCSAEA_N100 WFG4 M15 run 24 FE=300 IGD=18.293659 saved
[93/892] PCSAEA_N100 WFG4 M15 run 23 FE=300 IGD=16.375101 saved
[94/892] PCSAEA_N100 WFG4 M15 run 25 FE=300 IGD=16.961303 saved
[95/892] PCSAEA_N100 WFG4 M15 run 22 FE=300 IGD=17.626988 saved
[96/892] PCSAEA_N100 WFG4 M15 run 26 FE=300 IGD=17.321569 saved
[97/892] PCSAEA_N100 WFG4 M15 run 30 FE=300 IGD=17.287265 saved
[98/892] PCSAEA_N100 WFG4 M15 run 27 FE=300 IGD=17.242883 saved
[99/892] PCSAEA_N100 WFG4 M15 run 28 FE=300 IGD=16.768764 saved
[100/892] PCSAEA_N100 WFG4 M15 run 29 FE=300 IGD=17.459892 saved
[101/892] KRVEA_100 WFG4 M15 run 20 FE=300 IGD=12.944531 saved
[102/892] KRVEA_100 WFG4 M15 run 19 FE=300 IGD=14.586244 saved
[103/892] KRVEA_100 WFG4 M15 run 24 FE=300 IGD=14.966897 saved
[104/892] KRVEA_100 WFG4 M15 run 22 FE=300 IGD=12.918605 saved
[105/892] KRVEA_100 WFG4 M15 run 23 FE=300 IGD=14.359661 saved
[106/892] KRVEA_100 WFG4 M15 run 21 FE=300 IGD=16.863814 saved
[107/892] KRVEA_100 WFG4 M15 run 26 FE=300 IGD=14.175944 saved
[108/892] KRVEA_100 WFG4 M15 run 25 FE=300 IGD=15.166728 saved
[109/892] PCSAEA_N100 WFG5 M15 run 20 FE=300 IGD=13.520475 saved
[110/892] PCSAEA_N100 WFG5 M15 run 19 FE=300 IGD=15.080836 saved
[111/892] KRVEA_100 WFG4 M15 run 29 FE=300 IGD=13.935449 saved
[112/892] KRVEA_100 WFG4 M15 run 28 FE=300 IGD=14.314984 saved
[113/892] KRVEA_100 WFG4 M15 run 30 FE=300 IGD=13.484147 saved
[114/892] KRVEA_100 WFG4 M15 run 27 FE=300 IGD=15.318794 saved
[115/892] PCSAEA_N100 WFG5 M15 run 22 FE=300 IGD=14.695224 saved
[116/892] PCSAEA_N100 WFG5 M15 run 21 FE=300 IGD=12.871225 saved
[117/892] PCSAEA_N100 WFG5 M15 run 25 FE=300 IGD=13.469854 saved
[118/892] PCSAEA_N100 WFG5 M15 run 24 FE=300 IGD=13.836978 saved
[119/892] PCSAEA_N100 WFG5 M15 run 26 FE=300 IGD=14.66973 saved
[120/892] PCSAEA_N100 WFG5 M15 run 23 FE=300 IGD=14.821787 saved
[121/892] PCSAEA_N100 WFG5 M15 run 27 FE=300 IGD=14.023221 saved
[122/892] PCSAEA_N100 WFG5 M15 run 30 FE=300 IGD=13.759613 saved
[123/892] PCSAEA_N100 WFG5 M15 run 29 FE=300 IGD=14.434619 saved
[124/892] PCSAEA_N100 WFG5 M15 run 28 FE=300 IGD=14.981841 saved
[125/892] KRVEA_100 WFG5 M15 run 20 FE=300 IGD=11.615838 saved
[126/892] KRVEA_100 WFG5 M15 run 19 FE=300 IGD=11.680637 saved
[127/892] KRVEA_100 WFG5 M15 run 21 FE=300 IGD=9.6032191 saved
[128/892] KRVEA_100 WFG5 M15 run 25 FE=300 IGD=10.063973 saved
[129/892] KRVEA_100 WFG5 M15 run 23 FE=300 IGD=12.723817 saved
[130/892] KRVEA_100 WFG5 M15 run 26 FE=300 IGD=10.557521 saved
[131/892] KRVEA_100 WFG5 M15 run 24 FE=300 IGD=10.734624 saved
[132/892] KRVEA_100 WFG5 M15 run 22 FE=300 IGD=9.8819076 saved
[133/892] PCSAEA_N100 WFG6 M15 run 20 FE=300 IGD=15.438796 saved
[134/892] PCSAEA_N100 WFG6 M15 run 19 FE=300 IGD=14.722288 saved
[135/892] KRVEA_100 WFG5 M15 run 30 FE=300 IGD=11.678196 saved
[136/892] KRVEA_100 WFG5 M15 run 29 FE=300 IGD=12.176821 saved
[137/892] KRVEA_100 WFG5 M15 run 27 FE=300 IGD=11.971624 saved
[138/892] KRVEA_100 WFG5 M15 run 28 FE=300 IGD=11.688808 saved
[139/892] PCSAEA_N100 WFG6 M15 run 23 FE=300 IGD=13.577984 saved
[140/892] PCSAEA_N100 WFG6 M15 run 21 FE=300 IGD=15.394185 saved
[141/892] PCSAEA_N100 WFG6 M15 run 22 FE=300 IGD=15.493568 saved
[142/892] PCSAEA_N100 WFG6 M15 run 24 FE=300 IGD=13.657012 saved
[143/892] PCSAEA_N100 WFG6 M15 run 25 FE=300 IGD=14.227371 saved
[144/892] PCSAEA_N100 WFG6 M15 run 26 FE=300 IGD=14.095794 saved
[145/892] PCSAEA_N100 WFG6 M15 run 27 FE=300 IGD=14.595652 saved
[146/892] PCSAEA_N100 WFG6 M15 run 29 FE=300 IGD=15.175819 saved
[147/892] PCSAEA_N100 WFG6 M15 run 28 FE=300 IGD=14.072391 saved
[148/892] PCSAEA_N100 WFG6 M15 run 30 FE=300 IGD=15.093033 saved
[149/892] KRVEA_100 WFG6 M15 run 20 FE=300 IGD=10.586358 saved
[150/892] KRVEA_100 WFG6 M15 run 19 FE=300 IGD=10.976144 saved
[151/892] KRVEA_100 WFG6 M15 run 24 FE=300 IGD=11.076906 saved
[152/892] KRVEA_100 WFG6 M15 run 23 FE=300 IGD=10.569577 saved
[153/892] KRVEA_100 WFG6 M15 run 21 FE=300 IGD=9.0614103 saved
[154/892] KRVEA_100 WFG6 M15 run 26 FE=300 IGD=13.081316 saved
[155/892] KRVEA_100 WFG6 M15 run 22 FE=300 IGD=11.555326 saved
[156/892] KRVEA_100 WFG6 M15 run 25 FE=300 IGD=10.464444 saved
[157/892] PCSAEA_N100 WFG7 M15 run 19 FE=300 IGD=16.31046 saved
[158/892] PCSAEA_N100 WFG7 M15 run 20 FE=300 IGD=14.115694 saved
[159/892] KRVEA_100 WFG6 M15 run 27 FE=300 IGD=11.483422 saved
[160/892] KRVEA_100 WFG6 M15 run 28 FE=300 IGD=10.164043 saved
[161/892] KRVEA_100 WFG6 M15 run 30 FE=300 IGD=9.7578447 saved
[162/892] KRVEA_100 WFG6 M15 run 29 FE=300 IGD=10.791603 saved
[163/892] PCSAEA_N100 WFG7 M15 run 22 FE=300 IGD=16.000727 saved
[164/892] PCSAEA_N100 WFG7 M15 run 21 FE=300 IGD=15.662194 saved
[165/892] PCSAEA_N100 WFG7 M15 run 24 FE=300 IGD=14.885194 saved
[166/892] PCSAEA_N100 WFG7 M15 run 25 FE=300 IGD=15.744633 saved
[167/892] PCSAEA_N100 WFG7 M15 run 23 FE=300 IGD=15.188303 saved
[168/892] PCSAEA_N100 WFG7 M15 run 26 FE=300 IGD=15.33908 saved
[169/892] PCSAEA_N100 WFG7 M15 run 29 FE=300 IGD=15.5946 saved
[170/892] PCSAEA_N100 WFG7 M15 run 28 FE=300 IGD=15.784435 saved
[171/892] PCSAEA_N100 WFG7 M15 run 27 FE=300 IGD=14.601021 saved
[172/892] PCSAEA_N100 WFG7 M15 run 30 FE=300 IGD=14.627552 saved
[173/892] KRVEA_100 WFG7 M15 run 20 FE=300 IGD=14.886389 saved
[174/892] KRVEA_100 WFG7 M15 run 19 FE=300 IGD=17.85073 saved
[175/892] KRVEA_100 WFG7 M15 run 23 FE=300 IGD=15.630155 saved
[176/892] KRVEA_100 WFG7 M15 run 24 FE=300 IGD=13.147442 saved
[177/892] KRVEA_100 WFG7 M15 run 26 FE=300 IGD=14.162498 saved
[178/892] KRVEA_100 WFG7 M15 run 22 FE=300 IGD=15.788261 saved
[179/892] KRVEA_100 WFG7 M15 run 21 FE=300 IGD=16.255321 saved
[180/892] KRVEA_100 WFG7 M15 run 25 FE=300 IGD=17.354829 saved
[181/892] PCSAEA_N100 WFG8 M15 run 19 FE=300 IGD=14.324074 saved
[182/892] PCSAEA_N100 WFG8 M15 run 20 FE=300 IGD=14.705502 saved
[183/892] KRVEA_100 WFG7 M15 run 28 FE=300 IGD=12.226449 saved
[184/892] KRVEA_100 WFG7 M15 run 30 FE=300 IGD=16.018586 saved
[185/892] KRVEA_100 WFG7 M15 run 29 FE=300 IGD=14.527826 saved
[186/892] KRVEA_100 WFG7 M15 run 27 FE=300 IGD=17.130502 saved
[187/892] PCSAEA_N100 WFG8 M15 run 24 FE=300 IGD=14.833363 saved
[188/892] PCSAEA_N100 WFG8 M15 run 22 FE=300 IGD=15.886878 saved
[189/892] PCSAEA_N100 WFG8 M15 run 21 FE=300 IGD=14.499786 saved
[190/892] PCSAEA_N100 WFG8 M15 run 23 FE=300 IGD=15.07112 saved
[191/892] PCSAEA_N100 WFG8 M15 run 25 FE=300 IGD=15.050119 saved
[192/892] PCSAEA_N100 WFG8 M15 run 26 FE=300 IGD=15.857711 saved
[193/892] PCSAEA_N100 WFG8 M15 run 30 FE=300 IGD=15.345225 saved
[194/892] PCSAEA_N100 WFG8 M15 run 27 FE=300 IGD=15.607046 saved
[195/892] PCSAEA_N100 WFG8 M15 run 28 FE=300 IGD=16.112644 saved
[196/892] PCSAEA_N100 WFG8 M15 run 29 FE=300 IGD=14.753928 saved
[197/892] KRVEA_100 WFG8 M15 run 19 FE=300 IGD=10.194742 saved
[198/892] KRVEA_100 WFG8 M15 run 20 FE=300 IGD=14.981965 saved
[199/892] KRVEA_100 WFG8 M15 run 26 FE=300 IGD=12.122694 saved
[200/892] KRVEA_100 WFG8 M15 run 25 FE=300 IGD=13.125603 saved
[201/892] KRVEA_100 WFG8 M15 run 22 FE=300 IGD=13.313765 saved
[202/892] KRVEA_100 WFG8 M15 run 21 FE=300 IGD=11.898162 saved
[203/892] KRVEA_100 WFG8 M15 run 24 FE=300 IGD=11.42432 saved
[204/892] KRVEA_100 WFG8 M15 run 23 FE=300 IGD=11.237068 saved
[205/892] PCSAEA_N100 WFG9 M15 run 19 FE=300 IGD=15.792275 saved
[206/892] PCSAEA_N100 WFG9 M15 run 20 FE=300 IGD=15.402002 saved
[207/892] KRVEA_100 WFG8 M15 run 29 FE=300 IGD=12.635385 saved
[208/892] KRVEA_100 WFG8 M15 run 30 FE=300 IGD=11.538352 saved
[209/892] KRVEA_100 WFG8 M15 run 27 FE=300 IGD=12.049596 saved
[210/892] KRVEA_100 WFG8 M15 run 28 FE=300 IGD=12.964306 saved
[211/892] PCSAEA_N100 WFG9 M15 run 24 FE=300 IGD=15.059204 saved
[212/892] PCSAEA_N100 WFG9 M15 run 23 FE=300 IGD=15.543413 saved
[213/892] PCSAEA_N100 WFG9 M15 run 21 FE=300 IGD=14.485862 saved
[214/892] PCSAEA_N100 WFG9 M15 run 26 FE=300 IGD=15.741001 saved
[215/892] PCSAEA_N100 WFG9 M15 run 25 FE=300 IGD=16.310484 saved
[216/892] PCSAEA_N100 WFG9 M15 run 22 FE=300 IGD=16.043817 saved
[217/892] PCSAEA_N100 WFG9 M15 run 27 FE=300 IGD=14.200077 saved
[218/892] PCSAEA_N100 WFG9 M15 run 30 FE=300 IGD=13.910901 saved
[219/892] PCSAEA_N100 WFG9 M15 run 29 FE=300 IGD=15.232502 saved
[220/892] PCSAEA_N100 WFG9 M15 run 28 FE=300 IGD=14.7676 saved
[221/892] KRVEA_100 WFG9 M15 run 19 FE=300 IGD=17.060017 saved
[222/892] KRVEA_100 WFG9 M15 run 20 FE=300 IGD=15.630743 saved
[223/892] KRVEA_100 WFG9 M15 run 21 FE=300 IGD=15.209026 saved
[224/892] KRVEA_100 WFG9 M15 run 24 FE=300 IGD=13.850407 saved
[225/892] KRVEA_100 WFG9 M15 run 26 FE=300 IGD=15.515613 saved
[226/892] KRVEA_100 WFG9 M15 run 22 FE=300 IGD=17.406256 saved
[227/892] KRVEA_100 WFG9 M15 run 25 FE=300 IGD=13.85835 saved
[228/892] KRVEA_100 WFG9 M15 run 23 FE=300 IGD=15.974409 saved
[229/892] PCSAEA_N100 DTLZ1 M20 run 20 FE=300 IGD=159.62591 saved
[230/892] PCSAEA_N100 DTLZ1 M20 run 19 FE=300 IGD=82.101253 saved
[231/892] KRVEA_100 WFG9 M15 run 29 FE=300 IGD=15.991601 saved
[232/892] KRVEA_100 WFG9 M15 run 27 FE=300 IGD=14.827967 saved
[233/892] KRVEA_100 WFG9 M15 run 28 FE=300 IGD=11.938184 saved
[234/892] KRVEA_100 WFG9 M15 run 30 FE=300 IGD=15.039318 saved
[235/892] PCSAEA_N100 DTLZ1 M20 run 21 FE=300 IGD=164.32167 saved
[236/892] PCSAEA_N100 DTLZ1 M20 run 25 FE=300 IGD=164.15817 saved
[237/892] PCSAEA_N100 DTLZ1 M20 run 22 FE=300 IGD=138.91606 saved
[238/892] PCSAEA_N100 DTLZ1 M20 run 23 FE=300 IGD=151.75295 saved
[239/892] PCSAEA_N100 DTLZ1 M20 run 26 FE=300 IGD=177.47273 saved
[240/892] PCSAEA_N100 DTLZ1 M20 run 24 FE=300 IGD=152.89134 saved
[241/892] PCSAEA_N100 DTLZ1 M20 run 27 FE=300 IGD=164.68653 saved
[242/892] PCSAEA_N100 DTLZ1 M20 run 29 FE=300 IGD=170.747 saved
[243/892] PCSAEA_N100 DTLZ1 M20 run 28 FE=300 IGD=120.2075 saved
[244/892] PCSAEA_N100 DTLZ1 M20 run 30 FE=300 IGD=166.63208 saved
[245/892] KRVEA_100 DTLZ1 M20 run 19 FE=300 IGD=82.101253 saved
[246/892] KRVEA_100 DTLZ1 M20 run 20 FE=300 IGD=70.109002 saved
[247/892] KRVEA_100 DTLZ1 M20 run 22 FE=300 IGD=93.797935 saved
[248/892] KRVEA_100 DTLZ1 M20 run 21 FE=300 IGD=130.86663 saved
[249/892] KRVEA_100 DTLZ1 M20 run 25 FE=300 IGD=72.273567 saved
[250/892] KRVEA_100 DTLZ1 M20 run 24 FE=300 IGD=98.684576 saved
[251/892] KRVEA_100 DTLZ1 M20 run 23 FE=300 IGD=80.077297 saved
[252/892] KRVEA_100 DTLZ1 M20 run 26 FE=300 IGD=110.04542 saved
[253/892] MCEAD DTLZ1 M20 run 19 FE=300 IGD=60.938638 saved
[254/892] MCEAD DTLZ1 M20 run 20 FE=300 IGD=66.809115 saved
[255/892] KRVEA_100 DTLZ1 M20 run 27 FE=300 IGD=104.36585 saved
[256/892] KRVEA_100 DTLZ1 M20 run 28 FE=300 IGD=93.110378 saved
[257/892] KRVEA_100 DTLZ1 M20 run 30 FE=300 IGD=135.68278 saved
[258/892] KRVEA_100 DTLZ1 M20 run 29 FE=300 IGD=90.959584 saved
[259/892] MCEAD DTLZ1 M20 run 25 FE=300 IGD=78.128822 saved
[260/892] MCEAD DTLZ1 M20 run 26 FE=300 IGD=85.634773 saved
[261/892] MCEAD DTLZ1 M20 run 21 FE=300 IGD=70.460312 saved
[262/892] MCEAD DTLZ1 M20 run 23 FE=300 IGD=70.343077 saved
[263/892] MCEAD DTLZ1 M20 run 24 FE=300 IGD=78.248553 saved
[264/892] MCEAD DTLZ1 M20 run 22 FE=300 IGD=132.47038 saved
[265/892] MCEAD DTLZ1 M20 run 29 FE=300 IGD=73.637313 saved
[266/892] MCEAD DTLZ1 M20 run 27 FE=300 IGD=113.41625 saved
[267/892] MCEAD DTLZ1 M20 run 28 FE=300 IGD=79.934959 saved
[268/892] MCEAD DTLZ1 M20 run 30 FE=300 IGD=102.13516 saved
[269/892] REMO_new2_AdaMaO_SDEOnly_UniformMix_Pruned_Weighted DTLZ1 M20 run 19 FE=300 IGD=53.402264 saved
[270/892] REMO_new2_AdaMaO_SDEOnly_UniformMix_Pruned_Weighted DTLZ1 M20 run 20 FE=300 IGD=83.331788 saved
[271/892] REMO_new2_AdaMaO_SDEOnly_UniformMix_Pruned_Weighted DTLZ1 M20 run 25 FE=300 IGD=93.739306 saved
[272/892] REMO_new2_AdaMaO_SDEOnly_UniformMix_Pruned_Weighted DTLZ1 M20 run 24 FE=300 IGD=80.583701 saved
[273/892] REMO_new2_AdaMaO_SDEOnly_UniformMix_Pruned_Weighted DTLZ1 M20 run 26 FE=300 IGD=83.45215 saved
[274/892] REMO_new2_AdaMaO_SDEOnly_UniformMix_Pruned_Weighted DTLZ1 M20 run 22 FE=300 IGD=81.070256 saved
[275/892] REMO_new2_AdaMaO_SDEOnly_UniformMix_Pruned_Weighted DTLZ1 M20 run 21 FE=300 IGD=40.158279 saved
[276/892] REMO_new2_AdaMaO_SDEOnly_UniformMix_Pruned_Weighted DTLZ1 M20 run 23 FE=300 IGD=97.209281 saved
[277/892] PCSAEA_N100 DTLZ2 M20 run 19 FE=300 IGD=1.3384446 saved
[278/892] PCSAEA_N100 DTLZ2 M20 run 20 FE=300 IGD=1.4020985 saved
[279/892] REMO_new2_AdaMaO_SDEOnly_UniformMix_Pruned_Weighted DTLZ1 M20 run 30 FE=300 IGD=95.569654 saved
[280/892] REMO_new2_AdaMaO_SDEOnly_UniformMix_Pruned_Weighted DTLZ1 M20 run 28 FE=300 IGD=90.17483 saved
[281/892] REMO_new2_AdaMaO_SDEOnly_UniformMix_Pruned_Weighted DTLZ1 M20 run 29 FE=300 IGD=67.591503 saved
[282/892] REMO_new2_AdaMaO_SDEOnly_UniformMix_Pruned_Weighted DTLZ1 M20 run 27 FE=300 IGD=84.151421 saved
[283/892] PCSAEA_N100 DTLZ2 M20 run 25 FE=300 IGD=1.3109442 saved
[284/892] PCSAEA_N100 DTLZ2 M20 run 24 FE=300 IGD=1.3521199 saved
[285/892] PCSAEA_N100 DTLZ2 M20 run 23 FE=300 IGD=1.3906656 saved
[286/892] PCSAEA_N100 DTLZ2 M20 run 22 FE=300 IGD=1.3820483 saved
[287/892] PCSAEA_N100 DTLZ2 M20 run 26 FE=300 IGD=1.354894 saved
[288/892] PCSAEA_N100 DTLZ2 M20 run 21 FE=300 IGD=1.3557787 saved
[289/892] PCSAEA_N100 DTLZ2 M20 run 30 FE=300 IGD=1.2725069 saved
[290/892] PCSAEA_N100 DTLZ2 M20 run 28 FE=300 IGD=1.3572002 saved
[291/892] PCSAEA_N100 DTLZ2 M20 run 27 FE=300 IGD=1.3676889 saved
[292/892] PCSAEA_N100 DTLZ2 M20 run 29 FE=300 IGD=1.393913 saved
[293/892] KRVEA_100 DTLZ2 M20 run 19 FE=300 IGD=1.2238297 saved
[294/892] KRVEA_100 DTLZ2 M20 run 20 FE=300 IGD=1.2873024 saved
[295/892] KRVEA_100 DTLZ2 M20 run 23 FE=300 IGD=1.1961479 saved
[296/892] KRVEA_100 DTLZ2 M20 run 22 FE=300 IGD=1.2354053 saved
[297/892] KRVEA_100 DTLZ2 M20 run 26 FE=300 IGD=1.2475867 saved
[298/892] KRVEA_100 DTLZ2 M20 run 24 FE=300 IGD=1.1487232 saved
[299/892] KRVEA_100 DTLZ2 M20 run 25 FE=300 IGD=1.2951398 saved
[300/892] KRVEA_100 DTLZ2 M20 run 21 FE=300 IGD=1.2381219 saved
[301/892] MCEAD DTLZ2 M20 run 20 FE=300 IGD=1.1825109 saved
