Starting parallel pool (parpool) using the 'Processes' profile ...
[302/892] MCEAD DTLZ2 M20 run 19 FE=300 IGD=1.2075325 saved
[303/892] KRVEA_100 DTLZ2 M20 run 27 FE=300 IGD=1.1923573 saved
[304/892] KRVEA_100 DTLZ2 M20 run 30 FE=300 IGD=1.1080313 saved
[305/892] KRVEA_100 DTLZ2 M20 run 28 FE=300 IGD=1.1585985 saved
[306/892] KRVEA_100 DTLZ2 M20 run 29 FE=300 IGD=1.2451703 saved
[307/892] MCEAD DTLZ2 M20 run 24 FE=300 IGD=1.1846769 saved
[308/892] MCEAD DTLZ2 M20 run 22 FE=300 IGD=1.2271919 saved
[309/892] MCEAD DTLZ2 M20 run 21 FE=300 IGD=1.2110826 saved
[310/892] MCEAD DTLZ2 M20 run 26 FE=300 IGD=1.2067167 saved
[311/892] MCEAD DTLZ2 M20 run 25 FE=300 IGD=1.2329098 saved
[312/892] MCEAD DTLZ2 M20 run 23 FE=300 IGD=1.2517902 saved
[313/892] MCEAD DTLZ2 M20 run 30 FE=300 IGD=1.2160321 saved
[314/892] MCEAD DTLZ2 M20 run 29 FE=300 IGD=1.2325957 saved
[315/892] MCEAD DTLZ2 M20 run 27 FE=300 IGD=1.2259142 saved
[316/892] MCEAD DTLZ2 M20 run 28 FE=300 IGD=1.1976638 saved
[317/892] REMO_new2_AdaMaO_SDEOnly_UniformMix_Pruned_Weighted DTLZ2 M20 run 20 FE=300 IGD=1.1472118 saved
[318/892] REMO_new2_AdaMaO_SDEOnly_UniformMix_Pruned_Weighted DTLZ2 M20 run 19 FE=300 IGD=1.2712921 saved
[319/892] REMO_new2_AdaMaO_SDEOnly_UniformMix_Pruned_Weighted DTLZ2 M20 run 24 FE=300 IGD=1.1872699 saved
[320/892] REMO_new2_AdaMaO_SDEOnly_UniformMix_Pruned_Weighted DTLZ2 M20 run 23 FE=300 IGD=1.2128228 saved
[321/892] REMO_new2_AdaMaO_SDEOnly_UniformMix_Pruned_Weighted DTLZ2 M20 run 22 FE=300 IGD=1.1275464 saved
[322/892] REMO_new2_AdaMaO_SDEOnly_UniformMix_Pruned_Weighted DTLZ2 M20 run 21 FE=300 IGD=1.1254807 saved
[323/892] REMO_new2_AdaMaO_SDEOnly_UniformMix_Pruned_Weighted DTLZ2 M20 run 25 FE=300 IGD=1.1549273 saved
[324/892] REMO_new2_AdaMaO_SDEOnly_UniformMix_Pruned_Weighted DTLZ2 M20 run 26 FE=300 IGD=1.099486 saved
[325/892] PCSAEA_N100 DTLZ3 M20 run 20 FE=300 IGD=497.82312 saved
[326/892] PCSAEA_N100 DTLZ3 M20 run 19 FE=300 IGD=494.84613 saved
[327/892] REMO_new2_AdaMaO_SDEOnly_UniformMix_Pruned_Weighted DTLZ2 M20 run 30 FE=300 IGD=1.0879432 saved
[328/892] REMO_new2_AdaMaO_SDEOnly_UniformMix_Pruned_Weighted DTLZ2 M20 run 28 FE=300 IGD=1.1653514 saved
[329/892] REMO_new2_AdaMaO_SDEOnly_UniformMix_Pruned_Weighted DTLZ2 M20 run 29 FE=300 IGD=1.205372 saved
[330/892] REMO_new2_AdaMaO_SDEOnly_UniformMix_Pruned_Weighted DTLZ2 M20 run 27 FE=300 IGD=1.1290673 saved
[331/892] PCSAEA_N100 DTLZ3 M20 run 21 FE=300 IGD=438.48654 saved
[332/892] PCSAEA_N100 DTLZ3 M20 run 26 FE=300 IGD=471.50929 saved
[333/892] PCSAEA_N100 DTLZ3 M20 run 23 FE=300 IGD=461.86221 saved
[334/892] PCSAEA_N100 DTLZ3 M20 run 24 FE=300 IGD=576.33671 saved
[335/892] PCSAEA_N100 DTLZ3 M20 run 25 FE=300 IGD=475.34864 saved
[336/892] PCSAEA_N100 DTLZ3 M20 run 22 FE=300 IGD=484.66146 saved
[337/892] PCSAEA_N100 DTLZ3 M20 run 28 FE=300 IGD=676.63211 saved
[338/892] PCSAEA_N100 DTLZ3 M20 run 29 FE=300 IGD=486.55466 saved
[339/892] PCSAEA_N100 DTLZ3 M20 run 27 FE=300 IGD=547.05338 saved
[340/892] PCSAEA_N100 DTLZ3 M20 run 30 FE=300 IGD=436.53186 saved
[341/892] KRVEA_100 DTLZ3 M20 run 19 FE=300 IGD=303.40998 saved
[342/892] KRVEA_100 DTLZ3 M20 run 20 FE=300 IGD=409.7515 saved
[343/892] KRVEA_100 DTLZ3 M20 run 26 FE=300 IGD=530.19626 saved
[344/892] KRVEA_100 DTLZ3 M20 run 23 FE=300 IGD=430.68465 saved
[345/892] KRVEA_100 DTLZ3 M20 run 22 FE=300 IGD=409.14798 saved
[346/892] KRVEA_100 DTLZ3 M20 run 25 FE=300 IGD=273.67058 saved
[347/892] KRVEA_100 DTLZ3 M20 run 21 FE=300 IGD=438.48654 saved
[348/892] KRVEA_100 DTLZ3 M20 run 24 FE=300 IGD=384.42993 saved
[349/892] MCEAD DTLZ3 M20 run 20 FE=300 IGD=12.253914 saved
[350/892] MCEAD DTLZ3 M20 run 19 FE=300 IGD=194.27416 saved
[351/892] KRVEA_100 DTLZ3 M20 run 27 FE=300 IGD=374.7274 saved
[352/892] KRVEA_100 DTLZ3 M20 run 28 FE=300 IGD=438.17634 saved
[353/892] KRVEA_100 DTLZ3 M20 run 30 FE=300 IGD=458.65689 saved
[354/892] KRVEA_100 DTLZ3 M20 run 29 FE=300 IGD=313.33418 saved
[355/892] MCEAD DTLZ3 M20 run 25 FE=300 IGD=73.328215 saved
[356/892] MCEAD DTLZ3 M20 run 26 FE=300 IGD=266.15798 saved
[357/892] MCEAD DTLZ3 M20 run 22 FE=300 IGD=138.22189 saved
[358/892] MCEAD DTLZ3 M20 run 23 FE=300 IGD=238.97265 saved
[359/892] MCEAD DTLZ3 M20 run 21 FE=300 IGD=228.89672 saved
[360/892] MCEAD DTLZ3 M20 run 24 FE=300 IGD=6.965904 saved
[361/892] MCEAD DTLZ3 M20 run 28 FE=300 IGD=106.23039 saved
[362/892] MCEAD DTLZ3 M20 run 27 FE=300 IGD=259.00469 saved
[363/892] MCEAD DTLZ3 M20 run 29 FE=300 IGD=226.49477 saved
[364/892] MCEAD DTLZ3 M20 run 30 FE=300 IGD=37.778339 saved
[365/892] REMO_new2_AdaMaO_SDEOnly_UniformMix_Pruned_Weighted DTLZ3 M20 run 19 FE=300 IGD=401.4456 saved
[366/892] REMO_new2_AdaMaO_SDEOnly_UniformMix_Pruned_Weighted DTLZ3 M20 run 20 FE=300 IGD=313.93092 saved
[367/892] REMO_new2_AdaMaO_SDEOnly_UniformMix_Pruned_Weighted DTLZ3 M20 run 22 FE=300 IGD=332.69575 saved
[368/892] REMO_new2_AdaMaO_SDEOnly_UniformMix_Pruned_Weighted DTLZ3 M20 run 23 FE=300 IGD=366.47833 saved
[369/892] REMO_new2_AdaMaO_SDEOnly_UniformMix_Pruned_Weighted DTLZ3 M20 run 24 FE=300 IGD=293.88679 saved
[370/892] REMO_new2_AdaMaO_SDEOnly_UniformMix_Pruned_Weighted DTLZ3 M20 run 26 FE=300 IGD=222.14664 saved
[371/892] REMO_new2_AdaMaO_SDEOnly_UniformMix_Pruned_Weighted DTLZ3 M20 run 25 FE=300 IGD=284.04243 saved
[372/892] REMO_new2_AdaMaO_SDEOnly_UniformMix_Pruned_Weighted DTLZ3 M20 run 21 FE=300 IGD=316.94775 saved
[373/892] PCSAEA_N100 DTLZ4 M20 run 20 FE=300 IGD=1.2065098 saved
[374/892] PCSAEA_N100 DTLZ4 M20 run 19 FE=300 IGD=1.1211325 saved
[375/892] REMO_new2_AdaMaO_SDEOnly_UniformMix_Pruned_Weighted DTLZ3 M20 run 30 FE=300 IGD=267.23959 saved
[376/892] REMO_new2_AdaMaO_SDEOnly_UniformMix_Pruned_Weighted DTLZ3 M20 run 27 FE=300 IGD=289.93585 saved
[377/892] REMO_new2_AdaMaO_SDEOnly_UniformMix_Pruned_Weighted DTLZ3 M20 run 28 FE=300 IGD=318.41561 saved
[378/892] REMO_new2_AdaMaO_SDEOnly_UniformMix_Pruned_Weighted DTLZ3 M20 run 29 FE=300 IGD=368.10312 saved
[379/892] PCSAEA_N100 DTLZ4 M20 run 26 FE=300 IGD=1.1618335 saved
[380/892] PCSAEA_N100 DTLZ4 M20 run 21 FE=300 IGD=1.2143012 saved
[381/892] PCSAEA_N100 DTLZ4 M20 run 22 FE=300 IGD=1.2267833 saved
[382/892] PCSAEA_N100 DTLZ4 M20 run 24 FE=300 IGD=1.2643203 saved
[383/892] PCSAEA_N100 DTLZ4 M20 run 25 FE=300 IGD=1.218223 saved
[384/892] PCSAEA_N100 DTLZ4 M20 run 23 FE=300 IGD=1.1932775 saved
[385/892] PCSAEA_N100 DTLZ4 M20 run 30 FE=300 IGD=1.2520212 saved
[386/892] PCSAEA_N100 DTLZ4 M20 run 28 FE=300 IGD=1.2429716 saved
[387/892] PCSAEA_N100 DTLZ4 M20 run 27 FE=300 IGD=1.2201983 saved
[388/892] PCSAEA_N100 DTLZ4 M20 run 29 FE=300 IGD=1.1588627 saved
[389/892] KRVEA_100 DTLZ4 M20 run 20 FE=300 IGD=1.1529562 saved
[390/892] KRVEA_100 DTLZ4 M20 run 19 FE=300 IGD=1.325947 saved
[391/892] KRVEA_100 DTLZ4 M20 run 23 FE=300 IGD=1.2446765 saved
[392/892] KRVEA_100 DTLZ4 M20 run 26 FE=300 IGD=1.2651359 saved
[393/892] KRVEA_100 DTLZ4 M20 run 25 FE=300 IGD=1.3788027 saved
[394/892] KRVEA_100 DTLZ4 M20 run 24 FE=300 IGD=1.3650721 saved
[395/892] KRVEA_100 DTLZ4 M20 run 22 FE=300 IGD=1.34143 saved
[396/892] KRVEA_100 DTLZ4 M20 run 21 FE=300 IGD=1.4318279 saved
[397/892] MCEAD DTLZ4 M20 run 20 FE=300 IGD=1.3079206 saved
[398/892] MCEAD DTLZ4 M20 run 19 FE=300 IGD=1.2692266 saved
[399/892] KRVEA_100 DTLZ4 M20 run 27 FE=300 IGD=1.3804585 saved
[400/892] KRVEA_100 DTLZ4 M20 run 28 FE=300 IGD=1.3680953 saved
[401/892] KRVEA_100 DTLZ4 M20 run 29 FE=300 IGD=1.3871449 saved
[402/892] KRVEA_100 DTLZ4 M20 run 30 FE=300 IGD=1.3770226 saved
[403/892] MCEAD DTLZ4 M20 run 26 FE=300 IGD=1.2035034 saved
[404/892] MCEAD DTLZ4 M20 run 23 FE=300 IGD=1.3273547 saved
[405/892] MCEAD DTLZ4 M20 run 25 FE=300 IGD=1.3042317 saved
[406/892] MCEAD DTLZ4 M20 run 22 FE=300 IGD=1.3046756 saved
[407/892] MCEAD DTLZ4 M20 run 24 FE=300 IGD=1.3100633 saved
[408/892] MCEAD DTLZ4 M20 run 21 FE=300 IGD=1.2372998 saved
[409/892] MCEAD DTLZ4 M20 run 30 FE=300 IGD=1.2855202 saved
[410/892] MCEAD DTLZ4 M20 run 28 FE=300 IGD=1.2825929 saved
[411/892] MCEAD DTLZ4 M20 run 29 FE=300 IGD=1.2497497 saved
[412/892] MCEAD DTLZ4 M20 run 27 FE=300 IGD=1.3064063 saved
[413/892] REMO_new2_AdaMaO_SDEOnly_UniformMix_Pruned_Weighted DTLZ4 M20 run 20 FE=300 IGD=1.1155026 saved
[414/892] REMO_new2_AdaMaO_SDEOnly_UniformMix_Pruned_Weighted DTLZ4 M20 run 19 FE=300 IGD=1.0373792 saved
[415/892] REMO_new2_AdaMaO_SDEOnly_UniformMix_Pruned_Weighted DTLZ4 M20 run 23 FE=300 IGD=0.97401624 saved
[416/892] REMO_new2_AdaMaO_SDEOnly_UniformMix_Pruned_Weighted DTLZ4 M20 run 25 FE=300 IGD=1.0803488 saved
[417/892] REMO_new2_AdaMaO_SDEOnly_UniformMix_Pruned_Weighted DTLZ4 M20 run 24 FE=300 IGD=1.0106836 saved
[418/892] REMO_new2_AdaMaO_SDEOnly_UniformMix_Pruned_Weighted DTLZ4 M20 run 26 FE=300 IGD=1.0356637 saved
[419/892] REMO_new2_AdaMaO_SDEOnly_UniformMix_Pruned_Weighted DTLZ4 M20 run 21 FE=300 IGD=1.0799227 saved
[420/892] REMO_new2_AdaMaO_SDEOnly_UniformMix_Pruned_Weighted DTLZ4 M20 run 22 FE=300 IGD=1.0942591 saved
[421/892] PCSAEA_N100 DTLZ5 M20 run 20 FE=300 IGD=0.39926479 saved
[422/892] PCSAEA_N100 DTLZ5 M20 run 19 FE=300 IGD=0.43728386 saved
[423/892] REMO_new2_AdaMaO_SDEOnly_UniformMix_Pruned_Weighted DTLZ4 M20 run 27 FE=300 IGD=1.0795275 saved
[424/892] REMO_new2_AdaMaO_SDEOnly_UniformMix_Pruned_Weighted DTLZ4 M20 run 29 FE=300 IGD=1.0969757 saved
[425/892] REMO_new2_AdaMaO_SDEOnly_UniformMix_Pruned_Weighted DTLZ4 M20 run 30 FE=300 IGD=0.9843547 saved
[426/892] REMO_new2_AdaMaO_SDEOnly_UniformMix_Pruned_Weighted DTLZ4 M20 run 28 FE=300 IGD=1.0414308 saved
[427/892] PCSAEA_N100 DTLZ5 M20 run 26 FE=300 IGD=0.37409112 saved
[428/892] PCSAEA_N100 DTLZ5 M20 run 24 FE=300 IGD=0.3843209 saved
[429/892] PCSAEA_N100 DTLZ5 M20 run 21 FE=300 IGD=0.47046686 saved
[430/892] PCSAEA_N100 DTLZ5 M20 run 23 FE=300 IGD=0.40679648 saved
[431/892] PCSAEA_N100 DTLZ5 M20 run 25 FE=300 IGD=0.40462242 saved
[432/892] PCSAEA_N100 DTLZ5 M20 run 22 FE=300 IGD=0.43070113 saved
[433/892] PCSAEA_N100 DTLZ5 M20 run 27 FE=300 IGD=0.38846074 saved
[434/892] PCSAEA_N100 DTLZ5 M20 run 30 FE=300 IGD=0.49148343 saved
[435/892] PCSAEA_N100 DTLZ5 M20 run 28 FE=300 IGD=0.44657137 saved
[436/892] PCSAEA_N100 DTLZ5 M20 run 29 FE=300 IGD=0.45882849 saved
[437/892] KRVEA_100 DTLZ5 M20 run 20 FE=300 IGD=0.22707945 saved
[438/892] KRVEA_100 DTLZ5 M20 run 19 FE=300 IGD=0.17774085 saved
[439/892] KRVEA_100 DTLZ5 M20 run 24 FE=300 IGD=0.39252614 saved
[440/892] KRVEA_100 DTLZ5 M20 run 25 FE=300 IGD=0.30595646 saved
[441/892] KRVEA_100 DTLZ5 M20 run 22 FE=300 IGD=0.26509698 saved
[442/892] KRVEA_100 DTLZ5 M20 run 21 FE=300 IGD=0.44533543 saved
[443/892] KRVEA_100 DTLZ5 M20 run 23 FE=300 IGD=0.15928171 saved
[444/892] KRVEA_100 DTLZ5 M20 run 26 FE=300 IGD=0.3424976 saved
[445/892] MCEAD DTLZ5 M20 run 19 FE=300 IGD=0.16969484 saved
[446/892] MCEAD DTLZ5 M20 run 20 FE=300 IGD=0.17850191 saved
[447/892] KRVEA_100 DTLZ5 M20 run 29 FE=300 IGD=0.34065997 saved
[448/892] KRVEA_100 DTLZ5 M20 run 27 FE=300 IGD=0.37744408 saved
[449/892] KRVEA_100 DTLZ5 M20 run 28 FE=300 IGD=0.30524436 saved
[450/892] KRVEA_100 DTLZ5 M20 run 30 FE=300 IGD=0.26034689 saved
[451/892] MCEAD DTLZ5 M20 run 24 FE=300 IGD=0.14786535 saved
[452/892] MCEAD DTLZ5 M20 run 23 FE=300 IGD=0.14942801 saved
[453/892] MCEAD DTLZ5 M20 run 25 FE=300 IGD=0.16164648 saved
[454/892] MCEAD DTLZ5 M20 run 22 FE=300 IGD=0.1597534 saved
[455/892] MCEAD DTLZ5 M20 run 21 FE=300 IGD=0.1473472 saved
[456/892] MCEAD DTLZ5 M20 run 26 FE=300 IGD=0.17004289 saved
[457/892] MCEAD DTLZ5 M20 run 30 FE=300 IGD=0.099514671 saved
[458/892] MCEAD DTLZ5 M20 run 27 FE=300 IGD=0.12425848 saved
[459/892] MCEAD DTLZ5 M20 run 29 FE=300 IGD=0.15150483 saved
[460/892] MCEAD DTLZ5 M20 run 28 FE=300 IGD=0.12195365 saved
[461/892] REMO_new2_AdaMaO_SDEOnly_UniformMix_Pruned_Weighted DTLZ5 M20 run 19 FE=300 IGD=0.35180806 saved
[462/892] REMO_new2_AdaMaO_SDEOnly_UniformMix_Pruned_Weighted DTLZ5 M20 run 20 FE=300 IGD=0.31733298 saved
[463/892] REMO_new2_AdaMaO_SDEOnly_UniformMix_Pruned_Weighted DTLZ5 M20 run 21 FE=300 IGD=0.38810738 saved
[464/892] REMO_new2_AdaMaO_SDEOnly_UniformMix_Pruned_Weighted DTLZ5 M20 run 22 FE=300 IGD=0.42166 saved
[465/892] REMO_new2_AdaMaO_SDEOnly_UniformMix_Pruned_Weighted DTLZ5 M20 run 26 FE=300 IGD=0.30991044 saved
[466/892] REMO_new2_AdaMaO_SDEOnly_UniformMix_Pruned_Weighted DTLZ5 M20 run 23 FE=300 IGD=0.33275744 saved
[467/892] REMO_new2_AdaMaO_SDEOnly_UniformMix_Pruned_Weighted DTLZ5 M20 run 24 FE=300 IGD=0.33498423 saved
[468/892] REMO_new2_AdaMaO_SDEOnly_UniformMix_Pruned_Weighted DTLZ5 M20 run 25 FE=300 IGD=0.27724782 saved
[469/892] PCSAEA_N100 DTLZ6 M20 run 20 FE=300 IGD=8.7531074 saved
[470/892] PCSAEA_N100 DTLZ6 M20 run 19 FE=300 IGD=9.1114895 saved
[471/892] REMO_new2_AdaMaO_SDEOnly_UniformMix_Pruned_Weighted DTLZ5 M20 run 30 FE=300 IGD=0.41480798 saved
[472/892] REMO_new2_AdaMaO_SDEOnly_UniformMix_Pruned_Weighted DTLZ5 M20 run 27 FE=300 IGD=0.24548641 saved
[473/892] REMO_new2_AdaMaO_SDEOnly_UniformMix_Pruned_Weighted DTLZ5 M20 run 29 FE=300 IGD=0.34517264 saved
[474/892] REMO_new2_AdaMaO_SDEOnly_UniformMix_Pruned_Weighted DTLZ5 M20 run 28 FE=300 IGD=0.3741544 saved
[475/892] PCSAEA_N100 DTLZ6 M20 run 22 FE=300 IGD=8.9866968 saved
[476/892] PCSAEA_N100 DTLZ6 M20 run 24 FE=300 IGD=8.8596617 saved
[477/892] PCSAEA_N100 DTLZ6 M20 run 21 FE=300 IGD=8.7845011 saved
[478/892] PCSAEA_N100 DTLZ6 M20 run 23 FE=300 IGD=8.4246986 saved
[479/892] PCSAEA_N100 DTLZ6 M20 run 26 FE=300 IGD=8.6933588 saved
[480/892] PCSAEA_N100 DTLZ6 M20 run 25 FE=300 IGD=8.9791783 saved
[481/892] PCSAEA_N100 DTLZ6 M20 run 30 FE=300 IGD=8.179934 saved
[482/892] PCSAEA_N100 DTLZ6 M20 run 27 FE=300 IGD=8.1529883 saved
[483/892] PCSAEA_N100 DTLZ6 M20 run 29 FE=300 IGD=8.5550795 saved
[484/892] PCSAEA_N100 DTLZ6 M20 run 28 FE=300 IGD=8.8570633 saved
[485/892] KRVEA_100 DTLZ6 M20 run 20 FE=300 IGD=8.4836417 saved
[486/892] KRVEA_100 DTLZ6 M20 run 19 FE=300 IGD=6.6228866 saved
[487/892] KRVEA_100 DTLZ6 M20 run 22 FE=300 IGD=7.2783763 saved
[488/892] KRVEA_100 DTLZ6 M20 run 26 FE=300 IGD=7.7627275 saved
[489/892] KRVEA_100 DTLZ6 M20 run 23 FE=300 IGD=7.4613936 saved
[490/892] KRVEA_100 DTLZ6 M20 run 21 FE=300 IGD=8.334247 saved
[491/892] KRVEA_100 DTLZ6 M20 run 25 FE=300 IGD=7.4989218 saved
[492/892] KRVEA_100 DTLZ6 M20 run 24 FE=300 IGD=6.6574211 saved
[493/892] MCEAD DTLZ6 M20 run 19 FE=300 IGD=4.4305825 saved
[494/892] MCEAD DTLZ6 M20 run 20 FE=300 IGD=3.6234438 saved
[495/892] KRVEA_100 DTLZ6 M20 run 27 FE=300 IGD=7.3154156 saved
[496/892] KRVEA_100 DTLZ6 M20 run 28 FE=300 IGD=7.266441 saved
[497/892] KRVEA_100 DTLZ6 M20 run 29 FE=300 IGD=7.8318455 saved
[498/892] KRVEA_100 DTLZ6 M20 run 30 FE=300 IGD=7.4061534 saved
[499/892] MCEAD DTLZ6 M20 run 25 FE=300 IGD=4.4147485 saved
[500/892] MCEAD DTLZ6 M20 run 21 FE=300 IGD=4.4741657 saved
[501/892] MCEAD DTLZ6 M20 run 22 FE=300 IGD=4.427061 saved
[502/892] MCEAD DTLZ6 M20 run 23 FE=300 IGD=3.3524105 saved
[503/892] MCEAD DTLZ6 M20 run 24 FE=300 IGD=3.4384886 saved
[504/892] MCEAD DTLZ6 M20 run 26 FE=300 IGD=5.2338846 saved
[505/892] MCEAD DTLZ6 M20 run 29 FE=300 IGD=5.3487917 saved
[506/892] MCEAD DTLZ6 M20 run 28 FE=300 IGD=3.3875753 saved
[507/892] MCEAD DTLZ6 M20 run 27 FE=300 IGD=4.4300188 saved
[508/892] MCEAD DTLZ6 M20 run 30 FE=300 IGD=4.0076076 saved
[509/892] REMO_new2_AdaMaO_SDEOnly_UniformMix_Pruned_Weighted DTLZ6 M20 run 20 FE=300 IGD=6.7643509 saved
[510/892] REMO_new2_AdaMaO_SDEOnly_UniformMix_Pruned_Weighted DTLZ6 M20 run 19 FE=300 IGD=7.2968942 saved
[511/892] REMO_new2_AdaMaO_SDEOnly_UniformMix_Pruned_Weighted DTLZ6 M20 run 26 FE=300 IGD=5.2000916 saved
[512/892] REMO_new2_AdaMaO_SDEOnly_UniformMix_Pruned_Weighted DTLZ6 M20 run 21 FE=300 IGD=6.2121123 saved
[513/892] REMO_new2_AdaMaO_SDEOnly_UniformMix_Pruned_Weighted DTLZ6 M20 run 22 FE=300 IGD=6.406472 saved
[514/892] REMO_new2_AdaMaO_SDEOnly_UniformMix_Pruned_Weighted DTLZ6 M20 run 24 FE=300 IGD=4.6712739 saved
[515/892] REMO_new2_AdaMaO_SDEOnly_UniformMix_Pruned_Weighted DTLZ6 M20 run 23 FE=300 IGD=5.6454713 saved
[516/892] REMO_new2_AdaMaO_SDEOnly_UniformMix_Pruned_Weighted DTLZ6 M20 run 25 FE=300 IGD=7.3970157 saved
[517/892] PCSAEA_N100 DTLZ7 M20 run 20 FE=300 IGD=54.449557 saved
[518/892] PCSAEA_N100 DTLZ7 M20 run 19 FE=300 IGD=45.581068 saved
[519/892] REMO_new2_AdaMaO_SDEOnly_UniformMix_Pruned_Weighted DTLZ6 M20 run 27 FE=300 IGD=6.0295172 saved
[520/892] REMO_new2_AdaMaO_SDEOnly_UniformMix_Pruned_Weighted DTLZ6 M20 run 30 FE=300 IGD=6.2068603 saved
[521/892] REMO_new2_AdaMaO_SDEOnly_UniformMix_Pruned_Weighted DTLZ6 M20 run 29 FE=300 IGD=6.44826 saved
[522/892] REMO_new2_AdaMaO_SDEOnly_UniformMix_Pruned_Weighted DTLZ6 M20 run 28 FE=300 IGD=6.9244704 saved
[523/892] PCSAEA_N100 DTLZ7 M20 run 24 FE=300 IGD=48.754313 saved
[524/892] PCSAEA_N100 DTLZ7 M20 run 26 FE=300 IGD=51.997876 saved
[525/892] PCSAEA_N100 DTLZ7 M20 run 22 FE=300 IGD=53.30163 saved
[526/892] PCSAEA_N100 DTLZ7 M20 run 21 FE=300 IGD=51.619622 saved
[527/892] PCSAEA_N100 DTLZ7 M20 run 23 FE=300 IGD=40.490019 saved
[528/892] PCSAEA_N100 DTLZ7 M20 run 25 FE=300 IGD=50.723385 saved
[529/892] PCSAEA_N100 DTLZ7 M20 run 30 FE=300 IGD=54.268581 saved
[530/892] PCSAEA_N100 DTLZ7 M20 run 28 FE=300 IGD=40.206997 saved
[531/892] PCSAEA_N100 DTLZ7 M20 run 27 FE=300 IGD=48.693993 saved
[532/892] PCSAEA_N100 DTLZ7 M20 run 29 FE=300 IGD=46.488664 saved
[533/892] KRVEA_100 DTLZ7 M20 run 20 FE=300 IGD=2.7911881 saved
[534/892] KRVEA_100 DTLZ7 M20 run 19 FE=300 IGD=4.0642113 saved
[535/892] KRVEA_100 DTLZ7 M20 run 22 FE=300 IGD=5.6095617 saved
[536/892] KRVEA_100 DTLZ7 M20 run 26 FE=300 IGD=3.0048737 saved
[537/892] KRVEA_100 DTLZ7 M20 run 25 FE=300 IGD=2.9799653 saved
[538/892] KRVEA_100 DTLZ7 M20 run 24 FE=300 IGD=3.5280531 saved
[539/892] KRVEA_100 DTLZ7 M20 run 21 FE=300 IGD=4.9173189 saved
[540/892] KRVEA_100 DTLZ7 M20 run 23 FE=300 IGD=3.153277 saved
[541/892] MCEAD DTLZ7 M20 run 20 FE=300 IGD=34.475943 saved
[542/892] MCEAD DTLZ7 M20 run 19 FE=300 IGD=43.375627 saved
[543/892] KRVEA_100 DTLZ7 M20 run 29 FE=300 IGD=2.19576 saved
[544/892] KRVEA_100 DTLZ7 M20 run 30 FE=300 IGD=2.4021493 saved
[545/892] KRVEA_100 DTLZ7 M20 run 28 FE=300 IGD=2.3729089 saved
[546/892] KRVEA_100 DTLZ7 M20 run 27 FE=300 IGD=5.4515136 saved
[547/892] MCEAD DTLZ7 M20 run 25 FE=300 IGD=23.781671 saved
[548/892] MCEAD DTLZ7 M20 run 22 FE=300 IGD=23.235887 saved
[549/892] MCEAD DTLZ7 M20 run 24 FE=300 IGD=32.390511 saved
[550/892] MCEAD DTLZ7 M20 run 21 FE=300 IGD=16.339704 saved
[551/892] MCEAD DTLZ7 M20 run 23 FE=300 IGD=25.210507 saved
[552/892] MCEAD DTLZ7 M20 run 26 FE=300 IGD=36.035531 saved
[553/892] MCEAD DTLZ7 M20 run 29 FE=300 IGD=29.791997 saved
[554/892] MCEAD DTLZ7 M20 run 28 FE=300 IGD=21.432984 saved
[555/892] MCEAD DTLZ7 M20 run 27 FE=300 IGD=38.942391 saved
[556/892] MCEAD DTLZ7 M20 run 30 FE=300 IGD=26.215701 saved
[557/892] REMO_new2_AdaMaO_SDEOnly_UniformMix_Pruned_Weighted DTLZ7 M20 run 20 FE=300 IGD=12.731815 saved
[558/892] REMO_new2_AdaMaO_SDEOnly_UniformMix_Pruned_Weighted DTLZ7 M20 run 19 FE=300 IGD=12.547442 saved
[559/892] REMO_new2_AdaMaO_SDEOnly_UniformMix_Pruned_Weighted DTLZ7 M20 run 21 FE=300 IGD=17.254385 saved
[560/892] REMO_new2_AdaMaO_SDEOnly_UniformMix_Pruned_Weighted DTLZ7 M20 run 24 FE=300 IGD=17.132623 saved
[561/892] REMO_new2_AdaMaO_SDEOnly_UniformMix_Pruned_Weighted DTLZ7 M20 run 25 FE=300 IGD=13.478998 saved
[562/892] REMO_new2_AdaMaO_SDEOnly_UniformMix_Pruned_Weighted DTLZ7 M20 run 26 FE=300 IGD=14.874097 saved
[563/892] REMO_new2_AdaMaO_SDEOnly_UniformMix_Pruned_Weighted DTLZ7 M20 run 22 FE=300 IGD=15.910956 saved
[564/892] REMO_new2_AdaMaO_SDEOnly_UniformMix_Pruned_Weighted DTLZ7 M20 run 23 FE=300 IGD=15.351662 saved
[565/892] PCSAEA_N100 WFG1 M20 run 20 FE=300 IGD=5.6565813 saved
[566/892] PCSAEA_N100 WFG1 M20 run 19 FE=300 IGD=5.6903448 saved
[567/892] REMO_new2_AdaMaO_SDEOnly_UniformMix_Pruned_Weighted DTLZ7 M20 run 29 FE=300 IGD=12.000976 saved
[568/892] REMO_new2_AdaMaO_SDEOnly_UniformMix_Pruned_Weighted DTLZ7 M20 run 30 FE=300 IGD=13.747007 saved
[569/892] REMO_new2_AdaMaO_SDEOnly_UniformMix_Pruned_Weighted DTLZ7 M20 run 27 FE=300 IGD=13.765661 saved
[570/892] REMO_new2_AdaMaO_SDEOnly_UniformMix_Pruned_Weighted DTLZ7 M20 run 28 FE=300 IGD=16.110521 saved
