M,problem,algorithm,source_algorithm,mean,std,symbol,source_file,source_sheet,source_cell,raw
15,WFG4,CSEA,CSEA,1.8227e+1,8.21e-1,-,15目标.xlsx,IGD,G12,1.8227e+1 (8.21e-1) -
15,WFG4,K-RVEA,KRVEA_100,1.4695e+1,8.50e-1,-,15目标.xlsx,IGD,I12,1.4695e+1 (8.50e-1) -
15,WFG4,PC-SAEA,PCSAEA_N100,1.7415e+1,9.18e-1,-,15目标.xlsx,IGD,J12,1.7415e+1 (9.18e-1) -
15,WFG4,PACDIS,REMO_new2_AdaMaO_SDEOnly_UniformMix_Original,1.3757e+1,9.44e-1,,15目标.xlsx,IGD,K12,1.3757e+1 (9.44e-1)
15,WFG5,REMO,REMO,1.5011e+1,6.69e-1,-,15目标.xlsx,IGD,D13,1.5011e+1 (6.69e-1) -
15,WFG5,PIEA,PIEA,1.2169e+1,8.42e-1,=,15目标.xlsx,IGD,E13,1.2169e+1 (8.42e-1) =
15,WFG5,MCEA/D,MCEAD,1.3579e+1,9.07e-1,-,15目标.xlsx,IGD,F13,1.3579e+1 (9.07e-1) -
15,WFG5,CSEA,CSEA,1.5504e+1,8.57e-1,-,15目标.xlsx,IGD,G13,1.5504e+1 (8.57e-1) -
15,WFG5,K-RVEA,KRVEA_100,1.1369e+1,1.11e+0,+,15目标.xlsx,IGD,I13,1.1369e+1 (1.11e+0) +
15,WFG5,PC-SAEA,PCSAEA_N100,1.4048e+1,4.27e-1,-,15目标.xlsx,IGD,J13,1.4048e+1 (4.27e-1) -
15,WFG5,PACDIS,REMO_new2_AdaMaO_SDEOnly_UniformMix_Original,1.2522e+1,8.65e-1,,15目标.xlsx,IGD,K13,1.2522e+1 (8.65e-1)
15,WFG6,REMO,REMO,1.3993e+1,1.22e+0,-,15目标.xlsx,IGD,D14,1.3993e+1 (1.22e+0) -
15,WFG6,PIEA,PIEA,1.2786e+1,8.41e-1,-,15目标.xlsx,IGD,E14,1.2786e+1 (8.41e-1) -
15,WFG6,MCEA/D,MCEAD,1.5399e+1,2.15e+0,-,15目标.xlsx,IGD,F14,1.5399e+1 (2.15e+0) -
15,WFG6,CSEA,CSEA,1.5796e+1,7.09e-1,-,15目标.xlsx,IGD,G14,1.5796e+1 (7.09e-1) -
15,WFG6,K-RVEA,KRVEA_100,1.0658e+1,9.60e-1,=,15目标.xlsx,IGD,I14,1.0658e+1 (9.60e-1) =
15,WFG6,PC-SAEA,PCSAEA_N100,1.4495e+1,7.93e-1,-,15目标.xlsx,IGD,J14,1.4495e+1 (7.93e-1) -
15,WFG6,PACDIS,REMO_new2_AdaMaO_SDEOnly_UniformMix_Original,1.0596e+1,9.37e-1,,15目标.xlsx,IGD,K14,1.0596e+1 (9.37e-1)
15,WFG7,REMO,REMO,1.4592e+1,1.09e+0,-,15目标.xlsx,IGD,D15,1.4592e+1 (1.09e+0) -
15,WFG7,PIEA,PIEA,1.4447e+1,1.21e+0,-,15目标.xlsx,IGD,E15,1.4447e+1 (1.21e+0) -
15,WFG7,MCEA/D,MCEAD,1.6577e+1,1.77e+0,-,15目标.xlsx,IGD,F15,1.6577e+1 (1.77e+0) -
15,WFG7,CSEA,CSEA,1.6019e+1,1.06e+0,-,15目标.xlsx,IGD,G15,1.6019e+1 (1.06e+0) -
15,WFG7,K-RVEA,KRVEA_100,1.5217e+1,1.43e+0,-,15目标.xlsx,IGD,I15,1.5217e+1 (1.43e+0) -
15,WFG7,PC-SAEA,PCSAEA_N100,1.5609e+1,6.28e-1,-,15目标.xlsx,IGD,J15,1.5609e+1 (6.28e-1) -
15,WFG7,PACDIS,REMO_new2_AdaMaO_SDEOnly_UniformMix_Original,1.1013e+1,6.10e-1,,15目标.xlsx,IGD,K15,1.1013e+1 (6.10e-1)
15,WFG8,REMO,REMO,1.4259e+1,8.81e-1,-,15目标.xlsx,IGD,D16,1.4259e+1 (8.81e-1) -
15,WFG8,PIEA,PIEA,1.3171e+1,9.38e-1,-,15目标.xlsx,IGD,E16,1.3171e+1 (9.38e-1) -
15,WFG8,MCEA/D,MCEAD,1.5180e+1,1.47e+0,-,15目标.xlsx,IGD,F16,1.5180e+1 (1.47e+0) -
15,WFG8,CSEA,CSEA,1.5957e+1,5.82e-1,-,15目标.xlsx,IGD,G16,1.5957e+1 (5.82e-1) -
15,WFG8,K-RVEA,KRVEA_100,1.2296e+1,9.11e-1,=,15目标.xlsx,IGD,I16,1.2296e+1 (9.11e-1) =
15,WFG8,PC-SAEA,PCSAEA_N100,1.4934e+1,4.61e-1,-,15目标.xlsx,IGD,J16,1.4934e+1 (4.61e-1) -
15,WFG8,PACDIS,REMO_new2_AdaMaO_SDEOnly_UniformMix_Original,1.1869e+1,5.88e-1,,15目标.xlsx,IGD,K16,1.1869e+1 (5.88e-1)
15,WFG9,REMO,REMO,1.6087e+1,8.54e-1,-,15目标.xlsx,IGD,D17,1.6087e+1 (8.54e-1) -
15,WFG9,PIEA,PIEA,1.2409e+1,8.07e-1,+,15目标.xlsx,IGD,E17,1.2409e+1 (8.07e-1) +
15,WFG9,MCEA/D,MCEAD,1.3736e+1,1.59e+0,=,15目标.xlsx,IGD,F17,1.3736e+1 (1.59e+0) =
15,WFG9,CSEA,CSEA,1.6367e+1,5.65e-1,-,15目标.xlsx,IGD,G17,1.6367e+1 (5.65e-1) -
15,WFG9,K-RVEA,KRVEA_100,1.4710e+1,1.43e+0,-,15目标.xlsx,IGD,I17,1.4710e+1 (1.43e+0) -
15,WFG9,PC-SAEA,PCSAEA_N100,1.5175e+1,6.98e-1,-,15目标.xlsx,IGD,J17,1.5175e+1 (6.98e-1) -
15,WFG9,PACDIS,REMO_new2_AdaMaO_SDEOnly_UniformMix_Original,1.3522e+1,9.74e-1,,15目标.xlsx,IGD,K17,1.3522e+1 (9.74e-1)
20,DTLZ1,REMO,REMO,6.7408e+1,1.93e+1,+,20目标.xlsx,IGD,F2,6.7408e+1 (1.93e+1) +
20,DTLZ1,PIEA,PIEA,9.3984e+1,1.82e+1,-,20目标.xlsx,IGD,G2,9.3984e+1 (1.82e+1) -
20,DTLZ1,MCEA/D,MCEAD,7.6364e+1,3.61e+1,=,20目标.xlsx,IGD,H2,7.6364e+1 (3.61e+1) =
20,DTLZ1,CSEA,CSEA,7.9813e+1,1.99e+1,=,20目标.xlsx,IGD,J2,7.9813e+1 (1.99e+1) =
20,DTLZ1,PC-SAEA,PCSAEA_N100,1.5464e+2,1.82e+1,-,20目标.xlsx,IGD,K2,1.5464e+2 (1.82e+1) -
20,DTLZ1,K-RVEA,KRVEA_100,9.9155e+1,2.59e+1,-,20目标.xlsx,IGD,L2,9.9155e+1 (2.59e+1) -
20,DTLZ1,PACDIS,REMO_new2_AdaMaO_SDEOnly_UniformMix_Original,7.9755e+1,1.09e+1,,20目标.xlsx,IGD,M2,7.9755e+1 (1.09e+1)
20,DTLZ2,REMO,REMO,1.1173e+0,5.45e-2,=,20目标.xlsx,IGD,F3,1.1173e+0 (5.45e-2) =
20,DTLZ2,PIEA,PIEA,1.1636e+0,2.17e-2,-,20目标.xlsx,IGD,G3,1.1636e+0 (2.17e-2) -
20,DTLZ2,MCEA/D,MCEAD,1.2196e+0,2.96e-2,-,20目标.xlsx,IGD,H3,1.2196e+0 (2.96e-2) -
20,DTLZ2,CSEA,CSEA,1.1817e+0,5.61e-2,-,20目标.xlsx,IGD,J3,1.1817e+0 (5.61e-2) -
20,DTLZ2,PC-SAEA,PCSAEA_N100,1.3343e+0,4.05e-2,-,20目标.xlsx,IGD,K3,1.3343e+0 (4.05e-2) -
20,DTLZ2,K-RVEA,KRVEA_100,1.1696e+0,5.63e-2,=,20目标.xlsx,IGD,L3,1.1696e+0 (5.63e-2) =
20,DTLZ2,PACDIS,REMO_new2_AdaMaO_SDEOnly_UniformMix_Original,1.1350e+0,4.89e-2,,20目标.xlsx,IGD,M3,1.1350e+0 (4.89e-2)
20,DTLZ3,REMO,REMO,2.6646e+2,7.13e+1,=,20目标.xlsx,IGD,F4,2.6646e+2 (7.13e+1) =
20,DTLZ3,PIEA,PIEA,2.5997e+2,1.15e+1,=,20目标.xlsx,IGD,G4,2.5997e+2 (1.15e+1) =
20,DTLZ3,MCEA/D,MCEAD,1.2168e+2,1.12e+2,+,20目标.xlsx,IGD,H4,1.2168e+2 (1.12e+2) +
20,DTLZ3,CSEA,CSEA,2.5514e+2,6.82e+1,=,20目标.xlsx,IGD,J4,2.5514e+2 (6.82e+1) =
20,DTLZ3,PC-SAEA,PCSAEA_N100,5.1336e+2,7.08e+1,-,20目标.xlsx,IGD,K4,5.1336e+2 (7.08e+1) -
20,DTLZ3,K-RVEA,KRVEA_100,3.0777e+2,7.87e+1,=,20目标.xlsx,IGD,L4,3.0777e+2 (7.87e+1) =
20,DTLZ3,PACDIS,REMO_new2_AdaMaO_SDEOnly_UniformMix_Original,2.8568e+2,6.84e+1,,20目标.xlsx,IGD,M4,2.8568e+2 (6.84e+1)
20,DTLZ4,REMO,REMO,1.0368e+0,4.26e-2,=,20目标.xlsx,IGD,F5,1.0368e+0 (4.26e-2) =
20,DTLZ4,PIEA,PIEA,1.1269e+0,6.03e-2,-,20目标.xlsx,IGD,G5,1.1269e+0 (6.03e-2) -
20,DTLZ4,MCEA/D,MCEAD,1.2852e+0,3.78e-2,-,20目标.xlsx,IGD,H5,1.2852e+0 (3.78e-2) -
20,DTLZ4,CSEA,CSEA,1.0610e+0,4.81e-2,=,20目标.xlsx,IGD,J5,1.0610e+0 (4.81e-2) =
20,DTLZ4,PC-SAEA,PCSAEA_N100,1.2290e+0,4.87e-2,-,20目标.xlsx,IGD,K5,1.2290e+0 (4.87e-2) -
20,DTLZ4,K-RVEA,KRVEA_100,1.3236e+0,7.98e-2,-,20目标.xlsx,IGD,L5,1.3236e+0 (7.98e-2) -
20,DTLZ4,PACDIS,REMO_new2_AdaMaO_SDEOnly_UniformMix_Original,1.0578e+0,5.34e-2,,20目标.xlsx,IGD,M5,1.0578e+0 (5.34e-2)
20,DTLZ5,REMO,REMO,2.7068e-1,5.25e-2,=,20目标.xlsx,IGD,F6,2.7068e-1 (5.25e-2) =
20,DTLZ5,PIEA,PIEA,1.5237e-1,2.26e-2,+,20目标.xlsx,IGD,G6,1.5237e-1 (2.26e-2) +
20,DTLZ5,MCEA/D,MCEAD,1.5161e-1,4.26e-2,+,20目标.xlsx,IGD,H6,1.5161e-1 (4.26e-2) +
20,DTLZ5,CSEA,CSEA,2.9000e-1,5.36e-2,=,20目标.xlsx,IGD,J6,2.9000e-1 (5.36e-2) =
20,DTLZ5,PC-SAEA,PCSAEA_N100,4.1861e-1,5.31e-2,-,20目标.xlsx,IGD,K6,4.1861e-1 (5.31e-2) -
20,DTLZ5,K-RVEA,KRVEA_100,3.1646e-1,8.24e-2,=,20目标.xlsx,IGD,L6,3.1646e-1 (8.24e-2) =
20,DTLZ5,PACDIS,REMO_new2_AdaMaO_SDEOnly_UniformMix_Original,3.0345e-1,6.65e-2,,20目标.xlsx,IGD,M6,3.0345e-1 (6.65e-2)
20,DTLZ6,REMO,REMO,7.3417e+0,6.33e-1,=,20目标.xlsx,IGD,F7,7.3417e+0 (6.33e-1) =
20,DTLZ6,PIEA,PIEA,2.1640e+0,1.05e+0,+,20目标.xlsx,IGD,G7,2.1640e+0 (1.05e+0) +
20,DTLZ6,MCEA/D,MCEAD,4.1169e+0,1.03e+0,+,20目标.xlsx,IGD,H7,4.1169e+0 (1.03e+0) +
20,DTLZ6,CSEA,CSEA,7.4321e+0,7.00e-1,-,20目标.xlsx,IGD,J7,7.4321e+0 (7.00e-1) -
20,DTLZ6,PC-SAEA,PCSAEA_N100,8.6800e+0,3.64e-1,-,20目标.xlsx,IGD,K7,8.6800e+0 (3.64e-1) -
20,DTLZ6,K-RVEA,KRVEA_100,7.3721e+0,7.41e-1,-,20目标.xlsx,IGD,L7,7.3721e+0 (7.41e-1) -
20,DTLZ6,PACDIS,REMO_new2_AdaMaO_SDEOnly_UniformMix_Original,6.6546e+0,9.39e-1,,20目标.xlsx,IGD,M7,6.6546e+0 (9.39e-1)
20,DTLZ7,REMO,REMO,3.8239e+1,7.37e+0,-,20目标.xlsx,IGD,F8,3.8239e+1 (7.37e+0) -
20,DTLZ7,PIEA,PIEA,1.8728e+1,9.86e+0,-,20目标.xlsx,IGD,G8,1.8728e+1 (9.86e+0) -
20,DTLZ7,MCEA/D,MCEAD,2.8155e+1,1.25e+1,-,20目标.xlsx,IGD,H8,2.8155e+1 (1.25e+1) -
20,DTLZ7,CSEA,CSEA,4.8818e+1,9.05e+0,-,20目标.xlsx,IGD,J8,4.8818e+1 (9.05e+0) -
20,DTLZ7,PC-SAEA,PCSAEA_N100,5.0846e+1,4.69e+0,-,20目标.xlsx,IGD,K8,5.0846e+1 (4.69e+0) -
20,DTLZ7,K-RVEA,KRVEA_100,3.6587e+0,1.17e+0,+,20目标.xlsx,IGD,L8,3.6587e+0 (1.17e+0) +
20,DTLZ7,PACDIS,REMO_new2_AdaMaO_SDEOnly_UniformMix_Original,1.8154e+1,2.61e+0,,20目标.xlsx,IGD,M8,1.8154e+1 (2.61e+0)
20,WFG1,REMO,REMO,5.6202e+0,8.82e-2,=,20目标.xlsx,IGD,F9,5.6202e+0 (8.82e-2) =
20,WFG1,PIEA,PIEA,5.7081e+0,5.05e-2,-,20目标.xlsx,IGD,G9,5.7081e+0 (5.05e-2) -
20,WFG1,MCEA/D,MCEAD,5.7957e+0,4.51e-2,-,20目标.xlsx,IGD,H9,5.7957e+0 (4.51e-2) -
20,WFG1,CSEA,CSEA,5.6736e+0,1.06e-1,-,20目标.xlsx,IGD,J9,5.6736e+0 (1.06e-1) -
20,WFG1,PC-SAEA,PCSAEA_N100,5.6995e+0,2.62e-2,-,20目标.xlsx,IGD,K9,5.6995e+0 (2.62e-2) -
20,WFG1,K-RVEA,KRVEA_100,5.6324e+0,6.86e-2,=,20目标.xlsx,IGD,L9,5.6324e+0 (6.86e-2) =
20,WFG1,PACDIS,REMO_new2_AdaMaO_SDEOnly_UniformMix_Original,5.6075e+0,7.93e-2,,20目标.xlsx,IGD,M9,5.6075e+0 (7.93e-2)
20,WFG2,REMO,REMO,7.9480e+0,1.54e+0,-,20目标.xlsx,IGD,F10,7.9480e+0 (1.54e+0) -
20,WFG2,PIEA,PIEA,6.0506e+0,1.05e+0,-,20目标.xlsx,IGD,G10,6.0506e+0 (1.05e+0) -
20,WFG2,MCEA/D,MCEAD,7.6391e+0,2.05e+0,-,20目标.xlsx,IGD,H10,7.6391e+0 (2.05e+0) -
20,WFG2,CSEA,CSEA,8.8363e+0,1.30e+0,-,20目标.xlsx,IGD,J10,8.8363e+0 (1.30e+0) -
20,WFG2,PC-SAEA,PCSAEA_N100,8.3036e+0,1.50e+0,-,20目标.xlsx,IGD,K10,8.3036e+0 (1.50e+0) -
20,WFG2,K-RVEA,KRVEA_100,4.4804e+0,2.45e-1,+,20目标.xlsx,IGD,L10,4.4804e+0 (2.45e-1) +
20,WFG2,PACDIS,REMO_new2_AdaMaO_SDEOnly_UniformMix_Original,5.4393e+0,1.31e+0,,20目标.xlsx,IGD,M10,5.4393e+0 (1.31e+0)
20,WFG3,REMO,REMO,2.2519e+0,2.32e-1,+,20目标.xlsx,IGD,F11,2.2519e+0 (2.32e-1) +
20,WFG3,PIEA,PIEA,1.7073e+0,1.73e-1,+,20目标.xlsx,IGD,G11,1.7073e+0 (1.73e-1) +
20,WFG3,MCEA/D,MCEAD,1.9974e+0,2.03e-1,+,20目标.xlsx,IGD,H11,1.9974e+0 (2.03e-1) +
20,WFG3,CSEA,CSEA,2.3113e+0,1.84e-1,+,20目标.xlsx,IGD,J11,2.3113e+0 (1.84e-1) +
20,WFG3,PC-SAEA,PCSAEA_N100,2.6026e+0,1.25e-1,+,20目标.xlsx,IGD,K11,2.6026e+0 (1.25e-1) +
20,WFG3,K-RVEA,KRVEA_100,2.8347e+0,1.16e-1,-,20目标.xlsx,IGD,L11,2.8347e+0 (1.16e-1) -
20,WFG3,PACDIS,REMO_new2_AdaMaO_SDEOnly_UniformMix_Original,2.7306e+0,1.52e-1,,20目标.xlsx,IGD,M11,2.7306e+0 (1.52e-1)
20,WFG4,REMO,REMO,2.9066e+1,1.21e+0,-,20目标.xlsx,IGD,F12,2.9066e+1 (1.21e+0) -
20,WFG4,PIEA,PIEA,2.0639e+1,3.25e+0,+,20目标.xlsx,IGD,G12,2.0639e+1 (3.25e+0) +
20,WFG4,MCEA/D,MCEAD,2.0456e+1,3.65e+0,+,20目标.xlsx,IGD,H12,2.0456e+1 (3.65e+0) +
20,WFG4,CSEA,CSEA,2.9600e+1,1.48e+0,-,20目标.xlsx,IGD,J12,2.9600e+1 (1.48e+0) -
20,WFG4,PC-SAEA,PCSAEA_N100,2.8901e+1,5.72e-1,-,20目标.xlsx,IGD,K12,2.8901e+1 (5.72e-1) -
20,WFG4,K-RVEA,KRVEA_100,2.5759e+1,1.43e+0,-,20目标.xlsx,IGD,L12,2.5759e+1 (1.43e+0) -
20,WFG4,PACDIS,REMO_new2_AdaMaO_SDEOnly_UniformMix_Original,2.3927e+1,1.07e+0,,20目标.xlsx,IGD,M12,2.3927e+1 (1.07e+0)
20,WFG5,REMO,REMO,2.5608e+1,1.19e+0,-,20目标.xlsx,IGD,F13,2.5608e+1 (1.19e+0) -
20,WFG5,PIEA,PIEA,2.1972e+1,9.12e-1,+,20目标.xlsx,IGD,G13,2.1972e+1 (9.12e-1) +
20,WFG5,MCEA/D,MCEAD,2.2931e+1,6.52e-1,=,20目标.xlsx,IGD,H13,2.2931e+1 (6.52e-1) =
20,WFG5,CSEA,CSEA,2.5912e+1,9.45e-1,-,20目标.xlsx,IGD,J13,2.5912e+1 (9.45e-1) -
20,WFG5,PC-SAEA,PCSAEA_N100,2.4498e+1,8.50e-1,-,20目标.xlsx,IGD,K13,2.4498e+1 (8.50e-1) -
20,WFG5,K-RVEA,KRVEA_100,2.1999e+1,1.34e+0,=,20目标.xlsx,IGD,L13,2.1999e+1 (1.34e+0) =
20,WFG5,PACDIS,REMO_new2_AdaMaO_SDEOnly_UniformMix_Original,2.2849e+1,1.62e+0,,20目标.xlsx,IGD,M13,2.2849e+1 (1.62e+0)
20,WFG6,REMO,REMO,2.4041e+1,1.66e+0,-,20目标.xlsx,IGD,F14,2.4041e+1 (1.66e+0) -
20,WFG6,PIEA,PIEA,2.2696e+1,1.82e+0,-,20目标.xlsx,IGD,G14,2.2696e+1 (1.82e+0) -
20,WFG6,MCEA/D,MCEAD,2.5327e+1,1.94e+0,-,20目标.xlsx,IGD,H14,2.5327e+1 (1.94e+0) -
20,WFG6,CSEA,CSEA,2.6268e+1,1.20e+0,-,20目标.xlsx,IGD,J14,2.6268e+1 (1.20e+0) -
20,WFG6,PC-SAEA,PCSAEA_N100,2.5249e+1,7.02e-1,-,20目标.xlsx,IGD,K14,2.5249e+1 (7.02e-1) -
20,WFG6,K-RVEA,KRVEA_100,2.2379e+1,1.83e+0,-,20目标.xlsx,IGD,L14,2.2379e+1 (1.83e+0) -
20,WFG6,PACDIS,REMO_new2_AdaMaO_SDEOnly_UniformMix_Original,1.9097e+1,6.18e-1,,20目标.xlsx,IGD,M14,1.9097e+1 (6.18e-1)
20,WFG7,REMO,REMO,2.4322e+1,1.10e+0,-,20目标.xlsx,IGD,F15,2.4322e+1 (1.10e+0) -
20,WFG7,PIEA,PIEA,2.4579e+1,8.74e-1,-,20目标.xlsx,IGD,G15,2.4579e+1 (8.74e-1) -
20,WFG7,MCEA/D,MCEAD,2.7355e+1,1.36e+0,-,20目标.xlsx,IGD,H15,2.7355e+1 (1.36e+0) -
20,WFG7,CSEA,CSEA,2.6430e+1,1.40e+0,-,20目标.xlsx,IGD,J15,2.6430e+1 (1.40e+0) -
20,WFG7,PC-SAEA,PCSAEA_N100,2.5851e+1,1.06e+0,-,20目标.xlsx,IGD,K15,2.5851e+1 (1.06e+0) -
20,WFG7,K-RVEA,KRVEA_100,2.6642e+1,1.97e+0,-,20目标.xlsx,IGD,L15,2.6642e+1 (1.97e+0) -
20,WFG7,PACDIS,REMO_new2_AdaMaO_SDEOnly_UniformMix_Original,2.0592e+1,7.61e-1,,20目标.xlsx,IGD,M15,2.0592e+1 (7.61e-1)
20,WFG8,REMO,REMO,2.4953e+1,1.02e+0,-,20目标.xlsx,IGD,F16,2.4953e+1 (1.02e+0) -
20,WFG8,PIEA,PIEA,2.3237e+1,1.24e+0,-,20目标.xlsx,IGD,G16,2.3237e+1 (1.24e+0) -
20,WFG8,MCEA/D,MCEAD,2.6026e+1,1.81e+0,-,20目标.xlsx,IGD,H16,2.6026e+1 (1.81e+0) -
20,WFG8,CSEA,CSEA,2.7053e+1,7.42e-1,-,20目标.xlsx,IGD,J16,2.7053e+1 (7.42e-1) -
20,WFG8,PC-SAEA,PCSAEA_N100,2.5323e+1,6.30e-1,-,20目标.xlsx,IGD,K16,2.5323e+1 (6.30e-1) -
20,WFG8,K-RVEA,KRVEA_100,2.1753e+1,1.97e+0,=,20目标.xlsx,IGD,L16,2.1753e+1 (1.97e+0) =
20,WFG8,PACDIS,REMO_new2_AdaMaO_SDEOnly_UniformMix_Original,2.0738e+1,8.26e-1,,20目标.xlsx,IGD,M16,2.0738e+1 (8.26e-1)
20,WFG9,REMO,REMO,2.6155e+1,1.38e+0,-,20目标.xlsx,IGD,F17,2.6155e+1 (1.38e+0) -
20,WFG9,PIEA,PIEA,2.2604e+1,1.32e+0,=,20目标.xlsx,IGD,G17,2.2604e+1 (1.32e+0) =
20,WFG9,MCEA/D,MCEAD,2.3089e+1,1.39e+0,=,20目标.xlsx,IGD,H17,2.3089e+1 (1.39e+0) =
20,WFG9,CSEA,CSEA,2.7847e+1,8.01e-1,-,20目标.xlsx,IGD,J17,2.7847e+1 (8.01e-1) -
20,WFG9,PC-SAEA,PCSAEA_N100,2.5599e+1,7.96e-1,-,20目标.xlsx,IGD,K17,2.5599e+1 (7.96e-1) -
20,WFG9,K-RVEA,KRVEA_100,2.6587e+1,1.19e+0,-,20目标.xlsx,IGD,L17,2.6587e+1 (1.19e+0) -
20,WFG9,PACDIS,REMO_new2_AdaMaO_SDEOnly_UniformMix_Original,2.3053e+1,1.30e+0,,20目标.xlsx,IGD,M17,2.3053e+1 (1.30e+0)
